id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,assist,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,teamName
2729227167,263,1,1,23,30,agh9ifb2mw3ivjusgedj7c3fe,1,58.4,34.9,2024-10-01T19:24:21.033Z,2024-10-02T06:38:51Z,5259727829,212,19.4,5260611107,178,,5259727831,213,1.65,5259727827,141,63.4,5259727825,140,57,5259727823,56,Center,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729227265,264,1,1,23,33,agh9ifb2mw3ivjusgedj7c3fe,1,57,63.4,2024-10-01T19:24:24.112Z,2024-10-02T06:38:56Z,5259728371,212,17.6,5259728369,141,61.7,5259728367,140,73.7,5260611143,178,,5259728373,213,6.22,5259728365,56,Center,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729227297,265,1,1,23,36,agh9ifb2mw3ivjusgedj7c3fe,1,71.4,59.3,2024-10-01T19:24:27.412Z,2024-10-02T06:39:01Z,5259728539,212,6.7,5260611167,178,,5259728537,141,49.6,5259728535,140,70.2,5259728533,56,Center,5259728541,213,4.52,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729227541,266,1,1,23,37,agh9ifb2mw3ivjusgedj7c3fe,1,70.2,49.6,2024-10-01T19:24:28.070Z,2024-10-02T06:39:06Z,5260611199,178,,5259729759,141,72.9,5259729769,213,2.65,5259729771,1,,5259729747,56,Back,5259729765,212,33.5,5259729753,140,42.1,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729227735,267,1,1,23,45,agh9ifb2mw3ivjusgedj7c3fe,1,43.1,68.4,2024-10-01T19:24:35.904Z,2024-10-02T06:39:15Z,5259730823,212,17.5,5259730825,213,4.91,5260611263,178,,5259730819,140,46.4,5259730817,56,Back,5259730821,141,43.1,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729227813,268,1,1,23,52,agh9ifb2mw3ivjusgedj7c3fe,1,55.5,32.1,2024-10-01T19:24:42.746Z,2024-10-02T06:39:18Z,5259731281,56,Center,5259731287,212,24.1,5259731289,213,1.4,5260611277,178,,5259731285,141,67,5259731283,140,59.3,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729227909,269,1,1,23,55,agh9ifb2mw3ivjusgedj7c3fe,1,59.3,67,2024-10-01T19:24:46.010Z,2024-10-02T06:39:22Z,5259731827,56,Left,5259731835,213,0.89,5259731833,212,22.1,5259731829,140,72.5,5259731831,141,92.3,5260611303,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729227979,149,45,1,23,59,5fd9f9bti2cdgb6r1lf8l2bc7,0,26.4,21,2024-10-01T19:24:50.086Z,2024-10-02T06:39:27Z,5259732363,233,270,5259732253,56,Back,5259732255,285,,,,,,,,,,,,,,,,,8oor1m6o9js5bby3qh5imf8d0,J. Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729227939,270,3,1,23,59,agh9ifb2mw3ivjusgedj7c3fe,1,73.6,79,2024-10-01T19:24:50.086Z,2024-10-02T06:39:27Z,5259732009,56,Left,5260611333,178,,5260509453,464,,5259732011,286,,5259732333,233,149,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729227989,271,1,1,24,0,agh9ifb2mw3ivjusgedj7c3fe,0,72.1,78.4,2024-10-01T19:24:51.398Z,2024-10-02T06:39:34Z,5259732303,212,19.9,5259732305,213,0.19,5259732299,140,90.7,5259732301,141,83.9,5260611385,178,,5259732297,56,Left,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228021,150,49,1,24,2,5fd9f9bti2cdgb6r1lf8l2bc7,1,7.4,16.1,2024-10-01T19:24:53.248Z,2024-10-02T06:39:41Z,,,,,,,,,,,,,,,,,,,,,,,,,5anxcfh8hvwdbdc162ekgr52i,L. Blum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729228119,151,1,1,24,4,5fd9f9bti2cdgb6r1lf8l2bc7,1,3,11.3,2024-10-01T19:24:55.168Z,2024-10-02T06:39:44Z,5259733033,141,3.8,5260611435,178,,5259733035,212,20.7,5259733027,155,,5259733037,213,6.03,5259733031,140,22.1,5259733029,56,Back,,,,5anxcfh8hvwdbdc162ekgr52i,L. Blum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729228135,152,61,1,24,6,5fd9f9bti2cdgb6r1lf8l2bc7,0,22.1,3.8,2024-10-01T19:24:57.459Z,2024-10-02T06:39:59Z,5260611465,178,,5259733129,56,Back,,,,,,,,,,,,,,,,,,,8oor1m6o9js5bby3qh5imf8d0,J. Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729228127,272,49,1,24,8,agh9ifb2mw3ivjusgedj7c3fe,1,73.5,91.4,2024-10-01T19:24:58.768Z,2024-10-02T08:43:11Z,,,,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228221,273,1,1,24,8,agh9ifb2mw3ivjusgedj7c3fe,1,73.6,90.9,2024-10-01T19:24:59.279Z,2024-10-02T06:40:12Z,5259733589,213,3.19,5259733585,141,90.5,5259733583,140,67.9,5260611591,178,,5259733581,56,Left,5259733587,212,6,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228267,274,1,1,24,10,agh9ifb2mw3ivjusgedj7c3fe,1,67.9,90.5,2024-10-01T19:25:01.331Z,2024-10-02T06:40:14Z,5259733949,56,Left,5259733957,213,3.34,5259733951,140,57.7,5260611603,178,,5259733953,141,87.4,5259733955,212,10.9,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228347,275,1,1,24,13,agh9ifb2mw3ivjusgedj7c3fe,1,60.9,84.7,2024-10-01T19:25:03.830Z,2024-10-02T06:40:16Z,5259734383,56,Center,5259734393,213,4.76,5259734385,140,61.6,5260611621,178,,5259734389,212,15.9,5259734387,141,61.4,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228455,276,1,1,24,16,agh9ifb2mw3ivjusgedj7c3fe,1,62.7,53.7,2024-10-01T19:25:06.568Z,2024-10-02T06:40:20Z,5259734871,212,16.4,5259734869,141,30.3,5259734877,213,4.48,5259734865,140,59.1,5259734861,56,Center,5260611661,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228521,277,1,1,24,19,agh9ifb2mw3ivjusgedj7c3fe,1,59.1,30.3,2024-10-01T19:25:09.540Z,2024-10-02T06:40:23Z,5259735267,213,1.82,5259735255,140,56.2,5260611681,178,,5259735263,212,12.3,5259735253,56,Center,5259735259,141,47.9,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228733,278,1,1,24,22,agh9ifb2mw3ivjusgedj7c3fe,1,62,52.7,2024-10-01T19:25:12.746Z,2024-10-02T06:40:27Z,5259736397,140,86.7,5259736403,213,0.82,5259736405,1,,5260611705,178,,5259736401,212,37.9,5259736399,141,93.3,5259736395,56,Left,5259736393,155,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228743,153,45,1,24,27,5fd9f9bti2cdgb6r1lf8l2bc7,0,5.7,17.6,2024-10-01T19:25:18.291Z,2024-10-02T06:40:31Z,5259736451,285,,5259736615,233,279,5259736449,56,Back,,,,,,,,,,,,,,,,8oor1m6o9js5bby3qh5imf8d0,J. Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729228749,279,3,1,24,27,agh9ifb2mw3ivjusgedj7c3fe,1,94.3,82.4,2024-10-01T19:25:18.291Z,2024-10-02T06:40:30Z,5260611719,178,,5259736477,56,Left,5259736479,286,,5260509781,464,,5259736555,233,153,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228791,280,1,1,24,29,agh9ifb2mw3ivjusgedj7c3fe,0,97.5,80.9,2024-10-01T19:25:20.123Z,2024-10-02T06:40:35Z,5259736733,141,41.5,5260509809,224,,5260509811,72,,5260611749,178,,5259736727,140,88.5,5259736721,56,Center,5259736739,212,28.4,5259736745,213,4.37,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,5259736713,2,5259736715,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729228889,154,1,1,24,31,5fd9f9bti2cdgb6r1lf8l2bc7,1,11.9,58.5,2024-10-01T19:25:22.123Z,2024-10-02T06:40:40Z,5259737251,213,3.65,5259737245,140,5.1,5259737243,56,Back,5259737249,212,8.2,5260611775,178,,5259737247,141,52.7,5259737241,3,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729228893,155,52,1,24,33,5fd9f9bti2cdgb6r1lf8l2bc7,1,5.1,52.7,2024-10-01T19:25:23.662Z,2024-10-02T06:40:42Z,5260611789,178,,5260509845,377,,,,,,,,,,,,,,,,,,,,bouvvppbgq3g24sltchjjk7l6,M. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729229133,156,1,1,24,34,5fd9f9bti2cdgb6r1lf8l2bc7,1,13.6,57.5,2024-10-01T19:25:25.254Z,2024-10-02T06:40:46Z,5259738605,123,,5259738609,140,30.2,5260611809,178,,5259738611,141,76.1,5259738615,213,0.63,5259738613,212,21.5,5259738607,56,Back,,,,bouvvppbgq3g24sltchjjk7l6,M. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729229151,157,1,1,24,40,5fd9f9bti2cdgb6r1lf8l2bc7,0,39.4,91.5,2024-10-01T19:25:30.584Z,2024-10-02T06:40:49Z,5259738697,213,0.28,5260611829,178,,5259738687,56,Left,5259738689,140,60.6,5259738685,155,,5259738695,212,23.2,5259738693,141,100,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729229167,158,5,1,24,42,5fd9f9bti2cdgb6r1lf8l2bc7,0,62.6,101.2,2024-10-01T19:25:33.166Z,2024-10-02T06:40:51Z,5259738749,347,,5259739641,233,281,5259738747,56,Left,,,,,,,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729229307,281,5,1,24,42,agh9ifb2mw3ivjusgedj7c3fe,1,37.4,-1.2,2024-10-01T19:25:33.166Z,2024-10-02T06:40:51Z,5259739553,56,Back,5259739585,233,158,5259739555,347,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729229417,282,1,1,24,47,agh9ifb2mw3ivjusgedj7c3fe,1,34.3,0,2024-10-01T19:25:38.375Z,2024-10-02T06:40:59Z,5259740231,56,Back,5259740225,107,,5259740239,140,31.6,5259740251,213,1.8,5259740245,141,16.4,5259740249,212,12.4,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729229649,283,1,1,24,50,agh9ifb2mw3ivjusgedj7c3fe,1,31.3,20.6,2024-10-01T19:25:40.986Z,2024-10-02T06:41:03Z,5259741375,140,38.9,5259741385,213,1.3,5260611883,178,,5259741373,56,Back,5259741383,212,29.7,5259741379,141,62.6,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729229705,284,1,1,24,59,agh9ifb2mw3ivjusgedj7c3fe,1,46.9,57.9,2024-10-01T19:25:49.626Z,2024-10-02T06:41:05Z,5259741631,56,Back,5259741637,141,38.6,5259741641,212,13.4,5259741645,213,4.5,5259741633,140,44.2,5260611907,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729229803,285,1,1,25,1,agh9ifb2mw3ivjusgedj7c3fe,1,44.2,38.3,2024-10-01T19:25:51.667Z,2024-10-02T06:41:08Z,5260611921,178,,5259742123,140,57.8,5259742131,213,5.87,5259742119,56,Center,5259742129,212,15.6,5259742127,141,29.2,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729229843,286,1,1,25,2,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,29.8,2024-10-01T19:25:52.548Z,2024-10-02T06:41:11Z,5259742347,56,Back,5259742355,213,2.37,5259742353,212,13.2,5260611933,178,,5259742349,140,46.7,5259742351,141,43.3,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729229915,287,1,1,25,4,agh9ifb2mw3ivjusgedj7c3fe,1,46,45.5,2024-10-01T19:25:54.666Z,2024-10-02T06:41:13Z,5259742767,140,54.5,5259742773,213,1.04,5259742769,141,68.1,5259742771,212,17.8,5260611941,178,,5259742765,56,Center,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729230133,288,1,1,25,6,agh9ifb2mw3ivjusgedj7c3fe,1,54.5,69.4,2024-10-01T19:25:56.988Z,2024-10-02T06:41:18Z,5259743915,212,33.7,5259745679,210,15,5259743901,56,Left,5259743919,1,,5259743905,140,84.7,5259743917,213,0.35,5259743911,141,86.2,5260611963,178,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729230141,289,15,1,25,13,agh9ifb2mw3ivjusgedj7c3fe,1,86.7,62.1,2024-10-01T19:26:03.679Z,2024-10-02T06:41:24Z,5259745727,146,98.4,5259745717,55,288,5259745729,147,51.4,5260612003,178,,5259745725,215,,5259745715,29,,5259743953,56,Center,5259743945,22,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,5259745721,102,5259743949,17,5259750307,233,161,5259745723,103,4.4,5259745713,76,5259745105,20,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729230355,161,10,1,25,13,5fd9f9bti2cdgb6r1lf8l2bc7,1,3,46,2024-10-01T19:26:04.418Z,2024-10-02T06:41:26Z,5259749333,180,,5259750381,233,289,5259745233,182,,5259759287,173,,5259745237,56,Back,5260510331,376,,,,,,,,bouvvppbgq3g24sltchjjk7l6,M. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729230365,162,52,1,25,14,5fd9f9bti2cdgb6r1lf8l2bc7,1,3,46,2024-10-01T19:26:05.170Z,2024-10-02T06:41:30Z,5260612041,389,,5260510353,376,,,,,,,,,,,,,,,,,,,,bouvvppbgq3g24sltchjjk7l6,M. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729230457,163,80,1,25,27,5fd9f9bti2cdgb6r1lf8l2bc7,0,8,50.9,2024-10-01T19:26:17.922Z,2024-10-02T06:41:33Z,5260612053,178,,,,,,,,,,,,,,,,,,,,,,,bouvvppbgq3g24sltchjjk7l6,M. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729230653,164,1,1,25,31,5fd9f9bti2cdgb6r1lf8l2bc7,0,13.6,52.4,2024-10-01T19:26:21.631Z,2024-10-02T06:41:35Z,5259746829,140,74.1,5259746831,141,71.6,5259746837,1,,5259746825,155,,5260612081,178,,5259746827,56,Center,5259746835,213,0.2,5259746833,212,64.9,bouvvppbgq3g24sltchjjk7l6,M. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729230637,290,49,1,25,36,agh9ifb2mw3ivjusgedj7c3fe,1,28.8,21.5,2024-10-01T19:26:26.892Z,2024-10-02T06:41:41Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729230745,291,1,1,25,36,agh9ifb2mw3ivjusgedj7c3fe,1,28.8,21.5,2024-10-01T19:26:26.972Z,2024-10-02T06:41:45Z,5259747369,213,2.46,5259747359,140,9.4,5260612143,178,,5259747355,56,Back,5259747363,141,45.8,5259747367,212,26.2,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729230807,292,1,1,25,39,agh9ifb2mw3ivjusgedj7c3fe,1,9.4,45.8,2024-10-01T19:26:30.014Z,2024-10-02T06:41:49Z,5259747733,213,0.58,5259747727,140,26.8,5260612175,178,,5259747731,212,21.8,5259747729,141,63.3,5259747719,56,Back,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Inaki Pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729231047,293,1,1,25,42,agh9ifb2mw3ivjusgedj7c3fe,1,26.8,63.3,2024-10-01T19:26:32.476Z,2024-10-02T06:41:52Z,5259749127,213,5.93,5259749121,140,36.9,5259749119,56,Back,5260612185,178,,5259749125,212,11.3,5259749123,141,57.6,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729231161,294,1,1,25,51,agh9ifb2mw3ivjusgedj7c3fe,1,53.6,69.1,2024-10-01T19:26:41.514Z,2024-10-02T06:41:55Z,5259749689,212,17.4,5259749683,56,Left,5259749685,140,61.9,5259749691,213,1.05,5260612203,178,,5259749687,141,91.2,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729231285,295,1,1,25,53,agh9ifb2mw3ivjusgedj7c3fe,1,61.9,91.2,2024-10-01T19:26:43.900Z,2024-10-02T06:41:59Z,5259750407,56,Back,5259750413,212,27.6,5259750415,213,4.08,5260612239,178,,5259750411,141,58.5,5259750409,140,46.3,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729231463,296,1,1,25,57,agh9ifb2mw3ivjusgedj7c3fe,1,57,53.7,2024-10-01T19:26:48.430Z,2024-10-02T06:42:04Z,5259751325,56,Center,5259751329,141,52.1,5260612279,178,,5259751331,212,16.9,5259751335,213,6.22,5259751327,140,73.1,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729231563,297,1,1,26,5,agh9ifb2mw3ivjusgedj7c3fe,1,73.6,68.5,2024-10-01T19:26:56.109Z,2024-10-02T06:42:12Z,5259751847,141,84.8,5260612343,178,,5259751849,212,15.2,5259751843,56,Left,5259751851,213,0.82,5259751845,140,83.5,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729367145,1004,3,1,26,8,agh9ifb2mw3ivjusgedj7c3fe,0,83.1,87.6,2024-10-01T19:26:59.098Z,2024-10-02T06:42:21Z,5260510843,467,8oor1m6o9js5bby3qh5imf8d0,5260612387,178,,5260510839,286,,5260510837,56,Left,5260510841,464,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729231577,298,4,1,26,9,agh9ifb2mw3ivjusgedj7c3fe,1,83,83.4,2024-10-01T19:26:59.677Z,2024-10-02T06:42:25Z,5259751917,56,Left,5259753025,233,165,5259752973,265,,5259751923,286,,5259752971,152,,5259752969,13,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729231623,165,4,1,26,9,5fd9f9bti2cdgb6r1lf8l2bc7,0,17,16.6,2024-10-01T19:26:59.678Z,2024-10-02T06:42:24Z,5259753073,233,298,5259752295,13,,5259752303,285,,5260612405,178,,5259752299,152,,5259752301,265,,5259752297,56,Back,,,,8oor1m6o9js5bby3qh5imf8d0,J. Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729233623,306,1,1,27,22,agh9ifb2mw3ivjusgedj7c3fe,0,82.8,84.2,2024-10-01T19:28:12.839Z,2024-10-02T06:42:30Z,5259763153,2,,5259763171,212,59.8,5260510967,72,,5259763173,213,4.94,5260510965,224,,5260612443,178,,5259763161,155,,5259763165,56,Right,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,5259763619,152,5259763169,141,5259763617,5,,5259763175,1,,5259763167,140,,,,,0,95.9,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729234157,167,43,1,27,24,5fd9f9bti2cdgb6r1lf8l2bc7,1,0,0,2024-10-01T19:28:14.955Z,2024-10-01T19:29:26Z,5259766117,140,0,5259773265,144,12,5259766121,212,29.4,5259766119,141,96.7,5259766115,56,Back,5259766629,167,0,5259766123,213,1.74,,,,70knbl666fg2kyli67knr5l2h,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729233733,166,5,1,27,27,5fd9f9bti2cdgb6r1lf8l2bc7,1,5.7,100.8,2024-10-01T19:28:18.150Z,2024-10-02T06:42:36Z,5259763783,233,307,5259763735,56,Back,5259773097,347,,,,,,,,,,,,,,,,,7aljb5yzbz7i7fe4jw39ld7xm,E. Colley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729233631,307,5,1,27,27,agh9ifb2mw3ivjusgedj7c3fe,0,94.3,-0.8,2024-10-01T19:28:18.150Z,2024-10-02T06:42:37Z,5259763821,233,166,5259763225,56,Right,5259773159,347,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2729235823,173,1,1,27,37,5fd9f9bti2cdgb6r1lf8l2bc7,1,4.3,100,2024-10-01T19:28:28.443Z,2024-10-02T06:42:40Z,5259775365,56,Back,5259775371,212,5.3,5259775369,141,95.9,5259775767,107,,5259775373,213,5.6,5259780683,189,,5259775367,140,8.2,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729235971,174,61,1,27,38,5fd9f9bti2cdgb6r1lf8l2bc7,1,13.1,94.5,2024-10-01T19:28:28.692Z,2024-10-02T06:42:45Z,5260612543,178,,5259776247,56,Back,5259780493,189,,,,,,,,,,,,,,,,,7aljb5yzbz7i7fe4jw39ld7xm,E. Colley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729236309,176,6,1,27,41,5fd9f9bti2cdgb6r1lf8l2bc7,0,21,57.3,2024-10-01T19:28:31.712Z,2024-10-02T06:42:55Z,5259785301,233,308,5259778629,56,Back,5259778631,73,,,,,,,,,,,,,,,,,7aljb5yzbz7i7fe4jw39ld7xm,E. Colley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Boys
2729234309,308,6,1,27,41,agh9ifb2mw3ivjusgedj7c3fe,1,79,42.7,2024-10-01T19:28:31.712Z,2024-10-02T06:42:55Z,5259766981,56,Center,5259785251,75,,5259785259,233,176,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
