id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,teamName
2752211063,93,1,1,12,19,3adj8hkws0z1al232bg2h6tk0,1,34,55.5,2024-11-26T20:12:58.018Z,2024-11-27T02:58:28Z,5385269793,140,38.2,5385269795,141,75.4,5386025485,178,,5385269797,212,14.2,5385269791,56,Back,5385269799,213,1.26,,,,,,,boeam163ur1t3ifq01px99xwp,J. Le Cardinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752211171,94,1,1,12,26,3adj8hkws0z1al232bg2h6tk0,1,65.4,86,2024-11-26T20:13:05.050Z,2024-11-27T02:58:34Z,5386025531,178,,5385270449,212,28,5385270441,155,,5385270447,141,50.6,5385270445,140,79,5385270443,56,Center,5385270451,213,5.25,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752211181,95,61,1,12,28,3adj8hkws0z1al232bg2h6tk0,0,82.1,50.6,2024-11-26T20:13:07.347Z,2024-11-27T02:58:38Z,5385270491,56,Center,5386025565,178,,5386025563,21,,,,,,,,,,,,,,,,,8gkexxgf3pypshhqwg6ibp7o4,K. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752211175,157,49,1,12,29,agh9ifb2mw3ivjusgedj7c3fe,1,10.8,64.9,2024-11-26T20:13:07.899Z,2024-11-27T02:58:43Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752211165,156,43,1,12,30,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-11-26T20:13:09.283Z,2024-11-27T00:07:49Z,5385860117,144,7,5385270405,56,Back,5385270409,285,0,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752211271,158,1,1,12,33,agh9ifb2mw3ivjusgedj7c3fe,1,7.7,70,2024-11-26T20:13:12.623Z,2024-11-27T02:58:49Z,5385271001,212,15.8,5385271003,213,0.95,5386025635,178,,5385270999,141,88.9,5385270995,56,Back,5385270997,140,16.4,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752211347,159,1,1,12,36,agh9ifb2mw3ivjusgedj7c3fe,1,19,90.2,2024-11-26T20:13:14.928Z,2024-11-27T02:59:04Z,5386025725,178,,5385271373,141,80.5,5385271371,140,32.7,5385271369,56,Back,5385271375,212,15.8,5385271377,213,5.85,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752317469,1136,3,1,12,37,agh9ifb2mw3ivjusgedj7c3fe,0,32.5,76.9,2024-11-26T20:13:16.342Z,2024-11-27T02:59:08Z,5385860319,285,,5385860321,465,,5385860317,56,Back,5385860323,467,ef2n7d6rysar49toiz2k3obth,5386025761,178,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752211357,160,4,1,12,38,agh9ifb2mw3ivjusgedj7c3fe,1,32,80.2,2024-11-26T20:13:17.151Z,2024-11-27T02:59:11Z,5385271641,13,,5385271649,285,,5385271645,56,Back,5385271647,152,,5385272031,233,96,5385271643,294,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752211383,96,4,1,12,38,3adj8hkws0z1al232bg2h6tk0,0,68,19.8,2024-11-26T20:13:17.152Z,2024-11-27T02:59:10Z,5385271947,56,Right,5385271937,294,,5385271931,13,,5386025777,178,,5385271951,152,,5385271957,286,,5385272075,233,160,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752211817,161,1,1,12,54,agh9ifb2mw3ivjusgedj7c3fe,1,32.4,79.7,2024-11-26T20:13:33.778Z,2024-11-27T02:59:14Z,5385273985,212,25.1,5385273987,213,4.6,5386025829,178,,5385273981,140,29.7,5385285981,189,,5385273979,56,Back,5385273983,141,43,5385273975,5,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,5385273977,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752211877,162,1,1,12,58,agh9ifb2mw3ivjusgedj7c3fe,1,29.5,41.5,2024-11-26T20:13:37.693Z,2024-11-27T02:59:17Z,5385274277,212,13.3,5385274275,141,44.5,5385274279,213,0.15,5385274271,56,Back,5385274273,140,42,5386025901,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752211937,163,1,1,13,2,agh9ifb2mw3ivjusgedj7c3fe,1,42.5,38.5,2024-11-26T20:13:41.006Z,2024-11-27T02:59:31Z,5385274595,213,5.67,5385274593,212,21.9,5385274581,56,Right,5385274591,141,20,5385274587,140,59.6,5386026081,178,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752211963,97,45,1,13,4,3adj8hkws0z1al232bg2h6tk0,0,38.5,72.4,2024-11-26T20:13:42.883Z,2024-11-27T02:59:35Z,5385274799,56,Back,5385275023,233,164,5385274801,285,,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752211983,164,3,1,13,4,agh9ifb2mw3ivjusgedj7c3fe,1,61.5,27.6,2024-11-26T20:13:42.883Z,2024-11-27T02:59:35Z,5386026097,178,,5385274933,286,,5385274931,56,Center,5385860429,464,,5385274985,233,97,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752212095,165,1,1,13,6,agh9ifb2mw3ivjusgedj7c3fe,1,55.5,49.3,2024-11-26T20:13:45.303Z,2024-11-27T02:59:39Z,5385275557,141,85.7,5385275561,213,0.76,5385275555,140,80.5,5385275559,212,36.1,5386026155,178,,5385276999,210,13,5385275553,56,Left,5385275563,1,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752212101,166,13,1,13,11,agh9ifb2mw3ivjusgedj7c3fe,1,79.8,72.4,2024-11-26T20:13:49.888Z,2024-11-27T02:59:43Z,5385277051,230,98,5385277039,103,13.9,5385275577,22,,5385277029,75,,5385275579,18,,5386026177,178,,5385277037,102,5,5385275581,56,Center,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,5385277043,391,,5385277041,215,,,5385277055,231,5385277049,276,5385277047,147,0,,5385277033,55,165,5385275903,153,,5385277031,29,,5385275899,20,,52.7,5385277045,146,92.9,,,,,,,,,,,Barcelona
2752212161,99,5,1,13,13,3adj8hkws0z1al232bg2h6tk0,1,7.8,101.2,2024-11-26T20:13:52.583Z,2024-11-27T02:59:46Z,5385275909,56,Back,5385275911,347,,5385275931,233,167,,,,,,,,,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752212111,167,5,1,13,13,agh9ifb2mw3ivjusgedj7c3fe,0,92.2,-1.2,2024-11-26T20:13:52.583Z,2024-11-27T02:59:46Z,5385275969,233,99,5385275613,56,Right,5385275615,347,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752212691,100,1,1,13,36,3adj8hkws0z1al232bg2h6tk0,0,10.8,100,2024-11-26T20:14:14.819Z,2024-11-27T02:59:49Z,5385278951,213,5.89,5385278943,56,Back,5385278941,107,,5385278953,1,,5385278949,212,26.3,5385278945,140,34,5385278947,141,87,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752212751,168,1,1,13,37,agh9ifb2mw3ivjusgedj7c3fe,1,57.2,6.8,2024-11-26T20:14:16.694Z,2024-11-27T02:59:54Z,5385279299,3,,5385279303,140,77.6,5386026259,178,,5385279301,56,Center,5385279309,213,0.61,5385279305,141,28.8,5385279307,212,26.1,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752212773,169,1,1,13,40,agh9ifb2mw3ivjusgedj7c3fe,0,78.9,28.6,2024-11-26T20:14:19.143Z,2024-11-27T02:59:59Z,5385279479,141,36.7,5385279477,140,78.8,5385279475,56,Center,5385279485,213,1.59,5386026331,178,,5385279473,3,,5385279481,212,5.5,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752212795,101,12,1,13,41,3adj8hkws0z1al232bg2h6tk0,1,20.7,62.2,2024-11-26T20:14:20.396Z,2024-11-27T03:00:05Z,5386026391,178,,5385279593,56,Back,5385284527,140,31.1,5385284535,141,55,5385284537,212,12,5385284539,213,5.86,,,,,,,boeam163ur1t3ifq01px99xwp,J. Le Cardinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752212815,170,61,1,13,42,agh9ifb2mw3ivjusgedj7c3fe,1,74.6,32.4,2024-11-26T20:14:21.516Z,2024-11-27T03:00:13Z,5386026481,178,,5385279685,56,Center,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752212879,171,49,1,13,43,agh9ifb2mw3ivjusgedj7c3fe,1,67.9,40.4,2024-11-26T20:14:22.620Z,2024-11-27T03:00:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752212871,102,83,1,13,44,3adj8hkws0z1al232bg2h6tk0,0,28.1,59.7,2024-11-26T20:14:23.074Z,2024-11-27T03:00:16Z,5385280171,399,4ftlhtels58lyzfluwofzwxuy,,,,,,,,,,,,,,,,,,,,,,8gkexxgf3pypshhqwg6ibp7o4,K. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752212977,172,1,1,13,47,agh9ifb2mw3ivjusgedj7c3fe,1,61.4,48.1,2024-11-26T20:14:26.639Z,2024-11-27T03:00:27Z,5385280513,213,4.76,5385280503,141,41.2,5385280497,56,Center,5385280509,212,4.7,5385280499,140,61.6,5386026607,178,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752212989,173,1,1,13,48,agh9ifb2mw3ivjusgedj7c3fe,1,61.6,41.2,2024-11-26T20:14:27.607Z,2024-11-27T03:00:31Z,5385280595,213,2.45,5385280589,140,56.2,5385280587,56,Center,5385280591,141,48.1,5386026633,178,,5385280593,212,7.4,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213027,174,1,1,13,49,agh9ifb2mw3ivjusgedj7c3fe,1,56.2,48.1,2024-11-26T20:14:28.748Z,2024-11-27T03:00:35Z,5385280797,212,12.3,5386026651,178,,5385280803,213,4.4,5385280787,140,52.6,5385280791,141,30.9,5385280783,56,Center,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213075,175,1,1,13,52,agh9ifb2mw3ivjusgedj7c3fe,1,52.6,30.9,2024-11-26T20:14:30.930Z,2024-11-27T03:00:38Z,5386026671,178,,5385281083,56,Center,5385281085,140,71.2,5385281091,213,6.12,5385281087,141,26.2,5385281089,212,19.8,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213121,176,1,1,13,54,agh9ifb2mw3ivjusgedj7c3fe,0,74.1,27.6,2024-11-26T20:14:32.980Z,2024-11-27T03:00:44Z,5385281343,140,74.5,5386026733,178,,5385281347,212,13.1,5385281345,141,46.9,5385281349,213,1.54,5385281341,56,Center,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213125,103,8,1,13,54,3adj8hkws0z1al232bg2h6tk0,1,23,52.2,2024-11-26T20:14:33.731Z,2024-11-27T03:00:47Z,5385281353,56,Back,5385861085,385,,5386026747,178,,,,,,,,,,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752213155,177,1,1,13,56,agh9ifb2mw3ivjusgedj7c3fe,0,77,40.3,2024-11-26T20:14:35.487Z,2024-11-27T03:00:52Z,5385281479,56,Center,5386026791,178,,5385281483,141,51.9,5385281485,212,10.6,5385281487,213,0.84,5385281481,140,83.8,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213167,104,8,1,13,57,3adj8hkws0z1al232bg2h6tk0,1,14.5,46.3,2024-11-26T20:14:36.206Z,2024-11-27T03:00:55Z,5385861117,385,,5386026813,178,,5385281525,56,Back,,,,,,,,,,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752213177,178,61,1,13,57,agh9ifb2mw3ivjusgedj7c3fe,0,84.5,45.1,2024-11-26T20:14:36.786Z,2024-11-27T03:00:58Z,5385281579,56,Center,5386026845,178,,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213257,105,12,1,13,59,3adj8hkws0z1al232bg2h6tk0,1,10.7,51.6,2024-11-26T20:14:37.884Z,2024-11-27T03:01:03Z,5385282065,213,0.32,5385282059,140,36.6,5385282057,56,Back,5385282061,141,65,5386026923,178,,5385282063,212,28.7,,,,,,,ef2n7d6rysar49toiz2k3obth,K. Lala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752213355,179,1,1,14,4,agh9ifb2mw3ivjusgedj7c3fe,1,63.5,27.7,2024-11-26T20:14:42.903Z,2024-11-27T03:01:18Z,5386027085,178,,5385282521,212,12.7,5385282523,213,4.03,5385282517,140,55.9,5385282515,56,Right,5385282519,141,13.2,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213481,180,1,1,14,6,agh9ifb2mw3ivjusgedj7c3fe,1,57,15.8,2024-11-26T20:14:45.052Z,2024-11-27T03:02:36Z,5385283105,141,90.3,5385283099,56,Left,5385283103,140,61.8,5385283097,196,,5386027819,178,,5385283109,212,50.9,5385283111,213,1.47,5385283095,155,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,5385283113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213535,181,1,1,14,11,agh9ifb2mw3ivjusgedj7c3fe,1,63.2,89.4,2024-11-26T20:14:50.063Z,2024-11-27T03:02:41Z,5385283423,141,76.1,5385283419,56,Center,5385283425,212,9,5386027863,178,,5385283427,213,4.69,5385283421,140,63,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213559,182,1,1,14,12,agh9ifb2mw3ivjusgedj7c3fe,1,63,76.1,2024-11-26T20:14:51.396Z,2024-11-27T03:02:46Z,5386027901,178,,5385283577,56,Center,5385283583,212,7,5385283579,140,58.1,5385283581,141,69.1,5385283585,213,3.89,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermin Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213603,183,1,1,14,14,agh9ifb2mw3ivjusgedj7c3fe,1,58.1,69.1,2024-11-26T20:14:53.077Z,2024-11-27T03:02:50Z,5385283805,213,5.07,5385283801,141,51.9,5385283803,212,12.5,5385283799,140,62.2,5386027919,178,,5385283797,56,Center,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213649,184,1,1,14,16,agh9ifb2mw3ivjusgedj7c3fe,1,62.2,51.9,2024-11-26T20:14:54.822Z,2024-11-27T03:02:53Z,5385284033,140,59.1,5385284039,213,1.87,5386027937,178,,5385284031,56,Center,5385284037,212,11,5385284035,141,67.3,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213705,185,1,1,14,17,agh9ifb2mw3ivjusgedj7c3fe,1,59.1,67.3,2024-11-26T20:14:56.545Z,2024-11-27T03:03:32Z,5385284387,140,72.5,5385284391,212,22.2,5385284385,56,Left,5385284389,141,92.6,5386028205,178,,5385284393,213,0.89,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213765,186,1,1,14,19,agh9ifb2mw3ivjusgedj7c3fe,1,72.5,92.6,2024-11-26T20:14:58.612Z,2024-11-27T03:03:47Z,5385284719,140,64,5386028303,178,,5385284723,212,12.2,5385284717,56,Left,5385284721,141,80.3,5385284725,213,3.89,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213849,187,1,1,14,22,agh9ifb2mw3ivjusgedj7c3fe,1,64.3,79.1,2024-11-26T20:15:00.919Z,2024-11-27T03:03:51Z,5385285163,140,77.6,5385285165,141,7.4,5385285161,56,Right,5385285173,1,,5385285159,196,,5386028337,178,,5385285167,212,50.7,5385285157,155,,3hht0os2uzu234yq550i3fbe2,Marc Casado,5385285169,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213861,188,61,1,14,25,agh9ifb2mw3ivjusgedj7c3fe,0,77.6,7,2024-11-26T20:15:04.347Z,2024-11-27T03:04:00Z,5386028427,388,,5386028425,21,,5385285205,56,Right,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752213897,106,5,1,14,26,3adj8hkws0z1al232bg2h6tk0,1,23,101.8,2024-11-26T20:15:05.205Z,2024-11-27T03:04:03Z,5385285373,347,,5385285369,56,Back,5385285411,233,189,,,,,,,,,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752213875,189,5,1,14,26,agh9ifb2mw3ivjusgedj7c3fe,0,77,-1.8,2024-11-26T20:15:05.205Z,2024-11-27T03:04:04Z,5385285457,233,106,5385285257,347,,5385285253,56,Right,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752214487,107,1,1,14,52,3adj8hkws0z1al232bg2h6tk0,1,25.6,100,2024-11-26T20:15:31.042Z,2024-11-27T03:04:17Z,5385288791,140,38.6,5385288787,107,,5385288789,56,Back,5385288795,212,15.5,5385288793,141,90.6,5385288797,213,5.79,,,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752214505,108,44,1,14,53,3adj8hkws0z1al232bg2h6tk0,1,41,90,2024-11-26T20:15:32.234Z,2024-11-27T05:15:37Z,5385288883,285,,5385288881,56,Back,5385288957,233,190,,,,,,,,,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752214491,190,44,1,14,53,agh9ifb2mw3ivjusgedj7c3fe,0,59,10,2024-11-26T20:15:32.235Z,2024-11-27T03:04:21Z,5385288817,56,Right,5385288979,233,108,5385288819,286,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752214585,109,1,1,14,53,3adj8hkws0z1al232bg2h6tk0,0,38.3,90.6,2024-11-26T20:15:32.276Z,2024-11-27T05:15:38Z,5385289321,140,45,5385289339,213,5.81,5385289327,141,85.3,5386028573,388,,5385289313,56,Back,5385289309,168,,5385289333,212,7.9,5385289307,3,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752214553,191,44,1,14,54,agh9ifb2mw3ivjusgedj7c3fe,1,55,14.2,2024-11-26T20:15:33.509Z,2024-11-27T05:15:38Z,5385289655,233,110,5385289139,56,Right,5385289141,286,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752214607,110,44,1,14,54,3adj8hkws0z1al232bg2h6tk0,0,45,85.8,2024-11-26T20:15:33.510Z,2024-11-27T03:04:28Z,5385289433,285,,5385289711,233,191,5385289431,56,Back,,,,,,,,,,,,,,,,am0pcyvtaws1i69jt09dgnsnp,L. Ajorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752214595,192,1,1,14,54,agh9ifb2mw3ivjusgedj7c3fe,0,58.8,10.5,2024-11-26T20:15:33.538Z,2024-11-27T05:15:38Z,5385289363,56,Right,5385289373,212,1.3,5385289375,213,2.7,5385289365,140,57.7,5386028691,388,,5385289369,141,11.3,5385289361,3,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752317809,669,61,1,14,54,3adj8hkws0z1al232bg2h6tk0,1,45.4,87,2024-11-26T20:15:33.599Z,2024-11-27T03:04:51Z,5386028799,15,,5385861929,56,Back,5386028801,388,,,,,,,,,,,,,,,,,am0pcyvtaws1i69jt09dgnsnp,L. Ajorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brest
2752214611,193,49,1,14,57,agh9ifb2mw3ivjusgedj7c3fe,1,35.9,15.6,2024-11-26T20:15:36.499Z,2024-11-27T03:04:56Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752214823,194,1,1,15,1,agh9ifb2mw3ivjusgedj7c3fe,1,30.5,18.8,2024-11-26T20:15:40.460Z,2024-11-27T02:37:24Z,5385290719,140,34.5,5385290715,56,Back,5385290723,212,26.2,5385290721,141,56.9,5385290725,213,1.41,5386015811,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752214883,195,1,1,15,6,agh9ifb2mw3ivjusgedj7c3fe,1,38.9,62,2024-11-26T20:15:45.212Z,2024-11-27T02:37:31Z,5385291019,140,41.4,5386015851,178,,5385291017,56,Back,5385291023,212,5.7,5385291021,141,54.5,5385291025,213,5.19,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752214945,196,1,1,15,8,agh9ifb2mw3ivjusgedj7c3fe,1,41.1,49,2024-11-26T20:15:47.487Z,2024-11-27T02:37:37Z,5386015887,178,,5385291373,213,4.98,5385291371,212,9.3,5385291369,141,35.8,5385291367,140,43.4,5385291365,56,Back,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752215009,197,1,1,15,10,agh9ifb2mw3ivjusgedj7c3fe,1,43.4,35.8,2024-11-26T20:15:49.513Z,2024-11-27T02:37:41Z,5385291733,141,4.4,5385291735,212,36.5,5385291737,213,5.66,5385291731,140,71.6,5385291729,56,Right,5385291739,1,,5386015903,178,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2752215079,198,1,1,15,14,agh9ifb2mw3ivjusgedj7c3fe,1,75,6.4,2024-11-26T20:15:52.992Z,2024-11-27T02:37:46Z,5385292107,141,27.6,5385292105,140,77,5385292109,212,14.6,5385292111,213,1.43,5385292103,56,Center,5386015923,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
