id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/12/value,assist,qualifier/20/value,teamName
2801720131,164,44,1,19,15,dt4pinj0vw0t0cvz7za6mhmzy,1,92.2,40.4,2025-04-15T19:22:24.123Z,2025-04-16T04:01:57Z,5655229155,286,,5655229201,233,197,5655229153,56,Center,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801720127,197,44,1,19,15,agh9ifb2mw3ivjusgedj7c3fe,0,7.8,59.6,2025-04-15T19:22:24.124Z,2025-04-16T03:15:40Z,5655229133,56,Back,5655229135,285,,5655229223,233,164,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720133,165,15,1,19,15,dt4pinj0vw0t0cvz7za6mhmzy,1,93.6,41.4,2025-04-15T19:22:24.284Z,2025-04-16T04:01:57Z,5655229443,80,,5655229447,154,,5655229161,56,Center,5655229159,17,,5655229445,29,,5655229459,147,48,5655229463,233,198,5655229449,55,163,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,5655229349,25,,5655881475,388,5655229355,328,,5655229453,102,5655229455,103,5655229457,146,98.8,,5655229351,15,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,Borussia Dortmund
2801720147,198,10,1,19,16,agh9ifb2mw3ivjusgedj7c3fe,1,2.3,52.5,2025-04-15T19:22:24.964Z,2025-04-16T03:15:47Z,5655229277,178,,5655448599,377,,5655229281,56,Back,5655229279,182,,5655229481,233,165,5655229321,177,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720157,199,52,1,19,17,agh9ifb2mw3ivjusgedj7c3fe,1,2.3,52.5,2025-04-15T19:22:26.044Z,2025-04-16T03:15:52Z,5655448669,377,,5655881643,179,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720183,200,1,1,19,24,agh9ifb2mw3ivjusgedj7c3fe,1,9.2,47.8,2025-04-15T19:22:33.084Z,2025-04-16T03:15:58Z,5655229497,140,21.5,5655229495,56,Back,5655881689,178,,5655229503,213,5.19,5655229493,123,,5655229501,212,28,5655229499,141,11.2,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720193,201,1,1,19,28,agh9ifb2mw3ivjusgedj7c3fe,1,23.5,11.2,2025-04-15T19:22:36.605Z,2025-04-16T03:16:07Z,5655881815,178,,5655229563,140,25.6,5655229561,56,Back,5655229569,213,1.38,5655229567,212,11.8,5655229565,141,28.3,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720199,202,1,1,19,31,agh9ifb2mw3ivjusgedj7c3fe,0,26.6,27.1,2025-04-15T19:22:39.885Z,2025-04-16T03:16:11Z,5655881869,178,,5655229611,212,32.6,5655229605,56,Center,5655229613,213,0.17,5655229607,140,57.2,5655229609,141,35,5655229615,1,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720201,166,49,1,19,33,dt4pinj0vw0t0cvz7za6mhmzy,1,46,66.7,2025-04-15T19:22:42.245Z,2025-04-16T03:16:16Z,,,,,,,,,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801720225,167,1,1,19,35,dt4pinj0vw0t0cvz7za6mhmzy,0,52.9,66.8,2025-04-15T19:22:43.885Z,2025-04-16T03:16:21Z,5655229761,212,29.8,5655229763,213,4.99,5655229753,140,60.7,5655229749,56,Center,5655882009,178,,5655229757,141,24.6,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801720227,203,49,1,19,36,agh9ifb2mw3ivjusgedj7c3fe,1,40.5,71.3,2025-04-15T19:22:45.325Z,2025-04-16T03:16:27Z,,,,,,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720235,204,1,1,19,37,agh9ifb2mw3ivjusgedj7c3fe,1,40.5,71.3,2025-04-15T19:22:46.445Z,2025-04-16T03:16:32Z,5655229825,212,8.7,5655229827,213,4.64,5655882281,178,,5655229819,56,Back,5655229823,141,58.5,5655229821,140,39.9,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720245,205,1,1,19,39,agh9ifb2mw3ivjusgedj7c3fe,1,39.9,59,2025-04-15T19:22:48.126Z,2025-04-16T03:16:43Z,5655229891,213,3.2,5655229889,212,9.7,5655229883,56,Back,5655229885,140,30.7,5655229887,141,58.2,5655882505,178,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720263,206,1,1,19,41,agh9ifb2mw3ivjusgedj7c3fe,1,30.7,58.2,2025-04-15T19:22:49.566Z,2025-04-16T03:16:53Z,5655229977,56,Back,5655882687,178,,5655229981,141,54.5,5655229983,212,4.2,5655229979,140,33.9,5655229985,213,5.64,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720281,207,1,1,19,45,agh9ifb2mw3ivjusgedj7c3fe,1,35.5,46.4,2025-04-15T19:22:54.166Z,2025-04-16T03:16:57Z,5655230115,56,Back,5655230117,140,39.1,5655230119,141,14.3,5655230123,213,4.88,5655230121,212,22.2,5655882733,178,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720297,208,1,1,19,47,agh9ifb2mw3ivjusgedj7c3fe,1,39.1,14.3,2025-04-15T19:22:56.406Z,2025-04-16T03:17:02Z,5655230213,141,6.2,5655230211,140,55.6,5655882843,178,,5655230217,213,5.98,5655230209,56,Right,5655230215,212,18.2,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720303,209,1,1,19,49,agh9ifb2mw3ivjusgedj7c3fe,1,55.6,6.2,2025-04-15T19:22:57.486Z,2025-04-16T04:11:44Z,5655230255,213,2.74,5655230247,56,Back,5655885055,178,,5655230249,140,47.3,5655230251,141,11.6,5655230253,212,9.5,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720327,210,1,1,19,52,agh9ifb2mw3ivjusgedj7c3fe,1,56.8,11,2025-04-15T19:23:00.527Z,2025-04-16T03:19:23Z,5655230369,140,46.4,5655230373,141,22.3,5655885269,178,,5655230367,56,Back,5655230381,213,2.53,5655230377,212,13.4,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720345,211,1,1,19,54,agh9ifb2mw3ivjusgedj7c3fe,1,46.4,28.4,2025-04-15T19:23:02.847Z,2025-04-16T03:19:34Z,5655230493,213,1.93,5655230491,212,25.5,5655230489,141,63.5,5655230485,56,Back,5655230487,140,37.9,5655885457,178,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720403,212,1,1,19,57,agh9ifb2mw3ivjusgedj7c3fe,1,37.9,63.5,2025-04-15T19:23:05.527Z,2025-04-16T03:19:41Z,5655231307,210,15,5655230825,140,69.5,5655885599,178,,5655230835,1,,5655230829,141,85.5,5655230821,56,Left,5655230833,213,0.42,5655230831,212,36.4,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720405,213,15,1,20,4,agh9ifb2mw3ivjusgedj7c3fe,1,90.6,72.2,2025-04-15T19:23:12.928Z,2025-04-16T03:19:51Z,5655230839,22,,5655885731,178,,5655231351,102,49.5,5655231353,103,19,5655231387,233,168,5655231357,146,92.4,5655231355,215,,5655230997,72,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5655231343,78,,5655231345,29,5655231347,55,212,5655231001,82,5655231359,147,5655231361,230,98.5,,5655231363,231,,,5655230841,64,5655230843,56,Center,,,,54.2,,,,,,,,,,,,,,,,67.9,,,Barcelona
2801720397,168,10,1,20,4,dt4pinj0vw0t0cvz7za6mhmzy,1,7.6,32.1,2025-04-15T19:23:12.968Z,2025-04-16T03:19:56Z,5655231401,233,213,5655230801,94,,5655230803,56,Back,5655885829,178,,,,,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801720419,169,5,1,20,7,dt4pinj0vw0t0cvz7za6mhmzy,0,5.8,-0.6,2025-04-15T19:23:16.328Z,2025-04-16T03:20:01Z,5655231033,233,214,5655230925,347,,5655230923,56,Back,,,,,,,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801720427,214,5,1,20,7,agh9ifb2mw3ivjusgedj7c3fe,1,94.2,100.6,2025-04-15T19:23:16.328Z,2025-04-16T03:20:01Z,5655230967,347,,5655230991,233,169,5655230965,56,Left,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720581,215,1,1,20,30,agh9ifb2mw3ivjusgedj7c3fe,1,82.9,100,2025-04-15T19:23:39.370Z,2025-04-16T03:20:08Z,5655231909,107,,5655231917,140,96.8,5655231913,56,Left,5655231921,212,16.1,5655231923,213,5.85,5655231919,141,91.4,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720591,216,1,1,20,31,agh9ifb2mw3ivjusgedj7c3fe,0,96.8,91.4,2025-04-15T19:23:40.450Z,2025-04-16T03:20:15Z,5655231945,213,2.09,5655231937,56,Left,5655886195,178,,5655231943,212,7.4,5655231939,140,93.3,5655231941,141,100,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720713,170,5,1,20,32,dt4pinj0vw0t0cvz7za6mhmzy,1,7.9,-1,2025-04-15T19:23:41.450Z,2025-04-16T03:20:19Z,5655232595,233,217,5655232587,347,,5655232585,56,Back,,,,,,,,,,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801720593,217,5,1,20,32,agh9ifb2mw3ivjusgedj7c3fe,0,92.1,101,2025-04-15T19:23:41.450Z,2025-04-16T03:20:19Z,5655231947,56,Left,5655232607,233,170,5655231949,347,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720731,171,1,1,20,51,dt4pinj0vw0t0cvz7za6mhmzy,0,18.2,0,2025-04-15T19:23:59.612Z,2025-04-16T03:20:22Z,5655232673,56,Back,5655232671,107,,5655232679,141,10,5655232685,213,0.43,5655232681,212,18.8,5655232675,140,34.5,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801720741,218,4,1,20,52,agh9ifb2mw3ivjusgedj7c3fe,1,68.4,83.7,2025-04-15T19:24:01.011Z,2025-04-16T03:20:27Z,5655232737,56,Left,5655232735,294,,5655232733,13,,5655232813,233,172,5655232739,152,,5655232741,286,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720743,172,4,1,20,52,dt4pinj0vw0t0cvz7za6mhmzy,0,31.6,16.3,2025-04-15T19:24:01.012Z,2025-04-16T03:20:26Z,5655232791,285,,5655232789,152,,5655232783,13,,5655886427,178,,5655232785,294,,5655232787,56,Back,5655232851,233,218,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801720979,219,1,1,21,29,agh9ifb2mw3ivjusgedj7c3fe,1,68.6,85.2,2025-04-15T19:24:37.695Z,2025-04-16T03:20:31Z,5655449919,72,,5655233913,212,48.6,5655233911,141,27.4,5655233915,213,5.34,5655449917,224,,5655233899,2,,5655233917,1,,5655233907,56,Center,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5655233905,152,,5655233901,5,5655233903,155,,5655233909,140,5655886615,178,,,,,,,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720987,220,1,1,21,31,agh9ifb2mw3ivjusgedj7c3fe,1,95.8,27.4,2025-04-15T19:24:40.096Z,2025-04-16T03:20:45Z,5655886841,388,,5655233963,3,,5655233971,212,8.6,5655233973,213,2.57,5655233969,141,34.3,5655233967,140,88.9,5655233965,56,Center,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720989,221,44,1,21,33,agh9ifb2mw3ivjusgedj7c3fe,1,87.4,33.4,2025-04-15T19:24:41.616Z,2025-04-16T04:01:58Z,5655233981,233,173,5655233977,56,Center,5655233979,286,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801720983,173,44,1,21,33,dt4pinj0vw0t0cvz7za6mhmzy,0,12.6,66.6,2025-04-15T19:24:41.617Z,2025-04-16T03:20:50Z,5655233947,56,Back,5655233949,285,,5655233987,233,221,,,,,,,,,,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801720995,222,1,1,21,33,agh9ifb2mw3ivjusgedj7c3fe,0,88.9,34.3,2025-04-15T19:24:41.696Z,2025-04-16T04:01:58Z,5655886991,388,,5655234017,56,Center,5655234015,3,,5655234025,213,1.06,5655234023,212,6.2,5655234021,141,42.2,5655234019,140,91.8,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721001,174,12,1,21,33,dt4pinj0vw0t0cvz7za6mhmzy,1,8,55.3,2025-04-15T19:24:42.336Z,2025-04-16T03:20:58Z,5655887095,178,,5655234057,212,21.2,5655234055,141,49,5655234073,15,,5655234053,140,27.8,5655234051,56,Back,5655234059,213,6.08,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721021,223,1,1,21,37,agh9ifb2mw3ivjusgedj7c3fe,0,77.1,47.2,2025-04-15T19:24:45.576Z,2025-04-16T03:21:08Z,5655234179,213,0.33,5655234173,140,100,5655234171,56,Center,5655234169,155,,5655234175,141,60,5655887371,178,,5655234177,212,26.9,5655234199,4,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721027,175,5,1,21,39,dt4pinj0vw0t0cvz7za6mhmzy,1,-1.2,40.4,2025-04-15T19:24:48.136Z,2025-04-16T03:21:11Z,5655234217,56,Back,5655234219,346,,5655234861,233,224,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721143,224,5,1,21,39,agh9ifb2mw3ivjusgedj7c3fe,0,101.2,59.6,2025-04-15T19:24:48.136Z,2025-04-16T03:21:11Z,5655234855,346,,5655234853,56,Center,5655234869,233,175,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721087,176,1,1,21,46,dt4pinj0vw0t0cvz7za6mhmzy,1,3.8,44.2,2025-04-15T19:24:54.977Z,2025-04-16T03:21:15Z,5655234551,213,4.85,5655234549,212,11.4,5655234541,124,,5655234543,56,Back,5655234581,189,,5655234545,140,5.3,5655234555,237,,5655234547,141,27.6,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721107,177,1,1,21,48,dt4pinj0vw0t0cvz7za6mhmzy,1,6.2,26.3,2025-04-15T19:24:57.377Z,2025-04-16T03:21:19Z,5655234643,212,14.5,5655234641,141,9.2,5655234639,140,14.5,5655887537,178,,5655234637,56,Back,5655234645,213,5.36,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721115,178,1,1,21,51,dt4pinj0vw0t0cvz7za6mhmzy,1,14.3,11.6,2025-04-15T19:25:00.097Z,2025-04-16T03:21:23Z,5655234697,141,16.7,5655887601,178,,5655234693,140,9.1,5655234691,56,Back,5655234703,213,2.58,5655234701,212,6.5,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721137,179,1,1,21,52,dt4pinj0vw0t0cvz7za6mhmzy,1,9.1,16.6,2025-04-15T19:25:01.337Z,2025-04-16T03:21:27Z,5655234815,140,35.6,5655234817,141,39.3,5655234809,157,,5655887637,178,,5655234819,212,31.8,5655234823,1,,5655234821,213,0.51,5655234813,56,Back,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721139,180,50,1,21,55,dt4pinj0vw0t0cvz7za6mhmzy,1,34.4,42.2,2025-04-15T19:25:04.058Z,2025-04-16T03:21:52Z,5655234835,56,Back,5655244005,286,,5655234903,233,225,,,,,,,,,,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721151,225,7,1,21,55,agh9ifb2mw3ivjusgedj7c3fe,1,65.6,57.8,2025-04-15T19:25:04.218Z,2025-04-16T03:21:59Z,5655887739,178,,5655451053,383,,5655234899,233,180,5655234895,56,Center,5655234909,285,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801722823,263,1,1,21,56,agh9ifb2mw3ivjusgedj7c3fe,1,67.3,44.6,2025-04-15T19:25:04.578Z,2025-04-16T03:22:05Z,5655888229,178,,5655243911,140,71.9,5655243913,141,43.3,5655243915,212,4.9,5655243917,213,6.1,5655243909,56,Center,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801722885,264,49,1,21,56,agh9ifb2mw3ivjusgedj7c3fe,1,73,26.3,2025-04-15T19:25:05.098Z,2025-04-16T03:22:14Z,,,,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721163,226,1,1,21,56,agh9ifb2mw3ivjusgedj7c3fe,1,73.3,38.6,2025-04-15T19:25:05.298Z,2025-04-16T03:22:18Z,5655234947,212,3,5655234945,141,42.8,5655234941,56,Center,5655234943,140,72.4,5655888347,178,,5655234949,213,1.89,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721165,227,1,1,21,57,agh9ifb2mw3ivjusgedj7c3fe,1,72.4,42.8,2025-04-15T19:25:06.058Z,2025-04-16T03:22:27Z,5655234965,56,Center,5655234967,140,72.9,5655234969,141,30.2,5655234971,212,8.6,5655888485,178,,5655234973,213,4.77,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721159,181,45,1,21,59,dt4pinj0vw0t0cvz7za6mhmzy,0,25.8,72.6,2025-04-15T19:25:07.898Z,2025-04-16T03:22:35Z,5655234929,285,,5655235081,233,228,5655234927,56,Back,,,,,,,,,,,,,,,,c9e54hwefvwos94ri459uylbe,D. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721179,228,3,1,21,59,agh9ifb2mw3ivjusgedj7c3fe,1,74.2,27.4,2025-04-15T19:25:07.898Z,2025-04-16T03:22:35Z,5655888645,178,,5655235051,233,181,5655235045,286,,5655235043,56,Center,5655451299,464,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721187,229,1,1,22,4,agh9ifb2mw3ivjusgedj7c3fe,1,80.9,20.8,2025-04-15T19:25:13.138Z,2025-04-16T03:22:47Z,5655235095,213,1.2,5655235087,56,Center,5655888893,178,,5655235093,212,6.6,5655235091,141,29.9,5655235089,140,83.2,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721189,230,1,1,22,5,agh9ifb2mw3ivjusgedj7c3fe,0,83.2,29.9,2025-04-15T19:25:13.698Z,2025-04-16T03:23:42Z,5655889865,178,,5655235103,141,26,5655235107,213,5.95,5655235101,140,90.6,5655235099,56,Center,5655235105,212,8.2,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721205,182,12,1,22,5,dt4pinj0vw0t0cvz7za6mhmzy,1,10.1,75.5,2025-04-15T19:25:14.339Z,2025-04-16T03:23:47Z,5655235199,141,79.1,5655235203,213,0.39,5655235201,212,6.5,5655235195,56,Back,5655889949,178,,5655235197,140,15.8,,,,,,,c9e54hwefvwos94ri459uylbe,D. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721207,231,50,1,22,8,agh9ifb2mw3ivjusgedj7c3fe,1,90.8,12.8,2025-04-15T19:25:17.019Z,2025-04-16T03:23:54Z,5655235227,286,,5655235223,56,Right,5655235247,233,183,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801721211,183,7,1,22,9,dt4pinj0vw0t0cvz7za6mhmzy,1,9.2,87.2,2025-04-15T19:25:17.859Z,2025-04-16T03:24:00Z,5655890161,178,,5655235241,285,,5655235239,56,Back,5655235243,233,231,5655451537,383,,,,,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721213,184,49,1,22,11,dt4pinj0vw0t0cvz7za6mhmzy,1,11.4,87.9,2025-04-15T19:25:19.779Z,2025-04-16T03:38:56Z,,,,,,,,,,,,,,,,,,,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801721221,185,1,1,22,11,dt4pinj0vw0t0cvz7za6mhmzy,0,12.3,87.2,2025-04-15T19:25:19.859Z,2025-04-16T03:39:03Z,5655898945,178,,5655235283,141,72.5,5655235287,213,5.81,5655235281,140,30.7,5655235279,56,Back,5655235285,212,21.8,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
