id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/18/value,teamName
2767681861,267,1,1,21,10,agh9ifb2mw3ivjusgedj7c3fe,1,99.5,0.5,2025-01-21T20:22:51.878Z,2025-01-22T05:10:05Z,5469067691,154,,5469066243,212,42.3,5469066233,155,,5469066231,6,,5469066229,2,,5469067689,210,13,5469066241,141,62.4,5469453781,178,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,1,5469066237,56,Center,5469383125,72,,5469066247,1,,5469066239,140,5469066235,223,5469066245,213,1.68,,,,95.1,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767681865,268,13,1,21,12,agh9ifb2mw3ivjusgedj7c3fe,1,95.2,60.3,2025-01-21T20:22:53.823Z,2025-01-22T05:10:10Z,5469067763,102,60.7,5469066263,56,Center,5469067753,77,,5469453833,388,,5469067377,328,,5469066261,61,,5469067373,15,,5469067769,231,51.4,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,5469067757,154,,5469067765,103,54.2,5469067755,29,,5469067767,230,5469067759,55,5469067371,25,,,,,99,267,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767682085,138,5,1,21,13,9ldqu49smv1xg2va0n2cy28zl,1,-1,43.8,2025-01-21T20:22:54.586Z,2025-01-22T05:10:11Z,5469067437,56,Back,5469067439,346,,5469067453,233,269,,,,,,,,,,,,,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767681871,269,5,1,21,13,agh9ifb2mw3ivjusgedj7c3fe,0,101,56.2,2025-01-21T20:22:54.586Z,2025-01-22T05:10:12Z,5469067499,233,138,5469066309,56,Center,5469066311,346,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767682105,139,1,1,21,21,9ldqu49smv1xg2va0n2cy28zl,1,3.4,49.7,2025-01-21T20:23:02.266Z,2025-01-22T05:10:16Z,5469067557,140,9.9,5469067563,213,5.28,5469067555,56,Back,5469067567,237,,5469067559,141,34,5469067553,124,,5469067561,212,12.7,5469073941,189,,3i53phcjc5vwe7i0m9pqjo3fu,A. Trubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767682111,140,1,1,21,26,9ldqu49smv1xg2va0n2cy28zl,1,9.9,32.8,2025-01-21T20:23:07.409Z,2025-01-22T05:10:20Z,5469067601,213,5.45,5469067593,56,Back,5469107111,189,,5469067595,140,20.4,5469453929,178,,5469067599,212,16.3,5469067597,141,15.1,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767682145,141,1,1,21,27,9ldqu49smv1xg2va0n2cy28zl,1,20.4,15.1,2025-01-21T20:23:09.011Z,2025-01-22T05:10:24Z,5469067813,140,21.1,5469453967,178,,5469067819,213,1.49,5469067815,141,28,5469067817,212,8.8,5469067811,56,Back,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767682165,142,1,1,21,30,9ldqu49smv1xg2va0n2cy28zl,1,26.5,32.8,2025-01-21T20:23:11.207Z,2025-01-22T05:10:30Z,5469067901,140,27.7,5469067899,56,Back,5469067903,141,87.5,5469067909,1,,5469067905,212,37.2,5469453995,178,,5469067907,213,1.54,,,,5t952swvuoed4pdwgbi4yjhex,Florentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767682191,143,1,1,21,33,9ldqu49smv1xg2va0n2cy28zl,1,27.1,90.9,2025-01-21T20:23:14.729Z,2025-01-22T05:10:36Z,5469068043,56,Back,5469454013,178,,5469068045,140,37.2,5469068049,212,10.6,5469068051,213,0.06,5469068047,141,91.8,,,,,,,a4kw8u4dqsslfwe1ux08lbmc,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767682213,144,1,1,21,35,9ldqu49smv1xg2va0n2cy28zl,1,37.5,92,2025-01-21T20:23:16.074Z,2025-01-22T05:10:43Z,5469068149,141,88.4,5469068145,56,Back,5469068147,140,27.2,5469068151,212,11.1,5469068153,213,3.36,5469454025,178,,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767682283,145,1,1,21,37,9ldqu49smv1xg2va0n2cy28zl,1,27.8,87.9,2025-01-21T20:23:18.421Z,2025-01-22T05:10:52Z,5469068547,56,Back,5469068551,141,71.6,5469068549,140,25.3,5469454043,178,,5469068553,212,11.4,5469068555,213,4.48,,,,,,,a4kw8u4dqsslfwe1ux08lbmc,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767682313,146,1,1,21,40,9ldqu49smv1xg2va0n2cy28zl,0,24.9,68,2025-01-21T20:23:21.642Z,2025-01-22T05:10:56Z,5469068725,1,,5469068713,56,Center,5469068719,212,50.9,5469068715,140,69.4,5469068717,141,38.3,5469454057,178,,5469068721,213,5.88,5469068711,155,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767682327,271,61,1,21,43,agh9ifb2mw3ivjusgedj7c3fe,0,29.1,59.4,2025-01-21T20:23:24.646Z,2025-01-22T05:11:03Z,5469454081,178,,5469068793,56,Back,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767683097,273,51,1,21,43,agh9ifb2mw3ivjusgedj7c3fe,1,30.5,43.8,2025-01-21T20:23:24.765Z,2025-01-22T05:11:09Z,5469073957,170,147,,,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczesny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767682375,147,16,1,21,48,9ldqu49smv1xg2va0n2cy28zl,1,87.4,46,2025-01-21T20:23:29.446Z,2025-01-22T05:11:40Z,5469073417,102,51.3,5469073423,458,,5469073419,103,1.3,5469383197,396,59.6,5469073421,214,,5469070725,20,,5469069097,56,Center,5469073425,230,71.2,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,5469070733,374,23:28.1,5469069093,22,,5469073415,78,,5469070737,375,5469383195,395,5469084757,468,273,5469069095,17,,21:47.1,28.8,,5469073427,231,5469383193,114,,5469454159,178,,,,,,,39.9,,,,,,,,Benfica
2767683491,148,27,1,22,7,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-01-21T20:23:48.945Z,2025-01-22T05:11:43Z,5469137743,233,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767682651,272,27,1,22,7,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-21T20:23:48.945Z,2025-01-22T05:11:44Z,5469137759,233,148,5469070723,53,6ofu6yc2qwp5ii9cerdq1tk9h,5469070721,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684037,150,28,1,24,1,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-01-21T20:25:42.483Z,2025-01-22T05:11:46Z,5469078451,55,148,5469078499,233,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767684043,274,28,1,24,1,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-21T20:25:42.483Z,2025-01-22T05:11:46Z,5469078549,233,150,5469078471,55,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684201,275,1,1,24,8,agh9ifb2mw3ivjusgedj7c3fe,1,49.8,50.3,2025-01-21T20:25:49.565Z,2025-01-22T05:11:52Z,5469454291,178,,5469079355,279,G,5469079353,213,3.07,5469079351,212,5.5,5469079347,140,44.6,5469079345,56,Back,5469079349,141,50.9,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684223,276,1,1,24,9,agh9ifb2mw3ivjusgedj7c3fe,1,44.6,50.9,2025-01-21T20:25:50.888Z,2025-01-22T05:11:58Z,5469079469,56,Back,5469079471,140,35.7,5469454335,178,,5469079477,213,3.53,5469079473,141,45.2,5469079475,212,10.1,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684257,277,1,1,24,11,agh9ifb2mw3ivjusgedj7c3fe,1,35.7,45.2,2025-01-21T20:25:52.764Z,2025-01-22T05:12:03Z,5469079621,140,34.3,5469079625,212,18.7,5469079623,141,72.6,5469079619,56,Back,5469079627,213,1.65,5469454373,178,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684287,278,1,1,24,14,agh9ifb2mw3ivjusgedj7c3fe,1,32,67.5,2025-01-21T20:25:55.794Z,2025-01-22T05:12:11Z,5469454427,178,,5469079821,213,4.52,5469079819,212,21.6,5469079815,140,28,5469079813,56,Back,5469079817,141,36.4,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684305,279,1,1,24,17,agh9ifb2mw3ivjusgedj7c3fe,1,28.1,30.7,2025-01-21T20:25:58.653Z,2025-01-22T05:12:20Z,5469079913,213,4.51,5469454499,178,,5469079907,140,25.3,5469079905,56,Back,5469079909,141,9.2,5469079911,212,14.9,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684333,280,1,1,24,19,agh9ifb2mw3ivjusgedj7c3fe,1,26.1,10,2025-01-21T20:26:00.379Z,2025-01-22T05:12:26Z,5469454537,178,,5469080121,140,11,5469080123,141,42.1,5469080119,56,Back,5469080125,212,27,5469080127,213,2.2,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684365,281,1,1,24,22,agh9ifb2mw3ivjusgedj7c3fe,1,12.7,44.5,2025-01-21T20:26:03.498Z,2025-01-22T05:12:50Z,5469454713,178,,5469080341,140,18.4,5469080345,212,23.7,5469080339,56,Back,5469080343,141,78.2,5469080347,213,1.32,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczesny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684369,282,1,1,24,26,agh9ifb2mw3ivjusgedj7c3fe,0,20.2,88.3,2025-01-21T20:26:07.402Z,2025-01-22T05:13:00Z,5469454791,178,,5469080371,56,Back,5469080369,155,,5469080379,213,5.93,5469080375,141,75.6,5469080373,140,42.5,5469080377,212,25,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684393,152,49,1,24,27,9ldqu49smv1xg2va0n2cy28zl,1,59.9,18.5,2025-01-21T20:26:08.891Z,2025-01-22T05:13:08Z,,,,,,,,,,,,,,,,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767684461,153,2,1,24,29,9ldqu49smv1xg2va0n2cy28zl,1,60.9,16.3,2025-01-21T20:26:10.892Z,2025-01-22T06:50:12Z,5469080937,7,7sd87ylfbtgwgpb70hf68cel1,5469498891,388,,5469080939,56,Right,5469080905,141,10.9,5469080903,140,88.5,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767684447,283,55,1,24,29,agh9ifb2mw3ivjusgedj7c3fe,1,25.4,78.7,2025-01-21T20:26:10.893Z,2025-01-22T06:50:12Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684633,284,1,1,24,44,agh9ifb2mw3ivjusgedj7c3fe,1,25.1,83.2,2025-01-21T20:26:25.211Z,2025-01-22T05:13:39Z,5469081927,213,4.22,5469081917,56,Back,5469081925,212,31.2,5469081913,241,,5469081923,141,42.8,5469081921,140,11,5469081909,5,,5469455105,178,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684659,285,1,1,24,46,agh9ifb2mw3ivjusgedj7c3fe,1,11.7,38.5,2025-01-21T20:26:27.729Z,2025-01-22T05:13:57Z,5469082067,56,Back,5469082071,140,33.8,5469082081,213,0.24,5469455237,178,,5469082079,212,23.9,5469082075,141,46.7,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684675,286,1,1,24,49,agh9ifb2mw3ivjusgedj7c3fe,1,34.1,50,2025-01-21T20:26:30.933Z,2025-01-22T05:14:07Z,5469082161,56,Back,5469082173,213,1.32,5469082171,212,5.1,5469082165,140,35.3,5469455295,178,,5469082169,141,57.3,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684701,287,1,1,24,50,agh9ifb2mw3ivjusgedj7c3fe,1,35.3,57.3,2025-01-21T20:26:31.806Z,2025-01-22T05:14:14Z,5469455347,178,,5469082303,213,0.59,5469082301,212,13.7,5469082297,140,46.1,5469082293,155,,5469082299,141,68.5,5469082295,56,Back,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684753,288,1,1,24,54,agh9ifb2mw3ivjusgedj7c3fe,1,45.8,81.7,2025-01-21T20:26:35.240Z,2025-01-22T05:14:20Z,5469082593,140,62.9,5469455401,178,,5469082595,141,95,5469082599,213,0.47,5469082597,212,20.1,5469082591,56,Left,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684777,289,1,1,24,57,agh9ifb2mw3ivjusgedj7c3fe,1,68.9,83.5,2025-01-21T20:26:38.908Z,2025-01-22T05:14:28Z,5469082727,56,Center,5469082733,212,10.4,5469082729,140,67.1,5469082737,213,4.53,5469082731,141,68.4,5469455467,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684855,290,1,1,25,0,agh9ifb2mw3ivjusgedj7c3fe,1,67.6,65.7,2025-01-21T20:26:41.511Z,2025-01-22T05:14:32Z,5469083157,212,39,5469083153,140,88.2,5469083159,213,5.3,5469083155,141,18,5469083151,56,Right,5469455503,178,,5469083149,155,,5469083161,1,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684829,154,83,1,25,4,9ldqu49smv1xg2va0n2cy28zl,0,26,82.2,2025-01-21T20:26:45.308Z,2025-01-22T05:14:50Z,5469083205,399,abr79wsl0folgkyvl821ggs2c,,,,,,,,,,,,,,,,,,,,,,a4kw8u4dqsslfwe1ux08lbmc,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767684859,291,61,1,25,4,agh9ifb2mw3ivjusgedj7c3fe,0,86.8,18.3,2025-01-21T20:26:45.886Z,2025-01-22T05:15:02Z,5469455711,178,,5469083173,56,Right,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767684877,155,4,1,25,6,9ldqu49smv1xg2va0n2cy28zl,1,19.2,84.8,2025-01-21T20:26:47.442Z,2025-01-22T05:15:05Z,5469083335,285,,5469083333,152,,5469083327,13,,5469083329,295,,5469083331,56,Back,5469083363,233,292,,,,,,,f4p22zbcs9l5dwhvqg6wstmcq,A. Schjelderup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767684865,292,4,1,25,6,agh9ifb2mw3ivjusgedj7c3fe,0,80.8,15.2,2025-01-21T20:26:47.443Z,2025-01-22T05:15:04Z,5469083347,286,,5469083339,13,,5469083343,56,Right,5469083409,233,155,5469083345,152,,5469083341,295,,5469455719,178,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767685303,156,1,1,25,29,9ldqu49smv1xg2va0n2cy28zl,1,20.6,83.7,2025-01-21T20:27:10.973Z,2025-01-22T05:15:12Z,5469455757,178,,5469085691,56,Back,5469085687,5,,5469085693,140,5.1,5469085695,141,56.7,5469085699,213,3.99,5469085689,152,,5469085697,212,24.5,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767685333,157,1,1,25,40,9ldqu49smv1xg2va0n2cy28zl,1,11.9,53.4,2025-01-21T20:27:21.962Z,2025-01-22T05:15:49Z,5469085821,56,Back,5469456007,178,,5469085827,212,15.1,5469085829,213,1.38,5469085825,141,75.2,5469085823,140,14.6,,,,,,,3i53phcjc5vwe7i0m9pqjo3fu,A. Trubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767685421,158,1,1,25,43,9ldqu49smv1xg2va0n2cy28zl,1,15.7,78.6,2025-01-21T20:27:24.160Z,2025-01-22T05:15:58Z,5469086345,213,1.15,5469086343,212,10.1,5469086339,140,19.6,5469086337,56,Back,5469456057,178,,5469086341,141,92.1,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767685497,159,1,1,25,49,9ldqu49smv1xg2va0n2cy28zl,1,34.8,63.6,2025-01-21T20:27:30.664Z,2025-01-22T05:16:07Z,5469086771,140,60.9,5469086769,56,Right,5469086767,155,,5469456111,178,,5469086777,213,5.41,5469086779,1,,5469086775,212,42.7,5469086773,141,15.5,a4kw8u4dqsslfwe1ux08lbmc,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767685527,160,1,1,25,54,9ldqu49smv1xg2va0n2cy28zl,0,68.4,18.2,2025-01-21T20:27:35.633Z,2025-01-22T05:16:15Z,5469086971,2,,5469383383,224,,5469086985,1,,5469086973,155,,5469086981,212,34,5469383385,20,,5469086977,140,86.6,5469086975,56,Center,2z9h8lozjzxk4ah6ysho9hotl,K. Aktürkoğlu,,5469456155,178,,5469086979,141,59.6,5469086983,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767685613,293,12,1,25,56,agh9ifb2mw3ivjusgedj7c3fe,1,11.4,35.8,2025-01-21T20:27:37.661Z,2025-01-22T05:16:23Z,5469087399,140,0,5469456207,178,,5469087405,213,4.1,5469087397,56,Back,5469087403,212,23.4,5469087401,141,7.6,5469087441,167,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767685713,161,6,1,25,59,9ldqu49smv1xg2va0n2cy28zl,1,98.7,86,2025-01-21T20:27:40.731Z,2025-01-22T05:16:26Z,5469087891,56,Left,5469101209,233,294,5469087893,73,,,,,,,,,,,,,,,,,2z9h8lozjzxk4ah6ysho9hotl,K. Aktürkoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767685617,294,6,1,25,59,agh9ifb2mw3ivjusgedj7c3fe,0,1.3,14,2025-01-21T20:27:40.731Z,2025-01-22T05:16:27Z,5469101227,233,161,5469087519,73,,5469087517,56,Back,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767686011,162,1,1,26,33,9ldqu49smv1xg2va0n2cy28zl,0,99.5,99.5,2025-01-21T20:28:14.567Z,2025-01-22T05:16:43Z,5469456367,178,,5469089525,1,,5469089513,223,,5469089519,141,50.6,5469089515,56,Center,5469089523,213,4.46,5469089517,140,91.2,5469089507,2,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,5469089509,6,,5469089521,212,34.4,5469383399,20,,5469089511,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767685995,295,44,1,26,35,agh9ifb2mw3ivjusgedj7c3fe,1,8.6,49.1,2025-01-21T20:28:16.081Z,2025-01-22T06:37:05Z,5469089423,285,,5469089681,233,163,5469089421,56,Back,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767686017,163,44,1,26,35,9ldqu49smv1xg2va0n2cy28zl,0,91.4,50.9,2025-01-21T20:28:16.082Z,2025-01-22T05:16:51Z,5469089563,286,,5469089693,233,295,5469089561,56,Center,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767686003,296,12,1,26,35,agh9ifb2mw3ivjusgedj7c3fe,1,8.4,48.7,2025-01-21T20:28:16.128Z,2025-01-22T06:37:05Z,5469089467,212,16.2,5469089463,140,21.6,5469456485,388,,5469089469,213,0.54,5469089465,141,60.9,5469089461,56,Back,5469089479,15,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767686029,297,12,1,26,36,agh9ifb2mw3ivjusgedj7c3fe,1,21.4,61.7,2025-01-21T20:28:17.363Z,2025-01-22T05:17:10Z,5469089637,15,,5469456561,388,,5469089609,56,Back,5469089611,140,35.4,5469089613,141,60,5469089615,212,14.7,5469089617,213,6.2,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767686193,164,2,1,26,42,9ldqu49smv1xg2va0n2cy28zl,1,63,20.5,2025-01-21T20:28:23.018Z,2025-01-22T05:17:20Z,5469090559,141,66.7,5469090567,1,,5469090555,56,Center,5469456627,178,,5469091077,7,x32fbvwwxkda9ruezw67b3dh,5469090557,140,78.2,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2767686171,298,55,1,26,42,agh9ifb2mw3ivjusgedj7c3fe,1,25.5,49.1,2025-01-21T20:28:23.019Z,2025-01-22T05:17:20Z,,,,,,,,,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767686333,299,1,1,26,55,agh9ifb2mw3ivjusgedj7c3fe,1,9.8,15.2,2025-01-21T20:28:36.565Z,2025-01-22T05:17:33Z,5469091371,141,63.3,5469091363,241,,5469091361,5,,5469091373,212,33.2,5469091367,140,15.4,5469091359,189,,5469091365,56,Back,5469456715,178,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,5469091375,213,1.39,5469091377,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767686449,300,1,1,27,4,agh9ifb2mw3ivjusgedj7c3fe,1,31.1,65.7,2025-01-21T20:28:45.801Z,2025-01-22T05:17:48Z,5469456797,178,,5469092103,212,17.8,5469092093,56,Back,5469092105,213,4.75,5469092097,140,31.8,5469092101,141,39.5,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767686529,301,1,1,27,11,agh9ifb2mw3ivjusgedj7c3fe,1,35.3,35.8,2025-01-21T20:28:52.030Z,2025-01-22T05:18:07Z,5469092559,56,Back,5469092567,213,5.03,5469092565,212,13.4,5469092563,141,17.1,5469456925,178,,5469092561,140,39.3,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2767686531,302,61,1,27,14,agh9ifb2mw3ivjusgedj7c3fe,0,43.6,1.6,2025-01-21T20:28:55.573Z,2025-01-22T06:53:34Z,5469092573,56,Back,5469456975,178,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
