id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/18/value,qualifier/19/value,teamName
2798677943,815,5,2,81,32,agh9ifb2mw3ivjusgedj7c3fe,0,42.6,-1,2025-04-09T20:39:30.364Z,2025-04-10T04:57:11Z,5638539267,233,617,5638539221,347,,5638539219,56,Back,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798677973,618,1,2,81,43,dt4pinj0vw0t0cvz7za6mhmzy,1,57.3,100,2025-04-09T20:39:41.118Z,2025-04-10T04:57:11Z,5638561813,189,,5638539413,56,Back,5638539421,213,3.83,5638539411,107,,5638539417,141,83.3,5638539419,212,19.8,5638539415,140,42.8,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798677985,619,1,2,81,43,dt4pinj0vw0t0cvz7za6mhmzy,1,42.8,83.3,2025-04-09T20:39:41.765Z,2025-04-10T04:57:13Z,5638539505,212,22.4,5638539507,213,4.7,5638539501,140,42.5,5639060037,178,,5638539503,141,50.4,5638539499,56,Back,5638561861,189,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798677987,620,1,2,81,44,dt4pinj0vw0t0cvz7za6mhmzy,0,42.5,50.4,2025-04-09T20:39:42.547Z,2025-04-10T04:57:17Z,5638539517,141,77.4,5638539523,1,,5638539511,155,,5638539519,212,52.1,5638539515,140,88.9,5639060055,178,,5638539521,213,0.36,5638539513,56,Center,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798677995,816,1,2,81,47,agh9ifb2mw3ivjusgedj7c3fe,1,19.1,11,2025-04-09T20:39:45.665Z,2025-04-10T04:57:20Z,5638539573,141,31.5,5638539571,140,9.3,5639060073,388,,5638539577,213,2.21,5638539567,3,,5638539569,56,Back,5638539575,212,17.3,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798677997,817,52,2,81,53,agh9ifb2mw3ivjusgedj7c3fe,1,9.1,35.5,2025-04-09T20:39:50.869Z,2025-04-10T04:57:30Z,5639060103,178,,5638806087,376,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678083,818,1,2,82,0,agh9ifb2mw3ivjusgedj7c3fe,1,11.4,43.1,2025-04-09T20:39:58.017Z,2025-04-10T04:57:33Z,5638540075,140,14.8,5638540079,212,13.1,5638540081,213,4.99,5638540077,141,24.6,5638540071,123,,5639060107,178,,5638540073,56,Back,5638540393,189,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678087,819,1,2,82,4,agh9ifb2mw3ivjusgedj7c3fe,1,14,24.7,2025-04-09T20:40:02.119Z,2025-04-10T04:57:34Z,5638540105,141,4.4,5638540109,213,4.99,5638540101,56,Back,5638540107,212,14.4,5638540103,140,17.8,5638540445,189,,5639060115,178,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678093,820,1,2,82,6,agh9ifb2mw3ivjusgedj7c3fe,0,19,4.1,2025-04-09T20:40:04.435Z,2025-04-10T04:57:40Z,5638540139,56,Back,5638540143,141,39.7,5639060127,178,,5638540137,157,,5638540149,1,,5638540145,212,34.2,5638540147,213,0.79,5638540141,140,42,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678105,621,1,2,82,9,dt4pinj0vw0t0cvz7za6mhmzy,1,52,67.8,2025-04-09T20:40:07.171Z,2025-04-10T04:57:54Z,5638540225,212,11.4,5638540221,140,62.1,5638540227,213,0.38,5638540217,3,,5638540223,141,74,5638540219,56,Center,5639060139,388,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678109,622,49,2,82,10,dt4pinj0vw0t0cvz7za6mhmzy,1,61.7,72.8,2025-04-09T20:40:08.270Z,2025-04-10T04:57:57Z,,,,,,,,,,,,,,,,,,,,,,,,,emvi36y613e4lqlat3wfdih9l,S. Özcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678117,623,1,2,82,10,dt4pinj0vw0t0cvz7za6mhmzy,1,61.7,72.8,2025-04-09T20:40:08.457Z,2025-04-10T04:58:00Z,5638540273,141,58.4,5639060153,178,,5638540275,212,12.2,5638540269,56,Center,5638540277,213,5.35,5638540271,140,68.6,,,,,,,emvi36y613e4lqlat3wfdih9l,S. Özcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678133,624,1,2,82,15,dt4pinj0vw0t0cvz7za6mhmzy,1,65.6,60.3,2025-04-09T20:40:12.917Z,2025-04-10T04:58:03Z,5639060161,178,,5638540363,140,64.3,5638540367,212,8.2,5638540361,56,Center,5638540365,141,72.2,5638540369,213,1.74,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678161,625,1,2,82,15,dt4pinj0vw0t0cvz7za6mhmzy,1,64.3,72.2,2025-04-09T20:40:13.821Z,2025-04-10T04:58:04Z,5639060165,178,,5638540523,140,76.2,5638540527,212,16.8,5638540521,56,Left,5638540525,141,88.8,5638540529,213,0.73,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798725875,741,3,2,82,19,dt4pinj0vw0t0cvz7za6mhmzy,0,88.7,79,2025-04-09T20:40:17.521Z,2025-04-10T04:58:12Z,5638807221,464,,5638807219,286,,5638807217,56,Left,5638807225,467,cscn06kwqfzo09h0dc5ybt1pl,5639060183,178,,,,,,,,,,,e2w5cj66plnx3kuhnehgswsus,J. Duranville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678177,626,1,2,82,21,dt4pinj0vw0t0cvz7za6mhmzy,0,95.3,78.2,2025-04-09T20:40:19.269Z,2025-04-10T04:58:15Z,5638807307,386,,5638807309,72,,5638807305,225,,5638540621,212,14.3,5638540611,2,,5638540617,140,94.7,5638540623,213,4.67,5638540615,56,Center,e2w5cj66plnx3kuhnehgswsus,J. Duranville,5638540619,141,57.2,5639060195,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678171,821,12,2,82,22,agh9ifb2mw3ivjusgedj7c3fe,1,3.8,40,2025-04-09T20:40:19.869Z,2025-04-10T05:00:08Z,5639060515,178,,5638540583,140,0,5638540641,167,,5638540589,213,4.14,5638540585,141,28.8,5638540581,56,Back,5638540587,212,9.1,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678183,627,6,2,82,22,dt4pinj0vw0t0cvz7za6mhmzy,1,98.4,65.6,2025-04-09T20:40:20.744Z,2025-04-10T05:00:08Z,5638540663,56,Center,5638540673,233,822,5638540665,73,,,,,,,,,,,,,,,,,e2w5cj66plnx3kuhnehgswsus,J. Duranville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678175,822,6,2,82,22,agh9ifb2mw3ivjusgedj7c3fe,0,1.6,34.4,2025-04-09T20:40:20.744Z,2025-04-10T05:00:09Z,5638540655,56,Back,5638540657,73,,5638540679,233,627,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678225,628,1,2,82,32,dt4pinj0vw0t0cvz7za6mhmzy,1,99.5,99.5,2025-04-09T20:40:29.902Z,2025-04-10T05:00:17Z,5638561179,189,,5638540923,6,,5638540933,213,4.01,5638540927,140,90.5,5639060563,178,,5638540931,212,14.6,5638540929,141,83.1,5638540925,56,Left,e2w5cj66plnx3kuhnehgswsus,J. Duranville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678235,629,1,2,82,32,dt4pinj0vw0t0cvz7za6mhmzy,1,90.5,83.1,2025-04-09T20:40:30.772Z,2025-04-10T05:00:41Z,5639060639,178,,5638540963,140,77.2,5638540971,213,3.19,5638540961,56,Left,5638540967,212,14,5638540965,141,82.1,,,,,,,emvi36y613e4lqlat3wfdih9l,S. Özcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678247,630,1,2,82,34,dt4pinj0vw0t0cvz7za6mhmzy,1,77.2,82.1,2025-04-09T20:40:32.222Z,2025-04-10T05:00:49Z,5638541369,210,15,5639060679,178,,5638541371,154,,5638541053,141,69.9,5638541057,213,5.79,5638541049,56,Center,5638541051,140,92,5638541055,212,17.6,e2w5cj66plnx3kuhnehgswsus,J. Duranville,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678255,631,3,2,82,35,dt4pinj0vw0t0cvz7za6mhmzy,1,87.4,70.3,2025-04-09T20:40:33.372Z,2025-04-10T05:00:54Z,5638541139,233,823,5638807761,465,,5639060697,178,,5638541087,56,Center,5638541089,286,,,,,,,,,,,2we9yak4ipkr1ljigj20puv6y,G. Reyna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678241,823,45,2,82,35,agh9ifb2mw3ivjusgedj7c3fe,0,12.6,29.7,2025-04-09T20:40:33.372Z,2025-04-10T05:00:54Z,5638541001,285,,5638541153,233,631,5638540999,56,Back,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678263,632,15,2,82,37,dt4pinj0vw0t0cvz7za6mhmzy,1,91.8,68.3,2025-04-09T20:40:35.021Z,2025-04-10T05:00:59Z,5638541409,215,,5638541127,56,Center,5638561473,100,,5638541415,147,62.5,5638541399,154,,5638541405,102,52.6,5639060711,178,,5638541335,82,,2we9yak4ipkr1ljigj20puv6y,G. Reyna,5638541419,231,53.6,5638541401,55,5638541407,103,5638541397,29,,5638541331,20,,19,5638541125,64,5638541421,233,,630,,824,5638541411,146,5638541329,25,5638561471,76,,94.9,,5638541417,230,,,,,,,98.5,,Borussia Dortmund
2798678249,824,10,2,82,37,agh9ifb2mw3ivjusgedj7c3fe,1,5.1,38,2025-04-09T20:40:35.072Z,2025-04-10T05:01:08Z,5638541427,233,632,5639060737,178,,5638541063,94,,5638541065,56,Back,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678265,633,6,2,82,39,dt4pinj0vw0t0cvz7za6mhmzy,1,96,73.6,2025-04-09T20:40:37.208Z,2025-04-10T05:01:09Z,5638541201,233,825,5638541191,56,Center,5638541193,73,,,,,,,,,,,,,,,,,2we9yak4ipkr1ljigj20puv6y,G. Reyna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678259,825,6,2,82,39,agh9ifb2mw3ivjusgedj7c3fe,0,4,26.4,2025-04-09T20:40:37.208Z,2025-04-10T05:01:09Z,5638541219,233,633,5638541143,56,Back,5638541145,73,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678363,634,1,2,82,57,dt4pinj0vw0t0cvz7za6mhmzy,1,99.5,99.5,2025-04-09T20:40:55.674Z,2025-04-10T05:01:11Z,5638541803,1,,5639060755,178,,5638541791,223,,5638541797,141,41.5,5638808701,20,,5638542099,210,15,5638541799,212,40.4,5638541785,2,,2we9yak4ipkr1ljigj20puv6y,G. Reyna,5638541793,56,Center,5638542101,154,5638541787,6,5638541801,213,4.49,5638541795,140,1,,5638541789,155,,,91,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678367,635,15,2,82,59,dt4pinj0vw0t0cvz7za6mhmzy,1,90.7,40.7,2025-04-09T20:40:57.520Z,2025-04-10T05:01:22Z,5638542103,25,,5638541827,56,Center,5638542119,108,,5638542105,81,,5638542123,146,98.9,5638542115,102,46.5,5638542109,154,,5638542125,147,47.5,4vy3j1o829f561jf4fqum7ob9,N. Süle,5638542111,55,634,5638542145,233,5638542117,103,5639060785,178,,5638541919,20,,29.7,5638542121,328,5638541825,17,,826,,,5638542107,29,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678357,826,10,2,83,0,agh9ifb2mw3ivjusgedj7c3fe,1,1.9,51.2,2025-04-09T20:40:58.473Z,2025-04-10T05:01:28Z,5638542167,233,635,5638541885,181,,5638541757,173,,5638541761,182,,5638541763,56,Back,5638809511,378,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678373,636,6,2,83,0,dt4pinj0vw0t0cvz7za6mhmzy,1,97.3,43,2025-04-09T20:40:58.825Z,2025-04-10T05:01:29Z,5638541881,56,Center,5638541883,75,,5638541931,233,827,,,,,,,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678391,827,6,2,83,0,agh9ifb2mw3ivjusgedj7c3fe,0,2.7,57,2025-04-09T20:40:58.825Z,2025-04-10T05:01:30Z,5638541935,233,636,5638541929,73,,5638541927,56,Back,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678465,637,1,2,83,19,dt4pinj0vw0t0cvz7za6mhmzy,1,99.5,0.5,2025-04-09T20:41:17.824Z,2025-04-10T05:01:35Z,5638542311,141,16.1,5638542315,213,2.48,5639060825,178,,5638542309,140,86.4,5638542305,6,,5638542307,56,Right,5638542313,212,17.4,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678473,638,1,2,83,21,dt4pinj0vw0t0cvz7za6mhmzy,1,86.3,16.1,2025-04-09T20:41:19.176Z,2025-04-10T05:01:38Z,5638542359,56,Right,5638542363,141,8.2,5638542367,213,4.58,5638542361,140,85.6,5639060835,178,,5638542365,212,5.4,,,,,,,xuk3qlmk4985hs8ocjjd49ka,M. Beier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678481,639,1,2,83,23,dt4pinj0vw0t0cvz7za6mhmzy,1,85.4,7.7,2025-04-09T20:41:21.772Z,2025-04-10T05:01:40Z,5638542411,140,75.8,5638542417,213,2.47,5638542415,212,12.9,5639060849,178,,5638542409,56,Right,5638542413,141,19.6,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678493,640,1,2,83,26,dt4pinj0vw0t0cvz7za6mhmzy,1,76.3,23.3,2025-04-09T20:41:24.229Z,2025-04-10T05:01:46Z,5638542473,140,90.7,5638542479,213,0.2,5638542475,141,27.8,5639060855,178,,5638551199,154,,5638551197,210,15,5638542471,56,Center,5638542477,212,15.4,xuk3qlmk4985hs8ocjjd49ka,M. Beier,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678497,641,15,2,83,27,dt4pinj0vw0t0cvz7za6mhmzy,1,94,33.7,2025-04-09T20:41:25.578Z,2025-04-10T05:01:49Z,5638551249,147,36.3,5638551245,328,,5638551251,230,99.3,5638551233,55,640,5638551243,103,19,5638551227,29,,5638551223,78,,5638542497,56,Center,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,5638551283,233,829,5638551241,102,5638550779,82,5638551247,146,95,5638551253,231,,,5638550529,63,5638551219,25,47.5,49.3,,,5638550775,20,5638551229,154,5639060861,178,,,,,,,,,,,,,,Borussia Dortmund
2798678499,829,10,2,83,27,agh9ifb2mw3ivjusgedj7c3fe,1,5,63.7,2025-04-09T20:41:25.592Z,2025-04-10T05:01:51Z,5639060865,389,,5638551291,233,641,5638542509,56,Back,5638550689,94,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678507,642,6,2,83,29,dt4pinj0vw0t0cvz7za6mhmzy,1,98.1,30.5,2025-04-09T20:41:27.557Z,2025-04-10T05:01:52Z,5638542537,56,Center,5638542591,233,830,5638542539,75,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678511,830,6,2,83,29,agh9ifb2mw3ivjusgedj7c3fe,0,1.9,69.5,2025-04-09T20:41:27.557Z,2025-04-10T05:01:52Z,5638542577,56,Back,5638542599,233,642,5638542579,73,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678569,643,1,2,83,48,dt4pinj0vw0t0cvz7za6mhmzy,1,99.5,0.5,2025-04-09T20:41:45.978Z,2025-04-10T05:01:59Z,5638542975,6,,5638542985,141,53.9,5638542991,1,,5638542973,2,,5638543299,154,,5638542983,140,92.1,5638543297,210,13,5638542979,223,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,5638542989,213,1.78,5638542987,212,5638542981,56,5638542977,155,,5639060887,178,1,Center,5638810511,72,,,,37.1,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678577,644,44,2,83,49,dt4pinj0vw0t0cvz7za6mhmzy,1,92,54.2,2025-04-09T20:41:47.675Z,2025-04-10T07:37:16Z,5638543037,286,,5638543065,233,831,5638543035,56,Center,,,,,,,,,,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678567,831,44,2,83,49,agh9ifb2mw3ivjusgedj7c3fe,0,8,45.8,2025-04-09T20:41:47.676Z,2025-04-10T05:02:04Z,5638542969,56,Back,5638542971,285,,5638543069,233,644,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678579,645,13,2,83,49,dt4pinj0vw0t0cvz7za6mhmzy,1,92.2,54,2025-04-09T20:41:47.728Z,2025-04-10T07:37:17Z,5638543041,17,,5638543171,15,,5638543315,103,25,5638543309,55,643,5638543307,154,,5638543313,102,67.6,5638543175,328,,5638543317,391,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,5638543303,73,,5638543363,25,5639060911,388,5638543319,230,98.4,5638543305,29,,,5638543043,56,5638543321,231,,,Center,51.3,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678609,646,5,2,83,51,dt4pinj0vw0t0cvz7za6mhmzy,0,101.2,61.9,2025-04-09T20:41:49.125Z,2025-04-10T05:02:07Z,5638543167,56,Center,5638543215,233,832,5638543169,346,,,,,,,,,,,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678605,832,5,2,83,51,agh9ifb2mw3ivjusgedj7c3fe,1,-1.2,38.1,2025-04-09T20:41:49.125Z,2025-04-10T05:02:07Z,5638543161,346,,5638543159,56,Back,5638543211,233,646,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678749,833,1,2,84,32,agh9ifb2mw3ivjusgedj7c3fe,0,3.6,45.4,2025-04-09T20:42:29.978Z,2025-04-10T05:02:11Z,5638543983,74,,5638543973,141,31.8,5638543977,213,6.14,5638543967,124,,5638543971,140,65.3,5638543979,1,,5638543975,212,65.4,5638543969,56,Center,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678757,647,44,2,84,35,dt4pinj0vw0t0cvz7za6mhmzy,1,31,67.4,2025-04-09T20:42:32.881Z,2025-04-10T07:37:17Z,5638544015,285,,5638544013,56,Back,5638544037,233,834,,,,,,,,,,,,,,,,emvi36y613e4lqlat3wfdih9l,S. Özcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678755,834,44,2,84,35,agh9ifb2mw3ivjusgedj7c3fe,0,69,32.6,2025-04-09T20:42:32.882Z,2025-04-10T05:02:15Z,5638544041,233,647,5638544009,56,Center,5638544011,286,,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678767,648,1,2,84,35,dt4pinj0vw0t0cvz7za6mhmzy,0,25,66,2025-04-09T20:42:32.982Z,2025-04-10T07:37:17Z,5638544063,56,Back,5638544067,141,60.5,5638544061,3,,5639060957,388,,5638544071,213,5.88,5638544065,140,33.3,5638544069,212,9.5,,,,emvi36y613e4lqlat3wfdih9l,S. Özcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678763,835,44,2,84,36,agh9ifb2mw3ivjusgedj7c3fe,1,63.5,38.5,2025-04-09T20:42:34.282Z,2025-04-10T07:37:18Z,5638544107,233,649,5638544033,56,Center,5638544035,286,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678773,649,44,2,84,36,dt4pinj0vw0t0cvz7za6mhmzy,0,36.5,61.5,2025-04-09T20:42:34.283Z,2025-04-10T05:02:22Z,5638544123,233,835,5638544087,285,,5638544083,56,Back,,,,,,,,,,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678765,836,1,2,84,36,agh9ifb2mw3ivjusgedj7c3fe,0,58.1,36.9,2025-04-09T20:42:34.433Z,2025-04-10T07:37:18Z,5638544053,140,76.7,5639061003,388,,5638544051,56,Center,5638544049,3,,5638544057,212,22.8,5638544059,213,0.54,5638544055,141,54.3,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678829,650,12,2,84,38,dt4pinj0vw0t0cvz7za6mhmzy,1,23,52.4,2025-04-09T20:42:36.682Z,2025-04-10T05:02:41Z,5638544397,212,38.8,5638544391,56,Center,5639061041,178,,5638544395,141,29.3,5638544399,213,5.87,5638544393,140,56.8,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798678837,837,1,2,84,44,agh9ifb2mw3ivjusgedj7c3fe,1,40.5,77,2025-04-09T20:42:42.235Z,2025-04-10T05:02:45Z,5638544445,212,17.6,5638544447,213,0.66,5638544441,140,53.7,5639061061,388,,5638544439,56,Left,5638544443,141,92.9,5638544437,3,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678871,838,1,2,84,48,agh9ifb2mw3ivjusgedj7c3fe,1,39.9,93.2,2025-04-09T20:42:46.685Z,2025-04-10T05:02:47Z,5638544593,213,3.36,5638544583,56,Back,5638544589,141,89.3,5638544591,212,12.1,5638544587,140,28.7,5639061077,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678879,839,1,2,84,52,agh9ifb2mw3ivjusgedj7c3fe,1,27.8,89,2025-04-09T20:42:50.150Z,2025-04-10T05:02:48Z,5638544665,213,3.72,5639061085,178,,5638544661,141,69,5638544659,140,8.1,5638544663,212,24.8,5638544657,56,Back,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798678895,840,1,2,84,55,agh9ifb2mw3ivjusgedj7c3fe,1,6.3,68.4,2025-04-09T20:42:53.534Z,2025-04-10T05:02:53Z,5639061111,178,,5638544759,140,9.9,5638544763,212,24.5,5638544757,56,Back,5638544765,213,4.87,5638544761,141,32.8,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
