id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/18/value,qualifier/19/value,teamName
2798652133,145,1,1,12,19,agh9ifb2mw3ivjusgedj7c3fe,1,51.4,22.8,2025-04-09T19:13:34.521Z,2025-04-10T04:57:10Z,5638393407,141,47.2,5638393409,212,25.8,5638393405,140,70.2,5639060015,178,,5638393411,213,0.7,5638393403,56,Center,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652147,146,3,1,12,21,agh9ifb2mw3ivjusgedj7c3fe,0,72.7,44.5,2025-04-09T19:13:36.633Z,2025-04-10T04:57:13Z,5638393529,56,Center,5638393533,211,,5638393531,286,,5638625723,465,,5639060033,178,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652151,94,49,1,12,23,dt4pinj0vw0t0cvz7za6mhmzy,1,21.4,67.7,2025-04-09T19:13:38.697Z,2025-04-10T04:57:18Z,,,,,,,,,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652157,95,1,1,12,23,dt4pinj0vw0t0cvz7za6mhmzy,1,21.4,67.7,2025-04-09T19:13:38.726Z,2025-04-10T04:57:20Z,5638393593,56,Back,5639060069,178,,5638393601,213,3.5,5638393599,212,14.4,5638393595,140,8.6,5638393597,141,60.3,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652165,96,1,1,12,24,dt4pinj0vw0t0cvz7za6mhmzy,0,8.6,60.3,2025-04-09T19:13:39.558Z,2025-04-10T04:57:24Z,5638393681,1,,5639060093,178,,5638393665,140,36.8,5638393669,141,60.3,5638393679,213,0,5638393657,157,,5638393659,56,Back,5638393673,212,29.6,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652171,147,1,1,12,26,agh9ifb2mw3ivjusgedj7c3fe,1,59.3,45.5,2025-04-09T19:13:41.660Z,2025-04-10T04:57:42Z,5638393707,213,4.94,5638393701,140,61.6,5638393705,212,10.7,5638393697,3,,5638393699,56,Center,5638393703,141,30.1,5639060129,178,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652173,148,49,1,12,28,agh9ifb2mw3ivjusgedj7c3fe,1,60.5,30.1,2025-04-09T19:13:43.042Z,2025-04-10T04:57:51Z,,,,,,,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652185,149,1,1,12,29,agh9ifb2mw3ivjusgedj7c3fe,0,57.8,32.5,2025-04-09T19:13:44.217Z,2025-04-10T04:57:59Z,5638393783,141,60.5,5638393779,56,Back,5638393785,212,22.1,5638393787,213,2.1,5639060145,178,,5638393781,140,47.2,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652195,97,8,1,12,30,dt4pinj0vw0t0cvz7za6mhmzy,1,49.1,43.2,2025-04-09T19:13:45.240Z,2025-04-10T04:58:02Z,5639060157,178,,5638625871,385,,5638393829,56,Back,,,,,,,,,,,,,,,,5ql70wwevaoqpxabylew5f696,C. Chukwuemeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652205,98,5,1,12,34,dt4pinj0vw0t0cvz7za6mhmzy,0,57.1,-1.5,2025-04-09T19:13:49.197Z,2025-04-10T04:58:06Z,5638393929,233,150,5638393875,347,,5638393873,56,Right,,,,,,,,,,,,,,,,5ql70wwevaoqpxabylew5f696,C. Chukwuemeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652209,150,5,1,12,34,agh9ifb2mw3ivjusgedj7c3fe,1,42.9,101.5,2025-04-09T19:13:49.197Z,2025-04-10T04:58:06Z,5638393923,233,98,5638393891,56,Back,5638393893,347,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652233,151,1,1,12,36,agh9ifb2mw3ivjusgedj7c3fe,1,46.5,100,2025-04-09T19:13:51.168Z,2025-04-10T04:58:17Z,5638394051,141,91.7,5638394049,140,34.9,5638394045,56,Back,5638394055,213,3.66,5638394041,107,,5638394053,212,14,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652237,152,1,1,12,42,agh9ifb2mw3ivjusgedj7c3fe,1,33.6,89.3,2025-04-09T19:13:57.848Z,2025-04-10T04:58:28Z,5638394073,141,84.8,5638394069,56,Back,5638394075,212,7,5639060225,178,,5638394077,213,5.83,5638394071,140,39.6,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652261,153,1,1,12,43,agh9ifb2mw3ivjusgedj7c3fe,1,39.8,84.8,2025-04-09T19:13:58.811Z,2025-04-10T04:58:33Z,5638394253,141,72.9,5639060235,178,,5638394255,212,13.9,5638394257,213,3.76,5638394249,56,Back,5638394251,140,29,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652277,154,1,1,12,50,agh9ifb2mw3ivjusgedj7c3fe,1,41.5,64,2025-04-09T19:14:05.381Z,2025-04-10T04:58:39Z,5638394355,141,76.1,5638394359,213,0.76,5638394357,212,12,5638394351,56,Back,5638394353,140,49.8,5639060243,178,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652291,155,1,1,12,51,agh9ifb2mw3ivjusgedj7c3fe,1,50.7,76.1,2025-04-09T19:14:06.659Z,2025-04-10T04:58:52Z,5638394449,212,13.9,5638394445,140,56.9,5638394443,56,Left,5638394451,213,1.08,5639060279,178,,5638394447,141,94.1,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652315,156,1,1,12,55,agh9ifb2mw3ivjusgedj7c3fe,1,57.8,93.3,2025-04-09T19:14:10.526Z,2025-04-10T04:58:57Z,5638394583,56,Back,5638394585,140,43.2,5639060295,178,,5638394589,212,17.9,5638394587,141,79.6,5638394591,213,3.69,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652327,157,1,1,12,58,agh9ifb2mw3ivjusgedj7c3fe,1,43.3,75,2025-04-09T19:14:13.722Z,2025-04-10T04:59:00Z,5638394673,1,,5638394663,140,46.4,5638394667,212,39.9,5638394661,56,Back,5638394665,141,16.5,5639060299,178,,5638394669,213,4.79,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652347,158,1,1,13,1,agh9ifb2mw3ivjusgedj7c3fe,1,46.5,16.4,2025-04-09T19:14:16.715Z,2025-04-10T04:59:04Z,5638394751,141,6.8,5638394749,140,61.3,5638394747,56,Right,5638394755,213,5.89,5639060325,178,,5638394753,212,16.9,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652353,159,1,1,13,2,agh9ifb2mw3ivjusgedj7c3fe,1,61.3,6.8,2025-04-09T19:14:18.003Z,2025-04-10T04:59:07Z,5638394783,213,1.84,5639060343,178,,5638394781,212,2.8,5638394777,140,60.6,5638394775,56,Right,5638394779,141,10.7,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652363,160,1,1,13,3,agh9ifb2mw3ivjusgedj7c3fe,1,60.6,10.7,2025-04-09T19:14:18.900Z,2025-04-10T04:59:11Z,5638394809,140,57.7,5638394813,212,4.2,5639060355,178,,5638394807,56,Right,5638394811,141,14.9,5638394815,213,2.39,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652367,100,45,1,13,5,dt4pinj0vw0t0cvz7za6mhmzy,0,40.4,74.5,2025-04-09T19:14:20.186Z,2025-04-10T04:59:17Z,5638394919,233,161,5638394845,285,,5638394843,56,Back,,,,,,,,,,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652381,161,3,1,13,5,agh9ifb2mw3ivjusgedj7c3fe,1,59.6,25.5,2025-04-09T19:14:20.186Z,2025-04-10T04:59:17Z,5638394883,286,,5639060367,178,,5638394899,233,100,5638394881,56,Center,5638625943,465,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652391,162,1,1,13,7,agh9ifb2mw3ivjusgedj7c3fe,0,68.9,28.5,2025-04-09T19:14:22.703Z,2025-04-10T04:59:20Z,5638394943,213,1.06,5638394935,56,Center,5638394939,141,42.5,5638394937,140,74,5638394941,212,10.9,5639060373,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652393,101,49,1,13,8,dt4pinj0vw0t0cvz7za6mhmzy,1,28.8,47.8,2025-04-09T19:14:23.159Z,2025-04-10T04:59:22Z,,,,,,,,,,,,,,,,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652409,102,1,1,13,9,dt4pinj0vw0t0cvz7za6mhmzy,1,28.8,47.8,2025-04-09T19:14:24.529Z,2025-04-10T04:59:26Z,5638395041,56,Back,5638395047,212,10.6,5638395049,213,0.87,5638395045,141,59.7,5639060387,178,,5638395043,140,35.3,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652417,103,1,1,13,10,dt4pinj0vw0t0cvz7za6mhmzy,1,35.3,59.7,2025-04-09T19:14:25.456Z,2025-04-10T04:59:29Z,5638395115,213,4.96,5639060395,178,,5638395111,141,43.3,5638395107,56,Back,5638395113,212,11.5,5638395109,140,38,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652429,104,1,1,13,14,dt4pinj0vw0t0cvz7za6mhmzy,1,37.2,51,2025-04-09T19:14:29.153Z,2025-04-10T04:59:40Z,5638395183,56,Back,5638395191,213,1.36,5638395187,141,59.1,5638395185,140,38.3,5638395189,212,5.6,5639060435,178,,,,,,,,5ql70wwevaoqpxabylew5f696,C. Chukwuemeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652449,105,1,1,13,15,dt4pinj0vw0t0cvz7za6mhmzy,1,38.3,59.1,2025-04-09T19:14:30.512Z,2025-04-10T04:59:45Z,5638395285,213,5.05,5638395279,140,45.1,5638395281,141,28.9,5638395277,56,Back,5638395283,212,21.7,5639060443,178,,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652483,106,1,1,13,19,dt4pinj0vw0t0cvz7za6mhmzy,1,62.3,25.4,2025-04-09T19:14:34.843Z,2025-04-10T04:59:49Z,5638395447,141,12.7,5638395443,56,Right,5638395451,213,5.81,5638395449,212,19,5638395445,140,78.4,5639060451,178,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652485,107,1,1,13,26,dt4pinj0vw0t0cvz7za6mhmzy,1,85.9,21.5,2025-04-09T19:14:41.756Z,2025-04-10T04:59:56Z,5638395473,141,10.1,5639060465,178,,5638395475,212,8.4,5638395469,56,Right,5638395477,213,5.12,5638395471,140,89.1,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652499,108,1,1,13,28,dt4pinj0vw0t0cvz7za6mhmzy,1,89.1,10.1,2025-04-09T19:14:43.431Z,2025-04-10T05:00:01Z,5638395605,213,1.57,5638395595,155,,5638395603,212,30.6,5639060481,178,,5638395593,2,,5638395597,56,Center,5638395601,141,55.1,5638395599,140,89.1,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,5638626039,224,,5638626041,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652507,109,44,1,13,30,dt4pinj0vw0t0cvz7za6mhmzy,1,88.4,54,2025-04-09T19:14:45.472Z,2025-04-10T07:37:08Z,5638395627,56,Center,5638395643,233,163,5638395629,286,,,,,,,,,,,,,,,,,ebj6t5jqzixrnww1z7qofznu2,K. Adeyemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652493,163,44,1,13,30,agh9ifb2mw3ivjusgedj7c3fe,0,11.6,46,2025-04-09T19:14:45.473Z,2025-04-10T05:00:05Z,5638395569,285,,5638395657,233,109,5638395567,56,Back,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652509,110,1,1,13,30,dt4pinj0vw0t0cvz7za6mhmzy,0,87.6,55.8,2025-04-09T19:14:45.512Z,2025-04-10T07:37:08Z,5638402867,213,5.3,5638402861,140,89.2,5639060503,388,,5638402859,3,,5638402863,141,52.1,5638395635,56,Center,5638402865,212,3,,,,ebj6t5jqzixrnww1z7qofznu2,K. Adeyemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652515,165,12,1,13,31,agh9ifb2mw3ivjusgedj7c3fe,1,9.5,46.7,2025-04-09T19:14:46.602Z,2025-04-10T05:00:09Z,5638395699,213,5.58,5638395695,141,7.7,5639060531,178,,5638395697,212,41.1,5638395691,56,Back,5638395693,140,39.4,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652503,164,43,1,13,32,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-09T19:14:47.383Z,2025-04-09T19:19:54Z,5638395625,56,Back,5638403089,144,61,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652525,111,3,1,13,37,dt4pinj0vw0t0cvz7za6mhmzy,0,67.6,91.4,2025-04-09T19:14:52.344Z,2025-04-10T05:00:28Z,5638626087,465,,5638395759,56,Left,5638395763,211,,5639060559,21,,5638395761,286,,5639060557,388,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652527,166,49,1,13,39,agh9ifb2mw3ivjusgedj7c3fe,1,20.9,3.2,2025-04-09T19:14:54.448Z,2025-04-10T05:00:33Z,,,,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652543,167,1,1,13,41,agh9ifb2mw3ivjusgedj7c3fe,0,20.8,5.5,2025-04-09T19:14:56.085Z,2025-04-10T05:00:36Z,5638395867,56,Back,5638395871,141,4.7,5639060613,178,,5638395873,212,5.2,5638395869,140,25.7,5638395875,213,6.18,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652553,112,61,1,13,43,dt4pinj0vw0t0cvz7za6mhmzy,1,69.9,97.2,2025-04-09T19:14:58.040Z,2025-04-10T05:00:42Z,5639060647,389,,5638395931,56,Left,,,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652611,113,5,1,13,43,dt4pinj0vw0t0cvz7za6mhmzy,0,67,101.2,2025-04-09T19:14:58.174Z,2025-04-10T05:00:48Z,5638396291,56,Left,5638396879,233,168,5638396293,347,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652603,168,5,1,13,43,agh9ifb2mw3ivjusgedj7c3fe,1,33,-1.2,2025-04-09T19:14:58.174Z,2025-04-10T05:00:48Z,5638396231,56,Back,5638396851,233,113,5638396235,347,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652613,169,1,1,13,56,agh9ifb2mw3ivjusgedj7c3fe,1,38.8,0,2025-04-09T19:15:11.492Z,2025-04-10T05:00:53Z,5638396303,212,9.8,5638396305,213,2.67,5638396297,56,Back,5638396301,141,5.2,5638396295,107,,5638396299,140,30.5,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652631,170,1,1,13,58,agh9ifb2mw3ivjusgedj7c3fe,1,30.5,5.2,2025-04-09T19:15:13.794Z,2025-04-10T05:00:56Z,5638396397,212,15.7,5639060703,178,,5638396391,56,Back,5638396393,140,18.8,5638396399,213,2.47,5638396395,141,19.5,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652655,171,1,1,14,1,agh9ifb2mw3ivjusgedj7c3fe,1,14.5,19.7,2025-04-09T19:15:16.614Z,2025-04-10T05:00:59Z,5638396593,141,70.6,5638396589,56,Back,5638396599,1,,5638396595,212,39.2,5638396597,213,1.08,5638396591,140,32.1,5639060715,178,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652679,172,1,1,14,6,agh9ifb2mw3ivjusgedj7c3fe,1,40.7,81.5,2025-04-09T19:15:21.823Z,2025-04-10T05:01:01Z,5639060723,178,,5638396711,141,94.1,5638396715,213,0.37,5638396709,140,61.5,5638396707,56,Left,5638396713,212,23.5,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652689,173,1,1,14,11,agh9ifb2mw3ivjusgedj7c3fe,1,78.5,91.4,2025-04-09T19:15:26.611Z,2025-04-10T05:01:05Z,5638396773,213,4.53,5638396761,56,Center,5638396771,212,14.7,5639060731,178,,5638396765,140,75.9,5638396769,141,70.2,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652697,174,1,1,14,12,agh9ifb2mw3ivjusgedj7c3fe,0,75.9,70.2,2025-04-09T19:15:27.820Z,2025-04-10T05:01:10Z,5638396833,213,6.27,5638396829,141,69.9,5638396825,56,Center,5638396827,140,89.9,5639060749,178,,5638396831,212,14.7,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652701,115,8,1,14,13,dt4pinj0vw0t0cvz7za6mhmzy,1,13.7,32.3,2025-04-09T19:15:28.469Z,2025-04-10T05:01:13Z,5638626291,383,,5639060763,178,,5638396849,56,Back,,,,,,,,,,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652711,116,49,1,14,14,dt4pinj0vw0t0cvz7za6mhmzy,1,14.1,34.1,2025-04-09T19:15:29.798Z,2025-04-10T05:01:16Z,,,,,,,,,,,,,,,,,,,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652731,117,1,1,14,15,dt4pinj0vw0t0cvz7za6mhmzy,1,14.1,34.1,2025-04-09T19:15:30.610Z,2025-04-10T05:01:18Z,5638397003,141,10.7,5639060777,178,,5638396999,56,Back,5638397001,140,31.3,5638397007,213,5.56,5638397005,212,24.1,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652745,118,1,1,14,20,dt4pinj0vw0t0cvz7za6mhmzy,1,34.1,20.2,2025-04-09T19:15:35.493Z,2025-04-10T05:01:22Z,5638397059,141,32.9,5638397055,56,Back,5638397063,213,1.67,5639060789,178,,5638397057,140,33.3,5638397061,212,8.7,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652771,119,1,1,14,22,dt4pinj0vw0t0cvz7za6mhmzy,1,33.9,36.1,2025-04-09T19:15:37.804Z,2025-04-10T05:01:26Z,5638397227,141,57.6,5638397231,213,1.18,5638397225,140,39.7,5638397229,212,15.8,5639060801,178,,5638397223,56,Back,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652779,120,1,1,14,28,dt4pinj0vw0t0cvz7za6mhmzy,1,61.4,32.2,2025-04-09T19:15:43.840Z,2025-04-10T05:01:32Z,5638397321,56,Right,5638397327,212,18.6,5638397325,141,8.5,5638397329,213,5.24,5639060817,178,,5638397323,140,70.3,,,,,,,5ql70wwevaoqpxabylew5f696,C. Chukwuemeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652795,121,2,1,14,32,dt4pinj0vw0t0cvz7za6mhmzy,1,74.3,12.8,2025-04-09T19:15:47.327Z,2025-04-10T05:01:37Z,5638397421,141,55.8,5638397503,1,,5639060829,178,,5638397505,56,Center,5638397419,140,93.4,5638397501,7,bmrdtenqr84jt4gmw6i7wez11,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798652809,175,55,1,14,32,agh9ifb2mw3ivjusgedj7c3fe,1,26.5,47.4,2025-04-09T19:15:47.328Z,2025-04-10T05:01:38Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798653083,185,1,1,14,55,agh9ifb2mw3ivjusgedj7c3fe,1,19.1,38,2025-04-09T19:16:10.291Z,2025-04-10T05:01:39Z,5638399423,140,29.5,5638399425,141,76.3,5638399485,189,,5639060845,178,,5638408119,5,,5638399429,213,1.17,5638408121,152,,5638399421,56,Back,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,5638399427,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652933,177,1,1,15,0,agh9ifb2mw3ivjusgedj7c3fe,1,22.5,80.3,2025-04-09T19:16:15.943Z,2025-04-10T04:39:56Z,5638398309,56,Back,5638398313,141,36,5638398317,213,4.67,5638398311,140,21.2,5639057107,178,,5638398315,212,30.2,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652947,178,1,1,15,4,agh9ifb2mw3ivjusgedj7c3fe,1,21.1,33,2025-04-09T19:16:19.429Z,2025-04-10T05:26:07Z,5638398423,140,23.7,5639057119,178,,5638398425,141,11.6,5638398429,213,4.9,5638398427,212,14.8,5638398421,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798652977,179,1,1,15,7,agh9ifb2mw3ivjusgedj7c3fe,1,27.6,14.3,2025-04-09T19:16:22.803Z,2025-04-10T04:40:06Z,5638398543,140,26.4,5638398541,56,Back,5638398547,212,16,5639057125,178,,5638398545,141,37.7,5638398549,213,1.65,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
