id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,assist,teamName
2784347105,1,34,16,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-03-05T18:50:02.452Z,2025-03-05T21:03:10Z,5560022465,197,24488,5559897663,30,"3i53phcjc5vwe7i0m9pqjo3fu, as0t8xi6k6nl4l06g23u3jcru, a4kw8u4dqsslfwe1ux08lbmc, 4dh4ws8ehn6uywozt6ygczs2d, 2p86mzr8qnu9iy01fusvovf56, x32fbvwwxkda9ruezw67b3dh, l469vtpe0jbgg5sq1v2e67e1, djbw3afgcgkbq22soig0xsjfu, 7sd87ylfbtgwgpb70hf68cel1, 2z9h8lozjzxk4ah6ysho9hotl, f4p22zbcs9l5dwhvqg6wstmcq, chfqy504a1mnfs67pbdbk0jfu, 4mk6bbc9a8rhtmk8f4jj6onvt, 97mmzzi3dwdos6jtj2m05w4ph, 6pavdf2072176dag5nt8qni8k, 5i2tc06romjqx7a7wlu1iye7e, 1n84autgk6ilhgv5jnlu2sf84, 1orxuwwmw6m5647h08t6ym3o4, 8g23yqn52zuls4vk273t55ht6, 82o91md3nn11eckmgy749ewpg, 2ub88jcc3vku6mrnt5fb3oyqd, 7qn3h79plsslojw5d2w347wx6, 79izrssq50jjzhapj4ekmv95g",5559897673,194,x32fbvwwxkda9ruezw67b3dh,5559897675,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5559897667,59,"1, 44, 3, 8, 4, 30, 18, 10, 14, 17, 21, 24, 9, 19, 25, 26, 60, 71, 81, 84, 85, 86, 79",5559897665,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5559897671,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5559897669,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784347821,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-05T18:51:58.549Z,2025-03-05T19:57:02Z,5559901685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5559901689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5560020939,197,26091,5559901681,59,"25, 23, 3, 8, 2, 5, 19, 21, 9, 20, 11, 13, 31, 4, 7, 10, 14, 16, 17, 18, 24, 32, 35",5559901687,194,ezviixcyaaj162saxs2yl27s9,5559901677,30,"6ofu6yc2qwp5ii9cerdq1tk9h, cscn06kwqfzo09h0dc5ybt1pl, bzgh5psb1janz9y3btpswngbu, 4ftlhtels58lyzfluwofzwxuy, bkwxem45cf48k14euwqe7rs44, cd5napttmwk5o9gxw3cbb4ted, abr79wsl0folgkyvl821ggs2c, ezviixcyaaj162saxs2yl27s9, afxjicw89683nlpms9yy5x51x, 4gq1u1mqg0qzekh1u5djleeax, 2wl6h1rlrfnn2mr65vuo3t815, 4mxx1oxkiexm0ha34utcmb17t, 9s5uadkz3qy2nke745778dfys, awsod0zmnrukk21d4882ji7e1, 2szgrzcosfeifh664tgt3mfvt, 308krssmz6irpfntht1ka78tm, 5kodjbsarkql4vhs126p2vhwq, cjll1xrw3xulnl23c9tlf6rys, 3hht0os2uzu234yq550i3fbe2, 9f0jk3wgmlnnmnqrdkh4gnpt6, 4ggz7e009bq3yltc9o6mifbah, 8xjdsfk5u7wph4o7h1w45dses, 6l1y87tlepsvr83d8y2qifeqy",5559901683,130,8,5559901679,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369591,2,32,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-03-05T20:00:35.936Z,2025-03-05T22:40:02Z,5560023477,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369597,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-05T20:00:35.936Z,2025-03-05T20:00:36Z,5560023503,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369613,3,1,1,0,0,9ldqu49smv1xg2va0n2cy28zl,1,49.9,50.2,2025-03-05T20:00:35.937Z,2025-03-05T20:00:39Z,5560023563,56,Back,5560023567,141,56.5,5560023573,279,S,5560023565,140,33.1,5560023571,213,2.9,5560023569,212,18.2,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369629,4,1,1,0,3,9ldqu49smv1xg2va0n2cy28zl,1,32.7,55,2025-03-05T20:00:39.557Z,2025-03-05T20:00:43Z,5560023637,140,37.4,5560023639,141,21.1,5560023641,212,23.6,5560023635,56,Back,5560023643,213,4.92,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369643,5,1,1,0,7,9ldqu49smv1xg2va0n2cy28zl,1,37.6,20.4,2025-03-05T20:00:43.390Z,2025-03-05T20:00:45Z,5560023695,56,Center,5560023705,1,,5560023699,141,27.9,5560023693,157,,5560023701,212,29.1,5560023697,140,64.9,5560023703,213,0.18,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369645,6,44,1,0,9,9ldqu49smv1xg2va0n2cy28zl,1,69.1,31.8,2025-03-05T20:00:45.130Z,2025-03-05T20:24:16Z,5560023737,233,3,5560023715,286,,5560023713,56,Center,,,,,,,,,,,,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369639,3,44,1,0,9,agh9ifb2mw3ivjusgedj7c3fe,0,30.9,68.2,2025-03-05T20:00:45.131Z,2025-03-05T20:24:17Z,5560023781,233,6,5560023685,56,Back,5560023687,285,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369657,7,1,1,0,9,9ldqu49smv1xg2va0n2cy28zl,0,65.4,28.1,2025-03-05T20:00:45.830Z,2025-03-05T20:00:47Z,5560023821,3,,5560023833,213,5.91,5560023827,140,78,5560023825,56,Right,5560023829,141,20.4,5560023831,212,14.2,5560023823,168,,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369665,4,50,1,0,13,agh9ifb2mw3ivjusgedj7c3fe,1,21,79.4,2025-03-05T20:00:49.309Z,2025-03-05T20:24:12Z,5560023875,56,Back,5560023877,285,,5560023911,233,8,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369669,8,7,1,0,13,9ldqu49smv1xg2va0n2cy28zl,1,79,20.6,2025-03-05T20:00:49.310Z,2025-03-05T22:40:26Z,5560023893,286,,5560023891,56,Right,5560219619,383,,5560023895,233,4,,,,,,,,,,,,,f4p22zbcs9l5dwhvqg6wstmcq,A. Schjelderup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784376243,295,51,1,0,14,agh9ifb2mw3ivjusgedj7c3fe,1,12.3,86.3,2025-03-05T20:00:50.172Z,2025-03-05T20:24:29Z,5560060511,169,11,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369705,9,1,1,0,14,9ldqu49smv1xg2va0n2cy28zl,1,78.6,13.7,2025-03-05T20:00:50.702Z,2025-03-05T22:40:36Z,5560023987,141,15,5560023983,56,Right,5560023989,212,5,5560023991,213,0.18,5560023985,140,83.3,,,,,,,,,,f4p22zbcs9l5dwhvqg6wstmcq,A. Schjelderup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369711,10,1,1,0,16,9ldqu49smv1xg2va0n2cy28zl,1,89,18.8,2025-03-05T20:00:52.534Z,2025-03-05T22:40:43Z,5560024025,56,Center,5560024345,210,15,5560024029,141,33.3,5560024033,213,1.2,5560024347,154,,5560024027,140,92.6,5560024031,212,10.6,,,,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369717,11,15,1,0,17,9ldqu49smv1xg2va0n2cy28zl,1,92.1,33.1,2025-03-05T20:00:53.543Z,2025-03-05T22:41:10Z,5560024393,233,5,5560024369,29,,5560024377,102,50.9,5560024371,154,,5560024379,103,6.3,5560024367,78,,5560024053,22,,5560024381,146,98.2,2z9h8lozjzxk4ah6ysho9hotl,K. Aktürkoğlu,,5560024057,56,Center,5560024383,147,44.2,5560024055,63,5560024373,55,10,5560024281,20,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369709,5,10,1,0,17,agh9ifb2mw3ivjusgedj7c3fe,1,1.9,54.4,2025-03-05T20:00:53.643Z,2025-03-06T01:45:37Z,5560221463,376,,5560024397,233,11,5560024007,182,,5560024009,56,Back,5560024003,173,,5560024091,179,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369715,6,6,1,0,18,agh9ifb2mw3ivjusgedj7c3fe,0,3.2,52.6,2025-03-05T20:00:54.506Z,2025-03-05T22:41:16Z,5560024067,73,,5560024065,56,Back,5560029527,233,12,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369731,12,6,1,0,18,9ldqu49smv1xg2va0n2cy28zl,1,96.8,47.4,2025-03-05T20:00:54.506Z,2025-03-06T01:45:33Z,5560024133,56,Center,5560024135,73,,5560029523,233,6,,,,,,,,,,,,,,,,2z9h8lozjzxk4ah6ysho9hotl,K. Aktürkoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369795,13,1,1,0,41,9ldqu49smv1xg2va0n2cy28zl,1,99.5,99.5,2025-03-05T20:01:17.293Z,2025-03-05T22:41:26Z,5560024503,2,,5560024513,140,95.7,5560024511,56,Center,5560024517,212,38.1,5560024515,141,43.8,5560024519,213,4.61,5560221611,20,,5560024507,155,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,1,5560025297,154,,5560024521,1,,5560025295,210,5560024509,223,,5560024505,6,15,,,,,,,,,,,,,,,,,,,,,Benfica
2784369803,14,44,1,0,42,9ldqu49smv1xg2va0n2cy28zl,1,91.1,46,2025-03-05T20:01:18.814Z,2025-03-05T22:41:51Z,5560024549,286,,5560024547,56,Center,5560029423,233,63,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784370695,63,44,1,0,42,agh9ifb2mw3ivjusgedj7c3fe,0,8.9,54,2025-03-05T20:01:18.815Z,2025-03-06T01:45:55Z,5560029365,56,Back,5560029427,233,14,5560029367,285,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369809,15,15,1,0,43,9ldqu49smv1xg2va0n2cy28zl,1,92.3,43.8,2025-03-05T20:01:19.830Z,2025-03-05T22:41:47Z,5560025313,29,,5560024563,56,Center,5560025125,25,,5560025339,233,7,5560025323,103,19,5560025331,231,48.7,5560025133,82,,5560025127,15,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,5560025325,146,93.8,5560025329,230,99.3,5560222227,78,5560025131,328,,5560025321,102,,51.4,5560025327,147,45.3,5560025317,55,13,5560024561,17,5560025315,154,,,,,,,,,,Benfica
2784369807,7,10,1,0,43,agh9ifb2mw3ivjusgedj7c3fe,1,5.8,55.2,2025-03-05T20:01:19.930Z,2025-03-06T01:45:24Z,5560024557,56,Back,5560024555,94,,5560025351,233,15,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369843,8,12,1,0,44,agh9ifb2mw3ivjusgedj7c3fe,1,10,51.9,2025-03-05T20:01:20.443Z,2025-03-05T22:42:02Z,5560024767,141,10,5560024763,56,Back,5560024769,212,34.2,5560024771,213,5.3,5560024765,140,28,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369845,16,1,1,0,50,9ldqu49smv1xg2va0n2cy28zl,1,58.9,93.9,2025-03-05T20:01:26.550Z,2025-03-05T20:57:16Z,5560024781,213,3.53,5560024773,56,Back,5560024783,1,,5560024775,140,28.4,5560024779,212,34.6,5560024777,141,74.8,,,,,,,djbw3afgcgkbq22soig0xsjfu,O. Kökçü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369895,17,1,1,0,52,9ldqu49smv1xg2va0n2cy28zl,1,28.4,74.8,2025-03-05T20:01:28.893Z,2025-03-05T20:01:34Z,5560024979,56,Back,5560024987,213,4.47,5560024983,141,35,5560024981,140,21.9,5560024985,212,27.9,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369903,18,1,1,0,58,9ldqu49smv1xg2va0n2cy28zl,0,21.5,32,2025-03-05T20:01:34.262Z,2025-03-05T20:01:36Z,5560025025,141,24.6,5560025029,213,6.19,5560025021,56,Center,5560025027,212,56.2,5560025023,140,74.8,5560025031,1,,5560025019,157,,,,,3i53phcjc5vwe7i0m9pqjo3fu,A. Trubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369907,9,49,1,1,1,agh9ifb2mw3ivjusgedj7c3fe,1,33.4,72.3,2025-03-05T20:01:37.211Z,2025-03-05T20:01:37Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369913,10,1,1,1,1,agh9ifb2mw3ivjusgedj7c3fe,1,33.4,72.3,2025-03-05T20:01:37.404Z,2025-03-05T20:01:38Z,5560025081,213,6.25,5560025073,56,Back,5560025075,140,41,5560025079,212,8,5560025077,141,71.9,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369917,11,50,1,1,2,agh9ifb2mw3ivjusgedj7c3fe,1,40.1,72.4,2025-03-05T20:01:38.538Z,2025-03-05T20:24:13Z,5560025099,56,Back,5560025213,233,19,5560025101,286,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369929,19,7,1,1,2,9ldqu49smv1xg2va0n2cy28zl,1,59.9,27.6,2025-03-05T20:01:38.539Z,2025-03-05T22:42:22Z,5560223373,385,,5560025187,233,11,5560025161,56,Center,5560025163,285,,,,,,,,,,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369935,20,49,1,1,4,9ldqu49smv1xg2va0n2cy28zl,1,47.9,26.1,2025-03-05T20:01:40.790Z,2025-03-05T20:01:41Z,,,,,,,,,,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369957,21,1,1,1,7,9ldqu49smv1xg2va0n2cy28zl,0,59.1,21,2025-03-05T20:01:43.701Z,2025-03-05T20:01:45Z,5560025269,140,78,5560025273,212,21.9,5560025271,141,34.7,5560025267,56,Center,5560025275,213,0.44,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784369989,12,12,1,1,9,agh9ifb2mw3ivjusgedj7c3fe,1,27.9,60.8,2025-03-05T20:01:44.939Z,2025-03-05T20:01:52Z,5560025439,141,92.7,5560025443,213,2.31,5560025435,56,Back,5560025441,212,29.3,5560025437,140,9.1,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784369997,22,1,1,1,14,9ldqu49smv1xg2va0n2cy28zl,1,96,7.4,2025-03-05T20:01:50.454Z,2025-03-05T22:42:40Z,5560025483,155,,5560223949,224,,5560025631,210,13,5560025491,212,25.5,5560223951,20,,5560025493,213,1.73,5560025485,56,Center,5560025489,141,44.4,2z9h8lozjzxk4ah6ysho9hotl,K. Aktürkoğlu,1,5560025633,154,,5560025481,2,,5560025487,140,,,,,,92.2,,,,,,,,,,,,,,,,,,,,,Benfica
2784369999,23,13,1,1,15,9ldqu49smv1xg2va0n2cy28zl,1,92,43.8,2025-03-05T20:01:51.925Z,2025-03-05T22:42:54Z,5560025655,231,48.2,5560025651,328,,5560025513,20,,5560025499,17,,5560025497,22,,5560025653,230,99.4,5560025637,29,,5560025645,102,39.5,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,5560025501,56,Center,5560025647,103,45.8,5560025639,154,5560025641,55,22,5560025635,81,,,,,,,,,,,,,,,,,,,,,,Benfica
2784370077,13,5,1,1,16,agh9ifb2mw3ivjusgedj7c3fe,1,-1,62.1,2025-03-05T20:01:52.026Z,2025-03-05T20:22:26Z,5560025905,346,,5560025907,233,24,5560025901,56,Back,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370001,24,5,1,1,16,9ldqu49smv1xg2va0n2cy28zl,0,101,37.9,2025-03-05T20:01:52.026Z,2025-03-05T20:57:18Z,5560025511,346,,5560025943,233,13,5560025509,56,Center,,,,,,,,,,,,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784370079,14,1,1,1,36,agh9ifb2mw3ivjusgedj7c3fe,1,5,58.7,2025-03-05T20:02:12.314Z,2025-03-05T22:43:06Z,5560025921,124,,5560025927,141,49.1,5560025925,140,5.7,5560025929,212,6.6,5560025923,56,Back,5560025931,213,4.82,5560025935,237,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370087,15,1,1,1,37,agh9ifb2mw3ivjusgedj7c3fe,1,5.7,49.5,2025-03-05T20:02:13.466Z,2025-03-05T22:43:11Z,5560025973,56,Back,5560025981,213,4.71,5560025977,141,26.6,5560025975,140,5.6,5560025979,212,15.6,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370093,16,1,1,1,39,agh9ifb2mw3ivjusgedj7c3fe,1,6,25.9,2025-03-05T20:02:15.322Z,2025-03-05T20:02:16Z,5560026017,140,18.4,5560026019,141,27.2,5560026023,213,0.07,5560026021,212,13,5560026015,56,Back,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370103,17,1,1,1,40,agh9ifb2mw3ivjusgedj7c3fe,1,18.4,27.2,2025-03-05T20:02:16.506Z,2025-03-05T20:02:19Z,5560026083,140,28.6,5560026089,213,6,5560026085,141,22.7,5560026087,212,11.1,5560026081,56,Back,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370109,18,3,1,1,42,agh9ifb2mw3ivjusgedj7c3fe,1,34.2,23.2,2025-03-05T20:02:18.874Z,2025-03-05T22:43:17Z,5560026111,56,Back,5560225099,465,,5560026119,286,,5560026115,233,25,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370105,25,45,1,1,42,9ldqu49smv1xg2va0n2cy28zl,0,65.8,76.8,2025-03-05T20:02:18.874Z,2025-03-05T20:24:16Z,5560026095,285,,5560026135,233,18,5560026093,56,Center,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784370119,19,1,1,1,44,agh9ifb2mw3ivjusgedj7c3fe,1,34.1,29.6,2025-03-05T20:02:20.315Z,2025-03-05T20:02:23Z,5560026185,212,25.9,5560026183,141,57.2,5560026181,140,51.1,5560026187,213,0.81,5560026179,56,Center,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370135,20,1,1,1,47,agh9ifb2mw3ivjusgedj7c3fe,1,51.1,57.2,2025-03-05T20:02:23.402Z,2025-03-05T20:02:27Z,5560026285,141,84.3,5560026289,213,1.04,5560026281,56,Left,5560026287,212,21.3,5560026283,140,61.3,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370147,21,1,1,1,51,agh9ifb2mw3ivjusgedj7c3fe,1,80.1,72.8,2025-03-05T20:02:27.740Z,2025-03-05T22:43:31Z,5560026343,141,50.5,5560026615,210,13,5560026341,140,80.1,5560026339,56,Center,5560026347,213,4.71,5560026345,212,15.2,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370149,22,13,1,1,53,agh9ifb2mw3ivjusgedj7c3fe,1,81.3,49.9,2025-03-05T20:02:29.250Z,2025-03-05T22:44:02Z,5560026357,18,,5560026637,102,42,5560026645,231,50.2,5560026631,29,,5560026639,103,26.4,5560226233,84,,5560026359,56,Center,5560026355,22,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,5560026467,20,,5560026633,55,21,5560026643,230,,,,,,97.8,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370169,23,5,1,1,54,agh9ifb2mw3ivjusgedj7c3fe,0,100.9,37.7,2025-03-05T20:02:30.603Z,2025-03-05T22:44:03Z,5560026463,346,,5560026461,56,Center,5560026849,233,26,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370235,26,5,1,1,54,9ldqu49smv1xg2va0n2cy28zl,1,-0.9,62.3,2025-03-05T20:02:30.603Z,2025-03-06T01:45:58Z,5560026837,56,Back,5560026839,346,,5560026841,233,23,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784370249,27,1,1,2,18,9ldqu49smv1xg2va0n2cy28zl,1,3.3,49.2,2025-03-05T20:02:54.799Z,2025-03-05T20:02:56Z,5560026925,212,12.4,5560026921,140,3.6,5560026927,213,4.74,5560026917,124,,5560026923,141,30.9,5560026931,237,,5560026919,56,Back,,,,3i53phcjc5vwe7i0m9pqjo3fu,A. Trubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784370269,28,1,1,2,20,9ldqu49smv1xg2va0n2cy28zl,1,3.7,30.9,2025-03-05T20:02:56.829Z,2025-03-05T20:03:00Z,5560027017,140,10.9,5560027015,56,Back,5560027021,212,16.9,5560027023,213,5.18,5560027019,141,8.7,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784370297,29,1,1,2,24,9ldqu49smv1xg2va0n2cy28zl,0,10.6,8.7,2025-03-05T20:03:00.365Z,2025-03-05T20:03:05Z,5560027161,1,,5560027153,140,42.8,5560027157,212,33.8,5560027151,56,Back,5560027159,213,6.24,5560027155,141,6.6,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784370283,24,8,1,2,26,agh9ifb2mw3ivjusgedj7c3fe,1,64.9,92,2025-03-05T20:03:01.970Z,2025-03-05T22:44:15Z,5560027115,56,Left,5560226801,385,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784370291,25,5,1,2,27,agh9ifb2mw3ivjusgedj7c3fe,0,61.4,101.6,2025-03-05T20:03:03.802Z,2025-03-05T20:22:27Z,5560027145,347,,5560027289,233,30,5560027143,56,Left,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
