id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/9/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,teamName
2722552549,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-19T17:49:13.455Z,2024-09-19T18:43:52Z,5223288993,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5223288991,194,2e55g4q93y382cg7h0yk5rtud,5223288985,59,"1, 23, 3, 24, 2, 5, 19, 17, 9, 8, 11, 13, 26, 10, 14, 18, 32, 35, 36, 39, 41, 42, 7",5223288987,130,8,5223288989,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5223383569,197,26091,5223288981,30,"2e55g4q93y382cg7h0yk5rtud, cscn06kwqfzo09h0dc5ybt1pl, bzgh5psb1janz9y3btpswngbu, 4ggz7e009bq3yltc9o6mifbah, bkwxem45cf48k14euwqe7rs44, cd5napttmwk5o9gxw3cbb4ted, abr79wsl0folgkyvl821ggs2c, 3hht0os2uzu234yq550i3fbe2, afxjicw89683nlpms9yy5x51x, 4ftlhtels58lyzfluwofzwxuy, 2wl6h1rlrfnn2mr65vuo3t815, 4mxx1oxkiexm0ha34utcmb17t, yhipl27kpzoq85sizfyzmvx0, 308krssmz6irpfntht1ka78tm, 5kodjbsarkql4vhs126p2vhwq, 9f0jk3wgmlnnmnqrdkh4gnpt6, 8xjdsfk5u7wph4o7h1w45dses, 6l1y87tlepsvr83d8y2qifeqy, 4jpwo30o4qp53k59oxvuj90k4, 8lztstifz0n0zx4ho11vbt1xw, b0ebh3wi3lwieb1z04ajxjz84, 9sanzxzkj52vz1mqj1d7g08b8, 2szgrzcosfeifh664tgt3mfvt",5223288983,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722553309,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2024-09-19T17:52:02.188Z,2024-09-19T19:02:49Z,5223384117,197,25309,5223292759,30,"a1q3mystvi6gkv7tjrn75kw6h, f065kc6qn2cpxjxcm6i08rz3e, adb8skc3qbvgunhzd9651lij8, 8eq4c5cotvem9ae9uzb2yezo4, cm0gwoyh5rdb216fx685a7l5h, 2r1u01vlym0nwcwx86bwbuusq, 8vhjmcgjbzpzd4vv3zb945p1w, 2jc6sdkse1kxjztsgystidot1, dkve6gf309h5tglwawqx8mlzp, csvqjyuk06gzvjm408513nydx, rn17zrbsh1g9r1tj4xyvhgr8, 4pmycbnp280icyighs4tyzwno, 2e0o5pwinz3zhg9pqg5vej9ih, 28s6z18rcl9v8561yzu7m0voq, edti8t30h7ukwi3wqlzaczje1, 28x7i681wkjueanvkevew3bh1, 1o7se1aziz6fpes5hey7yijft, 4r5mejvmxk423kx5j3w4u3n6c, 7zru7o3jrzx66f5aa6kggyplg, 47zfdb0zeb03nvtjpom42j2ms, f5j3vhj805xtkos7l538u0d7t, d3pb7ybk0yv0hrjbr80vyx1xw",5223292765,130,8,5223292767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5223292771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5223292769,194,2jc6sdkse1kxjztsgystidot1,5223292761,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5223292763,59,"16, 17, 2, 15, 5, 22, 11, 6, 36, 18, 7, 50, 4, 8, 9, 10, 12, 13, 20, 21, 27, 88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722573731,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-19T19:01:06.556Z,2024-09-19T19:01:06Z,5223405585,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573737,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2024-09-19T19:01:06.556Z,2024-09-19T23:24:21Z,5223405609,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722573747,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,49.9,50.3,2024-09-19T19:01:06.634Z,2024-09-20T03:23:35Z,5223894621,178,,5223405675,141,53.3,5223405681,279,S,5223405679,213,3,5223405677,212,14.5,5223405673,140,36.2,5223405671,56,Back,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573749,4,1,1,0,1,agh9ifb2mw3ivjusgedj7c3fe,1,36.2,53.3,2024-09-19T19:01:08.516Z,2024-09-20T03:23:42Z,5223894655,178,,5223405707,213,4.27,5223405703,141,40.1,5223405701,140,32.1,5223405699,56,Back,5223405705,212,10,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573755,5,1,1,0,3,agh9ifb2mw3ivjusgedj7c3fe,1,32.1,40.1,2024-09-19T19:01:10.436Z,2024-09-20T03:23:46Z,5223405741,141,75.9,5223894679,178,,5223405743,212,24.7,5223405737,56,Back,5223405739,140,28.1,5223405745,213,1.74,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573771,6,1,1,0,6,agh9ifb2mw3ivjusgedj7c3fe,1,28.1,75.9,2024-09-19T19:01:12.710Z,2024-09-20T03:23:50Z,5223405807,56,Back,5223405809,140,35.3,5223894703,178,,5223405815,213,0.99,5223405811,141,92.9,5223405813,212,13.8,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573773,7,1,1,0,8,agh9ifb2mw3ivjusgedj7c3fe,0,36.5,94.4,2024-09-19T19:01:14.989Z,2024-09-20T03:23:55Z,5223405831,1,,5223570695,155,,5223405825,141,90,5223405827,212,32.5,5223405829,213,6.19,5223894723,178,,5223405821,56,Left,5223405823,140,67.3,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573797,3,1,1,0,10,4t4hod56fsj7utpjdor8so5q6,0,29.4,7.9,2024-09-19T19:01:16.964Z,2024-09-20T03:24:00Z,5223405977,212,46,5223405979,213,6.14,5223405971,56,Right,5223405973,140,72.7,5223570559,155,,5223405981,1,,5223894739,388,,5223405975,141,0,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722573799,4,5,1,0,14,4t4hod56fsj7utpjdor8so5q6,0,72.7,-2,2024-09-19T19:01:21.553Z,2024-09-20T03:24:08Z,5223405993,347,,5223406095,233,8,5223405991,56,Right,,,,,,,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722573811,8,5,1,0,14,agh9ifb2mw3ivjusgedj7c3fe,1,27.3,102,2024-09-19T19:01:21.553Z,2024-09-20T03:24:09Z,5223406091,233,4,5223406077,347,,5223406075,56,Back,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573833,9,1,1,0,22,agh9ifb2mw3ivjusgedj7c3fe,1,25.1,100,2024-09-19T19:01:28.901Z,2024-09-20T03:24:11Z,5223406211,56,Left,5223406213,140,57.8,5223406217,212,34.8,5223406219,213,6.12,5223406221,1,,5223406209,107,,5223406215,141,93.5,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573839,10,1,1,0,28,agh9ifb2mw3ivjusgedj7c3fe,1,59.9,73,2024-09-19T19:01:34.935Z,2024-09-20T03:24:14Z,5223406245,140,47,5223894815,178,,5223406253,1,,5223406251,213,4.29,5223406249,212,33.2,5223406247,141,28.5,5223406243,56,Back,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573843,11,1,1,0,32,agh9ifb2mw3ivjusgedj7c3fe,1,47,28.5,2024-09-19T19:01:38.594Z,2024-09-20T03:24:25Z,5223894859,178,,5223406275,140,63.2,5223406281,213,5.51,5223406273,56,Right,5223406277,141,4.1,5223406279,212,23.8,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573847,12,61,1,0,33,agh9ifb2mw3ivjusgedj7c3fe,0,63.2,4.1,2024-09-19T19:01:39.753Z,2024-09-20T03:24:28Z,5223406287,56,Right,5223894883,178,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573871,5,5,1,0,33,4t4hod56fsj7utpjdor8so5q6,1,36,101.6,2024-09-19T19:01:39.804Z,2024-09-20T03:24:31Z,5223406411,233,13,5223406391,56,Back,5223406393,347,,,,,,,,,,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722573853,13,5,1,0,33,agh9ifb2mw3ivjusgedj7c3fe,0,64,-1.6,2024-09-19T19:01:39.804Z,2024-09-20T03:24:32Z,5223406429,233,5,5223406309,56,Right,5223406311,347,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573927,6,1,1,0,43,4t4hod56fsj7utpjdor8so5q6,0,34.1,100,2024-09-19T19:01:50.337Z,2024-09-20T03:24:36Z,5223406709,213,5.55,5223406707,212,22.2,5223406703,140,49.8,5223406701,56,Back,5223406705,141,79.1,5223472571,189,,5223406711,1,,5223406699,107,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722573933,14,49,1,0,45,agh9ifb2mw3ivjusgedj7c3fe,1,47.8,11.4,2024-09-19T19:01:52.293Z,2024-09-20T03:24:42Z,,,,,,,,,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573953,15,4,1,0,47,agh9ifb2mw3ivjusgedj7c3fe,1,52.8,16.3,2024-09-19T19:01:54.052Z,2024-09-20T03:25:16Z,5223406859,13,,5223406865,265,,5223406883,233,7,5223406863,152,,5223406861,56,Right,5223406867,286,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573959,7,4,1,0,47,4t4hod56fsj7utpjdor8so5q6,0,47.2,83.7,2024-09-19T19:01:54.053Z,2024-09-20T03:25:15Z,5223406899,233,15,5223406875,56,Back,5223406881,285,,5223895057,178,,5223406873,13,,5223406877,152,,5223406879,265,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722573981,16,1,1,0,53,agh9ifb2mw3ivjusgedj7c3fe,1,56,14,2024-09-19T19:01:59.814Z,2024-09-20T03:25:22Z,5223407061,56,Back,5223407067,212,32.8,5223407059,152,,5223895101,178,,5223407063,140,45.7,5223407071,1,,5223407069,213,1.91,5223407057,5,,4ggz7e009bq3yltc9o6mifbah,Eric Garcia,5223407065,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722573991,17,1,1,0,57,agh9ifb2mw3ivjusgedj7c3fe,1,44.6,62.4,2024-09-19T19:02:03.934Z,2024-09-20T03:25:26Z,5223407455,155,,5223407127,140,63,5223407129,141,93.3,5223407133,213,0.83,5223407131,212,28.5,5223895111,178,,5223407125,56,Left,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574039,18,2,1,1,1,agh9ifb2mw3ivjusgedj7c3fe,1,60.1,93.2,2024-09-19T19:02:07.582Z,2024-09-20T03:25:32Z,5223407417,140,77.8,5223407419,141,70.5,5223407415,56,Center,5223895137,178,,5223407413,7,2wl6h1rlrfnn2mr65vuo3t815,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574025,8,55,1,1,1,4t4hod56fsj7utpjdor8so5q6,1,27.9,25,2024-09-19T19:02:07.583Z,2024-09-20T03:25:32Z,,,,,,,,,,,,,,,,,,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574103,9,1,1,1,22,4t4hod56fsj7utpjdor8so5q6,1,14.6,24.4,2024-09-19T19:02:29.300Z,2024-09-20T03:25:37Z,5223895155,178,,5223407865,141,41.1,5223407857,5,,5223407859,241,,5223407861,56,Back,5223407863,140,9,5223407867,212,12.8,5223407869,213,2.05,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574113,10,1,1,1,32,4t4hod56fsj7utpjdor8so5q6,0,17.1,45,2024-09-19T19:02:39.159Z,2024-09-20T03:25:40Z,5223407925,212,38.1,5223895177,178,,5223407917,155,,5223407919,56,Back,5223407927,213,0.92,5223407929,1,,5223407921,140,39.1,5223407923,141,89.6,a1q3mystvi6gkv7tjrn75kw6h,P. Köhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574111,19,44,1,1,35,agh9ifb2mw3ivjusgedj7c3fe,1,59,7.1,2024-09-19T19:02:41.787Z,2024-09-20T09:01:54Z,5223407907,286,,5223407905,56,Right,5223408925,233,18,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574243,18,44,1,1,35,4t4hod56fsj7utpjdor8so5q6,0,41,92.9,2024-09-19T19:02:41.788Z,2024-09-20T03:25:45Z,5223408933,233,19,5223408757,285,,5223408753,56,Back,,,,,,,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574115,20,1,1,1,35,agh9ifb2mw3ivjusgedj7c3fe,0,56.7,5.5,2024-09-19T19:02:41.876Z,2024-09-20T09:01:55Z,5223407941,212,18.3,5223407943,213,6.02,5223407935,56,Right,5223407937,140,73.5,5223407939,141,0,5223407933,3,,5223895201,388,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574133,11,5,1,1,37,4t4hod56fsj7utpjdor8so5q6,1,26.4,101.2,2024-09-19T19:02:44.305Z,2024-09-20T03:25:50Z,5223408059,347,,5223408057,56,Back,5223408063,233,21,,,,,,,,,,,,,,,,a1q3mystvi6gkv7tjrn75kw6h,P. Köhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574117,21,5,1,1,37,agh9ifb2mw3ivjusgedj7c3fe,0,73.6,-1.2,2024-09-19T19:02:44.305Z,2024-09-20T03:25:50Z,5223407945,56,Right,5223408087,233,11,5223407947,347,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574161,12,1,1,1,45,4t4hod56fsj7utpjdor8so5q6,0,27.6,100,2024-09-19T19:02:51.804Z,2024-09-20T03:26:00Z,5223408255,141,73.7,5223408251,56,Back,5223408253,140,30.6,5223408257,212,19,5223408309,189,,5223408259,213,4.88,5223408249,107,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574167,22,49,1,1,45,agh9ifb2mw3ivjusgedj7c3fe,1,66.8,28.2,2024-09-19T19:02:52.554Z,2024-09-20T03:26:06Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574175,23,1,1,1,47,agh9ifb2mw3ivjusgedj7c3fe,1,66.8,28.2,2024-09-19T19:02:53.822Z,2024-09-20T03:26:09Z,5223408345,212,7.3,5223408339,56,Center,5223895287,178,,5223408347,213,0.31,5223408341,140,73.4,5223408343,141,31.5,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574181,24,1,1,1,48,agh9ifb2mw3ivjusgedj7c3fe,0,74,32.8,2024-09-19T19:02:55.423Z,2024-09-20T03:26:14Z,5223895321,178,,5223408391,1,,5223408385,141,79.9,5223408389,213,1.03,5223408387,212,37.3,5223408383,140,92.2,5223408381,56,Left,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574189,13,49,1,1,54,4t4hod56fsj7utpjdor8so5q6,1,4.7,14.7,2024-09-19T19:03:00.805Z,2024-09-20T03:26:18Z,,,,,,,,,,,,,,,,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574207,14,1,1,1,54,4t4hod56fsj7utpjdor8so5q6,1,4.7,14.7,2024-09-19T19:03:01.500Z,2024-09-20T03:26:22Z,5223895363,178,,5223408529,56,Back,5223408535,212,10.8,5223408531,140,8.2,5223408533,141,29.6,5223408537,213,1.22,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574211,15,1,1,1,57,4t4hod56fsj7utpjdor8so5q6,0,9.3,34.3,2024-09-19T19:03:04.374Z,2024-09-20T03:26:26Z,5223408553,56,Back,5223895377,178,,5223408559,212,16.2,5223408557,141,30.1,5223408555,140,24.5,5223408561,213,6.11,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574213,25,61,1,1,58,agh9ifb2mw3ivjusgedj7c3fe,0,80.1,68.2,2024-09-19T19:03:04.731Z,2024-09-20T03:26:30Z,5223408571,56,Center,5223895401,178,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574221,16,1,1,1,59,4t4hod56fsj7utpjdor8so5q6,0,12.4,30.8,2024-09-19T19:03:06.403Z,2024-09-20T03:26:37Z,5223895445,178,,5223410589,236,,5223408659,141,29.3,5223410595,286,,5223408657,140,14.2,5223408663,213,5.79,5223408661,212,2.1,5223410591,233,42,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,5223408655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574507,42,74,1,1,59,agh9ifb2mw3ivjusgedj7c3fe,1,87.2,68.2,2024-09-19T19:03:06.479Z,2024-09-20T03:26:40Z,5223410509,56,Center,5223410607,233,16,5223410511,285,,5223895455,178,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574237,17,5,1,2,1,4t4hod56fsj7utpjdor8so5q6,1,26.5,-1.6,2024-09-19T19:03:08.305Z,2024-09-20T03:26:44Z,5223409077,233,26,5223408735,56,Back,5223408737,347,,,,,,,,,,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574277,26,5,1,2,1,agh9ifb2mw3ivjusgedj7c3fe,0,73.5,101.6,2024-09-19T19:03:08.305Z,2024-09-20T03:26:44Z,5223408997,56,Left,5223408999,347,,5223409099,233,17,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574319,19,1,1,2,19,4t4hod56fsj7utpjdor8so5q6,1,25.9,0,2024-09-19T19:03:25.895Z,2024-09-20T03:26:49Z,5223409281,56,Back,5223409283,140,29.2,5223409287,212,9.6,5223409289,213,1.2,5223409279,107,,5223409285,141,11.4,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574303,27,83,1,2,23,agh9ifb2mw3ivjusgedj7c3fe,0,72.8,95.7,2024-09-19T19:03:30.007Z,2024-09-20T03:27:04Z,5223409395,399,2jc6sdkse1kxjztsgystidot1,,,,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574323,20,4,1,2,23,4t4hod56fsj7utpjdor8so5q6,1,31,4.8,2024-09-19T19:03:30.555Z,2024-09-20T03:27:07Z,5223409317,265,,5223409319,285,,5223409311,13,,5223409313,56,Back,5223409321,233,28,5223409315,152,,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574313,28,4,1,2,24,agh9ifb2mw3ivjusgedj7c3fe,0,69,95.2,2024-09-19T19:03:30.556Z,2024-09-20T03:27:06Z,5223409245,152,,5223895555,178,,5223409241,13,,5223409243,56,Left,5223409351,233,20,5223409247,265,,5223409249,286,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574339,21,1,1,2,26,4t4hod56fsj7utpjdor8so5q6,1,30.1,6.9,2024-09-19T19:03:33.229Z,2024-09-20T03:27:14Z,5223409419,213,1.57,5223409417,212,8,5223409413,140,30.1,5223409411,56,Back,5223895587,178,,5223409409,152,,5223409415,141,18.6,5223409407,5,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574341,22,4,1,2,29,4t4hod56fsj7utpjdor8so5q6,1,30,21.6,2024-09-19T19:03:36.201Z,2024-09-20T03:27:19Z,5223409437,152,,5223409441,285,,5223409439,265,,5223409435,56,Back,5223409433,13,,5223410291,233,29,,,,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574371,29,4,1,2,29,agh9ifb2mw3ivjusgedj7c3fe,0,70,78.4,2024-09-19T19:03:36.202Z,2024-09-20T03:27:18Z,5223409697,286,,5223409691,56,Center,5223409693,152,,5223409695,265,,5223409689,13,,5223895607,178,,5223410299,233,22,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574389,23,1,1,2,39,4t4hod56fsj7utpjdor8so5q6,1,30.3,23.4,2024-09-19T19:03:46.105Z,2024-09-20T03:27:22Z,5223409647,140,17.8,5223409649,141,50.5,5223895625,178,,5223409641,5,,5223409643,152,,5223409651,212,22.6,5223409653,213,2.19,5223409645,56,Back,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574399,24,1,1,2,42,4t4hod56fsj7utpjdor8so5q6,1,17.8,50.5,2024-09-19T19:03:49.487Z,2024-09-20T03:27:26Z,5223409717,212,11.9,5223409719,213,0.44,5223409715,141,58,5223409711,56,Back,5223409713,140,28,5223895641,178,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574413,25,1,1,2,44,4t4hod56fsj7utpjdor8so5q6,1,28,58,2024-09-19T19:03:50.964Z,2024-09-20T03:27:31Z,5223409839,141,84.4,5223409837,140,25.9,5223895657,178,,5223409843,213,1.69,5223409835,56,Back,5223409841,212,18.1,,,,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574425,26,1,1,2,47,4t4hod56fsj7utpjdor8so5q6,0,25.9,80.6,2024-09-19T19:03:54.216Z,2024-09-20T03:27:36Z,5223409929,141,45.2,5223409927,140,70.1,5223409923,157,,5223409935,1,,5223409925,56,Center,5223409931,212,52.3,5223895691,178,,5223409933,213,5.8,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722574427,30,59,1,2,52,agh9ifb2mw3ivjusgedj7c3fe,1,23.5,53.9,2024-09-19T19:03:59.265Z,2024-09-20T03:27:42Z,5223409943,56,Back,,,,,,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722574429,31,1,1,2,52,agh9ifb2mw3ivjusgedj7c3fe,0,23.5,53.9,2024-09-19T19:03:59.405Z,2024-09-20T03:27:44Z,5223409959,157,,5223895741,178,,5223409965,141,38.8,5223409963,140,40.8,5223409961,56,Back,5223409969,213,5.77,5223409971,1,,5223409967,212,20.9,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
