id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/9/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,teamName
2722576665,122,45,1,12,28,agh9ifb2mw3ivjusgedj7c3fe,0,35.2,12.4,2024-09-19T19:13:35.514Z,2024-09-20T03:39:52Z,5223424431,285,,5223424501,233,83,5223424429,56,Back,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576681,84,1,1,12,30,4t4hod56fsj7utpjdor8so5q6,0,61,76.8,2024-09-19T19:13:37.431Z,2024-09-20T03:39:56Z,5223424561,141,74.9,5223424587,236,,5223424593,286,,5223424559,140,61.6,5223898825,178,,5223424563,212,1.4,5223424589,233,123,5223424565,213,5.17,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,5223424557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576683,123,74,1,12,30,agh9ifb2mw3ivjusgedj7c3fe,1,35.9,21.8,2024-09-19T19:13:37.447Z,2024-09-20T03:39:59Z,5223898833,178,,5223424571,285,,5223424567,56,Back,5223424613,233,84,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576695,124,1,1,12,33,agh9ifb2mw3ivjusgedj7c3fe,1,45.8,38.2,2024-09-19T19:13:39.732Z,2024-09-20T03:40:05Z,5223898853,178,,5223424661,213,4.36,5223424655,140,44.1,5223424653,56,Back,5223424659,212,5.2,5223424657,141,31,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576697,125,49,1,12,33,agh9ifb2mw3ivjusgedj7c3fe,1,44.4,30.7,2024-09-19T19:13:40.308Z,2024-09-20T03:40:07Z,,,,,,,,,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576699,126,1,1,12,34,agh9ifb2mw3ivjusgedj7c3fe,0,45.6,30.7,2024-09-19T19:13:40.951Z,2024-09-20T03:40:13Z,5223898877,178,,5223424671,212,19.1,5223424665,56,Center,5223424669,141,42.7,5223424673,213,0.44,5223424667,140,62,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576713,85,61,1,12,35,4t4hod56fsj7utpjdor8so5q6,0,34.8,50.5,2024-09-19T19:13:41.562Z,2024-09-20T03:40:21Z,5223898897,178,,5223424739,56,Back,,,,,,,,,,,,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576729,127,1,1,12,35,agh9ifb2mw3ivjusgedj7c3fe,1,61.1,42.4,2024-09-19T19:13:42.402Z,2024-09-20T03:40:25Z,5223424817,212,16,5223424819,213,0.51,5223424811,56,Center,5223424813,140,74.4,5223898905,178,,5223424815,141,54,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576733,128,50,1,12,38,agh9ifb2mw3ivjusgedj7c3fe,1,83.8,60.2,2024-09-19T19:13:44.989Z,2024-09-20T03:40:31Z,5223424917,233,86,5223424837,286,,5223424835,56,Center,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576745,86,7,1,12,38,4t4hod56fsj7utpjdor8so5q6,1,16.2,39.8,2024-09-19T19:13:45.431Z,2024-09-20T03:40:35Z,5223898919,178,,5223424891,285,,5223578311,384,,5223424889,56,Back,5223424923,14,,5223424901,233,128,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576763,87,52,1,12,40,4t4hod56fsj7utpjdor8so5q6,1,12.4,38,2024-09-19T19:13:46.813Z,2024-09-20T03:40:38Z,5223578343,376,,5223898931,178,,,,,,,,,,,,,,,,,,,,a1q3mystvi6gkv7tjrn75kw6h,P. Köhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576771,88,1,1,12,43,4t4hod56fsj7utpjdor8so5q6,1,12.4,38,2024-09-19T19:13:50.062Z,2024-09-20T03:40:42Z,5223425057,140,29.4,5223425059,141,22.2,5223425053,123,,5223425061,212,20.8,5223425063,213,5.74,5223425055,56,Back,5223898945,178,,,,,a1q3mystvi6gkv7tjrn75kw6h,P. Köhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576789,89,1,1,12,47,4t4hod56fsj7utpjdor8so5q6,1,29.9,22.1,2024-09-19T19:13:53.744Z,2024-09-20T03:40:45Z,5223425207,56,Back,5223425209,140,39.6,5223425215,213,5.4,5223898961,178,,5223425211,141,3.7,5223425213,212,16.1,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576805,90,1,1,12,53,4t4hod56fsj7utpjdor8so5q6,1,55.5,5.4,2024-09-19T19:14:00.127Z,2024-09-20T03:40:49Z,5223425307,56,Back,5223425309,140,43.6,5223425315,213,2.66,5223425311,141,15.1,5223425313,212,14.1,5223898973,178,,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576817,91,1,1,12,55,4t4hod56fsj7utpjdor8so5q6,1,43.6,15.6,2024-09-19T19:14:01.982Z,2024-09-20T03:40:53Z,5223898989,178,,5223425405,141,34.8,5223425403,140,33,5223425401,56,Back,5223425409,213,2.28,5223425407,212,17.2,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576835,92,1,1,12,57,4t4hod56fsj7utpjdor8so5q6,1,33,34.8,2024-09-19T19:14:04.538Z,2024-09-20T03:40:55Z,5223425555,141,62.5,5223425559,213,1.63,5223425557,212,18.9,5223425553,140,32,5223425551,56,Back,5223899001,178,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576851,93,1,1,13,1,4t4hod56fsj7utpjdor8so5q6,1,34.3,64.7,2024-09-19T19:14:07.816Z,2024-09-20T03:40:59Z,5223425655,213,0.66,5223425647,56,Left,5223425649,140,60,5223425657,1,,5223899017,178,,5223425651,141,95.6,5223425653,212,34.2,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576859,94,1,1,13,4,4t4hod56fsj7utpjdor8so5q6,1,56.8,95.6,2024-09-19T19:14:11.162Z,2024-09-20T03:41:02Z,5223425693,56,Back,5223425699,212,22.5,5223899037,178,,5223425697,141,76.4,5223425701,213,3.76,5223425695,140,39.4,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576869,95,1,1,13,7,4t4hod56fsj7utpjdor8so5q6,1,39.4,74.6,2024-09-19T19:14:13.592Z,2024-09-20T03:41:05Z,5223425751,141,68.1,5223425753,212,9.2,5223899049,178,,5223425747,56,Back,5223425749,140,47.1,5223425755,213,5.78,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576873,96,1,1,13,8,4t4hod56fsj7utpjdor8so5q6,1,47.1,68.1,2024-09-19T19:14:14.557Z,2024-09-20T03:41:08Z,5223425777,141,75.9,5223425779,212,12,5223425773,56,Back,5223425781,213,2.68,5223899061,178,,5223425775,140,36.9,,,,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576881,97,1,1,13,8,4t4hod56fsj7utpjdor8so5q6,1,36.9,75.9,2024-09-19T19:14:15.309Z,2024-09-20T03:41:12Z,5223425849,56,Left,5223425857,213,0.65,5223425853,141,94.6,5223425851,140,52.7,5223425855,212,20.9,5223899071,178,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576907,98,1,1,13,12,4t4hod56fsj7utpjdor8so5q6,1,46.9,92.8,2024-09-19T19:14:18.621Z,2024-09-20T03:41:15Z,5223426001,141,75.1,5223426003,212,12.1,5223426005,213,4.66,5223425997,56,Back,5223425999,140,46.3,5223899079,178,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576919,99,1,1,13,14,4t4hod56fsj7utpjdor8so5q6,0,53,74.9,2024-09-19T19:14:21.348Z,2024-09-20T03:41:18Z,5223899091,178,,5223426075,140,84.3,5223426081,213,6,5223426083,1,,5223426073,56,Center,5223426079,212,34.2,5223426077,141,61,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576917,129,49,1,13,18,agh9ifb2mw3ivjusgedj7c3fe,1,17.7,40.6,2024-09-19T19:14:24.816Z,2024-09-20T03:41:21Z,,,,,,,,,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576931,130,1,1,13,19,agh9ifb2mw3ivjusgedj7c3fe,1,17.7,40.6,2024-09-19T19:14:26.006Z,2024-09-20T03:41:23Z,5223899105,178,,5223426145,140,24.8,5223426151,213,5.47,5223426143,56,Back,5223426147,141,28.9,5223426149,212,10.9,,,,,,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576957,131,1,1,13,22,agh9ifb2mw3ivjusgedj7c3fe,1,24.8,28.9,2024-09-19T19:14:28.761Z,2024-09-20T03:41:32Z,5223426321,213,2.21,5223426315,140,13.9,5223899123,178,,5223426317,141,51.6,5223426319,212,19.2,5223426313,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576963,132,1,1,13,26,agh9ifb2mw3ivjusgedj7c3fe,0,18.1,54.9,2024-09-19T19:14:33.246Z,2024-09-20T03:41:37Z,5223426371,141,53.9,5223426369,140,41.9,5223426373,212,25,5223899135,178,,5223426367,56,Back,5223426375,213,6.26,,,,,,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576971,100,61,1,13,28,4t4hod56fsj7utpjdor8so5q6,1,57.9,55.5,2024-09-19T19:14:34.572Z,2024-09-20T03:41:42Z,5223426419,56,Center,5223899147,178,,,,,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576973,133,1,1,13,29,agh9ifb2mw3ivjusgedj7c3fe,0,34.4,64.9,2024-09-19T19:14:36.530Z,2024-09-20T03:41:47Z,5223899163,178,,5223426435,140,39,5223426441,213,1.12,5223426433,56,Back,5223426439,212,11.1,5223426437,141,79.6,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722576981,101,49,1,13,30,4t4hod56fsj7utpjdor8so5q6,1,63.7,25.3,2024-09-19T19:14:37.074Z,2024-09-20T03:41:50Z,,,,,,,,,,,,,,,,,,,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722576991,102,1,1,13,32,4t4hod56fsj7utpjdor8so5q6,1,63.4,28.1,2024-09-19T19:14:39.208Z,2024-09-20T03:41:53Z,5223426585,212,19.7,5223426587,213,1.45,5223899181,178,,5223426581,140,65.7,5223426583,141,56.9,5223426579,56,Center,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577013,103,1,1,13,34,4t4hod56fsj7utpjdor8so5q6,1,67.2,60.2,2024-09-19T19:14:41.218Z,2024-09-20T03:41:58Z,5223426699,141,91.8,5223426697,140,77.4,5223899193,178,,5223426695,56,Left,5223426701,212,24,5223426703,213,1.11,,,,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577031,104,1,1,13,40,4t4hod56fsj7utpjdor8so5q6,1,85.2,91.6,2024-09-19T19:14:46.603Z,2024-09-20T03:42:02Z,5223899209,178,,5223426773,213,3.54,5223426767,140,71,5223426771,212,16.2,5223426765,56,Left,5223426769,141,82.3,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577041,105,1,1,13,41,4t4hod56fsj7utpjdor8so5q6,1,71,82.3,2024-09-19T19:14:48.335Z,2024-09-20T03:42:06Z,5223426823,140,69.9,5223426821,56,Center,5223426825,141,64.2,5223426829,213,4.62,5223426827,212,12.4,5223899225,178,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577059,106,1,1,13,44,4t4hod56fsj7utpjdor8so5q6,1,69.9,64.2,2024-09-19T19:14:50.830Z,2024-09-20T03:42:10Z,5223899237,178,,5223426923,212,7.1,5223426921,141,54.2,5223426925,213,4.41,5223426919,140,67.9,5223426917,56,Center,,,,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577065,107,1,1,13,46,4t4hod56fsj7utpjdor8so5q6,1,68.4,60.4,2024-09-19T19:14:53.204Z,2024-09-20T03:42:12Z,5223899249,178,,5223426975,213,1.67,5223426971,141,81.8,5223426969,140,67,5223426965,56,Left,5223426973,212,14.6,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577081,108,1,1,13,48,4t4hod56fsj7utpjdor8so5q6,1,66.9,84.4,2024-09-19T19:14:55.521Z,2024-09-20T03:42:15Z,5223427107,140,75.4,5223427109,141,96.1,5223427111,212,12,5223899261,178,,5223427113,213,0.73,5223427105,56,Left,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577089,109,1,1,13,53,4t4hod56fsj7utpjdor8so5q6,1,90.2,95.5,2024-09-19T19:14:59.694Z,2024-09-20T03:42:18Z,5223427167,56,Center,5223427173,212,20.9,5223578765,225,,5223427175,213,4.5,5223578769,72,,5223427171,141,65.5,5223427169,140,86,5223427163,2,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,5223899275,178,,,5223578767,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577107,110,50,1,13,54,4t4hod56fsj7utpjdor8so5q6,1,87.4,63.7,2024-09-19T19:15:00.602Z,2024-09-20T03:42:24Z,5223427251,56,Center,5223427287,233,134,5223427253,286,,,,,,,,,,,,,,,,,csvqjyuk06gzvjm408513nydx,T. Minamino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577097,134,7,1,13,54,agh9ifb2mw3ivjusgedj7c3fe,1,12.6,36.3,2024-09-19T19:15:01.349Z,2024-09-20T03:42:26Z,5223899299,178,,5223578815,384,,5223427265,233,110,5223427205,56,Back,5223427207,285,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577115,135,61,1,13,55,agh9ifb2mw3ivjusgedj7c3fe,1,11.5,36.4,2024-09-19T19:15:01.738Z,2024-09-20T03:42:34Z,5223899323,178,,5223427321,56,Back,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577121,111,15,1,13,56,4t4hod56fsj7utpjdor8so5q6,1,91.7,46.6,2024-09-19T19:15:03.153Z,2024-09-20T03:42:37Z,5223427853,78,,5223427347,17,,5223427859,214,,5223899331,178,,5223427861,458,,5223427855,102,51.6,5223427865,147,49.5,5223427351,56,Center,dkve6gf309h5tglwawqx8mlzp,B. Embolo,5223427343,22,,,5223427857,103,5223427869,233,5223427863,146,5223427607,72,,,,,,,136,98.2,,2.5,,,,,,,,,,,,,Monaco
2722577117,136,10,1,13,57,agh9ifb2mw3ivjusgedj7c3fe,1,2.4,49.1,2024-09-19T19:15:03.563Z,2024-09-20T03:42:42Z,5223427339,56,Back,5223427337,182,,5223427377,180,,5223578889,376,,5223427655,233,111,5223427375,177,,,,,,,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577123,137,52,1,13,58,agh9ifb2mw3ivjusgedj7c3fe,1,2.4,49.1,2024-09-19T19:15:04.816Z,2024-09-20T03:42:46Z,5223578917,376,,5223899355,178,,,,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577181,138,1,1,14,12,agh9ifb2mw3ivjusgedj7c3fe,1,7.6,46,2024-09-19T19:15:19.322Z,2024-09-20T03:42:52Z,5223427819,213,1.09,5223427817,212,24.9,5223427813,140,18.5,5223427811,56,Back,5223427815,141,78.5,5223427809,123,,5223427983,189,,5223899363,178,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577199,139,1,1,14,15,agh9ifb2mw3ivjusgedj7c3fe,1,20.3,77.9,2024-09-19T19:15:22.365Z,2024-09-20T03:42:57Z,5223427935,212,47.9,5223427929,56,Back,5223427927,196,,5223427937,213,4.86,5223427939,1,,5223427931,140,27.1,5223427933,141,8.3,5223427925,155,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,5223899367,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577205,140,1,1,14,19,agh9ifb2mw3ivjusgedj7c3fe,1,27.2,7.1,2024-09-19T19:15:26.301Z,2024-09-20T03:43:02Z,5223427975,213,2.13,5223427973,212,13.5,5223427967,56,Back,5223427969,140,20.4,5223427971,141,24,5223899379,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577227,141,1,1,14,26,agh9ifb2mw3ivjusgedj7c3fe,1,29.2,31.6,2024-09-19T19:15:33.018Z,2024-09-20T03:43:06Z,5223428155,56,Back,5223428163,213,1.18,5223428161,212,12.7,5223428159,141,48.8,5223428157,140,33.8,5223899391,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577229,142,1,1,14,27,agh9ifb2mw3ivjusgedj7c3fe,1,33.8,48.8,2024-09-19T19:15:33.974Z,2024-09-20T03:43:10Z,5223428171,56,Back,5223428173,140,21.8,5223428177,212,15.9,5223428179,213,3.8,5223428183,156,,5223428175,141,34.6,5223899407,178,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577245,143,1,1,14,29,agh9ifb2mw3ivjusgedj7c3fe,0,21.8,34.6,2024-09-19T19:15:35.559Z,2024-09-20T03:43:14Z,5223428305,141,66.7,5223428965,157,,5223428303,140,31.3,5223428301,56,Back,5223899417,178,,5223428309,213,1.14,5223428307,212,24,5223428967,1,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577259,112,61,1,14,32,4t4hod56fsj7utpjdor8so5q6,0,70.3,28.6,2024-09-19T19:15:38.813Z,2024-09-20T03:43:19Z,5223428409,56,Center,5223899429,178,,,,,,,,,,,,,,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577261,144,1,1,14,32,agh9ifb2mw3ivjusgedj7c3fe,0,31.6,67.2,2024-09-19T19:15:39.552Z,2024-09-20T03:43:24Z,5223428421,140,36.1,5223428423,141,68.8,5223428427,213,0.23,5223428425,212,4.8,5223428419,56,Back,5223899435,178,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577269,113,1,1,14,34,4t4hod56fsj7utpjdor8so5q6,0,64.3,25.8,2024-09-19T19:15:41.064Z,2024-09-20T03:43:27Z,5223899443,178,,5223428481,56,Center,5223428483,140,63.1,5223428487,212,3.3,5223428485,141,30.3,5223428489,213,1.96,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577295,145,1,1,14,38,agh9ifb2mw3ivjusgedj7c3fe,1,59.9,81.5,2024-09-19T19:15:44.820Z,2024-09-20T03:43:34Z,5223428615,140,64.2,5223428621,213,4.94,5223428619,212,20,5223428617,141,52.8,5223428613,56,Center,5223899467,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577313,146,1,1,14,41,agh9ifb2mw3ivjusgedj7c3fe,1,61.7,51.2,2024-09-19T19:15:47.886Z,2024-09-20T03:43:41Z,5223428729,213,3.87,5223428727,212,11.4,5223428723,140,53.6,5223428721,56,Center,5223899491,178,,5223428725,141,40,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577319,147,1,1,14,43,agh9ifb2mw3ivjusgedj7c3fe,1,54.2,34.2,2024-09-19T19:15:50.118Z,2024-09-20T03:43:44Z,5223428775,213,5.21,5223899509,178,,5223428773,212,22.2,5223428767,56,Right,5223428769,140,64.3,5223428771,141,5.5,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577339,148,1,1,14,44,agh9ifb2mw3ivjusgedj7c3fe,1,64.3,5.5,2024-09-19T19:15:51.531Z,2024-09-20T03:43:49Z,5223428885,212,30,5223899523,178,,5223428883,141,25.2,5223428881,140,89.9,5223428887,213,0.46,5223428877,155,,5223428879,56,Center,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577341,149,3,1,14,48,agh9ifb2mw3ivjusgedj7c3fe,0,93.9,24.2,2024-09-19T19:15:55.206Z,2024-09-20T03:44:04Z,5223579287,465,,5223428913,233,114,5223899549,178,,5223428893,56,Center,5223428895,286,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577343,114,7,1,14,48,4t4hod56fsj7utpjdor8so5q6,1,6.1,75.8,2024-09-19T19:15:55.336Z,2024-09-20T03:44:01Z,5223428905,285,,5223899585,178,,5223579291,383,,5223428907,233,149,5223428903,56,Back,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577345,115,12,1,14,49,4t4hod56fsj7utpjdor8so5q6,1,3.7,77.6,2024-09-19T19:15:56.215Z,2024-09-20T03:44:10Z,5223428935,213,0.99,5223428943,167,,5223428927,56,Back,5223428929,140,13.8,5223899635,178,,5223428933,212,19.2,5223428931,141,100,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577347,116,5,1,14,51,4t4hod56fsj7utpjdor8so5q6,0,14.8,101.5,2024-09-19T19:15:57.815Z,2024-09-20T03:44:13Z,5223428941,347,,5223428939,56,Back,5223428979,233,150,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722577349,150,5,1,14,51,agh9ifb2mw3ivjusgedj7c3fe,1,85.2,-1.5,2024-09-19T19:15:57.815Z,2024-09-20T03:44:13Z,5223428949,56,Right,5223428951,347,,5223428957,233,116,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722577395,151,1,1,15,4,agh9ifb2mw3ivjusgedj7c3fe,1,83.3,0,2024-09-19T19:16:11.435Z,2024-09-20T03:41:39Z,5223429233,107,,5223429239,141,6.2,5223429237,140,76.5,5223429243,213,2.48,5223429235,56,Right,5223429241,212,9.1,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
