id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/19/value,teamName
2783021367,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-02T14:10:07.809Z,2025-03-02T16:11:56Z,5552513825,30,"6ofu6yc2qwp5ii9cerdq1tk9h, cscn06kwqfzo09h0dc5ybt1pl, 6l1y87tlepsvr83d8y2qifeqy, 3hht0os2uzu234yq550i3fbe2, awsod0zmnrukk21d4882ji7e1, bkwxem45cf48k14euwqe7rs44, abr79wsl0folgkyvl821ggs2c, 4gq1u1mqg0qzekh1u5djleeax, afxjicw89683nlpms9yy5x51x, 4ftlhtels58lyzfluwofzwxuy, 2wl6h1rlrfnn2mr65vuo3t815, 4mxx1oxkiexm0ha34utcmb17t, 9s5uadkz3qy2nke745778dfys, bzgh5psb1janz9y3btpswngbu, cd5napttmwk5o9gxw3cbb4ted, eb3ci3a120om80v80mobsus8a, 2szgrzcosfeifh664tgt3mfvt, 5kodjbsarkql4vhs126p2vhwq, cjll1xrw3xulnl23c9tlf6rys, 9f0jk3wgmlnnmnqrdkh4gnpt6, ezviixcyaaj162saxs2yl27s9, 4ggz7e009bq3yltc9o6mifbah, 8xjdsfk5u7wph4o7h1w45dses",5552513831,130,7,5552513829,59,"25, 23, 35, 17, 4, 2, 19, 20, 9, 8, 11, 13, 31, 3, 5, 6, 7, 14, 16, 18, 21, 24, 32",5552513837,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5552777915,197,25285,5552513833,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5552513827,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5552513835,194,awsod0zmnrukk21d4882ji7e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783024407,1,34,16,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2025-03-02T14:12:12.678Z,2025-03-02T15:17:59Z,5552530071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5552530061,59,"1, 19, 12, 4, 5, 6, 17, 16, 9, 28, 7, 13, 35, 3, 10, 18, 22, 23, 31, 37, 40, 41",5552530059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5552530069,194,e35v2pspdgl7t769d57e67ob9,5552530063,130,7,5552530057,30,"w503zyr8ipyobglth281uklx, ezbplvktzcvzh5kwur32110mi, 6p8xl2smgf1ta7txpcj7cabu2, 80aqmv4ht6rs1812qrr5j8kix, 48gjuou5eashpj8wbwd18iju1, e35v2pspdgl7t769d57e67ob9, d4tdx2ctadv6kc3tbq4as8bmx, 6lnttemmflhxp700fr069ty0a, euur9yvhgrieu4kl0vdkh244q, aka2yqxmqpioxc1qzkl62ejv8, 21vx56lpd276xqbu11ubkf78q, b2xlrg9xvucrut2fhmvsgjuqy, 8bu8ivrdbh6lc4cpdaki5l9wq, bj929w5yi7lnz36jxsi5qnq7e, b45ryclny991bm7qosieyg1cl, xrh2szvp5808no7zm1et2zf9, et849xmcdgsy5itb8i4w7qkq2, dvrk8qmt9ta4c3kvjgsad7t91, 8krgbfnydbtyongkwnsaj43kk, 8qs8s7c173w8i1dfu06ub5zis, 66l9n4gqc4aau3bpc0qtpta8k, 1bcd2ijk9xkf7mmoqmsfpxzbo",5552530065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5552913463,197,25453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783101807,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-02T15:16:26.182Z,2025-03-02T20:35:16Z,5552941597,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783101787,2,32,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2025-03-02T15:16:26.182Z,2025-03-02T15:16:26Z,5552941505,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783101825,3,1,1,0,0,63f5h8t5e9qm1fqmvfkb23ghh,1,50,50,2025-03-02T15:16:26.183Z,2025-03-02T17:34:56Z,5552941665,279,S,5552941663,213,3.37,5552941657,140,41.5,5552941659,141,47,5552941655,56,Back,5552941661,212,9.2,,,,,,,aka2yqxmqpioxc1qzkl62ejv8,Pablo Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783101993,4,1,1,0,1,63f5h8t5e9qm1fqmvfkb23ghh,1,41.5,47,2025-03-02T15:16:27.900Z,2025-03-02T15:16:34Z,5552942453,56,Back,5552942459,212,17.3,5552942455,140,32.1,5552942457,141,67.9,5552942461,213,2.18,,,,,,,,,,80aqmv4ht6rs1812qrr5j8kix,Martín Zubimendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102025,5,1,1,0,4,63f5h8t5e9qm1fqmvfkb23ghh,1,28.7,67,2025-03-02T15:16:30.203Z,2025-03-02T17:35:09Z,5552942631,213,3.66,5552942625,140,7,5552942623,56,Back,5552942629,212,26.3,5552942627,141,47.8,,,,,,,,,,e35v2pspdgl7t769d57e67ob9,Aritz Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102101,6,1,1,0,8,63f5h8t5e9qm1fqmvfkb23ghh,0,7.3,46.6,2025-03-02T15:16:34.692Z,2025-03-02T17:35:16Z,5552943003,157,,5552943009,141,23.3,5552943013,213,5.92,5552943005,56,Back,5552943015,1,,5552943011,212,45,5552943007,140,47.4,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102111,3,44,1,0,12,agh9ifb2mw3ivjusgedj7c3fe,1,50.8,79.8,2025-03-02T15:16:38.603Z,2025-03-02T15:19:31Z,5552943079,56,Left,5552943163,233,7,5552943081,286,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102107,7,44,1,0,12,63f5h8t5e9qm1fqmvfkb23ghh,0,49.2,20.2,2025-03-02T15:16:38.604Z,2025-03-02T15:19:31Z,5552943277,233,3,5552943281,285,,5552943053,56,Back,,,,,,,,,,,,,,,,6lnttemmflhxp700fr069ty0a,Jon Olasagasti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102117,4,1,1,0,12,agh9ifb2mw3ivjusgedj7c3fe,0,54.3,75.8,2025-03-02T15:16:38.982Z,2025-03-02T17:35:32Z,5552943135,212,13.9,5552943133,141,77.1,5552943127,3,,5552943137,213,0.06,5552943129,56,Center,5552943131,140,67.5,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102149,8,1,1,0,14,63f5h8t5e9qm1fqmvfkb23ghh,0,36.8,27.6,2025-03-02T15:16:40.333Z,2025-03-02T17:35:39Z,5552943331,140,47,5552943337,213,0.86,5552943329,56,Back,5552943333,141,45.8,5552943339,1,,5552943327,157,,5552943335,212,16.4,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102183,5,1,1,0,15,agh9ifb2mw3ivjusgedj7c3fe,0,53.2,54,2025-03-02T15:16:42.101Z,2025-03-02T15:16:43Z,5552943489,213,0.69,5552943483,140,68.4,5552943485,141,73.5,5552943479,3,,5552943481,56,Center,5552943487,212,20.7,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102213,9,44,1,0,17,63f5h8t5e9qm1fqmvfkb23ghh,1,38.7,33.7,2025-03-02T15:16:44.060Z,2025-03-02T15:19:31Z,5552943621,56,Back,5552943757,233,6,5552943623,285,,,,,,,,,,,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102221,6,44,1,0,17,agh9ifb2mw3ivjusgedj7c3fe,0,61.3,66.3,2025-03-02T15:16:44.061Z,2025-03-02T15:19:32Z,5552943663,56,Center,5552943819,233,9,5552943667,286,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102257,10,1,1,0,18,63f5h8t5e9qm1fqmvfkb23ghh,1,38.2,35.6,2025-03-02T15:16:44.476Z,2025-03-02T17:35:52Z,5552943879,141,39.7,5552943873,3,,5552943883,213,0.56,5552943875,56,Back,5552943877,140,42.4,5552943881,212,5.2,,,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102265,11,50,1,0,19,63f5h8t5e9qm1fqmvfkb23ghh,1,44.5,40.4,2025-03-02T15:16:45.942Z,2025-03-02T15:19:31Z,5552943929,286,,5552944085,233,7,5552943927,56,Back,,,,,,,,,,,,,,,,aka2yqxmqpioxc1qzkl62ejv8,Pablo Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102261,7,7,1,0,19,agh9ifb2mw3ivjusgedj7c3fe,1,55.5,59.6,2025-03-02T15:16:45.943Z,2025-03-02T17:36:22Z,5552943905,285,,5553667727,383,,5552943903,56,Center,5552944055,233,11,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783158367,534,1,1,0,21,agh9ifb2mw3ivjusgedj7c3fe,1,63.2,66.3,2025-03-02T15:16:47.182Z,2025-03-02T16:10:57Z,5553249435,56,Center,5553249437,140,63.7,5553249439,141,73.4,5553249441,212,4.9,5553249443,213,1.46,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102279,8,49,1,0,22,agh9ifb2mw3ivjusgedj7c3fe,1,59,71.3,2025-03-02T15:16:48.686Z,2025-03-02T16:10:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102391,9,1,1,0,23,agh9ifb2mw3ivjusgedj7c3fe,1,52,58.2,2025-03-02T15:16:49.510Z,2025-03-02T15:16:52Z,5552944555,141,46.5,5552944549,140,35.8,5552944559,212,18.8,5552944543,56,Back,5552944565,213,3.58,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102471,10,1,1,0,26,agh9ifb2mw3ivjusgedj7c3fe,1,32.9,44.9,2025-03-02T15:16:52.198Z,2025-03-02T15:16:57Z,5552944961,213,4.21,5552944955,141,7.1,5552944951,56,Back,5552944959,212,29.4,5552944953,140,19.3,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102531,11,1,1,0,30,agh9ifb2mw3ivjusgedj7c3fe,0,19.5,6.1,2025-03-02T15:16:56.823Z,2025-03-02T15:17:01Z,5552945359,140,40.3,5552945365,213,0.32,5552945367,1,,5552945363,212,23,5552945355,157,,5552945357,56,Back,5552945361,141,16.8,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783104525,30,44,1,0,31,63f5h8t5e9qm1fqmvfkb23ghh,1,57.7,87.2,2025-03-02T15:16:57.271Z,2025-03-02T15:18:42Z,5552956173,56,Left,5552956199,233,12,5552956177,286,,,,,,,,,,,,,,,,,e35v2pspdgl7t769d57e67ob9,Aritz Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102535,12,44,1,0,31,agh9ifb2mw3ivjusgedj7c3fe,0,42.3,12.8,2025-03-02T15:16:57.272Z,2025-03-02T15:18:43Z,5552945387,56,Back,5552956251,233,30,5552945389,285,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783106853,42,1,1,0,31,63f5h8t5e9qm1fqmvfkb23ghh,0,56.8,88.7,2025-03-02T15:16:57.642Z,2025-03-02T17:36:58Z,5552968511,141,87.5,5552968507,56,Left,5552968513,212,6.8,5552968509,140,63.2,5552968515,213,6.16,5552968505,3,,,,,,,,e35v2pspdgl7t769d57e67ob9,Aritz Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102567,13,61,1,0,32,agh9ifb2mw3ivjusgedj7c3fe,0,36.6,16.9,2025-03-02T15:16:59.023Z,2025-03-02T17:37:11Z,5552945537,56,Back,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783108515,56,1,1,0,33,63f5h8t5e9qm1fqmvfkb23ghh,1,58,90.3,2025-03-02T15:16:59.317Z,2025-03-02T15:22:04Z,5552977085,212,8.6,5552977079,56,Left,5552977083,141,95.3,5552977087,213,0.41,5552977077,3,,5552977081,140,65.5,,,,,,,6p8xl2smgf1ta7txpcj7cabu2,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783109193,68,61,1,0,34,63f5h8t5e9qm1fqmvfkb23ghh,0,63.4,93.8,2025-03-02T15:17:00.614Z,2025-03-02T17:37:25Z,5552980863,56,Left,,,,,,,,,,,,,,,,,,,,,,21vx56lpd276xqbu11ubkf78q,Barrenetxea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102677,14,1,1,0,37,agh9ifb2mw3ivjusgedj7c3fe,0,32.2,5.6,2025-03-02T15:17:03.543Z,2025-03-02T17:37:49Z,5552946019,56,Back,5552946021,140,39.6,5552953429,3,,5552946023,141,10.5,5552946027,213,0.41,5552946025,212,8.5,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102731,13,61,1,0,38,63f5h8t5e9qm1fqmvfkb23ghh,1,60.7,90.1,2025-03-02T15:17:04.439Z,2025-03-02T17:37:44Z,5552947725,56,Left,,,,,,,,,,,,,,,,,,,,,,6p8xl2smgf1ta7txpcj7cabu2,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102669,12,43,1,0,40,63f5h8t5e9qm1fqmvfkb23ghh,1,0,0,2025-03-02T15:17:06.493Z,2025-03-02T15:23:00Z,5552982207,144,61,5552945987,56,Left,,,,,,,,,,,,,,,,,,,6p8xl2smgf1ta7txpcj7cabu2,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102681,15,43,1,0,40,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-02T15:17:06.599Z,2025-03-02T15:18:32Z,5552946053,168,0,5552946059,141,27.9,5552955391,144,1,5552946055,56,Back,5552946063,213,1.33,5552946061,212,9.7,5552946057,140,45.1,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102765,16,1,1,0,41,agh9ifb2mw3ivjusgedj7c3fe,1,47.3,31.1,2025-03-02T15:17:07.302Z,2025-03-02T17:38:22Z,5552946577,213,0.94,5552946571,140,68.2,5552946575,212,37.3,5552946569,56,Center,5552946579,1,,5552946573,141,75.4,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102777,17,1,1,0,45,agh9ifb2mw3ivjusgedj7c3fe,0,68.7,75.9,2025-03-02T15:17:11.655Z,2025-03-02T15:17:12Z,5552946645,56,Center,5552946647,140,79.1,5552946649,141,43.5,5552946653,213,5.17,5552946651,212,24.6,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783102787,14,49,1,0,46,63f5h8t5e9qm1fqmvfkb23ghh,1,20.5,57.9,2025-03-02T15:17:12.876Z,2025-03-02T15:17:13Z,,,,,,,,,,,,,,,,,,,,,,,,,e35v2pspdgl7t769d57e67ob9,Aritz Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783102937,15,1,1,0,48,63f5h8t5e9qm1fqmvfkb23ghh,1,21.8,57.2,2025-03-02T15:17:15.119Z,2025-03-02T15:17:21Z,5552947583,141,90.2,5552947579,56,Back,5552947585,212,24.6,5552947581,140,31.3,5552947587,213,1.15,,,,,,,,,,e35v2pspdgl7t769d57e67ob9,Aritz Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783103025,16,1,1,0,55,63f5h8t5e9qm1fqmvfkb23ghh,1,21.8,64.8,2025-03-02T15:17:21.741Z,2025-03-02T15:17:26Z,5552948017,141,33,5552948013,140,6.3,5552948019,212,27.1,5552948021,213,4.07,5552948009,56,Back,,,,,,,,,,21vx56lpd276xqbu11ubkf78q,Barrenetxea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783103089,17,1,1,1,0,63f5h8t5e9qm1fqmvfkb23ghh,1,8,27.7,2025-03-02T15:17:26.574Z,2025-03-02T15:17:30Z,5552948373,140,14.3,5552948385,213,5.07,5552948375,141,2,5552948371,56,Back,5552948381,212,18.7,,,,,,,,,,w503zyr8ipyobglth281uklx,Álex Remiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783103115,18,1,1,1,3,63f5h8t5e9qm1fqmvfkb23ghh,0,14.3,2,2025-03-02T15:17:29.383Z,2025-03-02T15:17:40Z,5552948963,233,19,5552948527,141,1.9,5552948523,56,Back,5552948529,212,3.7,5552948967,286,,5552948525,140,17.8,5552948531,213,6.26,5552948961,236,,ezbplvktzcvzh5kwur32110mi,J. Aramburu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783103175,19,74,1,1,3,agh9ifb2mw3ivjusgedj7c3fe,1,83.7,96.8,2025-03-02T15:17:29.384Z,2025-03-02T15:19:32Z,5552948829,285,,5552949951,233,18,5552948827,56,Left,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783103151,18,5,1,1,5,agh9ifb2mw3ivjusgedj7c3fe,0,82.2,101.8,2025-03-02T15:17:31.751Z,2025-03-02T16:12:17Z,5552948673,56,Left,5552949105,233,19,5552948675,347,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783103217,19,5,1,1,5,63f5h8t5e9qm1fqmvfkb23ghh,1,17.8,-1.8,2025-03-02T15:17:31.751Z,2025-03-02T15:19:02Z,5552949085,233,18,5552949039,56,Back,5552949041,347,,,,,,,,,,,,,,,,,ezbplvktzcvzh5kwur32110mi,J. Aramburu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783103513,20,1,1,1,18,63f5h8t5e9qm1fqmvfkb23ghh,1,24.5,0,2025-03-02T15:17:45.118Z,2025-03-02T15:17:47Z,5552950455,56,Back,5552950457,140,41.7,5552950461,212,19.8,5552950465,213,0.42,5552950453,107,,5552950459,141,10.1,,,,,,,ezbplvktzcvzh5kwur32110mi,J. Aramburu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783103523,21,44,1,1,20,63f5h8t5e9qm1fqmvfkb23ghh,1,42.1,10,2025-03-02T15:17:47.069Z,2025-03-02T15:19:32Z,5552950515,56,Back,5552950517,285,,5552950531,233,20,,,,,,,,,,,,,,,,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783103525,20,44,1,1,20,agh9ifb2mw3ivjusgedj7c3fe,0,57.9,90,2025-03-02T15:17:47.070Z,2025-03-02T15:19:32Z,5552950521,286,,5552950519,56,Left,5552950563,233,21,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783103549,22,1,1,1,21,63f5h8t5e9qm1fqmvfkb23ghh,1,41.6,10.3,2025-03-02T15:17:47.389Z,2025-03-02T15:17:49Z,5552950661,140,41.3,5552950659,56,Back,5552950667,213,1.59,5552950663,141,32.7,5552950657,3,,5552950665,212,15.2,,,,,,,euur9yvhgrieu4kl0vdkh244q,O. Óskarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783103563,23,4,1,1,23,63f5h8t5e9qm1fqmvfkb23ghh,1,42.4,31.9,2025-03-02T15:17:49.598Z,2025-03-02T15:19:30Z,5552950887,56,Back,5552950891,286,,5552950885,295,,5552950883,13,,5552950889,152,,5552951319,233,21,,,,,,,aka2yqxmqpioxc1qzkl62ejv8,Pablo Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783103613,21,4,1,1,23,agh9ifb2mw3ivjusgedj7c3fe,0,57.6,68.1,2025-03-02T15:17:49.599Z,2025-03-02T15:19:30Z,5552951275,152,,5552951373,233,23,5552951273,56,Center,5552951269,13,,5552951277,285,,5552951271,295,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783104055,24,1,1,1,45,63f5h8t5e9qm1fqmvfkb23ghh,1,44.4,34.8,2025-03-02T15:18:11.470Z,2025-03-02T15:18:14Z,5552953485,56,Back,5552953487,140,38.4,5552953493,213,1.86,5552953483,152,,5552953489,141,65.8,5552953491,212,22,5552953481,5,,,,,48gjuou5eashpj8wbwd18iju1,Zubeldia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783104081,25,1,1,1,48,63f5h8t5e9qm1fqmvfkb23ghh,1,37.8,74.1,2025-03-02T15:18:14.782Z,2025-03-02T15:18:16Z,5552953649,212,15.6,5552953643,56,Back,5552953651,213,1.42,5552953645,140,40.1,5552953647,141,96.8,,,,,,,,,,e35v2pspdgl7t769d57e67ob9,Aritz Elustondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783104159,26,1,1,1,50,63f5h8t5e9qm1fqmvfkb23ghh,1,40.1,96.8,2025-03-02T15:18:16.590Z,2025-03-02T15:18:20Z,5552954075,140,57.5,5552954081,213,0,5552954077,141,96.8,5552954079,212,18.3,5552954073,56,Left,,,,,,,,,,6p8xl2smgf1ta7txpcj7cabu2,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
2783104187,23,83,1,1,53,agh9ifb2mw3ivjusgedj7c3fe,0,44,6.2,2025-03-02T15:18:19.383Z,2025-03-02T20:26:53Z,5554418003,399,21vx56lpd276xqbu11ubkf78q,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783104165,22,83,1,1,53,agh9ifb2mw3ivjusgedj7c3fe,0,45.3,7.7,2025-03-02T15:18:19.489Z,2025-03-02T16:12:36Z,5552954789,399,21vx56lpd276xqbu11ubkf78q,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2783104171,27,1,1,1,54,63f5h8t5e9qm1fqmvfkb23ghh,1,55.3,91.4,2025-03-02T15:18:20.382Z,2025-03-02T20:27:01Z,5552954165,56,Back,5554418341,213,3.74,5554418339,212,11.1,5554418337,141,82.2,5554418335,140,46.6,,,,,,,,,,21vx56lpd276xqbu11ubkf78q,Barrenetxea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad
