id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/20/value,teamName
2712635151,147,49,1,20,5,3czravw89omgc9o4s0w3l1bg5,1,8.7,64.9,2024-08-24T17:22:21.418Z,2024-08-25T07:24:30Z,,,,,,,,,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712635241,148,1,1,20,7,3czravw89omgc9o4s0w3l1bg5,1,12.4,62.3,2024-08-24T17:22:23.296Z,2024-08-25T07:24:32Z,5168852585,56,Back,5168852593,213,5.75,5168852587,140,25.9,5168852589,141,50.1,5168852591,212,16.4,5171609595,178,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712635379,149,1,1,20,10,3czravw89omgc9o4s0w3l1bg5,1,35.7,46.7,2024-08-24T17:22:26.875Z,2024-08-25T07:24:37Z,5171609699,178,,5168854429,210,15,5168853315,1,,5168853309,141,89.4,5168853307,140,78.1,5168853313,213,0.58,5168853311,212,53.2,5168853305,56,Left,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712635409,150,3,1,20,17,3czravw89omgc9o4s0w3l1bg5,1,87.8,74.7,2024-08-24T17:22:33.289Z,2024-08-25T07:24:41Z,5168853463,56,Center,5170450301,464,,5168853465,286,,5171609807,178,,5168853561,233,257,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712635391,257,45,1,20,17,agh9ifb2mw3ivjusgedj7c3fe,0,12.2,25.3,2024-08-24T17:22:33.289Z,2024-08-25T07:24:42Z,5168853391,285,,5168853389,56,Back,5168853651,233,150,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712635411,151,15,1,20,18,3czravw89omgc9o4s0w3l1bg5,1,85.8,69.9,2024-08-24T17:22:34.530Z,2024-08-25T07:24:44Z,5168854463,230,98.4,5168854437,55,149,5168853497,56,Center,5168854453,215,,5168854473,233,258,5170449813,78,,5168854461,147,66.2,5168854445,102,50.7,66jotyvbhtz5cjvhbby6luelm,Nico Williams,5168854141,23,,5168854157,82,,,5168854459,146,,88.5,5168854143,20,,5168854435,29,,5168854465,231,52.9,5168853495,64,5168854449,103,5171609881,178,19,,,,,,,,,,,,,,,,,,Athletic Club
2712635417,258,10,1,20,18,agh9ifb2mw3ivjusgedj7c3fe,1,12.3,32.8,2024-08-24T17:22:34.717Z,2024-08-25T07:24:50Z,5168854501,233,151,5171609999,21,,5171609997,178,,5168853521,94,,5168853523,56,Back,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712635455,152,6,1,20,19,3czravw89omgc9o4s0w3l1bg5,1,87.9,66.4,2024-08-24T17:22:35.316Z,2024-08-25T07:24:53Z,5168853777,73,,5168853795,233,259,5168853775,56,Center,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712635439,259,6,1,20,19,agh9ifb2mw3ivjusgedj7c3fe,0,12.1,33.6,2024-08-24T17:22:35.316Z,2024-08-25T07:24:53Z,5168853715,56,Back,5168853829,233,152,5168853717,73,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636071,153,1,1,21,2,3czravw89omgc9o4s0w3l1bg5,0,99.5,99.5,2024-08-24T17:23:18.695Z,2024-08-25T07:24:59Z,5168857125,223,,5168857135,213,4.6,5168857131,141,40.6,5168857121,6,,5171610213,178,,5168857119,2,,5170450515,20,,5168857127,56,Center,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,5168857133,212,40.3,5168857123,155,,,5168857137,1,,,5168857129,140,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636083,260,61,1,21,4,agh9ifb2mw3ivjusgedj7c3fe,1,3.9,58.6,2024-08-24T17:23:20.399Z,2024-08-25T07:25:12Z,5171610499,21,,5171610501,178,,5168857187,56,Back,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636255,261,12,1,21,5,agh9ifb2mw3ivjusgedj7c3fe,1,4.8,57.9,2024-08-24T17:23:21.256Z,2024-08-25T07:25:16Z,5171610575,178,,5168858281,141,46.2,5168858285,213,5.95,5168858275,56,Back,5168858283,212,24.4,5168858277,140,26.8,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636175,154,1,1,21,8,3czravw89omgc9o4s0w3l1bg5,1,72.2,52.6,2024-08-24T17:23:24.799Z,2024-08-25T07:25:26Z,5168857781,213,3.41,5168857775,140,49.3,5168857777,141,42.8,5171610735,178,,5168857773,56,Back,5168857779,212,25,,,,,,,352ywlfcjt329s7etjn4rkui2,Beñat Prados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636249,155,1,1,21,11,3czravw89omgc9o4s0w3l1bg5,1,48.9,40.7,2024-08-24T17:23:28.234Z,2024-08-25T07:25:29Z,5171610843,178,,5168858261,56,Right,5168858269,213,5.02,5168858265,141,9.2,5168858267,212,22.4,5168858263,140,55.3,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636251,156,61,1,21,13,3czravw89omgc9o4s0w3l1bg5,0,55.2,9.2,2024-08-24T17:23:29.605Z,2024-08-25T07:25:35Z,5168858273,56,Right,5171610967,389,,,,,,,,,,,,,,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636261,157,5,1,21,14,3czravw89omgc9o4s0w3l1bg5,0,49.9,-1.6,2024-08-24T17:23:31.017Z,2024-08-25T07:25:40Z,5168858309,56,Back,5168858311,347,,5168859059,233,262,,,,,,,,,,,,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636389,262,5,1,21,14,agh9ifb2mw3ivjusgedj7c3fe,1,50.1,101.6,2024-08-24T17:23:31.017Z,2024-08-25T07:25:40Z,5168859001,56,Left,5168859013,233,157,5168859003,347,,,,,,,,,,,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636411,263,1,1,21,23,agh9ifb2mw3ivjusgedj7c3fe,1,51.9,100,2024-08-24T17:23:40.177Z,2024-08-25T07:25:50Z,5168859155,56,Back,5168859569,189,,5168859163,213,3.93,5168859159,141,80.9,5168859161,212,19,5168859153,107,,5168859157,140,39.2,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636417,264,1,1,21,26,agh9ifb2mw3ivjusgedj7c3fe,1,39.2,80.9,2024-08-24T17:23:43.149Z,2024-08-25T07:25:55Z,5171611443,178,,5168859185,140,31.2,5170451631,189,,5168859191,213,4.41,5168859187,141,40.7,5168859183,56,Back,5168859189,212,28.6,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636479,265,1,1,21,28,agh9ifb2mw3ivjusgedj7c3fe,1,31.2,40.7,2024-08-24T17:23:44.876Z,2024-08-25T07:25:59Z,5168859545,141,18.4,5168859541,56,Back,5171611467,178,,5168859549,213,5.31,5168859543,140,41.1,5168859547,212,18.4,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636501,266,1,1,21,32,agh9ifb2mw3ivjusgedj7c3fe,1,41.1,18.4,2024-08-24T17:23:49.158Z,2024-08-25T07:26:03Z,5168859655,56,Back,5171611533,178,,5168859661,212,12.6,5168859659,141,36.3,5168859657,140,38,5168859663,213,1.83,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636537,267,1,1,21,35,agh9ifb2mw3ivjusgedj7c3fe,1,38,36.3,2024-08-24T17:23:51.449Z,2024-08-25T07:26:06Z,5171611599,178,,5168859863,140,45.7,5168859873,213,0.91,5168859867,141,51.5,5168859859,56,Back,5168859871,212,13.1,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636595,268,1,1,21,37,agh9ifb2mw3ivjusgedj7c3fe,1,46.1,52.4,2024-08-24T17:23:53.324Z,2024-08-25T07:26:11Z,5168860141,140,42.8,5168860147,213,1.75,5168860143,141,80.7,5168860139,56,Back,5171611677,178,,5168860145,212,19.6,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636657,269,1,1,21,39,agh9ifb2mw3ivjusgedj7c3fe,1,41.8,80.6,2024-08-24T17:23:55.911Z,2024-08-25T07:26:15Z,5168860493,213,4.77,5168860483,56,Back,5168860487,140,43.2,5168860489,141,45.1,5168860491,212,24.2,5171611769,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636693,270,1,1,21,43,agh9ifb2mw3ivjusgedj7c3fe,1,44.5,45.6,2024-08-24T17:23:59.258Z,2024-08-25T07:26:24Z,5168860755,213,0.06,5168860747,140,63.5,5168860743,56,Center,5168860751,141,47.5,5168860753,212,20,5171611875,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636695,158,45,1,21,43,3czravw89omgc9o4s0w3l1bg5,0,35.1,48.1,2024-08-24T17:24:00.088Z,2024-08-25T07:26:33Z,5168860829,233,271,5168860761,285,,5168860759,56,Back,,,,,,,,,,,,,,,,352ywlfcjt329s7etjn4rkui2,Beñat Prados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636699,271,3,1,21,43,agh9ifb2mw3ivjusgedj7c3fe,1,64.9,51.9,2024-08-24T17:24:00.088Z,2024-08-25T07:26:32Z,5170452101,464,,5168860825,233,158,5168860775,286,,5168860773,56,Center,5171611999,178,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636801,272,1,1,21,46,agh9ifb2mw3ivjusgedj7c3fe,1,64.5,57.9,2024-08-24T17:24:02.765Z,2024-08-25T07:26:36Z,5171612083,178,,5168861379,141,92.5,5168861371,56,Left,5168861383,213,0.92,5168861375,140,81.4,5168861381,212,29.5,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636855,273,1,1,21,50,agh9ifb2mw3ivjusgedj7c3fe,1,85.2,90.1,2024-08-24T17:24:06.617Z,2024-08-25T07:26:40Z,5168861647,2,,5170452489,72,,5168861649,155,,5168861651,56,Center,5168863255,210,13,5170452487,224,,5168861661,1,,5168861655,141,33.6,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,5171612169,178,,5168861659,213,4.82,,5168861653,140,1,89.2,5168861657,212,38.6,5168863259,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636857,274,13,1,21,52,agh9ifb2mw3ivjusgedj7c3fe,1,88.7,33.7,2024-08-24T17:24:08.526Z,2024-08-25T07:26:48Z,5168862633,72,,5168861675,63,,5168862637,153,,5168863303,103,22.2,5168863307,328,,5168863317,231,47.1,5168863313,147,38.4,5168863293,154,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5168863289,73,,5171612295,178,,,5168863301,102,,65.4,5168863315,230,98.2,5168863295,55,273,5168863291,29,,5168863311,146,5168863305,108,5168861673,22,,,90.1,5168861677,56,Center,,,,,,,,,,,,,Barcelona
2712636849,159,61,1,21,52,3czravw89omgc9o4s0w3l1bg5,1,11.5,63.6,2024-08-24T17:24:08.700Z,2024-08-25T07:26:52Z,5171612335,178,,5168861595,56,Back,,,,,,,,,,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636885,275,1,1,21,54,agh9ifb2mw3ivjusgedj7c3fe,0,98,34.3,2024-08-24T17:24:11.118Z,2024-08-25T07:26:56Z,5168861917,195,,5171612411,178,,5168861835,140,92.5,5168861841,213,2.22,5168861839,212,9.6,5168861833,56,Center,5168861837,141,45.6,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712636891,160,8,1,21,55,3czravw89omgc9o4s0w3l1bg5,1,6,54.6,2024-08-24T17:24:11.677Z,2024-08-25T07:27:03Z,5170453135,385,,5168861859,56,Back,5171612481,389,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636929,161,49,1,21,56,3czravw89omgc9o4s0w3l1bg5,1,9.9,83.3,2024-08-24T17:24:13.128Z,2024-08-25T07:27:09Z,,,,,,,,,,,,,,,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636951,162,3,1,21,58,3czravw89omgc9o4s0w3l1bg5,0,13.8,90.4,2024-08-24T17:24:15.237Z,2024-08-25T07:27:21Z,5168862143,56,Back,5168862231,233,276,5170453401,465,,5168862145,285,,5171612775,178,,,,,,,,,,,66jotyvbhtz5cjvhbby6luelm,Nico Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636949,276,7,1,21,59,agh9ifb2mw3ivjusgedj7c3fe,1,86.2,9.6,2024-08-24T17:24:15.349Z,2024-08-25T07:27:26Z,5170453479,385,,5168862207,233,162,5168862141,286,,5168862139,56,Right,5171612857,178,,5168862137,167,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637215,163,5,1,22,0,3czravw89omgc9o4s0w3l1bg5,1,21.8,102,2024-08-24T17:24:16.527Z,2024-08-25T07:27:28Z,5168863695,56,Back,5168863739,233,277,5168863697,347,,,,,,,,,,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712636957,277,5,1,22,0,agh9ifb2mw3ivjusgedj7c3fe,0,78.2,-2,2024-08-24T17:24:16.527Z,2024-08-25T07:27:29Z,5168863761,233,163,5168862175,347,,5168862171,56,Right,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637285,164,1,1,22,22,3czravw89omgc9o4s0w3l1bg5,1,25.5,100,2024-08-24T17:24:38.366Z,2024-08-25T07:27:34Z,5168864019,213,4.49,5168864017,212,9.4,5168864013,140,23.5,5168864011,56,Back,5168864015,141,88.1,5168864009,107,,,,,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712637301,165,1,1,22,23,3czravw89omgc9o4s0w3l1bg5,0,23.5,88.1,2024-08-24T17:24:39.519Z,2024-08-25T07:27:37Z,5168864091,212,20.1,5168864089,141,85.9,5171613053,178,,5168864083,157,,5168864093,213,6.21,5168864087,140,42.6,5168864085,56,Back,5168864095,1,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712637325,278,1,1,22,25,agh9ifb2mw3ivjusgedj7c3fe,0,59.1,10.5,2024-08-24T17:24:41.744Z,2024-08-25T07:27:47Z,5168864245,213,0.41,5168864235,140,68.4,5171613263,388,,5168864233,56,Right,5168864243,212,10.6,5168864239,141,16.7,5168864231,3,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637373,166,1,1,22,27,3czravw89omgc9o4s0w3l1bg5,1,27.9,77.6,2024-08-24T17:24:43.859Z,2024-08-25T07:27:53Z,5168864583,213,6.09,5168864575,56,Back,5168864581,212,13,5168864577,140,40,5168864573,3,,5168864579,141,73.9,5171613399,388,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712637379,167,44,1,22,31,3czravw89omgc9o4s0w3l1bg5,1,39.3,76.8,2024-08-24T17:24:47.626Z,2024-08-25T08:56:23Z,5168864605,56,Back,5168864607,285,,5168864667,233,279,,,,,,,,,,,,,,,,ddvvwqxpsqqboupi3gx1ijhed,I. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712637371,279,44,1,22,31,agh9ifb2mw3ivjusgedj7c3fe,0,60.7,23.2,2024-08-24T17:24:47.627Z,2024-08-25T07:27:56Z,5168864569,56,Center,5168864735,233,167,5168864571,286,,,,,,,,,,,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637423,168,1,1,22,31,3czravw89omgc9o4s0w3l1bg5,0,40,73.9,2024-08-24T17:24:47.938Z,2024-08-25T08:56:23Z,5168864881,213,3.19,5168864875,140,35.1,5168864871,3,,5171613645,388,,5168864879,212,5.2,5168864873,56,Back,5168864877,141,73.5,5168864959,156,,ddvvwqxpsqqboupi3gx1ijhed,I. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712637397,280,61,1,22,32,agh9ifb2mw3ivjusgedj7c3fe,0,65.4,21.6,2024-08-24T17:24:48.748Z,2024-08-25T07:28:13Z,5171613843,21,,5168864729,56,Center,5171613761,178,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637455,169,1,1,22,34,3czravw89omgc9o4s0w3l1bg5,1,34.3,84.4,2024-08-24T17:24:50.249Z,2024-08-25T07:28:20Z,5170454533,212,15.4,5170454527,3,,5168865047,56,Back,5171613995,178,,5170454529,140,46.3,5170454531,141,71.4,5170454535,213,5.67,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712637485,170,61,1,22,34,3czravw89omgc9o4s0w3l1bg5,0,44.3,67.6,2024-08-24T17:24:51.218Z,2024-08-25T07:28:26Z,5168865159,56,Back,5171614113,15,,5171614115,178,,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712637463,281,49,1,22,37,agh9ifb2mw3ivjusgedj7c3fe,1,37.1,32.4,2024-08-24T17:24:53.628Z,2024-08-25T07:28:32Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637529,282,1,1,22,39,agh9ifb2mw3ivjusgedj7c3fe,1,36.6,31.8,2024-08-24T17:24:56.007Z,2024-08-25T07:28:36Z,5168865461,140,44.6,5168865459,56,Back,5171614413,178,,5168865467,213,6,5168865463,141,28.2,5168865465,212,8.7,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637545,283,1,1,22,40,agh9ifb2mw3ivjusgedj7c3fe,1,44.6,28.2,2024-08-24T17:24:56.998Z,2024-08-25T07:28:39Z,5168865521,140,32.9,5168865523,141,33.1,5168865527,213,2.88,5171614495,178,,5168865519,56,Back,5168865545,156,,5168865525,212,12.7,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637587,284,1,1,22,42,agh9ifb2mw3ivjusgedj7c3fe,1,34.4,34.5,2024-08-24T17:24:58.876Z,2024-08-25T07:28:42Z,5168865775,213,1.2,5171614547,178,,5168865769,140,44.9,5168865767,56,Back,5168865773,212,30.5,5168865771,141,76.3,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637671,285,1,1,22,45,agh9ifb2mw3ivjusgedj7c3fe,1,56.9,81.1,2024-08-24T17:25:01.934Z,2024-08-25T07:28:47Z,5168866215,213,0.77,5168866207,56,Left,5171614729,178,,5168866209,140,66.4,5168866213,212,13.8,5168866211,141,95.2,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637679,286,4,1,22,50,agh9ifb2mw3ivjusgedj7c3fe,1,75.3,84.6,2024-08-24T17:25:06.329Z,2024-08-25T07:28:52Z,5168866265,152,,5168866287,233,171,5168866269,286,,5168866263,56,Left,5168866267,265,,5168866261,13,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712637677,171,4,1,22,50,3czravw89omgc9o4s0w3l1bg5,0,24.7,15.4,2024-08-24T17:25:06.330Z,2024-08-25T07:28:52Z,5168866237,13,,5168866247,152,,5168866251,265,,5171614821,178,,5168866241,56,Back,5168866293,233,286,5168866255,285,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712638267,287,1,1,23,32,agh9ifb2mw3ivjusgedj7c3fe,0,77.6,86.8,2024-08-24T17:25:48.848Z,2024-08-25T07:28:55Z,5168869617,56,Center,5168869613,155,,5168869619,140,91.9,5168869609,2,,5170455685,20,,5168869623,212,30.8,5171614855,178,,5168869611,5,,4ftlhtels58lyzfluwofzwxuy,Pedri,5168869625,213,5.22,5170455683,223,,,5168869621,141,,47.3,5168869721,233,172,5168869615,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712638277,172,41,1,23,34,3czravw89omgc9o4s0w3l1bg5,0,7.3,57.5,2024-08-24T17:25:50.576Z,2024-08-25T07:29:01Z,5171614997,388,,5168869745,233,287,5168869675,213,0.4,5168869671,141,67.9,5168869673,212,18.2,5168869669,140,23.3,5170455879,378,,,,,b9q69u0q11bjpu0393sdy50,Á. Padilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712638339,288,16,1,23,39,agh9ifb2mw3ivjusgedj7c3fe,1,76,47,2024-08-24T17:25:56.148Z,2024-08-25T07:29:33Z,5170456833,396,54.3,5168870037,56,Center,5168870979,24,,5168870985,374,25:55.0,5168875003,76,,5168875007,102,53.8,5168870989,375,23:38.8,5168875015,230,98.5,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,5168875001,121,,5168875017,231,48.7,,5168875013,458,,,5171615813,178,,5168870981,72,,5170456829,395,98.8,5168875009,103,5168870035,18,5168875011,215,,,12,5168875005,133,,,,,,,,,,,,,,Barcelona
2712640015,173,1,1,25,41,3czravw89omgc9o4s0w3l1bg5,1,50.1,50.1,2024-08-24T17:27:57.385Z,2024-08-25T07:29:41Z,5168879563,279,G,5168879557,141,53.4,5168879553,56,Back,5171615955,178,,5168879559,212,16.5,5168879561,213,3.01,5168879555,140,34.5,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
