id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/10/value,qualifier/11/value,qualifier/13/value,keyPass,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,teamName
2813594401,224,1,1,27,47,agh9ifb2mw3ivjusgedj7c3fe,1,54,24.7,2025-05-11T14:43:06.115Z,2025-05-12T06:24:32Z,5720696735,213,1.36,5723089869,178,,5720696727,140,55.3,5720696733,212,6.4,5720696731,141,33.9,5720696721,56,Center,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813594447,225,1,1,27,53,agh9ifb2mw3ivjusgedj7c3fe,1,59.8,33.4,2025-05-11T14:43:11.395Z,2025-05-12T06:24:35Z,5720696937,212,13.3,5720696935,141,52.1,5720696929,56,Center,5720696931,140,63.5,5723089885,178,,5720696939,213,1.27,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813594505,226,1,1,27,55,agh9ifb2mw3ivjusgedj7c3fe,1,62,55.1,2025-05-11T14:43:13.715Z,2025-05-12T06:24:40Z,5720697265,141,87.8,5723089913,178,,5720697267,212,22.9,5720697269,213,1.32,5720697261,56,Left,5720697263,140,67.4,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813594525,227,1,1,27,57,agh9ifb2mw3ivjusgedj7c3fe,0,70.9,86,2025-05-11T14:43:16.115Z,2025-05-12T06:24:44Z,5720697489,56,Right,5720697491,140,91.8,5723089927,178,,5720697487,155,,5721436757,224,,5720697497,212,55.8,5720697505,1,,5720697485,2,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,5720697501,213,5.12,5720697493,141,10.6,5721436759,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813594609,186,1,1,28,2,3kq9cckrnlogidldtdie2fkbl,1,10.9,90.7,2025-05-11T14:43:20.515Z,2025-05-12T06:24:50Z,5720697901,56,Back,5720697911,212,20.5,5720697903,140,27,5720699121,157,,5723089977,178,,5720697907,141,73.7,5720697915,213,5.68,5720699127,1,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813594635,187,1,1,28,4,3kq9cckrnlogidldtdie2fkbl,1,26.2,75,2025-05-11T14:43:22.635Z,2025-05-12T06:24:55Z,5720698085,141,65.2,5723090001,178,,5720698091,213,4.32,5720698081,140,23.6,5720698079,56,Back,5721438051,156,,5720698089,212,7.2,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813594639,188,49,1,28,5,3kq9cckrnlogidldtdie2fkbl,1,26.6,64.1,2025-05-11T14:43:23.475Z,2025-05-12T06:24:57Z,,,,,,,,,,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813594695,189,1,1,28,5,3kq9cckrnlogidldtdie2fkbl,0,26.6,64.1,2025-05-11T14:43:23.715Z,2025-05-12T06:25:03Z,5720698383,141,75.8,5720698379,140,52.3,5720698389,213,0.29,5723090063,178,,5720698387,212,28.1,5720698375,56,Center,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813594673,228,49,1,28,8,agh9ifb2mw3ivjusgedj7c3fe,1,44,13.5,2025-05-11T14:43:26.315Z,2025-05-12T06:25:08Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813594745,229,1,1,28,8,agh9ifb2mw3ivjusgedj7c3fe,1,44,13.5,2025-05-11T14:43:26.675Z,2025-05-12T06:25:15Z,5720698683,56,Back,5720698689,141,35.7,5720698687,140,22.1,5723090167,178,,5720698691,212,27.5,5720698693,213,2.56,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813594847,230,1,1,28,12,agh9ifb2mw3ivjusgedj7c3fe,1,25,37.6,2025-05-11T14:43:30.235Z,2025-05-12T06:25:18Z,5720699219,213,0.41,5720699213,140,45.5,5723090189,178,,5720699211,56,Back,5720699215,141,51.5,5720699217,212,23.5,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813594895,231,1,1,28,17,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,46.6,2025-05-11T14:43:35.475Z,2025-05-12T06:25:22Z,5720699475,141,29.7,5723090203,178,,5720699477,212,16.4,5720699479,213,5.5,5720699471,56,Center,5720699473,140,66.8,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813594901,232,3,1,28,19,agh9ifb2mw3ivjusgedj7c3fe,0,69.8,29.5,2025-05-11T14:43:37.275Z,2025-05-12T06:25:25Z,5720699511,286,,5720699651,233,190,5721440005,465,,5720699509,56,Center,5723090233,178,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813594911,190,7,1,28,19,3kq9cckrnlogidldtdie2fkbl,1,30.2,70.5,2025-05-11T14:43:37.475Z,2025-05-12T06:25:29Z,5723090261,389,,5720699577,56,Back,5720699579,285,,5720699611,233,232,5721440159,383,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813594917,191,49,1,28,20,3kq9cckrnlogidldtdie2fkbl,1,29.5,75.5,2025-05-11T14:43:38.675Z,2025-05-12T06:25:37Z,,,,,,,,,,,,,,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813594981,192,1,1,28,21,3kq9cckrnlogidldtdie2fkbl,1,32,77.1,2025-05-11T14:43:39.315Z,2025-05-12T06:25:40Z,5720699953,213,5.73,5720699945,141,73.4,5720699941,140,35.9,5723090319,178,,5720699949,212,4.8,5720699939,56,Back,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813594991,193,1,1,28,24,3kq9cckrnlogidldtdie2fkbl,0,39.3,93.4,2025-05-11T14:43:42.275Z,2025-05-12T06:25:45Z,5723090347,178,,5720700017,233,233,5720699993,212,2.7,5720699985,155,,5720700013,236,,5720700021,286,,5720699987,56,Back,5720699991,141,93.4,e83ula4wockmc2xid7185kcq2,J. Bellingham,5720699995,213,0,5720699989,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813594973,233,74,1,28,24,agh9ifb2mw3ivjusgedj7c3fe,1,57.2,8,2025-05-11T14:43:42.355Z,2025-05-12T06:25:53Z,5723090401,389,,5720699901,285,,5720699899,56,Right,5720700053,233,193,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813595019,234,1,1,28,25,agh9ifb2mw3ivjusgedj7c3fe,1,56.7,6.1,2025-05-11T14:43:44.155Z,2025-05-12T06:26:08Z,5720700119,140,59.6,5720700125,213,0.72,5720700123,212,4,5720700121,141,10,5720700117,56,Right,5723090511,178,,5720700115,3,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813595027,235,49,1,28,26,agh9ifb2mw3ivjusgedj7c3fe,1,59.3,9.8,2025-05-11T14:43:44.875Z,2025-05-12T06:26:15Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813595101,236,1,1,28,27,agh9ifb2mw3ivjusgedj7c3fe,1,59.3,9.8,2025-05-11T14:43:45.555Z,2025-05-12T06:26:19Z,5723090569,178,,5720700545,213,6.03,5720700537,56,Right,5720700539,140,72.3,5720700541,141,4.6,5720700543,212,14.1,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813595105,237,4,1,28,31,agh9ifb2mw3ivjusgedj7c3fe,1,81.4,4.6,2025-05-11T14:43:49.914Z,2025-05-12T06:26:22Z,5720700653,56,Right,5720700659,286,,5720700649,13,,5720700711,233,194,5720700657,265,,5720700655,152,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813595099,194,4,1,28,31,3kq9cckrnlogidldtdie2fkbl,0,18.6,95.4,2025-05-11T14:43:49.915Z,2025-05-12T06:26:22Z,5720702163,55,195,5723090589,178,,5720700605,285,,5720700601,152,,5720700775,233,237,5720700599,56,Back,5720700603,265,,5720700597,13,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813595155,195,17,1,28,36,3kq9cckrnlogidldtdie2fkbl,1,0,0,2025-05-11T14:43:54.715Z,2025-05-12T06:26:30Z,5720702141,55,194,5720702137,13,243,5720702133,31,,5720702135,392,,,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813595819,238,1,1,29,19,agh9ifb2mw3ivjusgedj7c3fe,0,84.4,3.4,2025-05-11T14:44:37.795Z,2025-05-12T06:26:35Z,5720704567,56,Center,5720704559,2,,5721444299,224,,5720704571,141,55.8,5720704563,155,,5723090681,178,,5720704575,213,1.44,5720704569,140,88.9,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,5720704579,1,,5720704565,152,,5720704573,212,5721444301,20,5720704561,5,,,,,,,,,,,,,,,,,,,35.9,,,,,,,,,,,Barcelona
2813595857,196,12,1,29,21,3kq9cckrnlogidldtdie2fkbl,1,11.1,41.7,2025-05-11T14:44:39.595Z,2025-05-12T06:26:38Z,5720704757,212,15.2,5723090709,388,,5720704755,141,23.7,5720704751,56,Back,5720704773,15,,5720704753,140,19.7,5720704759,213,5.35,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813595861,239,1,1,29,23,agh9ifb2mw3ivjusgedj7c3fe,0,81.5,74.5,2025-05-11T14:44:41.515Z,2025-05-12T06:26:42Z,5723090727,178,,5720704787,56,Center,5720704793,212,8.4,5720704791,141,66.9,5721446359,224,,5720704795,213,5.62,5720704783,2,,5720704789,140,87.8,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,5721446361,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813595939,197,12,1,29,23,3kq9cckrnlogidldtdie2fkbl,1,10.8,33.6,2025-05-11T14:44:42.075Z,2025-05-12T06:26:46Z,5723090751,178,,5720705335,141,21.7,5720705331,56,Center,5720705333,140,67,5720705337,212,59.6,5720705341,213,6.15,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813595995,240,1,1,29,32,agh9ifb2mw3ivjusgedj7c3fe,1,30,74.1,2025-05-11T14:44:50.915Z,2025-05-12T06:26:48Z,5720705695,140,38.3,5720705707,213,5.46,5720705699,141,60.2,5720705691,56,Back,5720705703,212,12.9,5723090771,178,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596009,241,1,1,29,36,agh9ifb2mw3ivjusgedj7c3fe,1,43.7,59.4,2025-05-11T14:44:55.075Z,2025-05-12T06:26:51Z,5720705799,212,14.1,5720705793,56,Center,5723090795,178,,5720705795,140,57,5720705801,213,0.15,5720705797,141,62.6,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596045,242,1,1,29,37,agh9ifb2mw3ivjusgedj7c3fe,1,57,62.6,2025-05-11T14:44:55.915Z,2025-05-12T06:26:55Z,5720705985,213,3.29,5720705977,56,Back,5723090831,178,,5720705983,212,17.1,5720705979,140,40.9,5720705981,141,58.8,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596141,243,1,1,29,40,agh9ifb2mw3ivjusgedj7c3fe,1,42.5,62.9,2025-05-11T14:44:58.835Z,2025-05-12T06:26:58Z,5720706527,140,46.7,5720706531,212,9.1,5720706525,56,Back,5720706529,141,51.2,5720706533,213,5.22,5723090849,178,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596215,244,1,1,29,46,agh9ifb2mw3ivjusgedj7c3fe,1,62.7,45.5,2025-05-11T14:45:04.435Z,2025-05-12T06:27:02Z,5723090871,178,,5720707003,212,32.5,5720706995,155,,5720707001,141,90.5,5720706997,56,Left,5720707007,1,,5720706999,140,73.1,5720707005,213,1.23,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596265,245,1,1,29,52,agh9ifb2mw3ivjusgedj7c3fe,1,72.2,80.8,2025-05-11T14:45:10.275Z,2025-05-12T06:27:04Z,5720707283,56,Center,5720707289,212,13.6,5723090891,178,,5720707287,141,61.1,5720707291,213,4.55,5720707285,140,70.1,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596321,246,1,1,29,55,agh9ifb2mw3ivjusgedj7c3fe,1,70.6,51.9,2025-05-11T14:45:13.555Z,2025-05-12T06:27:07Z,5720707569,212,6.1,5720707561,140,70.9,5723090911,178,,5720707571,213,4.76,5720707565,141,43,5720707559,56,Center,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596357,247,1,1,29,57,agh9ifb2mw3ivjusgedj7c3fe,1,70.1,37,2025-05-11T14:45:15.875Z,2025-05-12T06:27:24Z,5720707743,141,19,5720707741,140,67.7,5720707739,56,Right,5720707747,213,4.51,5723090943,178,,5720707745,212,12.5,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596419,248,1,1,29,59,agh9ifb2mw3ivjusgedj7c3fe,1,67.3,16.8,2025-05-11T14:45:17.435Z,2025-05-12T06:27:18Z,5720708089,56,Right,5720708097,213,5.63,5723090975,178,,5720708095,212,14.6,5720708093,141,3.7,5720708091,140,78.3,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596471,249,1,1,30,3,agh9ifb2mw3ivjusgedj7c3fe,1,80.1,13.5,2025-05-11T14:45:21.315Z,2025-05-12T06:05:33Z,5720708369,140,72.8,5723082223,178,,5720708375,213,2.45,5720708371,141,22.9,5720708373,212,10,5720708367,56,Center,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596519,250,1,1,30,6,agh9ifb2mw3ivjusgedj7c3fe,1,72.2,21.5,2025-05-11T14:45:24.595Z,2025-05-12T06:05:38Z,5720708635,141,13.3,5720708637,212,11.5,5720708639,213,5.78,5723082247,178,,5720708631,56,Right,5720708633,140,81.8,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596545,251,1,1,30,9,agh9ifb2mw3ivjusgedj7c3fe,1,78.1,15,2025-05-11T14:45:28.115Z,2025-05-12T06:05:41Z,5720708745,141,23.3,5720708747,212,5.8,5723082263,178,,5720708749,213,1.37,5720708743,140,79.2,5720708741,56,Center,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596577,252,1,1,30,11,agh9ifb2mw3ivjusgedj7c3fe,1,78.6,23.3,2025-05-11T14:45:29.515Z,2025-05-12T06:05:44Z,5720708951,140,76.8,5723082287,178,,5720708947,56,Center,5720708957,141,52.2,5720708961,212,19.7,5720708963,213,1.67,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596601,253,1,1,30,14,agh9ifb2mw3ivjusgedj7c3fe,1,76.2,58.5,2025-05-11T14:45:32.235Z,2025-05-12T06:05:45Z,5720709105,212,6.6,5723082301,178,,5720709107,213,1.95,5720709103,141,67.5,5720709099,56,Center,5720709101,140,73.9,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596641,254,1,1,30,16,agh9ifb2mw3ivjusgedj7c3fe,1,73.9,63.3,2025-05-11T14:45:34.715Z,2025-05-12T06:05:48Z,5723082329,178,,5720709377,212,14.1,5720709375,141,42.7,5720709373,140,75.7,5720709371,56,Center,5720709379,213,4.85,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596653,255,1,1,30,20,agh9ifb2mw3ivjusgedj7c3fe,1,73.2,41.2,2025-05-11T14:45:38.315Z,2025-05-12T06:05:50Z,5720709447,141,46,5723082345,178,,5720709445,140,78.8,5720709451,213,0.51,5720709443,56,Center,5720709449,212,6.7,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596661,256,1,1,30,20,agh9ifb2mw3ivjusgedj7c3fe,0,78.8,46,2025-05-11T14:45:39.155Z,2025-05-12T06:05:53Z,5720709489,141,27.7,5723082365,178,,5720709487,140,81.2,5720709493,213,4.91,5720709491,212,12.7,5720709485,56,Center,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596671,198,61,1,30,21,3kq9cckrnlogidldtdie2fkbl,0,21.4,75.4,2025-05-11T14:45:40.035Z,2025-05-12T06:05:58Z,5720709545,56,Back,5723082413,178,,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813596701,257,1,1,30,23,agh9ifb2mw3ivjusgedj7c3fe,0,73.9,10.3,2025-05-11T14:45:42.155Z,2025-05-12T06:06:01Z,5720709709,141,0,5723082445,178,,5720709711,212,17.8,5720709713,213,5.82,5720709705,56,Right,5720709707,140,89.1,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813596747,199,5,1,30,26,3kq9cckrnlogidldtdie2fkbl,1,11.6,101.4,2025-05-11T14:45:44.755Z,2025-05-12T06:06:04Z,5720709939,56,Back,5720709961,233,258,5720709941,347,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813596707,258,5,1,30,26,agh9ifb2mw3ivjusgedj7c3fe,0,88.4,-1.4,2025-05-11T14:45:44.755Z,2025-05-12T06:06:05Z,5720709725,56,Right,5720709971,233,199,5720709727,347,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813597009,200,1,1,30,44,3kq9cckrnlogidldtdie2fkbl,0,12.9,100,2025-05-11T14:46:02.675Z,2025-05-12T06:06:09Z,5720711533,56,Back,5720711543,213,5.98,5720711531,107,,5720711539,212,21.8,5720711537,141,92.1,5720711535,140,32.7,5720711545,1,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813598599,272,8,1,30,46,agh9ifb2mw3ivjusgedj7c3fe,1,64.8,5,2025-05-11T14:46:04.875Z,2025-05-12T06:06:18Z,5723082565,178,,5720719643,56,Right,5721460033,385,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813597039,201,61,1,30,46,3kq9cckrnlogidldtdie2fkbl,1,32.7,92.1,2025-05-11T14:46:04.915Z,2025-05-12T06:06:23Z,5723082603,15,,5723082605,178,,5720711673,56,Back,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813597043,202,4,1,30,48,3kq9cckrnlogidldtdie2fkbl,1,39.8,84.4,2025-05-11T14:46:06.514Z,2025-05-12T06:06:28Z,5720711763,233,259,5720711717,13,,5720711721,152,,5720711723,265,,5720711725,286,,5720711719,56,Back,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813597019,259,4,1,30,48,agh9ifb2mw3ivjusgedj7c3fe,0,60.2,15.6,2025-05-11T14:46:06.515Z,2025-05-12T06:06:28Z,5723082641,178,,5720711639,13,,5720711641,56,Right,5720711643,152,,5720711855,233,202,5720711645,265,,5720711647,285,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813597303,203,1,1,31,1,3kq9cckrnlogidldtdie2fkbl,1,32.7,82.4,2025-05-11T14:46:19.915Z,2025-05-12T06:06:32Z,5720713029,152,,5720713033,140,23.2,5720713031,56,Back,5720713039,213,3.94,5723082675,178,,5720713037,212,14.3,5720713871,189,,5720713035,141,67.3,39c5g6782qlrtw55fsre7exnt,Fran García,5720713027,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813597313,204,1,1,31,5,3kq9cckrnlogidldtdie2fkbl,1,23.2,67.3,2025-05-11T14:46:23.755Z,2025-05-12T06:06:32Z,5720713113,213,4.32,5720713111,212,29.9,5720713983,189,,5720713109,141,26.6,5720713107,140,12.3,5720713105,56,Back,5723082681,178,,,,,atj6u4qul0o2ca57etbmes07o,Raúl Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813597327,205,1,1,31,6,3kq9cckrnlogidldtdie2fkbl,1,12.3,26.6,2025-05-11T14:46:24.515Z,2025-05-12T06:06:36Z,5720713165,213,5.4,5723082709,178,,5720713159,140,21.5,5720713157,56,Back,5720713161,141,9.3,5720713163,212,15.2,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813597347,206,1,1,31,8,3kq9cckrnlogidldtdie2fkbl,1,21.5,9.3,2025-05-11T14:46:26.715Z,2025-05-12T06:06:39Z,5720713279,213,2.69,5720713273,140,11,5720713271,56,Back,5720713275,141,17.1,5723082741,178,,5720713277,212,12.2,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813597397,207,1,1,31,10,3kq9cckrnlogidldtdie2fkbl,1,10.5,16.4,2025-05-11T14:46:28.915Z,2025-05-12T06:06:43Z,5720713523,141,5.6,5720713521,140,12.8,5720713525,212,7.7,5720713519,56,Back,5723082773,178,,5720713527,213,5.03,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813597437,208,1,1,31,14,3kq9cckrnlogidldtdie2fkbl,0,11.9,4.3,2025-05-11T14:46:32.795Z,2025-05-12T06:06:46Z,5720713697,56,Back,5723082809,178,,5720713707,1,,5720713695,157,,5720713705,213,0.46,5720713701,141,29.7,5720713703,212,39,5720713699,140,45.2,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813597447,260,49,1,31,17,agh9ifb2mw3ivjusgedj7c3fe,1,55.6,75.6,2025-05-11T14:46:35.315Z,2025-05-12T06:06:48Z,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
