id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/10/value,qualifier/11/value,qualifier/13/value,keyPass,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,teamName
2813504923,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-05-11T13:08:44.538Z,2025-05-11T14:13:38Z,5720214691,30,"6ofu6yc2qwp5ii9cerdq1tk9h, 4ggz7e009bq3yltc9o6mifbah, 6l1y87tlepsvr83d8y2qifeqy, 4ftlhtels58lyzfluwofzwxuy, bkwxem45cf48k14euwqe7rs44, cd5napttmwk5o9gxw3cbb4ted, abr79wsl0folgkyvl821ggs2c, ezviixcyaaj162saxs2yl27s9, 2szgrzcosfeifh664tgt3mfvt, 4gq1u1mqg0qzekh1u5djleeax, 2wl6h1rlrfnn2mr65vuo3t815, 2e55g4q93y382cg7h0yk5rtud, 4mxx1oxkiexm0ha34utcmb17t, bzgh5psb1janz9y3btpswngbu, awsod0zmnrukk21d4882ji7e1, eb3ci3a120om80v80mobsus8a, afxjicw89683nlpms9yy5x51x, 308krssmz6irpfntht1ka78tm, 1av9mmv19jwvc4xdr0p9owyxh, cjll1xrw3xulnl23c9tlf6rys, 3hht0os2uzu234yq550i3fbe2, 9f0jk3wgmlnnmnqrdkh4gnpt6, 8xjdsfk5u7wph4o7h1w45dses",5720214703,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5720214701,194,ezviixcyaaj162saxs2yl27s9,5720214693,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5720571171,197,25285,5720214699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5720214697,130,8,5720214695,59,"25, 24, 35, 8, 2, 5, 19, 21, 7, 20, 11, 1, 13, 3, 4, 6, 9, 10, 15, 16, 17, 18, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813507797,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2025-05-11T13:10:59.500Z,2025-05-11T14:23:23Z,5720230033,194,bf2pf3hs8gcvub4ivlve12ymt,5720230029,130,8,5720230031,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5720549661,197,239,5720230023,30,"6crmq7vzqts58wg196q48sc7p, bf2pf3hs8gcvub4ivlve12ymt, 39c5g6782qlrtw55fsre7exnt, 1i9wi65k2foqwudeqiyih87hl, aipyotc87m5bdvmvizd5n69k9, atj6u4qul0o2ca57etbmes07o, 39gif4xfy8xddarasbsad56ok, i48mf81fxn2af1xxjzfi8gr9, 5e9ilgrz3tzg9kd1gk3yvrahh, e83ula4wockmc2xid7185kcq2, b4witgokm49tidm1a83qcvbop, 38bp85766w04a0nuulq5fiig9, 3krfyio6dlb6gkoggsmqwkj6c, diod1hv5hv7v7z7mfleev1txx, broq8imimhtlejtffissquy5m, 14qv8npo5alwnb5dud8x82ln8, eihwzqtt27l2l8iu990h68edx, 3jln1gzc0859ymphvq83i0mp5, 2ww626a9v31b072prdx0xf1g4, 2b1aq7e51fjbukd3muxfthd78, d358ce00vstqg3ilinhcc10r8",5720230025,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5720230035,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5720230027,59,"1, 17, 20, 8, 14, 35, 15, 19, 9, 5, 7, 13, 34, 10, 11, 16, 18, 21, 29, 31, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813572535,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-05-11T14:15:18.235Z,2025-05-12T03:06:07Z,5720577807,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813572529,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2025-05-11T14:15:18.235Z,2025-05-11T14:15:18Z,5720577785,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813572583,3,1,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,49.9,49.8,2025-05-11T14:15:18.795Z,2025-05-12T06:04:42Z,5720578021,212,24.7,5720578017,141,37.3,5723081919,178,,5720578027,279,S,5720578013,140,27.8,5720578009,56,Back,5720578025,213,3.49,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813572605,4,1,1,0,3,3kq9cckrnlogidldtdie2fkbl,1,27.7,36.7,2025-05-11T14:15:21.635Z,2025-05-12T06:04:47Z,5720578133,56,Back,5720578141,213,4.38,5720578139,212,12.2,5720578137,141,19.7,5723081945,178,,5720578135,140,23.9,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813572625,5,1,1,0,5,3kq9cckrnlogidldtdie2fkbl,1,23.9,19.7,2025-05-11T14:15:23.275Z,2025-05-12T06:04:51Z,5720578225,213,2.42,5720578219,140,4.8,5723081969,178,,5720578217,56,Back,5720578221,141,45.7,5720578223,212,26.7,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813572653,6,1,1,0,7,3kq9cckrnlogidldtdie2fkbl,0,4.8,45.7,2025-05-11T14:15:25.355Z,2025-05-12T06:04:55Z,5720578355,141,16.2,5720578361,1,,5720578349,157,,5720578357,212,48.1,5720578359,213,5.85,5720578353,140,46.4,5720578351,56,Back,5723081993,178,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813572673,3,1,1,0,10,agh9ifb2mw3ivjusgedj7c3fe,0,53.5,85.4,2025-05-11T14:15:29.195Z,2025-05-12T06:04:58Z,5720578469,213,5.57,5720578463,140,65.1,5720578455,3,,5723082009,388,,5720578465,141,70,5720578459,56,Center,5720578467,212,16.1,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813572881,8,61,1,0,12,3kq9cckrnlogidldtdie2fkbl,0,31.5,31.6,2025-05-11T14:15:30.595Z,2025-05-12T06:05:09Z,5720579681,56,Back,5723082081,15,,5723082083,388,,,,,,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813572733,4,4,1,0,13,agh9ifb2mw3ivjusgedj7c3fe,1,64.2,65.4,2025-05-11T14:15:31.874Z,2025-05-12T06:05:14Z,5720578985,56,Center,5720578987,152,,5720579667,295,,5720578989,286,,5720578995,233,7,5720578981,13,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813572721,7,4,1,0,13,3kq9cckrnlogidldtdie2fkbl,0,35.8,34.6,2025-05-11T14:15:31.875Z,2025-05-12T06:05:14Z,5723082109,178,,5720578945,13,,5720579623,295,,5720578953,56,Back,5720578961,285,,5720579031,233,4,5720578957,152,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573033,5,1,1,0,44,agh9ifb2mw3ivjusgedj7c3fe,0,65.1,65.5,2025-05-11T14:16:03.195Z,2025-05-12T06:05:19Z,5720580481,5,,5720580497,213,5.66,5720580499,1,,5720580493,141,24.6,5723082143,178,,5720580485,152,,5720580495,212,47.4,5720580483,155,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5720580489,140,100,5720580487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813573377,6,5,1,0,47,agh9ifb2mw3ivjusgedj7c3fe,0,101.3,24.8,2025-05-11T14:16:06.075Z,2025-05-12T06:05:24Z,5720582309,56,Center,5720582335,233,9,5720582311,346,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813573059,9,5,1,0,47,3kq9cckrnlogidldtdie2fkbl,1,-1.3,75.2,2025-05-11T14:16:06.075Z,2025-05-12T06:05:24Z,5720580645,56,Back,5720582321,233,6,5720580647,346,,,,,,,,,,,,,,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573387,10,1,1,1,9,3kq9cckrnlogidldtdie2fkbl,0,4.7,52.1,2025-05-11T14:16:27.755Z,2025-05-12T06:05:28Z,5720582369,213,6.2,5720582363,140,72.1,5720582361,56,Center,5720582365,141,43.9,5720582373,74,,5720582371,1,,5720582367,212,71,5720582359,124,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573407,7,1,1,1,13,agh9ifb2mw3ivjusgedj7c3fe,0,31.9,57.2,2025-05-11T14:16:31.315Z,2025-05-12T06:05:33Z,5720582491,213,0.44,5720582485,140,64.3,5720582487,141,80.9,5720582489,212,37.6,5720582481,157,,5720582495,1,,5720582483,56,Left,5723082219,388,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813573427,11,1,1,1,17,3kq9cckrnlogidldtdie2fkbl,1,35.9,13.6,2025-05-11T14:16:35.355Z,2025-05-12T06:05:37Z,5723082243,178,,5720582613,3,,5720582619,141,19.3,5720582617,140,40.6,5720582621,212,6.3,5720582623,213,0.67,5720582615,56,Back,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573451,12,1,1,1,18,3kq9cckrnlogidldtdie2fkbl,1,36.7,14.5,2025-05-11T14:16:36.635Z,2025-05-12T06:05:48Z,5720582737,212,8.3,5720582735,141,3.7,5723082325,178,,5720582731,56,Back,5720582733,140,40.4,5720582739,213,5.2,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573467,13,1,1,1,21,3kq9cckrnlogidldtdie2fkbl,1,39.6,4,2025-05-11T14:16:39.515Z,2025-05-12T06:05:54Z,5720582837,140,31.6,5723082387,178,,5720582835,56,Back,5720582843,213,2.58,5720582841,212,9.9,5720582839,141,11.8,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573491,14,1,1,1,22,3kq9cckrnlogidldtdie2fkbl,1,31.3,13,2025-05-11T14:16:41.035Z,2025-05-12T06:05:59Z,5720582979,213,0.65,5720582971,56,Back,5720582973,140,36,5720582975,141,18.5,5723082417,178,,5720582977,212,6.2,,,,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573521,15,1,1,1,26,3kq9cckrnlogidldtdie2fkbl,1,26.2,29.4,2025-05-11T14:16:44.315Z,2025-05-12T06:06:02Z,5720583135,140,3.3,5720583137,141,51.4,5723082453,178,,5720583139,212,28.3,5720583133,56,Back,5720583141,213,2.59,,,,,,,39gif4xfy8xddarasbsad56ok,A. Güler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573579,16,1,1,1,29,3kq9cckrnlogidldtdie2fkbl,1,3.3,51.4,2025-05-11T14:16:47.875Z,2025-05-12T06:06:13Z,5720583413,140,11.6,5723082531,178,,5720583411,56,Back,5720583419,213,1.11,5720583417,212,19.5,5720583415,141,77.1,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573623,17,1,1,1,34,3kq9cckrnlogidldtdie2fkbl,1,21.1,81.7,2025-05-11T14:16:52.475Z,2025-05-12T06:06:17Z,5720583637,56,Back,5723082553,178,,5720583645,213,5.8,5720583641,141,72.3,5720583643,212,13.7,5720583639,140,32.6,,,,,,,atj6u4qul0o2ca57etbmes07o,Raúl Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573613,8,83,1,1,36,agh9ifb2mw3ivjusgedj7c3fe,0,68.9,11.1,2025-05-11T14:16:54.355Z,2025-05-12T06:06:29Z,5720583879,399,e83ula4wockmc2xid7185kcq2,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813573647,18,1,1,1,36,3kq9cckrnlogidldtdie2fkbl,1,32,77.5,2025-05-11T14:16:54.395Z,2025-05-12T06:06:34Z,5720583781,141,83.3,5720583783,212,15.2,5720583779,140,18,5720583777,56,Back,5720583785,213,2.88,5723082613,178,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573657,19,1,1,1,38,3kq9cckrnlogidldtdie2fkbl,1,18.2,83.3,2025-05-11T14:16:56.595Z,2025-05-12T06:06:37Z,5720583857,212,8.9,5720583855,141,70.6,5720583853,140,20.4,5720583851,56,Back,5723082725,178,,5720583859,213,4.97,,,,,,,atj6u4qul0o2ca57etbmes07o,Raúl Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573667,20,1,1,1,39,3kq9cckrnlogidldtdie2fkbl,1,20.4,70.6,2025-05-11T14:16:57.475Z,2025-05-12T06:06:40Z,5723082753,178,,5720583907,213,2.09,5720583905,212,9.6,5720583903,141,82.9,5720583901,140,15.9,5720583899,56,Back,,,,,,,39gif4xfy8xddarasbsad56ok,A. Güler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573675,21,1,1,1,40,3kq9cckrnlogidldtdie2fkbl,1,15.9,82.9,2025-05-11T14:16:59.075Z,2025-05-12T06:06:42Z,5720583955,212,9.3,5723082767,178,,5720583957,213,5.16,5720583949,56,Back,5720583951,140,19.7,5720583953,141,70.6,,,,,,,atj6u4qul0o2ca57etbmes07o,Raúl Asencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573691,22,1,1,1,41,3kq9cckrnlogidldtdie2fkbl,1,19.7,70.6,2025-05-11T14:16:59.555Z,2025-05-12T06:06:45Z,5720584019,140,19.6,5720584025,213,1.58,5720584021,141,91.3,5723082797,178,,5720584017,56,Back,5720584023,212,14.1,,,,,,,39gif4xfy8xddarasbsad56ok,A. Güler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573715,23,1,1,1,43,3kq9cckrnlogidldtdie2fkbl,1,19.2,94.2,2025-05-11T14:17:01.995Z,2025-05-12T06:06:48Z,5720584135,213,4.02,5723082827,178,,5720584127,56,Back,5720584129,140,3.8,5720584133,212,25.4,5720584131,141,65.3,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573733,24,1,1,1,45,3kq9cckrnlogidldtdie2fkbl,0,3.8,65.3,2025-05-11T14:17:03.435Z,2025-05-12T06:06:59Z,5720584239,213,1.09,5720584231,56,Back,5723082901,178,,5720584233,140,16.2,5720584229,157,,5720584241,1,,5720584235,141,100,5720584237,212,28,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573853,9,5,1,1,46,agh9ifb2mw3ivjusgedj7c3fe,1,85.8,-1.8,2025-05-11T14:17:04.595Z,2025-05-12T06:07:04Z,5720584853,347,,5720584849,56,Right,5720584881,233,25,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813573735,25,5,1,1,46,3kq9cckrnlogidldtdie2fkbl,0,14.2,101.8,2025-05-11T14:17:04.595Z,2025-05-12T06:07:04Z,5720584243,56,Back,5720584885,233,9,5720584245,347,,,,,,,,,,,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573895,10,1,1,1,59,agh9ifb2mw3ivjusgedj7c3fe,1,85.9,0,2025-05-11T14:17:17.915Z,2025-05-12T06:08:11Z,5720585039,56,Right,5720585045,212,10.3,5720585047,213,1.66,5720585043,141,13.1,5720585041,140,85,5720585037,107,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813573899,11,61,1,2,1,agh9ifb2mw3ivjusgedj7c3fe,0,83.7,12.5,2025-05-11T14:17:19.315Z,2025-05-12T06:08:17Z,5720585053,56,Right,5723083465,178,,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813573919,26,49,1,2,2,3kq9cckrnlogidldtdie2fkbl,1,23.3,86.9,2025-05-11T14:17:20.755Z,2025-05-12T06:08:21Z,,,,,,,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573925,27,1,1,2,3,3kq9cckrnlogidldtdie2fkbl,1,23.3,86.9,2025-05-11T14:17:21.355Z,2025-05-12T06:08:28Z,5723083539,178,,5720585197,56,Back,5720585201,141,75.5,5720585203,212,14.2,5720585205,213,5.7,5720585199,140,34.6,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573965,28,1,1,2,3,3kq9cckrnlogidldtdie2fkbl,1,34.6,75.5,2025-05-11T14:17:22.195Z,2025-05-12T06:08:36Z,5720585421,56,Back,5720585423,140,32.8,5720585427,212,10.4,5720585429,213,1.75,5723083597,178,,5720585425,141,90.5,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573969,29,3,1,2,8,3kq9cckrnlogidldtdie2fkbl,0,66.6,94.6,2025-05-11T14:17:26.635Z,2025-05-12T06:08:44Z,5720585449,286,,5721287739,465,,5723083645,178,,5720585523,233,12,5720585447,56,Left,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813573977,12,7,1,2,9,agh9ifb2mw3ivjusgedj7c3fe,1,33.4,5.4,2025-05-11T14:17:27.755Z,2025-05-12T06:08:49Z,5721288319,385,,5720585481,167,,5720585483,56,Back,5723083685,389,,5720585485,285,,5720585499,233,29,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813574007,13,5,1,2,10,agh9ifb2mw3ivjusgedj7c3fe,0,32.8,-1.4,2025-05-11T14:17:28.835Z,2025-05-12T06:08:52Z,5720585647,56,Back,5720586223,233,30,5720585649,347,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813574085,30,5,1,2,10,3kq9cckrnlogidldtdie2fkbl,1,67.2,101.4,2025-05-11T14:17:28.835Z,2025-05-12T06:08:53Z,5720586159,56,Left,5720586161,347,,5720586189,233,13,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813574171,31,1,1,2,28,3kq9cckrnlogidldtdie2fkbl,1,75,100,2025-05-11T14:17:47.155Z,2025-05-12T06:09:00Z,5720586773,212,6,5720586765,140,75.7,5720586777,213,4.83,5720586757,107,,5720586769,141,93,5720586761,56,Left,,,,,,,39c5g6782qlrtw55fsre7exnt,Fran García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813574179,32,4,1,2,30,3kq9cckrnlogidldtdie2fkbl,1,67,93.6,2025-05-11T14:17:48.874Z,2025-05-12T06:09:02Z,5720586835,286,,5720586827,13,,5720586833,265,,5720586829,56,Left,5720586831,152,,5720586849,233,14,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813574177,14,4,1,2,30,agh9ifb2mw3ivjusgedj7c3fe,0,33,6.4,2025-05-11T14:17:48.875Z,2025-05-12T06:09:02Z,5720586815,152,,5720586811,13,,5720586817,265,,5720586887,233,32,5720586813,56,Back,5723083781,178,,5720586819,285,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813574293,33,1,1,2,38,3kq9cckrnlogidldtdie2fkbl,1,65.2,95.4,2025-05-11T14:17:56.755Z,2025-05-12T06:09:06Z,5720587443,141,75.4,5720587441,140,58.6,5720587439,56,Center,5720587447,213,4.24,5720587437,152,,5720588067,189,,5720587445,212,15.3,5720587435,5,,39c5g6782qlrtw55fsre7exnt,Fran García,5723083815,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813574301,34,1,1,2,40,3kq9cckrnlogidldtdie2fkbl,1,58.5,74.2,2025-05-11T14:17:59.035Z,2025-05-12T06:09:11Z,5723083841,178,,5720587497,212,19.3,5720587495,141,45.9,5720587493,140,56.9,5720588171,189,,5720587491,56,Center,5720587499,213,4.63,,,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813574317,35,1,1,2,42,3kq9cckrnlogidldtdie2fkbl,1,56.9,45.9,2025-05-11T14:18:01.155Z,2025-05-12T06:09:12Z,5720587549,140,63.2,5720587555,213,5.22,5723083849,178,,5721290917,189,,5720587553,212,13.7,5720587545,56,Center,5720587551,141,28.3,,,,i48mf81fxn2af1xxjzfi8gr9,Dani Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813574325,36,1,1,2,43,3kq9cckrnlogidldtdie2fkbl,0,63.2,28.3,2025-05-11T14:18:02.155Z,2025-05-12T06:09:22Z,5720587617,213,0.82,5720590655,155,,5720587615,212,14.5,5723083937,178,,5720587611,140,72.6,5720587613,141,44,5720587609,56,Center,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813574343,15,1,1,2,46,agh9ifb2mw3ivjusgedj7c3fe,0,23,52.5,2025-05-11T14:18:04.395Z,2025-05-12T06:09:27Z,5720587737,213,2.81,5723083971,178,,5720587735,212,12.3,5720587729,56,Back,5720587733,141,58.4,5720587731,140,11.9,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2813702485,677,3,1,2,48,3kq9cckrnlogidldtdie2fkbl,0,90.4,39.5,2025-05-11T14:18:06.315Z,2025-05-12T06:09:34Z,5721293127,286,,5723084019,178,,5721293125,56,Center,5721293131,467,6ofu6yc2qwp5ii9cerdq1tk9h,5721293129,464,,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813574359,37,4,1,2,48,3kq9cckrnlogidldtdie2fkbl,1,89,39.4,2025-05-11T14:18:06.554Z,2025-05-12T06:09:37Z,5720587913,9,,5720587919,152,,5720587923,286,,5720587921,265,,5720596221,348,5e9ilgrz3tzg9kd1gk3yvrahh,5720587917,56,Center,5720588239,233,16,5720587915,13,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2813574355,16,4,1,2,48,agh9ifb2mw3ivjusgedj7c3fe,0,11,60.6,2025-05-11T14:18:06.555Z,2025-05-12T06:09:37Z,5720588187,152,,5720588185,56,Back,5720588191,285,,5720588275,233,37,5723084039,178,,5720588183,13,,5720588181,9,,5720588189,265,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
