id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/10/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,teamName
2750827189,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-11-23T18:51:14.074Z,2024-11-23T20:38:34Z,5377769583,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5377769581,30,"4mxx1oxkiexm0ha34utcmb17t, cscn06kwqfzo09h0dc5ybt1pl, 6l1y87tlepsvr83d8y2qifeqy, 3hht0os2uzu234yq550i3fbe2, bkwxem45cf48k14euwqe7rs44, cd5napttmwk5o9gxw3cbb4ted, 2wl6h1rlrfnn2mr65vuo3t815, 4ftlhtels58lyzfluwofzwxuy, afxjicw89683nlpms9yy5x51x, eb3ci3a120om80v80mobsus8a, 4gq1u1mqg0qzekh1u5djleeax, 6ofu6yc2qwp5ii9cerdq1tk9h, 9s5uadkz3qy2nke745778dfys, bzgh5psb1janz9y3btpswngbu, 5kodjbsarkql4vhs126p2vhwq, cjll1xrw3xulnl23c9tlf6rys, 9f0jk3wgmlnnmnqrdkh4gnpt6, ezviixcyaaj162saxs2yl27s9, 8xjdsfk5u7wph4o7h1w45dses, 4jpwo30o4qp53k59oxvuj90k4, b0ebh3wi3lwieb1z04ajxjz84, 7h9rf5bjvnsj65rky23jgp2qc, 84ifgcsn9xuvyw4m4lrcf57v8",5377769595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5377769589,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5377769585,59,"13, 23, 35, 17, 2, 5, 11, 8, 9, 6, 20, 25, 31, 3, 14, 16, 18, 21, 32, 36, 41, 34, 43",5377769587,130,8,5377769593,197,26091,5377769591,194,2wl6h1rlrfnn2mr65vuo3t815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750828505,1,34,16,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2024-11-23T18:53:06.843Z,2024-11-23T20:19:12Z,5377777137,197,279,5377777127,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5377777135,194,cs2yx3hiqjsb4i5ul2r5kmdat,5377777125,30,"8k88isvd2hwr5e4gn9oxzr2t, 79n0dyjagmleor1fpwl25qql0, c3sl9ajm4q424r4u37iath3hl, e3czx0nsuw10acnftbr8ud0bt, cksi669gcnskpytzh70a43it, 9i7lb16qty1t21bnc5h7skclx, daid84a2zbh8rasleahdp8nis, 64ctdbd0w5ikj0fkcuu9jdbhm, 1p0xp2onnys7jlru55vfgf1pm, cs2yx3hiqjsb4i5ul2r5kmdat, a35r6fa79ipqqktiff3uhz6j9, 59ndqnsvggsoek170rdqyd1w5, d12m2oz1lomkc1qxmpht38lat, 5ez2huoeh2g3ijpgr7m15lg5, 7lo14fnq32yyyqql6jws5w3xl, 3qrk8nw6nc8o96n7jr1az21ux, 9ksvo095xi2t4q4pvgxa836z8, 18mddnpa54ygoaefaj0c5obf9, 23oysjfutg5xy1f3o9bapnmxh, 6mgwcjden6vbuyrcexaxu9ogk, 3sy16pz110zmyq073ao24l1ck, 81fw03v34t2u3xnwq5gpdbpck, c60m17adgxbewkrzizwtzd91w",5377777129,59,"13, 32, 3, 8, 2, 20, 30, 6, 9, 10, 17, 1, 7, 11, 12, 15, 18, 21, 22, 23, 24, 25, 33",5377777139,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5377777133,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5377777131,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873151,2,32,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2024-11-23T20:00:11.388Z,2024-11-24T04:19:47Z,5378032311,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873157,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-11-23T20:00:11.388Z,2024-11-23T20:00:12Z,5378032355,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750873209,3,1,1,0,0,6f27yvbqcngegwsg2ozxxdj4,1,49.8,50.1,2024-11-23T20:00:11.431Z,2024-11-24T08:54:14Z,5378032629,212,17.2,5378032617,56,Back,5378032621,140,35.8,5378032633,213,2.6,5378032637,279,S,5378032625,141,63.1,5379326027,178,,,,,1p0xp2onnys7jlru55vfgf1pm,T. Douvikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873231,4,1,1,0,3,6f27yvbqcngegwsg2ozxxdj4,1,31.4,67.3,2024-11-23T20:00:14.818Z,2024-11-24T08:54:18Z,5378032739,56,Back,5379326039,178,,5378032741,140,15.2,5378032743,141,52.7,5378032747,213,3.67,5378032745,212,19.7,,,,,,,64ctdbd0w5ikj0fkcuu9jdbhm,I. Moriba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873253,5,1,1,0,6,6f27yvbqcngegwsg2ozxxdj4,1,15.2,52.5,2024-11-23T20:00:17.542Z,2024-11-24T08:54:22Z,5379326049,178,,5378032845,56,Back,5378032859,212,31.8,5378032861,213,1.18,5378032855,141,95.7,5378032849,140,26.7,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873269,6,1,1,0,9,6f27yvbqcngegwsg2ozxxdj4,1,26.2,94.8,2024-11-23T20:00:21.222Z,2024-11-24T08:54:28Z,5378032965,140,14.3,5378032967,141,50.1,5378032973,1,,5378032971,213,4.32,5379326053,178,,5378032961,155,,5378032963,56,Back,5378032969,212,32.9,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873343,7,1,1,0,12,6f27yvbqcngegwsg2ozxxdj4,1,14.3,50.1,2024-11-23T20:00:23.405Z,2024-11-24T08:54:36Z,5378033419,56,Back,5378033427,213,3.59,5378033425,212,12.7,5378033417,3,,5379326077,178,,5378033421,140,3.4,5378033423,141,42.1,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873345,8,52,1,0,19,6f27yvbqcngegwsg2ozxxdj4,1,4.3,43.4,2024-11-23T20:00:30.716Z,2024-11-24T08:54:43Z,5379326083,178,,5378984679,376,,,,,,,,,,,,,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873439,9,1,1,0,25,6f27yvbqcngegwsg2ozxxdj4,1,12.5,52.8,2024-11-23T20:00:36.775Z,2024-11-24T08:54:48Z,5378034031,123,,5378034033,56,Back,5378034055,287,,5379326099,178,,5378034041,213,1.33,5378034039,212,29,5378034035,140,19.2,5378034037,141,94.2,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873465,10,1,1,0,28,6f27yvbqcngegwsg2ozxxdj4,1,18.7,97.1,2024-11-23T20:00:39.563Z,2024-11-24T08:54:52Z,5378034247,140,5.8,5378034251,141,77.3,5378034245,56,Back,5379326103,178,,5378034257,213,3.92,5378034255,212,19.1,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873481,11,1,1,0,31,6f27yvbqcngegwsg2ozxxdj4,1,5,83.3,2024-11-23T20:00:42.408Z,2024-11-24T08:54:57Z,5378034333,212,4.9,5378034331,141,90,5378034329,140,6.6,5379326115,178,,5378034335,213,1.22,5378034327,56,Back,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873497,12,1,1,0,34,6f27yvbqcngegwsg2ozxxdj4,1,9.1,71.1,2024-11-23T20:00:45.544Z,2024-11-24T08:55:02Z,5378034465,213,5.86,5379326135,178,,5378034459,140,27.1,5378034463,212,20.8,5378034461,141,58.5,5378034455,155,,5378034457,56,Back,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873507,13,1,1,0,35,6f27yvbqcngegwsg2ozxxdj4,0,27.2,56.2,2024-11-23T20:00:46.759Z,2024-11-24T08:55:10Z,5378034519,3,,5378034527,141,46.6,5378034525,140,37.2,5379326143,388,,5378034529,212,12.4,5378034531,213,5.73,5378034523,56,Back,5378034521,168,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873553,3,1,1,0,37,agh9ifb2mw3ivjusgedj7c3fe,0,60.5,56.7,2024-11-23T20:00:49.054Z,2024-11-24T08:55:15Z,5378034823,141,5.5,5378034821,140,69.5,5378034829,1,,5379326163,178,,5378034817,157,,5378034825,212,36.1,5378034819,56,Right,5378034827,213,4.98,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750873609,14,1,1,0,43,6f27yvbqcngegwsg2ozxxdj4,1,34.5,96.3,2024-11-23T20:00:54.570Z,2024-11-24T08:55:29Z,5378035197,212,9.3,5379326211,178,,5378035189,3,,5378035195,141,96.1,5378035199,213,3.16,5378035193,140,25.6,5378035191,56,Back,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873617,15,1,1,0,44,6f27yvbqcngegwsg2ozxxdj4,1,26.2,90.1,2024-11-23T20:00:55.831Z,2024-11-24T08:55:36Z,5378035279,213,0.44,5379326225,178,,5378035265,56,Back,5378035267,140,31.5,5378035273,212,6.2,5378035269,141,94,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750918923,369,1,1,0,46,6f27yvbqcngegwsg2ozxxdj4,1,25.1,93.2,2024-11-23T20:00:57.920Z,2024-11-24T08:55:43Z,5378282427,141,96.3,5378282425,140,20.5,5379326249,178,,5378282429,212,5.3,5378282431,213,2.73,5378282423,56,Back,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750919621,370,1,1,0,48,6f27yvbqcngegwsg2ozxxdj4,0,22.8,97.1,2024-11-23T20:00:59.771Z,2024-11-24T08:55:45Z,5378285945,141,89.1,5379326253,178,,5378285947,212,6.7,5378285941,56,Back,5378285943,140,26.6,5378285949,213,5.35,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873627,16,43,1,0,49,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2024-11-23T20:01:00.636Z,2024-11-23T20:52:13Z,5378035331,213,5.64,5378035323,56,Back,5378035325,140,34.1,5378035327,141,86.8,5378286789,144,1,5378035329,212,5.9,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873623,4,49,1,0,49,agh9ifb2mw3ivjusgedj7c3fe,1,70,11,2024-11-23T20:01:00.682Z,2024-11-24T08:55:48Z,,,,,,,,,,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750873647,5,1,1,0,50,agh9ifb2mw3ivjusgedj7c3fe,1,70,9.8,2024-11-23T20:01:01.443Z,2024-11-24T08:55:51Z,5378035429,213,5.22,5378035423,140,72.3,5378035421,56,Right,5378035427,212,5,5379326273,178,,5378035425,141,3.4,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750873665,6,1,1,0,50,agh9ifb2mw3ivjusgedj7c3fe,1,72.3,3.4,2024-11-23T20:01:01.969Z,2024-11-24T08:55:54Z,5378035545,141,11.7,5378035547,212,6.7,5378035543,140,75.7,5378035541,56,Right,5379326285,178,,5378035549,213,1.01,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750873671,7,61,1,0,51,agh9ifb2mw3ivjusgedj7c3fe,0,75.7,11.7,2024-11-23T20:01:02.438Z,2024-11-24T08:56:14Z,5378035567,56,Right,5379326301,178,,5379326355,21,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750873723,17,49,1,0,53,6f27yvbqcngegwsg2ozxxdj4,1,19.2,85.9,2024-11-23T20:01:04.442Z,2024-11-24T08:56:21Z,,,,,,,,,,,,,,,,,,,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873747,18,1,1,0,53,6f27yvbqcngegwsg2ozxxdj4,1,18.7,82.2,2024-11-23T20:01:04.636Z,2024-11-24T08:56:25Z,5379326385,178,,5378036021,213,3.74,5378036005,56,Back,5378036017,212,19.2,5378036013,141,66.2,5378036009,140,3.6,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873765,19,1,1,0,55,6f27yvbqcngegwsg2ozxxdj4,0,4.7,65.2,2024-11-23T20:01:06.573Z,2024-11-24T08:56:28Z,5378036115,56,Back,5378036121,212,44.6,5378036139,1,,5378036117,140,42.2,5379326397,178,,5378036113,157,,5378036119,141,96,5378036137,213,0.49,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873793,8,1,1,0,58,agh9ifb2mw3ivjusgedj7c3fe,1,59.6,7.3,2024-11-23T20:01:09.933Z,2024-11-24T08:56:32Z,5378036325,212,6.3,5378036319,56,Right,5378036327,213,1.7,5378036321,140,58.8,5378036323,141,16.5,5379326417,388,,5378036317,3,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750873807,9,1,1,1,0,agh9ifb2mw3ivjusgedj7c3fe,0,58.8,16.5,2024-11-23T20:01:11.484Z,2024-11-24T08:56:42Z,5378036405,141,11.1,5378036399,155,,5379326435,388,,5378036407,212,10,5378036403,140,67.7,5378036401,56,Right,5378036409,213,5.91,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750873829,20,1,1,1,3,6f27yvbqcngegwsg2ozxxdj4,1,29.6,87.5,2024-11-23T20:01:14.960Z,2024-11-24T08:56:50Z,5379326463,178,,5378036583,56,Back,5378036589,212,4,5378036585,140,28.6,5378036591,213,4.45,5378036587,141,81.8,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873857,21,1,1,1,4,6f27yvbqcngegwsg2ozxxdj4,0,27.9,84,2024-11-23T20:01:15.671Z,2024-11-24T08:56:55Z,5378036721,140,39,5378036723,141,85.4,5378036725,212,11.7,5378036727,213,0.08,5378036719,56,Back,5379326473,178,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750873873,10,49,1,1,6,agh9ifb2mw3ivjusgedj7c3fe,1,58.5,10.6,2024-11-23T20:01:17.399Z,2024-11-24T08:56:58Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750873993,11,1,1,1,7,agh9ifb2mw3ivjusgedj7c3fe,1,57.4,10.3,2024-11-23T20:01:18.909Z,2024-11-24T08:57:01Z,5378037499,140,24.9,5379326489,178,,5378037505,213,2.66,5378037511,1,,5378037501,141,36.4,5378037503,212,38.5,5378037497,56,Back,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874051,12,1,1,1,13,agh9ifb2mw3ivjusgedj7c3fe,1,24,45.2,2024-11-23T20:01:24.628Z,2024-11-24T08:57:06Z,5378037821,140,31.3,5378037823,141,71.2,5379326505,178,,5378037827,213,1.16,5378037819,56,Back,5378037825,212,19.3,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874129,13,1,1,1,19,agh9ifb2mw3ivjusgedj7c3fe,1,30.8,67.7,2024-11-23T20:01:31.115Z,2024-11-24T08:57:11Z,5378038227,56,Back,5378038235,213,4.41,5378038229,140,23.1,5379326517,178,,5378038231,141,29.5,5378038233,212,27.2,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874177,14,1,1,1,25,agh9ifb2mw3ivjusgedj7c3fe,1,22.1,31,2024-11-23T20:01:36.477Z,2024-11-24T08:57:18Z,5378038517,213,2.2,5379326565,178,,5378038515,212,15.9,5378038509,56,Back,5378038513,141,49.9,5378038511,140,13.2,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874233,15,1,1,1,28,agh9ifb2mw3ivjusgedj7c3fe,1,13.2,49.9,2024-11-23T20:01:39.724Z,2024-11-24T08:57:26Z,5378038821,213,0.96,5378038815,140,24.8,5378038817,141,75.3,5378038813,56,Back,5379326601,178,,5378038819,212,21.1,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874301,16,1,1,1,31,agh9ifb2mw3ivjusgedj7c3fe,0,28.7,86.6,2024-11-23T20:01:42.876Z,2024-11-24T08:57:29Z,5378039199,212,82.4,5378039193,56,Right,5378039191,196,,5378039203,1,,5378039201,213,5.59,5378039197,141,9.2,5379326615,178,,5378039195,140,89.1,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,5378039189,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874313,22,49,1,1,37,6f27yvbqcngegwsg2ozxxdj4,1,10.3,84.4,2024-11-23T20:01:48.791Z,2024-11-24T08:57:35Z,,,,,,,,,,,,,,,,,,,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750874363,23,1,1,1,37,6f27yvbqcngegwsg2ozxxdj4,1,11.4,84.4,2024-11-23T20:01:48.860Z,2024-11-24T08:57:38Z,5378039529,213,4.05,5378039521,56,Back,5378039523,140,3.1,5379326647,178,,5378039527,212,14.3,5378039525,141,67.8,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750874395,24,1,1,1,40,6f27yvbqcngegwsg2ozxxdj4,1,3.1,61.4,2024-11-23T20:01:52.340Z,2024-11-24T08:57:43Z,5379326659,178,,5378039709,140,2.5,5378039713,212,19.1,5378039711,141,33.4,5378039707,56,Back,5378039715,213,4.68,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750874459,25,1,1,1,43,6f27yvbqcngegwsg2ozxxdj4,1,5.4,32.4,2024-11-23T20:01:55.367Z,2024-11-24T08:57:47Z,5378040111,56,Back,5378040119,141,12.8,5378040123,213,5.2,5378040121,212,15.1,5378040115,140,12.1,5379326681,178,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750874463,26,1,1,1,49,6f27yvbqcngegwsg2ozxxdj4,0,27.7,4.7,2024-11-23T20:02:00.780Z,2024-11-24T08:57:53Z,5378040139,141,5.5,5378040141,212,0.9,5378040143,213,0.64,5378040137,140,28.4,5378040135,56,Back,5379326693,178,,,,,,,,79n0dyjagmleor1fpwl25qql0,Javi Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750874469,17,61,1,1,49,agh9ifb2mw3ivjusgedj7c3fe,1,59.6,90.5,2024-11-23T20:02:00.857Z,2024-11-24T08:57:57Z,5379326707,178,,5378040173,56,Left,,,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874503,18,1,1,1,51,agh9ifb2mw3ivjusgedj7c3fe,0,46.3,84.8,2024-11-23T20:02:02.552Z,2024-11-24T08:58:06Z,5378040397,1,,5378040389,140,89.7,5378040395,213,5.9,5378040385,157,,5379326745,178,,5378040393,212,49.1,5378040391,141,58.1,5378040387,56,Center,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874543,27,1,1,1,53,6f27yvbqcngegwsg2ozxxdj4,1,19.5,40.4,2024-11-23T20:02:05.279Z,2024-11-24T08:58:11Z,5378040597,212,12.9,5378040589,3,,5378040595,141,45.7,5379326775,178,,5378040599,213,2.86,5378040593,140,7.7,5378040591,56,Back,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750874549,28,52,1,1,55,6f27yvbqcngegwsg2ozxxdj4,1,7.7,45.8,2024-11-23T20:02:06.525Z,2024-11-24T08:58:13Z,5378988045,377,,5379326787,178,,,,,,,,,,,,,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750874609,29,1,1,1,55,6f27yvbqcngegwsg2ozxxdj4,1,7.7,45.8,2024-11-23T20:02:07.079Z,2024-11-24T08:58:15Z,5378040925,1,,5378040919,141,96.9,5378040915,56,Back,5379326799,178,,5378040917,140,26.9,5378040913,123,,5378040963,287,,5378040923,213,1.05,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,5378040921,212,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750874705,30,1,1,1,58,6f27yvbqcngegwsg2ozxxdj4,0,33.5,93.3,2024-11-23T20:02:10.079Z,2024-11-24T08:58:18Z,5378041459,56,Left,5378041467,140,79.7,5378041487,1,,5378041479,212,48.8,5378044303,189,,5378041475,141,85.6,5379326807,178,,5378041483,213,6.18,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750874739,19,59,1,2,5,agh9ifb2mw3ivjusgedj7c3fe,1,19.6,14.9,2024-11-23T20:02:16.531Z,2024-11-24T08:58:24Z,5378041673,56,Back,,,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874743,20,12,1,2,5,agh9ifb2mw3ivjusgedj7c3fe,1,20.8,13.7,2024-11-23T20:02:16.602Z,2024-11-24T08:58:28Z,5378041683,56,Back,5378314253,167,,5378041685,140,41.3,5379326837,178,,5378041687,141,0,5378041691,213,5.83,5378041689,212,24,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874747,21,5,1,2,7,agh9ifb2mw3ivjusgedj7c3fe,0,40,-1.6,2024-11-23T20:02:19.174Z,2024-11-24T08:58:30Z,5378042305,233,31,5378041711,56,Back,5378041713,347,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750874851,31,5,1,2,7,6f27yvbqcngegwsg2ozxxdj4,1,60,101.6,2024-11-23T20:02:19.174Z,2024-11-24T08:58:31Z,5378042295,233,21,5378042281,347,,5378042277,56,Left,,,,,,,,,,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750875033,32,1,1,2,27,6f27yvbqcngegwsg2ozxxdj4,1,65.3,100,2024-11-23T20:02:38.526Z,2024-11-24T08:58:37Z,5378043359,141,85.3,5378043353,107,,5378043357,140,70.4,5378043355,56,Left,5378043361,212,12.2,5378043363,213,5.17,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
