id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/10/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,teamName
2750907449,314,1,1,38,48,6f27yvbqcngegwsg2ozxxdj4,1,33.4,64.5,2024-11-23T20:39:00.288Z,2024-11-24T10:03:10Z,5378218897,3,,5378218907,213,1.11,5379370759,178,,5378218905,212,16.5,5378218899,56,Back,5378218901,140,40.4,5378218903,141,86.3,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750907471,315,1,1,38,51,6f27yvbqcngegwsg2ozxxdj4,1,41.7,88.9,2024-11-23T20:39:02.618Z,2024-11-24T10:03:16Z,5378219087,156,,5378219059,212,7.3,5378219051,56,Back,5379370795,388,,5378219057,141,91.2,5378219061,213,2.93,5378219055,140,34.9,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750907545,316,1,1,38,52,6f27yvbqcngegwsg2ozxxdj4,1,39.1,94.5,2024-11-23T20:39:04.072Z,2024-11-24T10:03:20Z,5378219489,1,,5379370845,178,,5378219481,140,87.8,5378219477,155,,5378219483,141,78.5,5378219487,213,6.07,5378219479,56,Center,5378219485,212,52.3,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750907561,317,1,1,38,58,6f27yvbqcngegwsg2ozxxdj4,0,88,78.2,2024-11-23T20:39:09.567Z,2024-11-24T10:04:56Z,5379371559,178,,5378219569,212,13.6,5378219563,56,Center,5378219567,141,58.7,5378219571,213,4.94,5378219565,140,90.9,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750907593,432,12,1,38,59,agh9ifb2mw3ivjusgedj7c3fe,1,8,42.1,2024-11-23T20:39:10.494Z,2024-11-24T10:05:03Z,5379371591,178,,5378219697,140,4.9,5378219695,56,Back,5378219699,141,30.4,5378219703,213,4.32,5378219701,212,8.6,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750907613,433,1,1,38,59,agh9ifb2mw3ivjusgedj7c3fe,1,4.9,30.4,2024-11-23T20:39:11.353Z,2024-11-24T10:05:10Z,5378219773,141,25.9,5378219771,140,11.4,5378219777,213,5.86,5379371647,178,,5378219775,212,7.5,5378219769,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750907617,434,49,1,39,3,agh9ifb2mw3ivjusgedj7c3fe,1,11.4,25.9,2024-11-23T20:39:14.563Z,2024-11-24T10:05:36Z,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750907801,435,1,1,39,8,agh9ifb2mw3ivjusgedj7c3fe,1,24.5,25.5,2024-11-23T20:39:20.208Z,2024-11-24T10:05:45Z,5378220769,141,19.2,5378220771,212,16,5379371983,178,,5378220773,213,6.01,5378220767,140,39.2,5378220765,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750907805,436,4,1,39,11,agh9ifb2mw3ivjusgedj7c3fe,1,38.9,24.2,2024-11-23T20:39:22.494Z,2024-11-24T10:05:59Z,5378220813,286,,5378220993,233,318,5378220811,265,,5378220809,152,,5378220805,13,,5378220807,56,Back,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750907817,318,4,1,39,11,6f27yvbqcngegwsg2ozxxdj4,0,61.1,75.8,2024-11-23T20:39:22.495Z,2024-11-24T10:05:58Z,5378220979,285,,5379372077,178,,5378220971,13,,5378220973,56,Center,5378220977,265,,5378221027,233,436,5378220975,152,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750908255,437,1,1,39,37,agh9ifb2mw3ivjusgedj7c3fe,1,37,23.1,2024-11-23T20:39:49.141Z,2024-11-24T10:06:56Z,5378223391,5,,5378223393,152,,5378223399,141,22.2,5378223395,56,Back,5378223403,213,6.03,5378223401,212,2.5,5378223397,140,39.3,5379372513,178,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750908303,438,1,1,39,39,agh9ifb2mw3ivjusgedj7c3fe,1,38.8,24.9,2024-11-23T20:39:50.463Z,2024-11-24T10:06:52Z,5378223735,141,57.8,5378223737,212,22.7,5378223731,56,Back,5378223733,140,35.4,5379372587,178,,5378223739,213,1.73,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750908339,439,1,1,39,42,agh9ifb2mw3ivjusgedj7c3fe,1,35.4,57.8,2024-11-23T20:39:54.080Z,2024-11-24T10:07:04Z,5378223905,212,23.7,5378223897,56,Back,5379372693,178,,5378223901,141,90,5378223899,140,44,5378223909,213,1.18,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750908443,440,1,1,39,45,agh9ifb2mw3ivjusgedj7c3fe,1,42.4,90.2,2024-11-23T20:39:56.975Z,2024-11-24T10:07:25Z,5378224445,140,31.7,5378224451,213,3.49,5379372843,178,,5378224447,141,84.2,5378224443,56,Back,5378224449,212,12,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750908459,441,1,1,39,51,agh9ifb2mw3ivjusgedj7c3fe,0,32.8,93.9,2024-11-23T20:40:02.835Z,2024-11-24T10:07:34Z,5379372987,178,,5378224559,213,5.57,5378224553,140,57,5378224551,56,Center,5378224557,212,33.6,5378224549,155,,5378224561,1,,5378224555,141,61.5,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750908473,319,49,1,39,53,6f27yvbqcngegwsg2ozxxdj4,1,42.4,32.5,2024-11-23T20:40:04.949Z,2024-11-24T10:07:44Z,,,,,,,,,,,,,,,,,,,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750908577,320,1,1,39,54,6f27yvbqcngegwsg2ozxxdj4,1,39.9,33.1,2024-11-23T20:40:06.311Z,2024-11-24T10:07:48Z,5379373257,178,,5378225195,141,48.2,5378225197,212,29.9,5378225193,140,13.2,5378225191,56,Back,5378225199,213,2.79,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750908625,321,1,1,39,58,6f27yvbqcngegwsg2ozxxdj4,0,14.1,46,2024-11-23T20:40:10.387Z,2024-11-24T10:08:03Z,5378225459,212,31.8,5378225465,1,,5378225453,56,Back,5378225451,157,,5379373447,178,,5378225457,141,29.1,5378225455,140,42.3,5378225461,213,5.91,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750908645,442,50,1,40,1,agh9ifb2mw3ivjusgedj7c3fe,1,60.2,73.8,2024-11-23T20:40:13.252Z,2024-11-24T10:08:07Z,5378230963,56,Center,5378230965,286,,5379096309,233,322,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750908673,322,7,1,40,2,6f27yvbqcngegwsg2ozxxdj4,0,39.8,26.2,2024-11-23T20:40:13.736Z,2024-11-24T10:08:12Z,5378232373,285,,5378225685,56,Back,5379038949,385,,5379096305,233,442,5379373533,178,,,,,,,,,,,daid84a2zbh8rasleahdp8nis,Hugo Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750908671,443,49,1,40,3,agh9ifb2mw3ivjusgedj7c3fe,1,58.3,67.6,2024-11-23T20:40:15.051Z,2024-11-24T10:08:16Z,,,,,,,,,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750908717,444,1,1,40,6,agh9ifb2mw3ivjusgedj7c3fe,1,59.1,63.7,2024-11-23T20:40:17.833Z,2024-11-24T10:08:21Z,5378225951,213,5.16,5378225945,140,68.6,5379373647,178,,5378225947,141,32.8,5378225943,56,Center,5378225949,212,23.3,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750908901,445,2,1,40,8,agh9ifb2mw3ivjusgedj7c3fe,1,65.7,32.7,2024-11-23T20:40:19.838Z,2024-11-24T10:08:30Z,5378226953,56,Center,5378226951,7,afxjicw89683nlpms9yy5x51x,5379039521,8,,5378226955,140,73.4,5379373711,178,,5378226957,141,49.5,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750908905,323,55,1,40,8,6f27yvbqcngegwsg2ozxxdj4,1,28.2,57.7,2024-11-23T20:40:19.839Z,2024-11-24T10:08:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909275,324,1,1,40,37,6f27yvbqcngegwsg2ozxxdj4,1,15.6,48.8,2024-11-23T20:40:48.444Z,2024-11-24T10:09:14Z,5378228957,5,,5378228969,212,36.5,5378228975,1,,5379374019,178,,5378228963,140,33.5,5378228961,56,Back,5378228971,213,1.03,5378228959,241,,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,5378228965,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909307,327,43,1,40,38,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2024-11-23T20:40:49.437Z,2024-11-24T02:48:42Z,5379039975,144,49,,,,,,,,,,,,,,,,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909297,325,1,1,40,39,6f27yvbqcngegwsg2ozxxdj4,1,36.2,94.4,2024-11-23T20:40:50.876Z,2024-11-24T10:09:30Z,5378229095,56,Back,5378229097,140,46.4,5379374159,178,,5378229103,213,0.17,5378229099,141,97.1,5378229101,212,10.9,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909327,328,1,1,40,40,6f27yvbqcngegwsg2ozxxdj4,0,46.5,96,2024-11-23T20:40:51.871Z,2024-11-24T10:09:37Z,5378229255,213,5.45,5379374239,178,,5378229243,140,55.5,5378229251,212,14.1,5378229237,155,,5378229239,56,Left,5378229247,141,80.6,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909299,326,43,1,40,41,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2024-11-23T20:40:52.434Z,2024-11-23T20:41:05Z,5378229115,212,0,5378230423,144,1,5378229117,213,0,5378229107,155,0,5378229113,141,97.1,5378229111,140,46.4,5378229109,56,Back,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909349,446,1,1,40,42,agh9ifb2mw3ivjusgedj7c3fe,1,35,18.2,2024-11-23T20:40:53.763Z,2024-11-24T12:13:17Z,5378229355,213,0.08,5378229349,140,42.2,5378229353,212,7.6,5378229351,141,19.1,5379551357,388,,5378229347,56,Back,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909353,447,1,1,40,43,agh9ifb2mw3ivjusgedj7c3fe,0,42.2,19.1,2024-11-23T20:40:54.719Z,2024-11-24T10:09:44Z,5378229371,140,44.5,5378229373,141,20.9,5378229375,212,2.7,5379374297,178,,5378229369,56,Back,5378229377,213,0.47,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909375,329,1,1,40,44,6f27yvbqcngegwsg2ozxxdj4,0,52.3,75.3,2024-11-23T20:40:55.802Z,2024-11-24T10:09:55Z,5378229489,212,1.1,5378229485,140,53.3,5378229487,141,75.3,5378229491,213,0,5378231697,236,,5378229483,56,Center,5378231699,286,,5378231727,233,448,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,5379374365,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909371,448,74,1,40,44,agh9ifb2mw3ivjusgedj7c3fe,1,43.8,21.6,2024-11-23T20:40:55.840Z,2024-11-24T10:09:59Z,5378229477,285,,5378229475,56,Back,5379374393,178,,5378234623,233,329,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909391,330,61,1,40,44,6f27yvbqcngegwsg2ozxxdj4,1,52.9,75,2024-11-23T20:40:55.947Z,2024-11-24T10:10:03Z,5378229583,56,Center,5379374445,178,,,,,,,,,,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909401,449,1,1,40,45,agh9ifb2mw3ivjusgedj7c3fe,0,43.9,22.5,2024-11-23T20:40:56.502Z,2024-11-24T10:10:07Z,5378229625,213,0.11,5378229619,140,56.2,5379374487,178,,5378229621,141,24.6,5378229623,212,13,5378229617,56,Center,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2751060319,805,8,1,40,46,6f27yvbqcngegwsg2ozxxdj4,1,39.8,64.3,2024-11-23T20:40:57.989Z,2024-11-24T10:10:28Z,5379040777,384,,5379040711,56,Back,5379374703,389,,,,,,,,,,,,,,,,,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909447,331,1,1,40,47,6f27yvbqcngegwsg2ozxxdj4,1,44.2,72.1,2024-11-23T20:40:58.825Z,2024-11-24T10:10:34Z,5379374773,178,,5378229867,56,Back,5378229871,141,63.6,5378229879,213,4.87,5378229869,140,45.1,5378229875,212,5.9,,,,,,,9i7lb16qty1t21bnc5h7skclx,Marcos Alonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909463,332,1,1,40,48,6f27yvbqcngegwsg2ozxxdj4,0,44.6,63.9,2024-11-23T20:40:59.674Z,2024-11-24T10:10:39Z,5378229925,140,47.2,5378229927,141,69.4,5379374817,178,,5378229931,213,0.94,5378229923,56,Back,5378229929,212,4.6,,,,,,,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909497,450,1,1,40,49,agh9ifb2mw3ivjusgedj7c3fe,0,55.9,25.2,2024-11-23T20:41:00.418Z,2024-11-24T10:10:43Z,5378230089,213,0.06,5379374871,178,,5378230077,140,86.8,5378230081,141,28.3,5378230091,1,,5378230073,56,Center,5378230085,212,32.5,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909645,333,1,1,40,55,6f27yvbqcngegwsg2ozxxdj4,1,13.4,68.1,2024-11-23T20:41:07.034Z,2024-11-24T10:10:49Z,5378230909,212,34.7,5378230913,1,,5378230903,56,Back,5378230911,213,4.99,5378230907,141,19.1,5379374929,178,,5378230905,140,22.6,,,,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909683,334,1,1,40,59,6f27yvbqcngegwsg2ozxxdj4,0,22.9,18.2,2024-11-23T20:41:10.422Z,2024-11-24T10:10:55Z,5378231097,213,6.27,5378231089,140,68.3,5378231085,157,,5378231101,1,,5379374989,178,,5378231091,141,17.6,5378231093,212,47.7,5378231087,56,Right,79n0dyjagmleor1fpwl25qql0,Javi Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750909689,451,49,1,41,2,agh9ifb2mw3ivjusgedj7c3fe,1,30,84.8,2024-11-23T20:41:14.172Z,2024-11-24T10:11:02Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909767,452,1,1,41,5,agh9ifb2mw3ivjusgedj7c3fe,1,31.5,83.3,2024-11-23T20:41:16.970Z,2024-11-24T10:11:06Z,5378231607,141,57.8,5378231605,140,25.4,5378231609,212,18.5,5379375115,178,,5378231611,213,4.36,5378231603,56,Back,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909805,453,1,1,41,9,agh9ifb2mw3ivjusgedj7c3fe,1,25.4,57.8,2024-11-23T20:41:21.358Z,2024-11-24T10:11:22Z,5378231811,141,24.7,5379375261,178,,5378231815,212,22.7,5378231805,56,Back,5378231817,213,4.57,5378231807,140,22.4,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909841,454,1,1,41,12,agh9ifb2mw3ivjusgedj7c3fe,1,22.8,23,2024-11-23T20:41:23.502Z,2024-11-24T10:11:26Z,5378232021,140,37.7,5378232023,141,20.1,5379375313,178,,5378232019,56,Back,5378232027,213,6.16,5378232025,212,15.8,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909875,455,1,1,41,13,agh9ifb2mw3ivjusgedj7c3fe,1,37.7,20.1,2024-11-23T20:41:24.532Z,2024-11-24T10:11:42Z,5379375497,178,,5378232169,140,40.1,5378232175,213,4.91,5378232167,56,Back,5378232171,141,1.9,5378232173,212,12.6,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909919,456,1,1,41,15,agh9ifb2mw3ivjusgedj7c3fe,1,40.1,1.9,2024-11-23T20:41:27.154Z,2024-11-24T10:11:47Z,5379375561,178,,5378232449,141,6.5,5378232457,213,2.95,5378232445,56,Back,5378232453,212,16.5,5378232447,140,24.7,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750909941,457,1,1,41,18,agh9ifb2mw3ivjusgedj7c3fe,1,24.2,10.3,2024-11-23T20:41:30.164Z,2024-11-24T10:11:51Z,5378232581,141,21.9,5378232583,212,13.2,5378232577,56,Back,5379375591,178,,5378232585,213,2.5,5378232579,140,14.1,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750910015,458,1,1,41,21,agh9ifb2mw3ivjusgedj7c3fe,1,14.1,23.1,2024-11-23T20:41:32.590Z,2024-11-24T10:12:20Z,5378233015,213,2.06,5378233005,140,5.4,5379375907,178,,5378233009,141,48.1,5378233001,56,Back,5378233013,212,19.3,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750910087,459,1,1,41,24,agh9ifb2mw3ivjusgedj7c3fe,1,7.2,51.5,2024-11-23T20:41:35.684Z,2024-11-24T10:12:52Z,5378233321,212,27.1,5378233323,213,1.26,5378233315,56,Back,5379376229,178,,5378233317,140,15.1,5378233319,141,89.4,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750910155,460,1,1,41,27,agh9ifb2mw3ivjusgedj7c3fe,0,14.9,92,2024-11-23T20:41:39.131Z,2024-11-24T10:12:58Z,5378233727,140,75.6,5378233725,56,Left,5378233735,1,,5379376279,178,,5378233729,141,79.1,5378233723,155,,5378233731,212,64.3,5378233733,213,6.15,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750910173,335,43,1,41,32,6f27yvbqcngegwsg2ozxxdj4,1,0,0,2024-11-23T20:41:44.166Z,2024-11-23T20:41:52Z,5378234657,144,49,,,,,,,,,,,,,,,,,,,,,,79n0dyjagmleor1fpwl25qql0,Javi Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750910239,461,4,1,41,32,agh9ifb2mw3ivjusgedj7c3fe,1,79.6,81,2024-11-23T20:41:44.194Z,2024-11-24T10:13:25Z,5378234543,233,336,5378234363,152,,5378234357,56,Left,5378234351,294,,5378234347,13,,5378234371,286,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750910283,336,4,1,41,32,6f27yvbqcngegwsg2ozxxdj4,0,20.4,19,2024-11-23T20:41:44.195Z,2024-11-24T10:13:25Z,5378234517,294,,5379376537,178,,5378234523,285,,5378234521,152,,5378234583,233,461,5378234515,13,,5378234519,56,Back,,,,79n0dyjagmleor1fpwl25qql0,Javi Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750911527,462,1,1,42,51,agh9ifb2mw3ivjusgedj7c3fe,0,78.2,81.7,2024-11-23T20:43:02.442Z,2024-11-24T10:14:16Z,5378241299,155,,5379376773,178,,5378241297,5,,5378241311,213,5.39,5379042679,223,,5378241301,152,,5378241303,56,Center,5378241313,1,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,5378241295,2,,5379042681,20,5378241305,140,5378241307,141,5378241309,212,,,,37.4,,,,,,,,,,,,,,,,100,38.8,,,,,,Barcelona
2750911657,337,5,1,42,53,6f27yvbqcngegwsg2ozxxdj4,1,-1.6,61.6,2024-11-23T20:43:04.785Z,2024-11-24T10:14:22Z,5378242095,233,463,5378242087,56,Back,5378242089,346,,,,,,,,,,,,,,,,,79n0dyjagmleor1fpwl25qql0,Javi Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750911575,463,5,1,42,53,agh9ifb2mw3ivjusgedj7c3fe,0,101.6,38.4,2024-11-23T20:43:04.785Z,2024-11-24T10:14:22Z,5378241557,56,Center,5378242099,233,337,5378241561,346,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750911667,338,1,1,43,1,6f27yvbqcngegwsg2ozxxdj4,1,3.7,54.2,2024-11-23T20:43:12.914Z,2024-11-24T10:14:28Z,5378242171,212,21.2,5378242173,213,1.09,5378242167,140,13,5378243077,189,,5378242165,56,Back,5378242169,141,81.8,5378242163,124,,5378242177,237,,8k88isvd2hwr5e4gn9oxzr2t,Vicente Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750911713,339,1,1,43,3,6f27yvbqcngegwsg2ozxxdj4,1,13,81.8,2024-11-23T20:43:15.047Z,2024-11-24T10:14:38Z,5379377167,178,,5378242367,56,Back,5378242373,212,29.1,5378242371,141,40.7,5378242369,140,20.8,5378242375,213,5,,,,,,,c3sl9ajm4q424r4u37iath3hl,Óscar Mingueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750911819,340,1,1,43,6,6f27yvbqcngegwsg2ozxxdj4,0,20.9,40.4,2024-11-23T20:43:17.934Z,2024-11-24T10:14:43Z,5378242905,213,5.89,5378242895,155,,5379377221,178,,5378242907,1,,5378242897,56,Right,5378242903,212,43,5378242901,141,15.9,5378242899,140,58.7,e3czx0nsuw10acnftbr8ud0bt,Fran Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celta Vigo
2750911779,464,49,1,43,11,agh9ifb2mw3ivjusgedj7c3fe,1,41.6,85.1,2024-11-23T20:43:23.290Z,2024-11-24T11:06:13Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2750911887,465,1,1,43,14,agh9ifb2mw3ivjusgedj7c3fe,1,41.1,81.5,2024-11-23T20:43:26.376Z,2024-11-24T10:17:01Z,5378243257,140,56.7,5378243255,56,Left,5378243263,213,6.26,5378243261,212,16.4,5378243259,141,80.9,5379377511,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
