id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/13/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,teamName
2727433767,306,1,1,42,12,2l0ldgiwsgb8d6y3z0sfgjzyj,0,91.2,12,2024-09-28T19:43:19.714Z,2024-09-29T10:12:41Z,5249945979,140,86.1,5249945973,2,,5249945981,141,46.3,5251286135,20,,5249945983,212,23.9,5251947439,178,,5251286133,224,,5249945985,213,1.8,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,5249945977,56,5249945975,155,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727433799,492,50,1,42,13,agh9ifb2mw3ivjusgedj7c3fe,1,13.2,63.9,2024-09-28T19:43:20.622Z,2024-09-29T10:12:50Z,5249987803,285,,5250012293,233,341,5249946181,56,Back,,,,,,,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727445575,341,7,1,42,14,2l0ldgiwsgb8d6y3z0sfgjzyj,1,86.8,36.1,2024-09-28T19:43:21.589Z,2024-09-29T10:13:02Z,5250012277,233,492,5251947935,15,,5250012213,56,Center,5250012215,286,,5251286709,384,,5251947933,388,,,,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727433813,307,50,1,42,16,2l0ldgiwsgb8d6y3z0sfgjzyj,1,86.2,45.9,2024-09-28T19:43:23.224Z,2024-09-29T10:13:09Z,5250012251,286,,5250012899,233,493,5249946257,56,Center,,,,,,,,,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727433847,493,7,1,42,17,agh9ifb2mw3ivjusgedj7c3fe,1,13.8,54.1,2024-09-28T19:43:23.820Z,2024-09-29T10:13:14Z,5251948169,178,,5250012307,233,307,5249946397,56,Back,5251287397,384,,5249946399,285,,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727433867,494,49,1,42,18,agh9ifb2mw3ivjusgedj7c3fe,1,23,70.6,2024-09-28T19:43:24.971Z,2024-09-29T10:13:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727433897,495,1,1,42,20,agh9ifb2mw3ivjusgedj7c3fe,1,23.6,68.2,2024-09-28T19:43:27.427Z,2024-09-29T10:13:34Z,5249946631,56,Back,5249946639,213,4.86,5249946633,140,26.2,5251948631,178,,5249946635,141,41.2,5249946637,212,18.6,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727433935,496,1,1,42,21,agh9ifb2mw3ivjusgedj7c3fe,1,26.2,41.2,2024-09-28T19:43:28.779Z,2024-09-29T10:13:44Z,5249946883,213,0.55,5249946881,212,22.5,5249946879,141,58.5,5249946875,56,Back,5249946877,140,44.5,5251948797,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727434043,497,1,1,42,25,agh9ifb2mw3ivjusgedj7c3fe,1,45.4,54.8,2024-09-28T19:43:31.913Z,2024-09-29T10:13:50Z,5249947543,212,35.3,5249947539,140,71.4,5249947541,141,21.8,5249947537,56,Center,5249947545,213,5.6,5249947547,1,,5251948927,178,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727434111,498,1,1,42,31,agh9ifb2mw3ivjusgedj7c3fe,1,84.4,21,2024-09-28T19:43:38.166Z,2024-09-29T10:13:56Z,5249947977,56,Right,5251949065,178,,5249947985,213,3.83,5249947983,212,12.6,5249947979,140,75.2,5249947981,141,9.2,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727434147,499,1,1,42,35,agh9ifb2mw3ivjusgedj7c3fe,1,70,8.9,2024-09-28T19:43:41.960Z,2024-09-29T10:14:00Z,5249948191,56,Center,5249948203,213,1.97,5249948201,212,15.8,5249948199,141,30.3,5251949155,178,,5249948195,140,64.1,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727434211,500,1,1,42,38,agh9ifb2mw3ivjusgedj7c3fe,1,64.9,32.1,2024-09-28T19:43:45.153Z,2024-09-29T10:14:06Z,5249948543,141,87.8,5249948533,155,,5249948539,140,79.8,5251949301,178,,5249948551,213,1.18,5249948535,56,Left,5249948555,1,,5249948547,212,41,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727434323,501,1,1,42,43,agh9ifb2mw3ivjusgedj7c3fe,1,85.2,90.9,2024-09-28T19:43:50.335Z,2024-09-29T10:14:12Z,5249949185,155,,5249949187,56,Right,5249949197,1,,5249949195,213,4.88,5249949193,212,52.9,5249949191,141,14.1,5249949183,2,,5249949945,345,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,5251289027,72,5251949425,178,,5251289025,224,,,5249949189,140,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727434343,502,3,1,42,51,agh9ifb2mw3ivjusgedj7c3fe,0,92.5,6.4,2024-09-28T19:43:57.835Z,2024-09-29T10:14:20Z,5249949357,211,,5249949307,56,Right,5251949573,178,,5249949309,286,,5251289745,465,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727434401,308,61,1,42,53,2l0ldgiwsgb8d6y3z0sfgjzyj,0,11.4,82.6,2024-09-28T19:44:00.357Z,2024-09-29T10:14:25Z,5251949655,178,,5249949613,56,Back,,,,,,,,,,,,,,,,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727434427,309,6,1,42,54,2l0ldgiwsgb8d6y3z0sfgjzyj,0,8.6,83.4,2024-09-28T19:44:01.638Z,2024-09-29T10:14:27Z,5249949795,73,,5249949887,233,503,5249949793,56,Back,,,,,,,,,,,,,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727434381,503,6,1,42,54,agh9ifb2mw3ivjusgedj7c3fe,1,91.4,16.6,2024-09-28T19:44:01.638Z,2024-09-29T10:14:28Z,5249949837,233,309,5249949635,56,Right,5249949637,75,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727434859,504,1,1,43,21,agh9ifb2mw3ivjusgedj7c3fe,1,99.5,0.5,2024-09-28T19:44:27.818Z,2024-09-29T10:14:32Z,5249952177,6,,5251949755,178,,5249952189,212,23.7,5249952185,141,18.3,5249952191,213,2.61,5249952179,56,Right,5249952181,140,80.1,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727434923,505,1,1,43,23,agh9ifb2mw3ivjusgedj7c3fe,1,80.1,18.3,2024-09-28T19:44:30.214Z,2024-09-29T10:14:37Z,5249952523,56,Center,5249952529,212,22.4,5249952531,213,1.29,5249952521,155,,5251949823,178,,5251291151,20,,5249952519,2,,5249952525,140,86.1,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,5251291149,224,5249952527,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727436227,518,1,1,43,24,agh9ifb2mw3ivjusgedj7c3fe,1,85.7,39.8,2024-09-28T19:44:31.261Z,2024-09-29T10:14:43Z,5249959671,3,,5249959673,168,,5249959675,56,Center,5249959677,140,87.4,5249961679,210,15,5249961681,154,,5249959681,212,4.8,5251949917,388,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,5249959679,141,5249959685,213,1.19,,,,46.4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Barcelona
2727434927,506,15,1,43,24,agh9ifb2mw3ivjusgedj7c3fe,1,86.1,49.9,2024-09-28T19:44:31.585Z,2024-09-29T10:14:50Z,5249953171,102,47.7,5249952541,17,,5249953233,233,310,5249953163,29,,5249952673,25,,5249952675,15,,5249953167,55,518,5249953165,154,,4ggz7e009bq3yltc9o6mifbah,Eric García,5249952543,56,5249952679,328,,5249953173,103,7,Center,5249953159,114,,5249953175,146,,97.3,5249953177,147,5249953161,80,,5251950001,388,,,,,,,,,,50.9,,,,,,,,,,Barcelona
2727434921,310,10,1,43,26,2l0ldgiwsgb8d6y3z0sfgjzyj,1,2,50.1,2024-09-28T19:44:33.067Z,2024-09-29T10:14:57Z,5249952515,56,Back,5251292117,376,,5249952769,233,506,5249952511,178,,5249952513,182,,5249952697,177,,,,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727434951,311,52,1,43,26,2l0ldgiwsgb8d6y3z0sfgjzyj,1,2,50.1,2024-09-28T19:44:33.622Z,2024-09-29T10:15:02Z,5251292207,376,,5251950235,178,,,,,,,,,,,,,,,,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435263,312,1,1,43,42,2l0ldgiwsgb8d6y3z0sfgjzyj,1,14.3,39.7,2024-09-28T19:44:49.552Z,2024-09-29T10:15:07Z,5249954407,1,,5249954399,141,16.5,5249954393,199,,5249954401,212,49,5249954397,140,58.5,5249954395,56,Right,5249954403,213,5.96,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435271,313,44,1,43,46,2l0ldgiwsgb8d6y3z0sfgjzyj,1,57.6,12.8,2024-09-28T19:44:53.205Z,2024-09-29T11:54:22Z,5249954503,233,507,5249954455,56,Right,5249954457,286,,,,,,,,,,,,,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435237,507,44,1,43,46,agh9ifb2mw3ivjusgedj7c3fe,0,42.4,87.2,2024-09-28T19:44:53.206Z,2024-09-29T10:15:15Z,5249954259,56,Back,5249954261,285,,5249954533,233,313,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727435309,314,1,1,43,46,2l0ldgiwsgb8d6y3z0sfgjzyj,1,59.4,16.8,2024-09-28T19:44:53.288Z,2024-09-29T11:54:22Z,5249954637,213,1.27,5249954635,212,11.6,5249954627,3,,5251950653,388,,5249954629,56,Center,5249954631,140,62.7,5251526783,168,,5249954633,141,33.1,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435315,315,61,1,43,47,2l0ldgiwsgb8d6y3z0sfgjzyj,0,62.7,33.1,2024-09-28T19:44:54.467Z,2024-09-29T10:16:22Z,5251950903,178,,5249954669,56,Center,,,,,,,,,,,,,,,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435295,508,49,1,43,49,agh9ifb2mw3ivjusgedj7c3fe,1,31.4,44.9,2024-09-28T19:44:55.811Z,2024-09-29T10:51:09Z,,,,,,,,,,,,,,,,,,,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727435337,509,1,1,43,50,agh9ifb2mw3ivjusgedj7c3fe,0,31.4,44.9,2024-09-28T19:44:57.038Z,2024-09-29T10:16:34Z,5249954787,212,31.6,5249954769,56,Back,5249954791,213,4.71,5249954779,141,0,5249954773,140,31.2,5251952207,178,,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727435469,316,5,1,43,53,2l0ldgiwsgb8d6y3z0sfgjzyj,1,73.9,101.6,2024-09-28T19:45:00.303Z,2024-09-29T10:16:35Z,5249955455,347,,5249955453,56,Left,5249955461,233,510,,,,,,,,,,,,,,,,946z96r5q70ryslp3hlhafnx1,A. Budimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435347,510,5,1,43,53,agh9ifb2mw3ivjusgedj7c3fe,0,26.1,-1.6,2024-09-28T19:45:00.303Z,2024-09-29T10:16:36Z,5249954831,347,,5249954829,56,Back,5249955513,233,316,,,,,,,,,,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727435503,317,1,1,43,57,2l0ldgiwsgb8d6y3z0sfgjzyj,1,76.5,100,2024-09-28T19:45:03.859Z,2024-09-29T10:16:40Z,5249955613,107,,5251528873,189,,5249955619,141,94.1,5249955623,213,3.68,5249955617,140,68.3,5249955621,212,10,5249955615,56,Left,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435515,318,61,1,43,58,2l0ldgiwsgb8d6y3z0sfgjzyj,1,70.6,94.4,2024-09-28T19:45:04.995Z,2024-09-29T10:16:51Z,5251528787,189,,5251952545,178,,5249955659,56,Left,,,,,,,,,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435595,511,1,1,43,58,agh9ifb2mw3ivjusgedj7c3fe,1,29.5,5.8,2024-09-28T19:45:05.614Z,2024-09-29T10:16:55Z,5251529093,140,23.9,5251529099,213,3.03,5251952825,178,,5249956101,56,Back,5251529095,141,6.8,5251529097,212,5.9,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727435603,512,1,1,43,59,agh9ifb2mw3ivjusgedj7c3fe,1,30.6,7.8,2024-09-28T19:45:06.021Z,2024-09-29T10:16:58Z,5249978921,140,34.2,5249978923,141,17.8,5251952943,178,,5249978927,213,1.06,5249978925,212,7.8,5249978919,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727435631,513,49,1,44,0,agh9ifb2mw3ivjusgedj7c3fe,1,30.2,29.5,2024-09-28T19:45:07.594Z,2024-09-29T10:17:03Z,,,,,,,,,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727435647,514,1,1,44,0,agh9ifb2mw3ivjusgedj7c3fe,0,25.8,22.5,2024-09-28T19:45:07.632Z,2024-09-29T10:17:06Z,5251953183,178,,5249980475,141,16.4,5249980477,212,11.3,5249980479,213,5.91,5249980473,140,35.8,5249980471,56,Back,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727435623,319,1,1,44,1,2l0ldgiwsgb8d6y3z0sfgjzyj,1,67.2,85.1,2024-09-28T19:45:08.466Z,2024-09-29T10:17:14Z,5249956287,212,8.2,5249956285,141,74.8,5249956281,56,Center,5251953307,178,,5249956289,213,5.26,5249956283,140,71.3,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435639,320,1,1,44,5,2l0ldgiwsgb8d6y3z0sfgjzyj,1,72.4,76,2024-09-28T19:45:12.333Z,2024-09-29T10:17:23Z,5251953585,178,,5249956385,56,Left,5249956387,140,79.3,5249956389,141,97.8,5249956391,212,16.5,5249956393,213,1.12,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435721,321,1,1,44,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,79.2,97.8,2024-09-28T19:45:14.840Z,2024-09-29T10:17:30Z,5249956785,56,Left,5249956795,213,4.01,5251953855,178,,5249956793,212,3.7,5249956789,140,76.9,5249956791,141,93.6,,,,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435735,322,1,1,44,11,2l0ldgiwsgb8d6y3z0sfgjzyj,1,70.5,96.2,2024-09-28T19:45:18.523Z,2024-09-29T10:17:34Z,5251953891,178,,5249956895,140,57.6,5249956897,141,86.5,5249956901,213,3.59,5249956893,56,Left,5249956899,212,15.1,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435747,323,1,1,44,13,2l0ldgiwsgb8d6y3z0sfgjzyj,1,57.6,86.5,2024-09-28T19:45:20.768Z,2024-09-29T10:17:38Z,5249956985,212,7.2,5249956987,213,0.81,5249956981,140,62.3,5249956979,56,Left,5251953937,178,,5249956983,141,94.2,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435771,324,1,1,44,15,2l0ldgiwsgb8d6y3z0sfgjzyj,1,62.3,94.2,2024-09-28T19:45:22.379Z,2024-09-29T10:17:44Z,5251954027,178,,5249957125,140,70.4,5249957127,141,95.3,5249957131,213,0.09,5249957123,56,Left,5249957129,212,8.5,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435809,325,1,1,44,17,2l0ldgiwsgb8d6y3z0sfgjzyj,1,70.4,95.3,2024-09-28T19:45:24.179Z,2024-09-29T10:17:49Z,5251954107,178,,5249957335,140,93.6,5249957337,141,81.7,5249957341,213,5.92,5249957333,56,Left,5249957339,212,26.1,,,,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435947,326,1,1,44,21,2l0ldgiwsgb8d6y3z0sfgjzyj,1,96.1,77,2024-09-28T19:45:28.447Z,2024-09-29T10:17:56Z,5249958081,140,87.5,5249958079,56,Center,5249958083,141,23.7,5251530023,72,,5249958085,212,37.4,5249958087,213,4.47,5251954315,178,,5251530021,224,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,5249958089,1,5249958979,210,13,5249958981,154,,,5249958075,2,,5249958077,155,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Osasuna
2727435955,327,13,1,44,24,2l0ldgiwsgb8d6y3z0sfgjzyj,1,87.5,23.7,2024-09-28T19:45:31.637Z,2024-09-29T10:18:01Z,5249958137,63,,5249958135,22,,5249959029,55,326,5249959039,328,,5249958309,20,,5251954463,178,,5249959043,230,99,5249959023,77,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,5249959033,102,5249959037,108,,5249959035,103,41.7,61.8,5249959045,231,46.2,5249958139,56,,Center,5249959025,29,5249959027,154,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727435963,328,5,1,44,26,2l0ldgiwsgb8d6y3z0sfgjzyj,0,101.2,51,2024-09-28T19:45:33.493Z,2024-09-29T10:18:04Z,5249958183,56,Center,5249959375,233,517,5249958185,346,,,,,,,,,,,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727436165,517,5,1,44,26,agh9ifb2mw3ivjusgedj7c3fe,1,-1.2,49,2024-09-28T19:45:33.493Z,2024-09-29T10:18:04Z,5249959311,56,Back,5249959313,346,,5249959335,233,328,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727436325,519,1,1,44,49,agh9ifb2mw3ivjusgedj7c3fe,1,1.7,43.6,2024-09-28T19:45:55.811Z,2024-09-29T10:18:55Z,5249960271,124,,5249960283,1,,5249960281,213,6.11,5249960279,212,42.2,5249960273,56,Back,5249960275,140,41.3,5249960277,141,33.1,5249983249,189,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,5249960287,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727436327,520,3,1,44,50,agh9ifb2mw3ivjusgedj7c3fe,0,36.6,27.6,2024-09-28T19:45:57.437Z,2024-09-29T10:19:01Z,5251531631,465,,5249960293,56,Back,5251955753,178,,5251622587,233,329,5249960295,286,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727436337,329,7,1,44,50,2l0ldgiwsgb8d6y3z0sfgjzyj,1,63.4,72.4,2024-09-28T19:45:57.595Z,2024-09-29T10:19:09Z,5251956037,178,,5251531671,384,,5249960355,233,520,5249960359,285,,5249960335,56,Center,,,,,,,,,,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727436339,330,49,1,44,51,2l0ldgiwsgb8d6y3z0sfgjzyj,1,73.9,76.3,2024-09-28T19:45:58.303Z,2024-09-29T10:19:13Z,,,,,,,,,,,,,,,,,,,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727436499,331,2,1,44,55,2l0ldgiwsgb8d6y3z0sfgjzyj,1,73.4,76.1,2024-09-28T19:46:02.170Z,2024-09-29T10:19:27Z,5251956525,178,,5249961163,7,bzv32rpgvs111w8e2gch452xg,5249961133,141,78.9,5249961131,140,78.9,5249961165,56,Left,,,,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727436469,521,55,1,44,55,agh9ifb2mw3ivjusgedj7c3fe,1,23.2,45.6,2024-09-28T19:46:02.171Z,2024-09-29T10:19:27Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727437323,334,70,1,45,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2024-09-28T19:46:07.446Z,2024-09-28T19:47:00Z,5249965693,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727436803,522,1,1,45,21,agh9ifb2mw3ivjusgedj7c3fe,1,20.8,32.7,2024-09-28T19:46:28.591Z,2024-09-29T10:19:47Z,5251956981,178,,5249962837,141,68.4,5249962835,140,24.1,5249962833,56,Back,5249962841,213,1.43,5249962839,212,24.5,5249962831,241,,5249962829,5,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727436839,523,1,1,45,25,agh9ifb2mw3ivjusgedj7c3fe,1,24.1,68.4,2024-09-28T19:46:32.128Z,2024-09-29T10:19:52Z,5251957071,178,,5249963039,141,55.2,5249963041,212,9,5249963043,213,4.62,5249963037,140,23.3,5249963035,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727436903,524,1,1,45,27,agh9ifb2mw3ivjusgedj7c3fe,1,26.9,50.9,2024-09-28T19:46:34.460Z,2024-09-29T10:19:56Z,5249963377,141,25.9,5249963387,213,5.05,5249963371,56,Back,5251957175,178,,5249963373,140,32.5,5249963381,212,18,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727436929,525,1,1,45,31,agh9ifb2mw3ivjusgedj7c3fe,1,42,28.5,2024-09-28T19:46:38.240Z,2024-09-29T10:20:01Z,5249963551,213,1.4,5249963543,56,Back,5249963549,212,11.4,5249963547,141,45.1,5249963545,140,43.8,5251957309,178,,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
