id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/13/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,teamName
2727416273,162,1,1,22,50,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42.4,67.6,2024-09-28T19:23:56.958Z,2024-09-29T09:26:37Z,5251870979,178,,5249848845,213,0.71,5249848837,56,Left,5249848841,141,93.6,5249848839,140,61.8,5249848843,212,27,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416291,163,3,1,22,53,2l0ldgiwsgb8d6y3z0sfgjzyj,0,76,87.5,2024-09-28T19:24:00.242Z,2024-09-29T09:26:42Z,5249848941,286,,5249848939,56,Left,5251205953,465,,5251871081,178,,5249849055,233,258,,,,,,,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416301,258,7,1,22,53,agh9ifb2mw3ivjusgedj7c3fe,1,24,12.5,2024-09-28T19:24:00.582Z,2024-09-29T09:26:45Z,5251206129,385,,5249848993,167,,5249848997,285,,5249848995,56,Back,5249849015,233,163,5251871219,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416477,164,5,1,22,56,2l0ldgiwsgb8d6y3z0sfgjzyj,1,75.4,101.8,2024-09-28T19:24:03.528Z,2024-09-29T09:26:49Z,5249879989,233,259,5249849925,56,Left,5249849927,347,,,,,,,,,,,,,,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416345,259,5,1,22,56,agh9ifb2mw3ivjusgedj7c3fe,0,24.6,-1.8,2024-09-28T19:24:03.528Z,2024-09-29T09:26:49Z,5249849185,56,Back,5249880011,233,164,5249849187,347,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416493,165,1,1,23,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,78.4,100,2024-09-28T19:24:14.692Z,2024-09-29T09:26:55Z,5249849987,212,12.5,5249849985,141,92.6,5249849979,107,,5249849981,56,Left,5249849983,140,68.1,5249849989,213,3.66,,,,,,,bzv32rpgvs111w8e2gch452xg,Bryan Zaragoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416511,166,1,1,23,9,2l0ldgiwsgb8d6y3z0sfgjzyj,1,68.5,92.6,2024-09-28T19:24:16.405Z,2024-09-29T09:26:59Z,5249850089,141,83.9,5249850091,212,7.3,5249850093,213,5.34,5251871519,178,,5249850087,140,72.6,5249850085,56,Left,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416547,167,1,1,23,10,2l0ldgiwsgb8d6y3z0sfgjzyj,1,73.5,83.2,2024-09-28T19:24:17.111Z,2024-09-29T09:27:02Z,5249850241,212,10.4,5249850239,141,85,5251208185,156,,5249850243,213,3.02,5251871647,178,,5249850237,140,63.7,5249850235,56,Left,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416573,168,1,1,23,13,2l0ldgiwsgb8d6y3z0sfgjzyj,1,64.6,83.8,2024-09-28T19:24:20.186Z,2024-09-29T09:27:07Z,5249850423,196,,5249850431,212,53.2,5249850433,213,4.86,5249850421,155,,5249850435,1,,5249850427,140,72,5249850425,56,Right,5249850429,141,6.4,d3pdr28q2n295ldry2lc1uklx,Lucas Torró,5251871767,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416587,169,61,1,23,17,2l0ldgiwsgb8d6y3z0sfgjzyj,0,72,6.4,2024-09-28T19:24:24.193Z,2024-09-29T09:46:40Z,5251871875,178,,5249850499,56,Right,,,,,,,,,,,,,,,,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416589,260,49,1,23,18,agh9ifb2mw3ivjusgedj7c3fe,1,22.9,93.8,2024-09-28T19:24:24.823Z,2024-09-29T09:27:15Z,,,,,,,,,,,,,,,,,,,,,,,,,9f0jk3wgmlnnmnqrdkh4gnpt6,Pau Víctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416607,261,1,1,23,18,agh9ifb2mw3ivjusgedj7c3fe,1,22.9,93.8,2024-09-28T19:24:25.436Z,2024-09-29T09:27:19Z,5249850617,141,76.7,5251872059,178,,5249850615,140,13.6,5249850621,213,4.01,5249850619,212,15.2,5249850613,56,Back,,,,,,,9f0jk3wgmlnnmnqrdkh4gnpt6,Pau Víctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416623,262,1,1,23,20,agh9ifb2mw3ivjusgedj7c3fe,1,13.6,76.7,2024-09-28T19:24:27.710Z,2024-09-29T09:27:22Z,5251872143,178,,5249850717,141,57.5,5249850715,140,6.7,5249850721,213,4.21,5249850719,212,14.9,5249850713,56,Back,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416659,263,1,1,23,22,agh9ifb2mw3ivjusgedj7c3fe,0,6.7,57.5,2024-09-28T19:24:28.930Z,2024-09-29T09:27:27Z,5249850955,56,Left,5249850957,140,51.1,5249850965,1,,5249850963,213,0.57,5249850961,212,55.5,5249850959,141,100,5251872265,178,,5249850953,157,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416769,170,5,1,23,27,2l0ldgiwsgb8d6y3z0sfgjzyj,1,48.8,-2,2024-09-28T19:24:33.871Z,2024-09-29T09:27:29Z,5249851593,233,264,5249851567,56,Back,5249851569,347,,,,,,,,,,,,,,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416663,264,5,1,23,27,agh9ifb2mw3ivjusgedj7c3fe,0,51.2,102,2024-09-28T19:24:33.871Z,2024-09-29T09:27:29Z,5249850983,347,,5249850979,56,Left,5249851645,233,170,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416833,171,1,1,23,37,2l0ldgiwsgb8d6y3z0sfgjzyj,0,51.8,0,2024-09-28T19:24:43.919Z,2024-09-29T09:27:33Z,5249851919,107,,5249851925,141,3.8,5249851929,212,19.5,5249851923,140,70,5249851933,213,0.2,5249851921,56,Right,,,,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416839,265,1,1,23,38,agh9ifb2mw3ivjusgedj7c3fe,0,19.5,91.8,2024-09-28T19:24:45.495Z,2024-09-29T09:27:42Z,5249851989,140,24.8,5249851991,141,90.6,5249851993,212,5.6,5249851995,213,6.14,5249851987,56,Back,5249851985,3,,5251872731,178,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416857,172,50,1,23,39,2l0ldgiwsgb8d6y3z0sfgjzyj,1,70.4,10.9,2024-09-28T19:24:46.055Z,2024-09-29T09:27:47Z,5249852247,233,266,5249852083,56,Right,5249852085,286,,,,,,,,,,,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727416873,266,7,1,23,39,agh9ifb2mw3ivjusgedj7c3fe,0,29.6,89.1,2024-09-28T19:24:46.782Z,2024-09-29T09:28:03Z,5249852167,56,Back,5249852169,285,,5249852213,233,172,5251212839,385,,5251872903,178,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417109,173,2,1,23,40,2l0ldgiwsgb8d6y3z0sfgjzyj,1,64.1,8.8,2024-09-28T19:24:46.993Z,2024-09-29T09:28:24Z,5251873827,178,,5249853527,56,Center,5249853525,7,946z96r5q70ryslp3hlhafnx1,5249853495,141,21.5,5249853493,140,79.8,,,,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727417023,270,55,1,23,40,agh9ifb2mw3ivjusgedj7c3fe,1,22.3,80.3,2024-09-28T19:24:46.994Z,2024-09-29T09:28:24Z,,,,,,,,,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416901,267,43,1,23,41,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-28T19:24:48.780Z,2024-09-28T19:25:01Z,5249852343,56,Back,5249852349,212,6.9,5249852351,213,2.03,5249852347,141,92.7,5249852345,140,21.2,5249853455,144,1,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416907,268,43,1,23,42,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-28T19:24:49.708Z,2024-09-28T19:24:54Z,5249852777,144,49,,,,,,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727416917,269,43,1,23,43,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-28T19:24:50.683Z,2024-09-28T19:24:54Z,5249852435,141,94.8,5249852437,212,3.7,5249852737,144,1,5249852433,140,25.7,5249852439,213,0.18,5249852431,56,Back,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417339,271,1,1,24,8,agh9ifb2mw3ivjusgedj7c3fe,1,18.5,72.3,2024-09-28T19:25:15.292Z,2024-09-29T09:28:26Z,5249854689,241,,5249854691,56,Back,5249990537,189,,5249854693,140,11.5,5249854699,213,2.21,5249854695,141,86.8,5249854697,212,12.3,5249854687,5,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,5251873863,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417357,272,1,1,24,10,agh9ifb2mw3ivjusgedj7c3fe,1,11.5,86.8,2024-09-28T19:25:16.958Z,2024-09-29T09:28:28Z,5251873895,178,,5249854843,140,33.3,5249854849,213,6.01,5249854841,56,Back,5249854839,155,,5249854847,212,23.8,5249854845,141,77.3,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417365,273,61,1,24,11,agh9ifb2mw3ivjusgedj7c3fe,0,33.6,77.8,2024-09-28T19:25:18.647Z,2024-09-29T09:28:31Z,5251874037,178,,5249854887,56,Back,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417373,174,49,1,24,13,2l0ldgiwsgb8d6y3z0sfgjzyj,1,59.4,23.4,2024-09-28T19:25:19.955Z,2024-09-29T09:28:33Z,,,,,,,,,,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727417399,175,1,1,24,15,2l0ldgiwsgb8d6y3z0sfgjzyj,1,59.4,23.4,2024-09-28T19:25:22.253Z,2024-09-29T09:28:37Z,5249855041,56,Right,5251874197,178,,5249855043,140,54,5249855049,213,4.13,5249855047,212,10.3,5249855045,141,10.7,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727417435,176,1,1,24,16,2l0ldgiwsgb8d6y3z0sfgjzyj,1,53.4,10.6,2024-09-28T19:25:23.099Z,2024-09-29T09:28:41Z,5249855265,212,19,5249855267,213,2.87,5249855259,56,Back,5249855261,140,36,5251874263,178,,5249855263,141,18,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727417493,177,1,1,24,19,2l0ldgiwsgb8d6y3z0sfgjzyj,1,35.6,17.9,2024-09-28T19:25:26.003Z,2024-09-29T09:28:43Z,5249855589,1,,5249855583,141,49,5251874299,178,,5249855579,56,Back,5249855581,140,12.6,5249855587,213,2.42,5249855585,212,32.1,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727417537,178,1,1,24,23,2l0ldgiwsgb8d6y3z0sfgjzyj,1,12.8,49,2024-09-28T19:25:30.120Z,2024-09-29T09:28:45Z,5249855883,213,1.65,5249855879,141,83.5,5251874357,178,,5249855881,212,23.5,5249855877,140,11,5249855875,56,Back,,,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727417573,179,1,1,24,26,2l0ldgiwsgb8d6y3z0sfgjzyj,0,11.8,74.7,2024-09-28T19:25:33.381Z,2024-09-29T09:28:47Z,5249856065,213,5.96,5251874379,178,,5249856057,56,Back,5249856061,141,60.9,5249856059,140,38.7,5249856063,212,29.8,,,,,,,5tiol5jc7h11oic9vvyu83fqi,E. Boyomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727417597,274,49,1,24,28,agh9ifb2mw3ivjusgedj7c3fe,1,64.2,28.9,2024-09-28T19:25:34.922Z,2024-09-29T09:28:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417711,275,1,1,24,32,agh9ifb2mw3ivjusgedj7c3fe,1,62.5,28.2,2024-09-28T19:25:39.088Z,2024-09-29T09:28:55Z,5249856877,140,55.6,5249856887,213,2.09,5249856885,212,14.6,5249856873,56,Center,5249856881,141,46.9,5251874671,178,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417729,276,1,1,24,36,agh9ifb2mw3ivjusgedj7c3fe,1,64.6,57.3,2024-09-28T19:25:43.332Z,2024-09-29T09:28:58Z,5249856989,141,69.3,5249856993,212,8.9,5251874719,178,,5249856997,213,1.16,5249856987,140,68,5249856985,56,Center,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417759,277,1,1,24,37,agh9ifb2mw3ivjusgedj7c3fe,1,68,69.3,2024-09-28T19:25:44.141Z,2024-09-29T09:29:00Z,5249857185,140,62.9,5249857187,141,63.1,5251874771,178,,5249857191,213,3.81,5249857183,56,Center,5249857189,212,6.8,,,,,,,9f0jk3wgmlnnmnqrdkh4gnpt6,Pau Víctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417769,278,1,1,24,38,agh9ifb2mw3ivjusgedj7c3fe,1,62.9,63.1,2024-09-28T19:25:45.520Z,2024-09-29T09:29:04Z,5249857255,140,66.4,5249857267,213,5.31,5249857251,56,Center,5249857263,212,6.5,5251874859,178,,5249857259,141,55.2,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417803,279,1,1,24,39,agh9ifb2mw3ivjusgedj7c3fe,1,66.4,55.2,2024-09-28T19:25:46.619Z,2024-09-29T09:29:07Z,5249857431,213,2.39,5249857423,56,Center,5249857429,212,11.2,5251874941,178,,5249857427,141,66.4,5249857425,140,58.6,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417823,280,1,1,24,41,agh9ifb2mw3ivjusgedj7c3fe,1,58.6,60.9,2024-09-28T19:25:48.671Z,2024-09-29T09:29:08Z,5249857521,140,72.5,5249857523,141,37.4,5249857525,212,21.6,5249857527,213,5.45,5249857519,56,Center,5251874951,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417829,281,1,1,24,42,agh9ifb2mw3ivjusgedj7c3fe,1,72.5,37.4,2024-09-28T19:25:49.476Z,2024-09-29T09:29:11Z,5249857545,212,6.4,5249857547,213,2.23,5251875049,178,,5249857541,140,68.8,5249857539,56,Center,5249857543,141,44.8,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417855,282,1,1,24,43,agh9ifb2mw3ivjusgedj7c3fe,1,68.8,44.8,2024-09-28T19:25:50.480Z,2024-09-29T09:29:13Z,5249857669,212,5.8,5249857663,56,Center,5249857671,213,5.14,5249857667,141,37.1,5251875091,178,,5249857665,140,71.1,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417935,283,1,1,24,45,agh9ifb2mw3ivjusgedj7c3fe,0,70.9,37,2024-09-28T19:25:52.004Z,2024-09-29T09:29:17Z,5249858097,212,30.9,5249858095,141,56,5251875175,178,,5249858089,155,,5249858091,56,Center,5249858093,140,97.6,5249858099,213,0.43,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727417925,180,52,1,24,55,2l0ldgiwsgb8d6y3z0sfgjzyj,1,3.6,42.7,2024-09-28T19:26:02.335Z,2024-09-29T09:29:26Z,5251875391,178,,5251218951,376,,,,,,,,,,,,,,,,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727418183,181,80,1,25,7,2l0ldgiwsgb8d6y3z0sfgjzyj,0,13.2,48.2,2024-09-28T19:26:14.169Z,2024-09-29T09:29:30Z,5251875511,178,,,,,,,,,,,,,,,,,,,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727418213,182,1,1,25,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,13.1,48.2,2024-09-28T19:26:14.596Z,2024-09-29T09:29:34Z,5249859623,56,Back,5249859629,212,34.6,5249859631,213,1.18,5249859633,1,,5251875615,178,,5249859621,155,,5249859625,140,25.6,5249859627,141,95.3,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727418223,183,1,1,25,10,2l0ldgiwsgb8d6y3z0sfgjzyj,0,25.7,95.1,2024-09-28T19:26:17.221Z,2024-09-29T09:29:40Z,5249859687,3,,5249859695,212,12.4,5249859697,213,5.95,5251875757,178,,5249859693,141,89.1,5249859691,140,36.9,5249859689,56,Back,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727418257,284,1,1,25,11,agh9ifb2mw3ivjusgedj7c3fe,1,61.1,7.6,2024-09-28T19:26:18.388Z,2024-09-29T09:29:43Z,5249859851,56,Right,5249859859,213,0.28,5249859853,140,74.5,5249859857,212,14.6,5249859855,141,13.5,5251875803,178,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727418259,285,49,1,25,13,agh9ifb2mw3ivjusgedj7c3fe,1,74.5,13.5,2024-09-28T19:26:19.813Z,2024-09-29T09:29:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727418307,286,1,1,25,13,agh9ifb2mw3ivjusgedj7c3fe,1,74.5,13.5,2024-09-28T19:26:20.694Z,2024-09-29T09:29:52Z,5249860131,213,3.93,5249860129,212,6.1,5251876139,178,,5249860121,56,Right,5249860127,141,7.1,5249860125,140,70.4,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727418331,184,83,1,25,17,2l0ldgiwsgb8d6y3z0sfgjzyj,0,32,94.8,2024-09-28T19:26:24.075Z,2024-09-29T09:42:25Z,5249860569,399,cscn06kwqfzo09h0dc5ybt1pl,,,,,,,,,,,,,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727418367,287,1,1,25,17,agh9ifb2mw3ivjusgedj7c3fe,1,68.3,5.9,2024-09-28T19:26:24.129Z,2024-09-29T09:29:57Z,5251876229,178,,5249860435,141,25.2,5249860437,212,24.9,5249860433,140,48.2,5249860439,213,2.59,5249860431,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727418381,288,1,1,25,20,agh9ifb2mw3ivjusgedj7c3fe,1,44.6,25.8,2024-09-28T19:26:26.837Z,2024-09-29T09:30:03Z,5249860495,56,Center,5249860497,140,53.8,5251876377,178,,5249860501,212,10.7,5249860503,213,0.45,5249860499,141,32.7,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727418403,289,1,1,25,21,agh9ifb2mw3ivjusgedj7c3fe,1,53.8,32.7,2024-09-28T19:26:28.098Z,2024-09-29T09:30:05Z,5249860593,140,44.6,5249860599,213,3.33,5251876433,178,,5249860591,56,Back,5249860597,212,9.8,5249860595,141,30,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727418443,290,1,1,25,23,agh9ifb2mw3ivjusgedj7c3fe,1,42.8,28.8,2024-09-28T19:26:29.931Z,2024-09-29T09:30:08Z,5251876525,178,,5249860811,141,8.8,5249860809,140,52.3,5249860813,212,16.9,5249860807,56,Right,5249860815,213,5.35,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727418461,291,1,1,25,26,agh9ifb2mw3ivjusgedj7c3fe,1,52.9,8.3,2024-09-28T19:26:33.008Z,2024-09-29T09:30:10Z,5249860897,140,63.7,5249860895,56,Center,5249860903,213,0.78,5251876629,178,,5249860901,212,16,5249860899,141,24.9,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727418473,292,1,1,25,27,agh9ifb2mw3ivjusgedj7c3fe,0,63.7,24.9,2024-09-28T19:26:33.925Z,2024-09-29T09:30:13Z,5249860995,213,1.08,5249860983,168,,5249860991,212,20.4,5249860989,141,51.3,5251876707,178,,5249860985,56,Center,5249860987,140,72.9,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2727418485,185,8,1,25,28,2l0ldgiwsgb8d6y3z0sfgjzyj,1,25.9,56.3,2024-09-28T19:26:35.057Z,2024-09-29T09:30:27Z,5251224085,384,,5251876983,178,,5249861085,56,Back,,,,,,,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727418535,186,49,1,25,32,2l0ldgiwsgb8d6y3z0sfgjzyj,1,24.3,22.8,2024-09-28T19:26:38.820Z,2024-09-29T09:30:32Z,,,,,,,,,,,,,,,,,,,,,,,,,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
2727418585,187,1,1,25,32,2l0ldgiwsgb8d6y3z0sfgjzyj,0,24.3,22.8,2024-09-28T19:26:38.863Z,2024-09-29T09:30:35Z,5249861631,141,52.7,5251877203,178,,5249861629,140,72.1,5249861633,212,54.2,5249861637,1,,5249861635,213,0.38,5249861625,155,,5249861627,56,Center,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osasuna
