id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/20/value,qualifier/19/value,qualifier/21/value,teamName
2743777413,137,61,1,24,25,c8llrezkm3b3op4afrou6b487,0,35.2,6.4,2024-11-03T15:42:42.097Z,2024-11-04T01:51:06Z,5339154249,56,Back,5341402569,178,,,,,,,,,,,,,,,,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743777417,138,5,1,24,27,c8llrezkm3b3op4afrou6b487,0,32.9,-1,2024-11-03T15:42:43.148Z,2024-11-04T01:51:09Z,5339155021,233,284,5339154277,56,Back,5339154279,347,,,,,,,,,,,,,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743777535,284,5,1,24,27,agh9ifb2mw3ivjusgedj7c3fe,1,67.1,101,2024-11-03T15:42:43.148Z,2024-11-04T01:51:09Z,5339154983,233,138,5339154963,56,Left,5339154965,347,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743777599,285,1,1,24,33,agh9ifb2mw3ivjusgedj7c3fe,1,67.6,100,2024-11-03T15:42:49.208Z,2024-11-04T01:51:15Z,5339155253,212,17.1,5339155245,107,,5339155257,213,3.43,5339155247,56,Left,5339155249,140,52,5339155251,141,94.7,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743777649,286,1,1,24,36,agh9ifb2mw3ivjusgedj7c3fe,1,51.3,91.2,2024-11-03T15:42:52.368Z,2024-11-04T01:51:22Z,5339155565,56,Center,5341402819,178,,5339155571,212,11.9,5339155573,213,4.94,5339155569,141,74.1,5339155567,140,53.9,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743777719,287,1,1,24,38,agh9ifb2mw3ivjusgedj7c3fe,1,52.5,71.7,2024-11-03T15:42:55.050Z,2024-11-04T01:51:29Z,5339155963,141,42.2,5339155965,212,20.9,5341402917,178,,5339155959,56,Back,5339155961,140,46.9,5339155967,213,4.43,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743777815,288,1,1,24,42,agh9ifb2mw3ivjusgedj7c3fe,1,54.2,33.1,2024-11-03T15:42:58.986Z,2024-11-04T01:51:39Z,5339156519,213,5.38,5339156517,212,23.7,5339156507,56,Right,5339156513,140,68.2,5341403077,178,,5339156515,141,5.8,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743777849,289,1,1,24,46,agh9ifb2mw3ivjusgedj7c3fe,1,63.9,7.3,2024-11-03T15:43:02.180Z,2024-11-04T01:51:44Z,5339156723,141,17.7,5339156725,212,10.6,5339156719,56,Right,5339156721,140,56.4,5339156727,213,2.41,5341403181,178,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743777913,290,1,1,24,47,agh9ifb2mw3ivjusgedj7c3fe,1,56.5,17.7,2024-11-03T15:43:03.871Z,2024-11-04T01:51:47Z,5341403193,178,,5339156985,56,Center,5339156993,213,0.75,5339156987,140,63.2,5339156991,212,9.6,5339156989,141,27.4,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743777985,291,1,1,24,49,agh9ifb2mw3ivjusgedj7c3fe,1,65.6,18.2,2024-11-03T15:43:06.016Z,2024-11-04T01:51:52Z,5341403249,178,,5339157325,213,5.08,5339157323,212,11.6,5339157317,56,Right,5339157319,140,69.6,5339157321,141,2.3,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743778055,292,1,1,24,51,agh9ifb2mw3ivjusgedj7c3fe,1,68.6,4,2024-11-03T15:43:07.399Z,2024-11-04T01:51:57Z,5341403333,178,,5339157747,56,Right,5339157749,140,61,5339157751,141,6.1,5339157753,212,8.1,5339157755,213,2.96,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743778117,293,1,1,24,54,agh9ifb2mw3ivjusgedj7c3fe,1,61.6,13.7,2024-11-03T15:43:10.636Z,2024-11-04T01:52:00Z,5339158123,141,39.2,5339158125,212,17.4,5339158117,56,Center,5341403367,178,,5339158121,140,62.7,5339158127,213,1.5,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743778181,294,1,1,24,56,agh9ifb2mw3ivjusgedj7c3fe,1,62.7,45.2,2024-11-03T15:43:12.661Z,2024-11-04T01:52:04Z,5339158465,140,56.9,5339158463,56,Center,5341403431,178,,5339158467,141,60.5,5339158475,213,2.1,5339158473,212,12.1,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743778239,295,1,1,24,58,agh9ifb2mw3ivjusgedj7c3fe,1,56.9,60.5,2024-11-03T15:43:14.130Z,2024-11-04T01:52:07Z,5341403475,178,,5339158809,212,14.5,5339158807,141,61.1,5339158803,140,70.7,5339158799,56,Center,5339158813,213,0.03,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743778305,296,1,1,25,0,agh9ifb2mw3ivjusgedj7c3fe,1,69.5,71.5,2024-11-03T15:43:16.290Z,2024-11-04T01:52:10Z,5339159171,56,Center,5339159177,212,9.5,5339159179,213,0.28,5341403519,178,,5339159175,141,75.3,5339159173,140,78.2,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743778325,297,1,1,25,2,agh9ifb2mw3ivjusgedj7c3fe,1,79.2,73.2,2024-11-03T15:43:18.507Z,2024-11-04T01:52:15Z,5339159307,213,5.14,5339159301,140,82.9,5341403579,178,,5339159299,56,Center,5339159305,212,9.4,5339159303,141,60.6,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743778379,298,1,1,25,2,agh9ifb2mw3ivjusgedj7c3fe,1,83.4,61.1,2024-11-03T15:43:19.102Z,2024-11-04T01:52:18Z,5341403633,178,,5339159589,141,73.2,5339159587,140,91.4,5339159591,212,11.8,5339159593,213,0.78,5339159585,56,Center,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743778389,299,1,1,25,5,agh9ifb2mw3ivjusgedj7c3fe,0,96.6,72.7,2024-11-03T15:43:21.173Z,2024-11-04T01:52:24Z,5339159629,212,1.1,5339159631,213,4.43,5339159623,56,Center,5339159737,286,,5339159627,141,71.1,5339159733,233,139,5339159625,140,96.3,5339159731,236,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,5341403727,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743778397,139,74,1,25,5,c8llrezkm3b3op4afrou6b487,1,5.9,32.8,2024-11-03T15:43:21.264Z,2024-11-04T01:52:28Z,5341403815,178,,5339159683,285,,5339159827,233,299,5339159681,56,Back,,,,,,,,,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743778433,140,6,1,25,6,c8llrezkm3b3op4afrou6b487,0,5.1,31.3,2024-11-03T15:43:22.494Z,2024-11-04T01:52:30Z,5339160017,233,300,5339159955,56,Back,5339159959,73,,,,,,,,,,,,,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743778403,300,6,1,25,6,agh9ifb2mw3ivjusgedj7c3fe,1,94.9,68.7,2024-11-03T15:43:22.494Z,2024-11-04T01:52:31Z,5339159895,56,Center,5339159897,73,,5339159967,233,140,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743779121,301,1,1,25,34,agh9ifb2mw3ivjusgedj7c3fe,0,99.5,99.5,2024-11-03T15:43:50.536Z,2024-11-04T01:52:40Z,5339163583,2,,5339163585,6,,5339163603,1,,5339163593,140,91.3,5341404007,178,,5340760581,72,,5339163587,155,,5339163601,213,4.45,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5339163591,56,5339163589,224,5339163597,141,5339163599,212,,,,Center,,,51.9,,,,,,,33.5,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743779171,141,44,1,25,35,c8llrezkm3b3op4afrou6b487,1,9.3,47.5,2024-11-03T15:43:51.939Z,2024-11-04T04:41:30Z,5339167265,233,304,5339163817,56,Back,5339163819,285,,,,,,,,,,,,,,,,,b7bcouznm395r2z5g33ehiiac,Rafel Bauzà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743779619,304,44,1,25,35,agh9ifb2mw3ivjusgedj7c3fe,0,90.7,52.5,2024-11-03T15:43:51.940Z,2024-11-04T01:52:47Z,5339166331,286,,5339167379,233,141,5339166325,56,Center,,,,,,,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743779181,142,12,1,25,35,c8llrezkm3b3op4afrou6b487,1,9.5,54.4,2024-11-03T15:43:51.953Z,2024-11-04T04:41:30Z,5339163857,212,2.7,5339163859,213,4.67,5339163851,56,Back,5339163853,140,9.4,5339163855,141,50.5,5339163911,15,,5341404143,388,,,,,b7bcouznm395r2z5g33ehiiac,Rafel Bauzà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743779907,305,61,1,25,35,agh9ifb2mw3ivjusgedj7c3fe,1,90.5,51.6,2024-11-03T15:43:52.003Z,2024-11-04T01:53:01Z,5339167959,56,Center,5341404275,388,,5341404273,15,,,,,,,,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743779215,143,49,1,25,38,c8llrezkm3b3op4afrou6b487,1,17.6,33.6,2024-11-03T15:43:54.708Z,2024-11-04T01:53:12Z,,,,,,,,,,,,,,,,,,,,,,,,,6peka1v0xt2ctv0qtoaw9cslx,Álvaro Tejero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743779259,144,1,1,25,38,c8llrezkm3b3op4afrou6b487,1,17.6,33.6,2024-11-03T15:43:54.844Z,2024-11-04T01:53:21Z,5339164311,141,47.9,5339164309,140,32.4,5339164307,56,Back,5341404573,178,,5339164315,213,0.56,5339164313,212,18.3,,,,,,,6peka1v0xt2ctv0qtoaw9cslx,Álvaro Tejero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743779433,145,1,1,25,39,c8llrezkm3b3op4afrou6b487,1,32.5,47.7,2024-11-03T15:43:56.095Z,2024-11-04T01:53:26Z,5341404611,178,,5339165201,56,Right,5339165211,1,,5339165209,213,5.68,5339165207,212,46.9,5339165205,141,8.8,5339165203,140,69.4,,,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743779439,146,61,1,25,49,c8llrezkm3b3op4afrou6b487,0,92.9,5,2024-11-03T15:44:05.311Z,2024-11-04T01:53:42Z,5341404703,178,,5339165247,56,Right,,,,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743779483,302,12,1,25,49,agh9ifb2mw3ivjusgedj7c3fe,1,12.2,94.5,2024-11-03T15:44:05.852Z,2024-11-04T01:53:48Z,5339165521,212,6.9,5339165515,56,Back,5341404737,178,,5339165573,167,,5339165523,213,2.37,5339165519,141,100,5339165517,140,7.5,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743779627,147,5,1,25,50,c8llrezkm3b3op4afrou6b487,1,92.1,-1.8,2024-11-03T15:44:06.143Z,2024-11-04T01:53:58Z,5339166467,233,303,5339166357,56,Right,5339166359,347,,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743779487,303,5,1,25,50,agh9ifb2mw3ivjusgedj7c3fe,0,7.9,101.8,2024-11-03T15:44:06.143Z,2024-11-04T01:53:59Z,5339166601,233,147,5339165535,347,,5339165533,56,Back,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743780119,148,1,1,26,17,c8llrezkm3b3op4afrou6b487,0,91.5,0,2024-11-03T15:44:33.927Z,2024-11-04T01:54:07Z,5339169135,212,23.6,5339169133,141,32.1,5339169137,213,1.75,5339169139,1,,5339169131,140,87.4,5339169127,107,,5339169129,56,Center,,,,7h0b81yjiiu356rycsakgd0yc,O. El Hilali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743780149,149,1,1,26,19,c8llrezkm3b3op4afrou6b487,0,85.4,30.6,2024-11-03T15:44:35.677Z,2024-11-04T01:55:13Z,5339169309,141,37.3,5339169307,140,86.6,5339169311,212,4.7,5341405729,21,,5341405727,388,,5339169315,213,1.3,5339169305,56,Center,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743817653,550,12,1,26,19,agh9ifb2mw3ivjusgedj7c3fe,1,13.5,69.1,2024-11-03T15:44:35.771Z,2024-11-04T01:54:40Z,5339371699,141,69.7,5339371697,140,15.5,5341404993,388,,5339371701,212,2.1,5339371703,213,0.19,5339371695,56,Back,5339371693,15,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743780137,306,61,1,26,19,agh9ifb2mw3ivjusgedj7c3fe,1,14.7,71.8,2024-11-03T15:44:35.853Z,2024-11-04T01:54:19Z,5339169269,56,Back,5341405035,388,,5341405033,15,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743780221,307,12,1,26,21,agh9ifb2mw3ivjusgedj7c3fe,1,14.2,64.8,2024-11-03T15:44:37.576Z,2024-11-04T01:55:27Z,5339169717,213,6.25,5339169715,212,11,5339169713,141,64.2,5339169711,140,24.7,5339169709,56,Back,5341405833,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743780345,150,1,1,26,22,c8llrezkm3b3op4afrou6b487,0,78,36.3,2024-11-03T15:44:38.757Z,2024-11-04T01:55:32Z,5339170379,56,Left,5339170377,196,,5339170381,140,97,5339170387,213,1.12,5339170389,1,,5339170375,155,,5341405855,178,,5339170385,212,45.4,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,5339170383,141,,,,,,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743780377,308,49,1,26,28,agh9ifb2mw3ivjusgedj7c3fe,1,2.9,7.1,2024-11-03T15:44:44.447Z,2024-11-04T01:55:38Z,,,,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743780643,309,1,1,26,30,agh9ifb2mw3ivjusgedj7c3fe,1,10.7,3.1,2024-11-03T15:44:46.143Z,2024-11-04T01:55:42Z,5339171733,56,Back,5339171735,140,31.1,5339171739,212,21.5,5341405919,178,,5339171737,141,5.2,5339171741,213,0.07,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743780645,310,61,1,26,31,agh9ifb2mw3ivjusgedj7c3fe,1,41.4,3.4,2024-11-03T15:44:47.762Z,2024-11-04T02:01:18Z,5339171749,56,Back,5341405967,178,,5339172085,189,,,,,,,,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743780655,151,1,1,26,34,c8llrezkm3b3op4afrou6b487,1,52.1,94.6,2024-11-03T15:44:50.524Z,2024-11-04T02:01:34Z,5339193093,213,3.97,5339171803,56,Back,5339193087,140,38.7,5339193089,141,72,5339193091,212,20.8,5341406197,178,,,,,,,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743780735,153,49,1,26,35,c8llrezkm3b3op4afrou6b487,1,33.6,65.6,2024-11-03T15:44:51.532Z,2024-11-04T01:56:25Z,,,,,,,,,,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743780693,152,61,1,26,35,c8llrezkm3b3op4afrou6b487,1,36.7,73,2024-11-03T15:44:51.592Z,2024-11-04T01:56:21Z,5339171981,56,Back,5341406477,178,,,,,,,,,,,,,,,,,,,,6810qbng9pfg1bztczv11grmd,L. Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743780879,154,1,1,26,38,c8llrezkm3b3op4afrou6b487,1,38.6,64,2024-11-03T15:44:55.055Z,2024-11-04T01:56:36Z,5339172973,213,4.52,5339172967,140,35.1,5339172969,141,35.5,5339172965,56,Back,5339172971,212,19.7,5341406593,178,,,,,,,,1whtyw1adggpz4j1xp7sjbeg9,Álvaro Aguado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743780971,155,2,1,26,43,c8llrezkm3b3op4afrou6b487,1,48.1,33.3,2024-11-03T15:44:59.699Z,2024-11-04T01:56:40Z,5339183707,8,,5339183711,7,7h0b81yjiiu356rycsakgd0yc,5339184341,343,3,5339173361,56,Right,5341406623,178,,5339173369,141,7.2,5339173365,140,71.2,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743782343,311,55,1,26,43,agh9ifb2mw3ivjusgedj7c3fe,1,32.9,76.7,2024-11-03T15:44:59.700Z,2024-11-04T01:56:40Z,5339210909,343,3,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743781145,156,43,1,26,45,c8llrezkm3b3op4afrou6b487,1,0,0,2024-11-03T15:45:01.828Z,2024-11-03T15:46:19Z,5339180107,22,0,5339174305,155,0,5339174303,2,0,5339174321,212,22.5,5339174313,140,92.3,5339174309,56,Center,5339183927,144,1,5339174317,141,50.4,7h0b81yjiiu356rycsakgd0yc,O. El Hilali,5339174325,213,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743781157,157,84,1,26,47,c8llrezkm3b3op4afrou6b487,1,0,0,2024-11-03T15:45:03.253Z,2024-11-03T15:46:09Z,5339180223,102,52.2,5339180219,55,156,5339180239,328,,5339180231,214,,5339180213,76,,5339180245,231,50.2,5339180217,154,,5339180227,103,4.4,59u1gn30f6bg5lr06zsglykq2,Jofre Carreras,5339178287,20,5339178299,374,5339180243,230,5339174387,56,5339178307,375,26:46.6,,45:02.7,,99.1,5339181013,343,2,5339174381,22,,Center,,5339182529,436,16,5339180215,29,5339174383,17,,,,,,,,,,,,,,,Espanyol
2743782263,158,27,1,27,36,c8llrezkm3b3op4afrou6b487,1,0,0,2024-11-03T15:45:52.765Z,2024-11-04T01:56:48Z,5339180381,207,,5339180383,364,,5339180379,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743782401,159,65,1,27,37,c8llrezkm3b3op4afrou6b487,1,0,0,2024-11-03T15:45:53.158Z,2024-11-04T01:56:53Z,5339182255,336,,5339181177,329,,5339181179,365,157,,,,,,,,,,,,,,,,59u1gn30f6bg5lr06zsglykq2,Jofre Carreras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743782583,160,28,1,27,49,c8llrezkm3b3op4afrou6b487,1,0,0,2024-11-03T15:46:06.097Z,2024-11-04T01:57:25Z,5339182229,364,,5339182231,55,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743782923,312,1,1,27,57,agh9ifb2mw3ivjusgedj7c3fe,1,15,53.9,2024-11-03T15:46:13.202Z,2024-11-04T01:57:12Z,5339184107,141,32.1,5339184099,5,,5339184105,140,30.4,5339184101,241,,5339184111,213,5.54,5339184109,212,21.9,5339184489,189,,5341407007,178,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,5339184103,56,,,,,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743782969,313,1,1,28,3,agh9ifb2mw3ivjusgedj7c3fe,1,34,36.1,2024-11-03T15:46:19.572Z,2024-11-04T01:57:17Z,5339184427,56,Back,5339184429,140,35.3,5339184431,141,66.7,5339184433,212,20.9,5339184435,213,1.51,5341407097,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743783137,314,1,1,28,9,agh9ifb2mw3ivjusgedj7c3fe,1,51.8,72.9,2024-11-03T15:46:25.510Z,2024-11-04T01:57:35Z,5339185259,212,14.3,5339185257,141,70,5341407273,178,,5339185253,56,Center,5339185255,140,65.3,5339185261,213,6.14,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743783171,315,1,1,28,11,agh9ifb2mw3ivjusgedj7c3fe,1,65.8,77.8,2024-11-03T15:46:27.306Z,2024-11-04T01:57:43Z,5339185443,141,96.9,5339185445,212,15.1,5341407335,178,,5339185447,213,1.03,5339185441,140,73.2,5339185439,56,Left,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743783217,316,1,1,28,12,agh9ifb2mw3ivjusgedj7c3fe,1,73.2,96.9,2024-11-03T15:46:28.622Z,2024-11-04T01:57:48Z,5339185649,141,87.4,5339185647,140,74.7,5339185651,212,6.6,5341407405,178,,5339185645,56,Left,5339185653,213,4.95,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743783271,317,1,1,28,14,agh9ifb2mw3ivjusgedj7c3fe,0,74.4,88.7,2024-11-03T15:46:30.877Z,2024-11-04T01:57:53Z,5341407443,178,,5339185907,212,14.9,5339185909,213,6.14,5339185903,140,88.4,5339185905,141,85.6,5339185901,56,Left,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2743783277,161,8,1,28,16,c8llrezkm3b3op4afrou6b487,1,6.4,15.8,2024-11-03T15:46:32.282Z,2024-11-04T01:57:58Z,5341407505,389,,5339185945,56,Back,5340770015,385,,,,,,,,,,,,,,,,,7h0b81yjiiu356rycsakgd0yc,O. El Hilali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2743783319,318,61,1,28,16,agh9ifb2mw3ivjusgedj7c3fe,1,88.6,85.4,2024-11-03T15:46:32.458Z,2024-11-04T01:58:02Z,5341407571,178,,5339186185,56,Left,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
