id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,teamName
2759856433,541,28,1,46,33,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-12-15T20:48:53.682Z,2024-12-16T06:36:04Z,5426692109,55,540,5426692211,233,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856545,300,1,1,46,39,3krm0f4yr1l80j1sd7823f9xn,1,57.7,0,2024-12-15T20:48:59.498Z,2024-12-16T06:36:08Z,5426692725,212,17.4,5426692723,141,2.8,5426692719,56,Right,5426692721,140,74.1,5426692727,213,0.14,5426692717,107,,,,,,,,9p87liko3b1jjpjmi19135y0a,Adrià Alti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759856553,301,61,1,46,40,3krm0f4yr1l80j1sd7823f9xn,0,73.1,2.9,2024-12-15T20:49:01.141Z,2024-12-16T06:42:37Z,5427165223,178,,5426692743,56,Right,,,,,,,,,,,,,,,,,,,entqiwoor6dhwqcg5s82krfth,M. El Haddadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759856567,542,49,1,46,41,agh9ifb2mw3ivjusgedj7c3fe,1,21.8,97.2,2024-12-15T20:49:01.424Z,2024-12-16T06:42:46Z,,,,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856587,543,4,1,46,43,agh9ifb2mw3ivjusgedj7c3fe,1,20.5,95.8,2024-12-15T20:49:03.980Z,2024-12-16T06:42:50Z,5426693117,233,302,5426693027,152,,5426693019,13,,5426693023,295,,5426693025,56,Back,5426693029,285,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856589,302,4,1,46,43,3krm0f4yr1l80j1sd7823f9xn,0,79.5,4.2,2024-12-15T20:49:03.981Z,2024-12-16T06:42:49Z,5426693097,13,,5426693101,56,Right,5427165285,178,,5426693133,233,543,5426693103,152,,5426693105,286,,5426693099,295,,,,,entqiwoor6dhwqcg5s82krfth,M. El Haddadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759856737,544,1,1,46,52,agh9ifb2mw3ivjusgedj7c3fe,1,21.8,95.1,2024-12-15T20:49:12.503Z,2024-12-16T06:42:56Z,5426693815,56,Back,5426693823,212,11.3,5427165323,178,,5426693819,141,85.4,5426693811,5,,5426693813,152,,5426693817,140,13.1,5426693827,213,3.77,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856745,545,1,1,46,56,agh9ifb2mw3ivjusgedj7c3fe,1,11.6,80,2024-12-15T20:49:16.786Z,2024-12-16T06:42:59Z,5426693897,212,26.1,5426693893,140,25.6,5426693891,56,Back,5426693899,213,5.31,5427165339,178,,5426693895,141,48.2,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856763,546,1,1,46,58,agh9ifb2mw3ivjusgedj7c3fe,1,26.7,47.2,2024-12-15T20:49:18.213Z,2024-12-16T06:43:06Z,5426693983,141,56.9,5426693981,140,34.2,5426693979,56,Back,5426693985,212,10.3,5427165365,178,,5426693987,213,0.7,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856831,547,1,1,46,59,agh9ifb2mw3ivjusgedj7c3fe,1,34.2,56.9,2024-12-15T20:49:19.481Z,2024-12-16T06:43:10Z,5427165383,178,,5426694377,56,Back,5426694383,212,10.9,5426694381,141,69.4,5426694379,140,27.7,5426694385,213,2.25,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856883,548,1,1,47,4,agh9ifb2mw3ivjusgedj7c3fe,1,39.9,73.8,2024-12-15T20:49:24.365Z,2024-12-16T06:36:18Z,5426694683,140,59.2,5426694669,56,Left,5427162923,178,,5426694685,141,93.2,5426694691,213,0.58,5426694687,212,24.2,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856899,549,1,1,47,9,agh9ifb2mw3ivjusgedj7c3fe,1,71.5,84.8,2024-12-15T20:49:29.458Z,2024-12-16T06:36:34Z,5426694807,140,87.3,5427163023,178,,5426694809,141,92.1,5426694813,213,0.29,5426694811,212,17.3,5426694805,56,Left,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856911,550,1,1,47,11,agh9ifb2mw3ivjusgedj7c3fe,0,91.2,93.8,2024-12-15T20:49:31.646Z,2024-12-16T06:36:38Z,5426694881,213,4.89,5426694873,56,Center,5426984987,224,,5426694875,140,96.1,5426694869,2,,5426694879,212,29.4,5426694877,141,51.2,5427163043,178,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5426984989,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759856921,305,52,1,47,12,3krm0f4yr1l80j1sd7823f9xn,1,4.2,50.1,2024-12-15T20:49:33.132Z,2024-12-16T06:36:42Z,5426985039,376,,5427163057,178,,,,,,,,,,,,,,,,,,,,bahph7009sc73jl6s2bramn6d,M. Dmitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759857099,306,1,1,47,28,3krm0f4yr1l80j1sd7823f9xn,0,15.7,43.7,2024-12-15T20:49:48.381Z,2024-12-16T06:36:45Z,5426695991,213,6.25,5426695987,141,40.4,5426696445,189,,5426695993,1,,5426695981,199,,5426695983,56,Center,5426695985,140,78,5426695989,212,65.5,bahph7009sc73jl6s2bramn6d,M. Dmitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759857095,551,61,1,47,34,agh9ifb2mw3ivjusgedj7c3fe,0,29.3,61.2,2024-12-15T20:49:54.563Z,2024-12-16T06:36:52Z,5427163131,178,,5426695959,56,Back,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857147,307,2,1,47,36,3krm0f4yr1l80j1sd7823f9xn,1,79.8,52.3,2024-12-15T20:49:56.352Z,2024-12-16T06:36:59Z,5426696299,141,42.3,5426696331,56,Center,5426696329,7,a233iunrs5zqk5q62xv0oogdl,5427163179,178,,5426696297,140,83.5,,,,,,,,,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759857143,552,55,1,47,36,agh9ifb2mw3ivjusgedj7c3fe,1,17.9,52.1,2024-12-15T20:49:56.353Z,2024-12-16T06:37:00Z,,,,,,,,,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857275,553,1,1,47,51,agh9ifb2mw3ivjusgedj7c3fe,1,23.6,57.8,2024-12-15T20:50:12.063Z,2024-12-16T06:37:08Z,5426696957,241,,5426696967,212,19.5,5426696959,56,Back,5426696963,141,68.7,5426696971,213,0.39,5426696961,140,40.8,5426707285,189,,5426696955,5,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,5427163255,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857293,554,1,1,47,52,agh9ifb2mw3ivjusgedj7c3fe,1,42.9,64.8,2024-12-15T20:50:12.858Z,2024-12-16T06:37:16Z,5426697057,141,46.1,5427163293,178,,5426697061,213,4.97,5426697055,140,46.1,5426697059,212,13.2,5426697053,56,Back,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857297,555,1,1,47,55,agh9ifb2mw3ivjusgedj7c3fe,1,46.7,46.1,2024-12-15T20:50:15.760Z,2024-12-16T06:43:19Z,5426697099,141,61.2,5426697095,56,Center,5426697101,212,13.7,5426697103,213,0.84,5426697097,140,55.4,5427165411,178,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857311,556,1,1,47,57,agh9ifb2mw3ivjusgedj7c3fe,1,55.4,61.2,2024-12-15T20:50:17.383Z,2024-12-16T06:43:21Z,5427165421,178,,5426697145,56,Center,5426697147,140,62.2,5426697151,212,7.2,5426697149,141,62.9,5426697153,213,0.16,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857319,557,1,1,47,58,agh9ifb2mw3ivjusgedj7c3fe,1,62.2,62.9,2024-12-15T20:50:18.772Z,2024-12-16T06:43:25Z,5427165429,178,,5426697227,213,2.8,5426697223,141,64.9,5426697219,56,Center,5426697221,140,58.5,5426697225,212,4.1,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857329,558,1,1,48,0,agh9ifb2mw3ivjusgedj7c3fe,1,56.9,65.7,2024-12-15T20:50:20.334Z,2024-12-16T06:43:28Z,5427165439,178,,5426697307,56,Center,5426697309,140,55.1,5426697313,212,12.1,5426697311,141,48.1,5426697315,213,4.56,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857339,559,1,1,48,2,agh9ifb2mw3ivjusgedj7c3fe,1,56.4,43.3,2024-12-15T20:50:22.723Z,2024-12-16T06:37:26Z,5427163335,178,,5426697355,212,12.6,5426697357,213,5.95,5426697349,56,Center,5426697353,141,37.3,5426697351,140,67.8,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857349,560,1,1,48,3,agh9ifb2mw3ivjusgedj7c3fe,1,67.8,37.3,2024-12-15T20:50:23.533Z,2024-12-16T06:37:31Z,5426697423,140,60.3,5426697421,56,Center,5426697429,213,3.51,5426697425,141,32.8,5426697451,156,,5427163363,178,,5426697427,212,8.4,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857375,561,1,1,48,5,agh9ifb2mw3ivjusgedj7c3fe,1,60.1,33.3,2024-12-15T20:50:25.667Z,2024-12-16T06:37:35Z,5426697607,141,41,5427163379,178,,5426697599,56,Center,5426697603,140,59.3,5426697611,213,1.73,5426697609,212,5.3,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857405,562,1,1,48,6,agh9ifb2mw3ivjusgedj7c3fe,1,59.5,42.5,2024-12-15T20:50:27.048Z,2024-12-16T06:37:40Z,5426697789,212,10.5,5426697785,140,60.2,5426697783,56,Center,5426697787,141,57.9,5426697791,213,1.5,5427163417,178,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857419,563,1,1,48,10,agh9ifb2mw3ivjusgedj7c3fe,1,60.6,65.8,2024-12-15T20:50:30.628Z,2024-12-16T06:37:44Z,5426697877,140,61.7,5427163445,178,,5426697879,141,44.6,5426697875,56,Center,5426697883,213,4.79,5426697881,212,14.5,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857425,564,1,1,48,11,agh9ifb2mw3ivjusgedj7c3fe,1,61.7,44.6,2024-12-15T20:50:32.133Z,2024-12-16T06:37:49Z,5427163485,178,,5426697907,56,Center,5426697915,213,5.97,5426697909,140,70.2,5426697913,212,9.4,5426697911,141,40.3,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857429,565,1,1,48,12,agh9ifb2mw3ivjusgedj7c3fe,1,70.2,40.3,2024-12-15T20:50:33.011Z,2024-12-16T06:37:52Z,5426697943,56,Center,5427163505,178,,5426697949,212,12.3,5426697951,213,3.61,5426697975,156,,5426697945,140,59.8,5426697947,141,32.1,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857457,566,1,1,48,15,agh9ifb2mw3ivjusgedj7c3fe,1,60.1,28.9,2024-12-15T20:50:35.216Z,2024-12-16T06:37:59Z,5426698123,140,69.9,5426698121,56,Right,5426698129,213,5.35,5426698125,141,8.5,5427163575,178,,5426698127,212,17.3,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857471,567,1,1,48,17,agh9ifb2mw3ivjusgedj7c3fe,1,70.4,8,2024-12-15T20:50:37.896Z,2024-12-16T06:38:03Z,5426698217,212,13.2,5426698211,56,Center,5426698213,140,68.2,5426698215,141,27.1,5427163651,178,,5426698219,213,1.75,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857491,568,1,1,48,19,agh9ifb2mw3ivjusgedj7c3fe,1,66.8,29.1,2024-12-15T20:50:39.390Z,2024-12-16T06:38:09Z,5427163737,178,,5426698331,56,Center,5426698333,140,59.5,5426698337,141,21.9,5426698341,212,9.1,5426698343,213,3.71,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857503,569,1,1,48,22,agh9ifb2mw3ivjusgedj7c3fe,1,61.2,25,2024-12-15T20:50:42.665Z,2024-12-16T06:38:16Z,5426698413,213,0.55,5426698409,141,37.4,5426698411,212,16.2,5427163869,178,,5426698405,56,Center,5426698407,140,74.4,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857509,570,1,1,48,24,agh9ifb2mw3ivjusgedj7c3fe,0,75.6,40.9,2024-12-15T20:50:44.484Z,2024-12-16T07:28:14Z,5426698437,212,3,5426698431,56,Center,5426698433,140,78.4,5426698435,141,40.3,5427165479,178,,5426698439,213,6.15,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857523,308,8,1,48,24,3krm0f4yr1l80j1sd7823f9xn,1,20.9,66.6,2024-12-15T20:50:44.779Z,2024-12-16T07:30:10Z,5427165501,178,,5426698493,56,Back,5426985943,385,,,,,,,,,,,,,,,,,48ctbksxfm5hrdmwphb4eril1,Jorge Sáenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759857537,571,1,1,48,25,agh9ifb2mw3ivjusgedj7c3fe,0,77.2,38.6,2024-12-15T20:50:46.205Z,2024-12-16T07:28:29Z,5426698611,140,88,5426698613,141,32.7,5426698609,56,Center,5426698615,212,12,5427165521,178,,5426698617,213,5.94,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857541,309,8,1,48,26,3krm0f4yr1l80j1sd7823f9xn,1,14.5,68.8,2024-12-15T20:50:46.891Z,2024-12-16T07:30:14Z,5426986037,383,,5427165561,178,,5426698631,56,Back,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759857601,310,12,1,48,29,3krm0f4yr1l80j1sd7823f9xn,1,14.9,67,2024-12-15T20:50:49.853Z,2024-12-16T06:44:03Z,5426698977,212,52.8,5427165607,178,,5426698973,141,68.2,5426698971,140,65.2,5426698969,56,Center,5426698979,213,0.02,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759857645,572,1,1,48,36,agh9ifb2mw3ivjusgedj7c3fe,1,32.5,35.2,2024-12-15T20:50:56.408Z,2024-12-16T06:44:10Z,5426699219,213,0.76,5426699209,56,Back,5426699213,141,56.3,5426699211,140,46.9,5426699217,212,20.8,5427165639,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857667,573,1,1,48,39,agh9ifb2mw3ivjusgedj7c3fe,1,48.3,56,2024-12-15T20:50:59.600Z,2024-12-16T06:44:15Z,5426699383,140,78.4,5426699381,56,Center,5426699389,213,6.04,5426699379,155,,5426699385,141,44.3,5426699841,4,,5426699391,1,,5426699387,212,32.6,4ftlhtels58lyzfluwofzwxuy,Pedri,5427165661,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857697,574,1,1,48,46,agh9ifb2mw3ivjusgedj7c3fe,1,97.6,25.3,2024-12-15T20:51:06.564Z,2024-12-16T06:44:20Z,5427165693,178,,5426699591,213,2.26,5426699587,141,40.7,5426699583,56,Center,5426701833,195,,5426699589,212,13.6,5426699585,140,89.4,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857699,575,61,1,48,47,agh9ifb2mw3ivjusgedj7c3fe,0,89.4,40.7,2024-12-15T20:51:07.528Z,2024-12-16T06:44:25Z,5426699599,56,Center,5427165717,178,,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759857705,311,5,1,48,49,3krm0f4yr1l80j1sd7823f9xn,1,-1,60.2,2024-12-15T20:51:09.952Z,2024-12-16T06:44:29Z,5426699639,346,,5426699637,56,Back,5426699657,233,576,,,,,,,,,,,,,,,,3o41frgi9jxrms6rvc6ml1plh,D. Brašanac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759857709,576,5,1,48,49,agh9ifb2mw3ivjusgedj7c3fe,0,101,39.8,2024-12-15T20:51:09.952Z,2024-12-16T06:44:30Z,5426699653,56,Center,5426699677,233,311,5426699655,346,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858031,312,1,1,49,18,3krm0f4yr1l80j1sd7823f9xn,0,5.5,49.9,2024-12-15T20:51:39.122Z,2024-12-16T06:44:32Z,5426701455,124,,5426701461,141,17.7,5426701459,140,64.8,5426701463,212,66,5426701465,213,5.95,5426701469,74,,5426701457,56,Right,5426701467,1,,bahph7009sc73jl6s2bramn6d,M. Dmitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759858047,577,12,1,49,23,agh9ifb2mw3ivjusgedj7c3fe,1,34.7,90.5,2024-12-15T20:51:43.552Z,2024-12-16T06:44:36Z,5427165779,178,,5426701695,15,,5426701557,140,45.3,5426701633,167,,5426701561,212,13.6,5426701555,56,Back,5426701559,141,100,5426701563,213,0.61,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858063,313,5,1,49,25,3krm0f4yr1l80j1sd7823f9xn,1,54.6,-1.6,2024-12-15T20:51:45.520Z,2024-12-16T06:44:40Z,5426701653,233,578,5426701645,347,,5426701643,56,Right,,,,,,,,,,,,,,,,bahph7009sc73jl6s2bramn6d,M. Dmitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759858053,578,5,1,49,25,agh9ifb2mw3ivjusgedj7c3fe,0,45.4,101.6,2024-12-15T20:51:45.520Z,2024-12-16T06:44:40Z,5426701659,233,313,5426701585,56,Back,5426701587,347,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858185,314,1,1,49,37,3krm0f4yr1l80j1sd7823f9xn,0,57.5,0,2024-12-15T20:51:57.775Z,2024-12-16T06:44:45Z,5426702323,140,75,5426702321,56,Right,5426702319,107,,5426702329,213,0.28,5426702325,141,6.8,5426702327,212,19.1,,,,,,,9p87liko3b1jjpjmi19135y0a,Adrià Alti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759858241,579,4,1,49,38,agh9ifb2mw3ivjusgedj7c3fe,1,26.8,94.4,2024-12-15T20:51:59.194Z,2024-12-16T06:44:49Z,5426702751,233,315,5426702717,13,,5426702723,152,,5426702719,294,,5426702721,56,Back,5426702725,285,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858217,315,4,1,49,38,3krm0f4yr1l80j1sd7823f9xn,0,73.2,5.6,2024-12-15T20:51:59.195Z,2024-12-16T06:44:48Z,5427165833,178,,5426702785,233,579,5426702649,56,Right,5426702653,286,,5426702651,152,,5426702645,13,,5426702647,294,,,,,a233iunrs5zqk5q62xv0oogdl,Miguel de la Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759858281,580,1,1,49,47,agh9ifb2mw3ivjusgedj7c3fe,1,28.7,88.7,2024-12-15T20:52:08.079Z,2024-12-16T06:44:52Z,5426702925,141,59,5426702929,213,4.89,5426702921,56,Back,5426702919,152,,5426702923,140,32.1,5426702927,212,20.5,5427165843,178,,5426702917,5,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858309,581,1,1,49,50,agh9ifb2mw3ivjusgedj7c3fe,1,31.4,54,2024-12-15T20:52:10.397Z,2024-12-16T06:44:55Z,5426703107,140,45.9,5427165849,178,,5426703113,213,5.32,5426703109,141,21.6,5426703111,212,26.8,5426703105,56,Back,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858325,582,1,1,49,54,agh9ifb2mw3ivjusgedj7c3fe,1,47.9,18.2,2024-12-15T20:52:14.432Z,2024-12-16T06:45:00Z,5426703201,56,Center,5426703205,140,53,5426703213,212,13.2,5426703209,141,36,5426703217,213,1.15,5427165865,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858333,583,1,1,49,55,agh9ifb2mw3ivjusgedj7c3fe,1,53,36,2024-12-15T20:52:15.979Z,2024-12-16T06:45:06Z,5426703265,213,3.55,5427165869,178,,5426703261,141,30.7,5426703259,140,45,5426703263,212,9.1,5426703257,56,Back,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858349,584,1,1,49,57,agh9ifb2mw3ivjusgedj7c3fe,1,44.5,34,2024-12-15T20:52:17.775Z,2024-12-16T06:45:10Z,5426703339,56,Back,5426703347,213,1.32,5426703341,140,47.7,5427165873,178,,5426703343,141,53.3,5426703345,212,13.5,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858371,585,1,1,50,0,agh9ifb2mw3ivjusgedj7c3fe,1,47.7,53.3,2024-12-15T20:52:20.219Z,2024-12-16T06:45:15Z,5426703443,141,74.2,5426703441,140,46.1,5426703445,212,14.3,5426703439,56,Back,5426703447,213,1.69,5427165887,178,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858409,586,1,1,50,2,agh9ifb2mw3ivjusgedj7c3fe,1,46.3,80.9,2024-12-15T20:52:22.272Z,2024-12-16T06:51:10Z,5427167623,178,,5426703667,212,14.3,5426703665,141,95.3,5426703669,213,0.76,5426703661,56,Left,5426703663,140,56.2,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759858443,587,1,1,50,5,agh9ifb2mw3ivjusgedj7c3fe,1,56.2,95.3,2024-12-15T20:52:25.375Z,2024-12-16T06:51:15Z,5426703847,141,88.1,5426703843,56,Back,5426703849,212,11,5427167689,178,,5426703851,213,3.6,5426703845,140,46.8,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
