id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,teamName
2759835117,181,49,1,14,21,agh9ifb2mw3ivjusgedj7c3fe,1,43.9,50,2024-12-15T20:16:41.584Z,2024-12-16T06:48:42Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835209,182,1,1,14,28,agh9ifb2mw3ivjusgedj7c3fe,1,45,46.7,2024-12-15T20:16:48.989Z,2024-12-16T06:48:50Z,5426569627,213,5.2,5427166833,178,,5426569625,212,23.5,5426569623,141,16.2,5426569619,56,Right,5426569621,140,55.6,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835247,183,1,1,14,31,agh9ifb2mw3ivjusgedj7c3fe,1,55.6,16.2,2024-12-15T20:16:51.263Z,2024-12-16T06:48:56Z,5426569869,140,71.2,5427166847,178,,5426569875,213,5.93,5426569873,212,17.5,5426569871,141,7.3,5426569867,56,Right,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835271,184,1,1,14,34,agh9ifb2mw3ivjusgedj7c3fe,1,70.2,8.5,2024-12-15T20:16:54.671Z,2024-12-16T06:49:04Z,5426569967,212,12.7,5426569965,141,11.9,5426569969,213,2.96,5427166879,178,,5426569961,56,Right,5426569963,140,58.3,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835293,185,1,1,14,36,agh9ifb2mw3ivjusgedj7c3fe,1,58.3,11.9,2024-12-15T20:16:56.499Z,2024-12-16T06:49:10Z,5427166887,178,,5426570097,140,56.8,5426570099,141,23.6,5426570095,56,Center,5426570101,212,8.1,5426570103,213,1.77,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835333,186,1,1,14,38,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,26.2,2024-12-15T20:16:58.376Z,2024-12-16T06:49:16Z,5426570331,140,46.9,5426570333,141,54.5,5427166929,178,,5426570335,212,21.3,5426570329,56,Back,5426570337,213,2.02,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835403,187,1,1,14,41,agh9ifb2mw3ivjusgedj7c3fe,1,46.9,56.6,2024-12-15T20:17:01.341Z,2024-12-16T06:49:36Z,5426570645,56,Left,5426570651,212,26.1,5426570653,213,1.22,5426570649,141,92.6,5427167011,178,,5426570647,140,55.4,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835425,188,1,1,14,44,agh9ifb2mw3ivjusgedj7c3fe,1,55.6,88.4,2024-12-15T20:17:05.141Z,2024-12-16T06:49:42Z,5426570777,213,4.65,5427167073,178,,5426570775,212,12.2,5426570769,56,Center,5426570771,140,54.9,5426570773,141,70.5,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835495,189,1,1,14,46,agh9ifb2mw3ivjusgedj7c3fe,1,54.9,70.5,2024-12-15T20:17:06.976Z,2024-12-16T06:49:46Z,5427167087,178,,5426571107,56,Center,5426571115,213,5.15,5426571109,140,62.3,5426571113,212,18.4,5426571111,141,46,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835525,190,1,1,14,50,agh9ifb2mw3ivjusgedj7c3fe,1,65.9,32.8,2024-12-15T20:17:10.772Z,2024-12-16T06:49:52Z,5427167129,178,,5426571283,141,9.8,5426571281,140,79.1,5426571279,56,Right,5426571285,212,20.9,5426571287,213,5.44,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835589,191,1,1,14,52,agh9ifb2mw3ivjusgedj7c3fe,1,79.1,9.8,2024-12-15T20:17:12.536Z,2024-12-16T06:49:58Z,5426571567,213,0.4,5426571559,56,Right,5426571563,141,15.9,5426571561,140,88.5,5427167145,178,,5426571565,212,10.7,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835563,111,83,1,14,55,3krm0f4yr1l80j1sd7823f9xn,0,11,80.3,2024-12-15T20:17:15.315Z,2024-12-16T06:50:01Z,5426571727,399,cscn06kwqfzo09h0dc5ybt1pl,,,,,,,,,,,,,,,,,,,,,,9g4devlvymukexrvfgkipd6tx,R. Tapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835745,115,83,1,14,56,3krm0f4yr1l80j1sd7823f9xn,0,5.1,90.9,2024-12-15T20:17:16.807Z,2024-12-16T06:50:04Z,5426572933,399,cscn06kwqfzo09h0dc5ybt1pl,,,,,,,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835597,192,61,1,14,56,agh9ifb2mw3ivjusgedj7c3fe,0,95.6,15.2,2024-12-15T20:17:17.003Z,2024-12-16T06:50:14Z,5426571619,56,Right,5427167263,178,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835603,112,49,1,14,58,3krm0f4yr1l80j1sd7823f9xn,1,2.4,88.9,2024-12-15T20:17:18.258Z,2024-12-16T06:50:24Z,,,,,,,,,,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835663,113,1,1,15,2,3krm0f4yr1l80j1sd7823f9xn,0,14,96.8,2024-12-15T20:17:22.504Z,2024-12-16T06:55:38Z,5426572075,140,53.6,5426572079,212,44.7,5426572081,213,5.91,5426572071,155,,5426572083,1,,5426572073,56,Center,5426572077,141,72.7,5427169311,178,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835679,193,49,1,15,5,agh9ifb2mw3ivjusgedj7c3fe,1,46.1,20.1,2024-12-15T20:17:25.319Z,2024-12-16T06:55:44Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835739,194,1,1,15,9,agh9ifb2mw3ivjusgedj7c3fe,1,56,35.1,2024-12-15T20:17:30.099Z,2024-12-16T06:55:55Z,5426572647,141,30.7,5426572643,56,Center,5426572649,212,6.3,5427169401,178,,5426572651,213,5.79,5426572645,140,61.3,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835761,195,1,1,15,14,agh9ifb2mw3ivjusgedj7c3fe,1,62.3,29.2,2024-12-15T20:17:34.450Z,2024-12-16T06:56:01Z,5426572805,212,23,5426572807,213,5.73,5427169445,178,,5426572799,56,Right,5426572803,141,11.4,5426572801,140,80.9,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835781,116,45,1,15,17,3krm0f4yr1l80j1sd7823f9xn,0,21.2,86.4,2024-12-15T20:17:37.501Z,2024-12-16T06:56:09Z,5426572923,233,196,5426572915,285,,5426572913,56,Back,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835779,196,3,1,15,17,agh9ifb2mw3ivjusgedj7c3fe,1,78.8,13.6,2024-12-15T20:17:37.501Z,2024-12-16T06:56:08Z,5426572909,286,,5426572907,56,Right,5426572919,233,116,5426973097,464,,5427169495,178,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835789,197,1,1,15,18,agh9ifb2mw3ivjusgedj7c3fe,0,80.4,17.9,2024-12-15T20:17:38.973Z,2024-12-16T06:56:13Z,5426572967,56,Center,5426572973,212,4.6,5426572971,141,22.4,5426572969,140,83.7,5427169531,178,,5426572975,213,0.72,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835785,117,8,1,15,18,3krm0f4yr1l80j1sd7823f9xn,1,22.2,76.7,2024-12-15T20:17:39.181Z,2024-12-16T06:56:20Z,5427169581,21,,5427169583,178,,5426973199,384,,5426572949,56,Back,,,,,,,,,,,,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835811,118,12,1,15,20,3krm0f4yr1l80j1sd7823f9xn,1,14,71.2,2024-12-15T20:17:40.893Z,2024-12-16T06:56:23Z,5426573095,56,Back,5426573099,141,73.2,5426573103,213,0.09,5426573101,212,15.2,5426573097,140,28.4,5427169631,178,,,,,,,,9g4devlvymukexrvfgkipd6tx,R. Tapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835809,198,3,1,15,22,agh9ifb2mw3ivjusgedj7c3fe,0,75.6,36,2024-12-15T20:17:42.250Z,2024-12-16T06:56:34Z,5427061819,233,119,5426573087,56,Center,5426973251,464,,5426573089,286,,5427169729,178,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835819,119,7,1,15,23,3krm0f4yr1l80j1sd7823f9xn,0,24.4,64,2024-12-15T20:17:43.495Z,2024-12-16T06:56:37Z,5426973277,385,,5427169765,178,,5426573135,285,,5426573131,56,Back,5427061809,233,198,,,,,,,,,,6772p87u8cf9g6qyk5x414h61,Y. Neyou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835833,199,1,1,15,24,agh9ifb2mw3ivjusgedj7c3fe,1,72.2,40.1,2024-12-15T20:17:44.925Z,2024-12-16T06:56:46Z,5426573235,212,10.9,5426573229,56,Center,5427169855,178,,5426573231,140,76.3,5426573233,141,54.8,5426573237,213,1.16,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835837,200,50,1,15,25,agh9ifb2mw3ivjusgedj7c3fe,1,78,52,2024-12-15T20:17:46.183Z,2024-12-16T06:56:51Z,5426573257,56,Center,5426573259,286,,5426573311,233,120,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835839,120,7,1,15,26,3krm0f4yr1l80j1sd7823f9xn,1,22,48,2024-12-15T20:17:46.632Z,2024-12-16T06:56:55Z,5426573267,56,Back,5426573269,285,,5427169907,178,,5426973309,384,,5426573273,233,200,,,,,,,,,,entqiwoor6dhwqcg5s82krfth,M. El Haddadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835845,201,43,1,15,27,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-12-15T20:17:47.222Z,2024-12-15T20:18:14Z,5426573293,56,Center,5426574825,144,61,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835919,121,12,1,15,27,3krm0f4yr1l80j1sd7823f9xn,1,19,51.5,2024-12-15T20:17:47.531Z,2024-12-16T06:57:03Z,5426573769,141,41.9,5426573765,56,Center,5426573773,213,6.17,5426573771,212,57.3,5427169987,178,,5426573767,140,73.2,,,,,,,9g4devlvymukexrvfgkipd6tx,R. Tapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759835925,202,1,1,15,33,agh9ifb2mw3ivjusgedj7c3fe,1,25.4,66.1,2024-12-15T20:17:53.991Z,2024-12-16T06:57:17Z,5426573801,56,Back,5427170033,388,,5426573799,3,,5426573803,140,11.6,5426573805,141,55.7,5426573809,213,3.6,5426573807,212,16.1,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835927,203,52,1,15,35,agh9ifb2mw3ivjusgedj7c3fe,1,11.5,56.1,2024-12-15T20:17:55.250Z,2024-12-16T06:57:19Z,5426973379,377,,5427170045,178,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835973,204,1,1,15,35,agh9ifb2mw3ivjusgedj7c3fe,1,13.4,57.9,2024-12-15T20:17:56.082Z,2024-12-16T06:57:23Z,5427170105,178,,5426574117,213,0.61,5426574107,123,,5426574115,212,21.4,5426574113,141,75.9,5426574109,56,Back,5426574111,140,30.1,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759835997,205,1,1,15,42,agh9ifb2mw3ivjusgedj7c3fe,1,43.8,83.8,2024-12-15T20:18:02.568Z,2024-12-16T06:57:31Z,5426574227,212,21.6,5427170149,178,,5426574229,213,5.7,5426574225,141,66.3,5426574223,140,61,5426574221,56,Center,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759836001,206,1,1,15,43,agh9ifb2mw3ivjusgedj7c3fe,1,61,66.3,2024-12-15T20:18:03.440Z,2024-12-16T06:57:35Z,5427170179,178,,5426574287,156,,5426574267,212,16.4,5426574261,56,Back,5426574263,140,47.2,5426574265,141,77.5,5426574269,213,2.66,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759836057,207,1,1,15,46,agh9ifb2mw3ivjusgedj7c3fe,1,45.7,69.1,2024-12-15T20:18:06.685Z,2024-12-16T06:57:41Z,5426574565,141,48.8,5426574567,212,15.5,5426574569,213,5.19,5426574561,56,Center,5427170215,178,,5426574563,140,52.5,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759836061,208,1,1,15,48,agh9ifb2mw3ivjusgedj7c3fe,1,52.5,48.8,2024-12-15T20:18:08.585Z,2024-12-16T06:57:46Z,5426574597,141,55.1,5426574595,140,61.7,5426574601,213,0.42,5426574599,212,10.6,5427170277,178,,5426574593,56,Center,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759836063,209,1,1,15,49,agh9ifb2mw3ivjusgedj7c3fe,1,61.7,55.1,2024-12-15T20:18:09.245Z,2024-12-16T06:57:51Z,5426574613,213,3.47,5426574639,156,,5426574609,141,50.9,5426574611,212,8.8,5426574605,56,Center,5427170327,178,,5426574607,140,53.8,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759836103,122,27,1,15,51,3krm0f4yr1l80j1sd7823f9xn,1,0,0,2024-12-15T20:18:11.870Z,2024-12-16T06:58:01Z,5426574905,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759836109,210,27,1,15,51,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-12-15T20:18:11.870Z,2024-12-16T06:58:01Z,5426577909,41,Injury,5426577911,53,abr79wsl0folgkyvl821ggs2c,5426574883,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759836923,123,28,1,17,15,3krm0f4yr1l80j1sd7823f9xn,1,0,0,2024-12-15T20:19:35.751Z,2024-12-16T06:58:15Z,5426579833,233,211,5426579535,55,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759836965,211,28,1,17,15,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-12-15T20:19:35.751Z,2024-12-16T06:58:15Z,5426579793,233,123,5426579773,55,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837009,124,68,1,17,19,3krm0f4yr1l80j1sd7823f9xn,0,42.8,48.4,2024-12-15T20:19:39.443Z,2024-12-16T06:58:22Z,5426580985,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759837027,212,68,1,17,19,agh9ifb2mw3ivjusgedj7c3fe,1,59.3,57.5,2024-12-15T20:19:39.848Z,2024-12-16T06:58:27Z,5426580493,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837065,213,1,1,17,20,agh9ifb2mw3ivjusgedj7c3fe,1,61,55.4,2024-12-15T20:19:40.275Z,2024-12-16T06:58:30Z,5426580345,212,7.3,5426580509,189,,5426580341,140,67.1,5427170615,178,,5426580343,141,60.6,5426580347,213,0.5,5426580339,56,Center,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837073,214,4,1,17,20,agh9ifb2mw3ivjusgedj7c3fe,1,70.4,62.8,2024-12-15T20:19:40.905Z,2024-12-16T06:58:45Z,5426580413,56,Center,5426580425,233,125,5426580411,13,,5426580419,286,,5426580415,152,,5426580417,265,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837045,125,4,1,17,20,3krm0f4yr1l80j1sd7823f9xn,0,29.6,37.2,2024-12-15T20:19:40.906Z,2024-12-16T06:58:45Z,5426580283,152,,5427170731,178,,5426580281,56,Back,5426580279,13,,5426580437,233,214,5426580285,265,,5426580287,285,,,,,dvyl5rfgfkoplnwrs73rkidhx,Sergio González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759837483,215,1,1,18,3,agh9ifb2mw3ivjusgedj7c3fe,1,68.5,67.2,2024-12-15T20:20:24.199Z,2024-12-16T06:58:50Z,5426582671,213,5.62,5426582661,152,,5426582659,155,,5426582667,141,42.8,5426582663,56,Center,5426582665,140,88.6,5426582669,212,26.8,5426582657,5,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5427170775,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837487,216,61,1,18,5,agh9ifb2mw3ivjusgedj7c3fe,0,88.6,42.8,2024-12-15T20:20:25.713Z,2024-12-16T06:58:56Z,5427170823,178,,5426582681,56,Center,5427170821,15,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837503,126,12,1,18,7,3krm0f4yr1l80j1sd7823f9xn,1,11.4,68.8,2024-12-15T20:20:27.531Z,2024-12-16T06:59:00Z,5427170861,178,,5426582787,141,100,5426582791,213,1.29,5426582845,167,,5426582783,56,Back,5426582785,140,17.7,5426582789,212,23.5,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759837511,127,5,1,18,10,3krm0f4yr1l80j1sd7823f9xn,0,19.6,102,2024-12-15T20:20:30.229Z,2024-12-16T06:59:05Z,5426582815,347,,5426582813,56,Back,5426583005,233,217,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759837537,217,5,1,18,10,agh9ifb2mw3ivjusgedj7c3fe,1,80.4,-2,2024-12-15T20:20:30.229Z,2024-12-16T06:59:06Z,5426582997,233,127,5426582967,347,,5426582965,56,Right,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837571,218,1,1,18,12,agh9ifb2mw3ivjusgedj7c3fe,1,77.4,0,2024-12-15T20:20:33.068Z,2024-12-16T06:59:12Z,5426583137,212,7.5,5426583129,107,,5426583135,141,6.5,5426583139,213,2.28,5426583131,56,Right,5426583133,140,72.7,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837591,219,1,1,18,14,agh9ifb2mw3ivjusgedj7c3fe,1,72.3,6.7,2024-12-15T20:20:34.759Z,2024-12-16T06:59:16Z,5426583227,140,71,5426583233,213,4.12,5426583231,212,2.5,5426583225,56,Right,5426583229,141,3.7,5427171021,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837603,220,1,1,18,15,agh9ifb2mw3ivjusgedj7c3fe,1,70.9,4.1,2024-12-15T20:20:36.081Z,2024-12-16T06:59:19Z,5427171063,178,,5426583305,141,13.4,5426583311,213,1.86,5426583309,212,6.6,5426583301,56,Right,5426583303,140,69.1,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837637,221,1,1,18,17,agh9ifb2mw3ivjusgedj7c3fe,1,67.8,15,2024-12-15T20:20:37.597Z,2024-12-16T06:59:28Z,5426583493,56,Right,5426583495,140,54.1,5426583499,212,14.6,5426583497,141,18.3,5427171159,178,,5426583501,213,2.99,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837709,222,1,1,18,20,agh9ifb2mw3ivjusgedj7c3fe,1,54.1,21.5,2024-12-15T20:20:40.541Z,2024-12-16T06:59:32Z,5426583935,212,24.6,5426583929,140,46.7,5426583925,56,Back,5427171221,178,,5426583933,141,55.8,5426583937,213,1.89,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837733,223,1,1,18,28,agh9ifb2mw3ivjusgedj7c3fe,1,54.5,70.6,2024-12-15T20:20:48.634Z,2024-12-16T06:59:39Z,5427171285,178,,5426584055,140,60.9,5426584061,213,1.21,5426584059,212,18.9,5426584053,56,Left,5426584057,141,96.5,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837767,224,1,1,18,30,agh9ifb2mw3ivjusgedj7c3fe,0,60.8,95.9,2024-12-15T20:20:50.504Z,2024-12-16T06:59:42Z,5426584283,212,15.7,5426584273,56,Center,5426584279,141,75.8,5427171319,178,,5426584277,140,68.2,5426584285,213,5.23,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759837785,129,49,1,18,34,3krm0f4yr1l80j1sd7823f9xn,1,30.6,30.9,2024-12-15T20:20:54.387Z,2024-12-16T06:59:52Z,,,,,,,,,,,,,,,,,,,,,,,,,6772p87u8cf9g6qyk5x414h61,Y. Neyou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759837807,130,1,1,18,35,3krm0f4yr1l80j1sd7823f9xn,1,30.1,22.4,2024-12-15T20:20:55.431Z,2024-12-16T06:59:55Z,5427171467,178,,5426584457,213,5.25,5426584455,212,14.6,5426584453,141,4,5426584449,56,Back,5426584451,140,37.2,,,,,,,6772p87u8cf9g6qyk5x414h61,Y. Neyou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759837829,131,1,1,18,37,3krm0f4yr1l80j1sd7823f9xn,1,37.2,4,2024-12-15T20:20:58.163Z,2024-12-16T07:00:00Z,5426584573,141,16.4,5426584571,140,38.2,5426584569,56,Back,5427171491,178,,5426584575,212,8.5,5426584577,213,1.45,,,,,,,entqiwoor6dhwqcg5s82krfth,M. El Haddadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
