id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/20/value,teamName
2766708387,506,1,1,46,45,agh9ifb2mw3ivjusgedj7c3fe,1,57.4,69.7,2025-01-18T20:48:43.670Z,2025-01-19T11:19:34Z,5463799185,212,17.4,5463799181,140,66.2,5463799179,56,Left,5463799183,141,91.4,5463799187,213,1.01,5464547259,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766708397,507,1,1,46,51,agh9ifb2mw3ivjusgedj7c3fe,1,67.4,85.1,2025-01-18T20:48:49.109Z,2025-01-19T11:19:38Z,5463799253,141,72.9,5463799257,213,4.16,5463799249,56,Center,5464547383,178,,5463799255,212,9.8,5463799251,140,62.5,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766708481,508,1,1,46,54,agh9ifb2mw3ivjusgedj7c3fe,1,62.4,44.5,2025-01-18T20:48:52.594Z,2025-01-19T11:19:41Z,5463799681,140,79.1,5463799685,212,31.9,5463799687,213,5.29,5463799683,141,5.3,5463799679,56,Right,5464547469,178,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766765373,643,83,1,46,58,1n1j0wsl763lq7ee1k0c11c02,1,23.5,84.7,2025-01-18T20:48:56.895Z,2025-01-19T00:43:34Z,5464112977,399,abr79wsl0folgkyvl821ggs2c,,,,,,,,,,,,,,,,,,,,,,czo50ep8l8ubnp8ifn6bx87pw,Coba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766708451,305,43,1,46,59,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2025-01-18T20:48:57.861Z,2025-01-18T20:49:00Z,5463799703,144,83,,,,,,,,,,,,,,,,,,,,,,czo50ep8l8ubnp8ifn6bx87pw,Coba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766708517,509,1,1,47,2,agh9ifb2mw3ivjusgedj7c3fe,1,69.5,28.6,2025-01-18T20:49:00.127Z,2025-01-19T11:19:47Z,5464547547,178,,5463799919,141,40.3,5463799923,213,2.22,5463799917,140,63.8,5463799913,56,Center,5463799921,212,10,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766708523,306,30,1,47,5,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2025-01-18T20:49:03.200Z,2025-01-19T11:20:04Z,5463799963,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766708529,510,30,1,47,5,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-18T20:49:03.200Z,2025-01-19T11:20:04Z,5463799971,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715171,515,18,2,45,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-18T21:04:40.223Z,2025-01-18T21:04:40Z,5463838921,44,Midfielder,5463838943,55,516,5463838919,42,,5463838923,59,17,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715173,516,19,2,45,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-18T21:04:40.224Z,2025-01-18T21:33:22Z,5463838937,55,515,5463838929,145,8,5463917337,293,3,5463838933,44,Midfielder,5463838931,59,21,5463838925,42,,5463917335,292,7,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715469,308,32,2,45,0,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2025-01-18T21:05:25.033Z,2025-01-19T04:13:29Z,5463840611,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715475,517,32,2,45,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-18T21:05:25.033Z,2025-01-18T21:05:27Z,5463840635,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715499,309,1,2,45,0,1n1j0wsl763lq7ee1k0c11c02,1,50.1,49.9,2025-01-18T21:05:25.142Z,2025-01-19T10:06:03Z,5463840811,141,49.9,5463840815,213,3.14,5464492985,178,,5463840809,140,32,5463840807,56,Back,5463840817,279,S,5463840813,212,19,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715505,310,1,2,45,4,1n1j0wsl763lq7ee1k0c11c02,0,37.4,59,2025-01-18T21:05:30.007Z,2025-01-19T10:06:35Z,5463840845,141,53.1,5463840851,1,,5463840841,56,Center,5464493053,178,,5463840839,155,,5463840847,212,43.2,5463840843,140,78.4,5463840849,213,6.19,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715521,311,50,2,45,9,1n1j0wsl763lq7ee1k0c11c02,1,75.6,54.6,2025-01-18T21:05:34.913Z,2025-01-19T10:07:58Z,5463840931,56,Center,5464181043,233,521,5463841755,286,,,,,,,,,,,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715681,521,7,2,45,9,agh9ifb2mw3ivjusgedj7c3fe,1,24.4,45.4,2025-01-18T21:05:34.935Z,2025-01-19T10:07:22Z,5464181035,233,311,5464149385,385,,5463841683,285,,5463841681,56,Back,5464493555,178,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715509,518,8,2,45,10,agh9ifb2mw3ivjusgedj7c3fe,1,24.1,47.6,2025-01-18T21:05:35.083Z,2025-01-19T10:06:47Z,5463840859,56,Back,5464149241,384,,5464493319,178,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715623,519,12,2,45,10,agh9ifb2mw3ivjusgedj7c3fe,1,19.2,44.6,2025-01-18T21:05:35.125Z,2025-01-19T10:07:30Z,5463841393,141,31.3,5463841389,56,Back,5463841397,213,5.56,5463841395,212,13.6,5464493593,178,,5463841391,140,28.9,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715551,312,1,2,45,11,1n1j0wsl763lq7ee1k0c11c02,1,71.6,72.3,2025-01-18T21:05:37.027Z,2025-01-19T10:07:42Z,5463841095,140,77.3,5463841101,213,5.98,5464493659,178,,5463841097,141,69.5,5463841093,56,Center,5463841099,212,6.3,,,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715585,313,1,2,45,13,1n1j0wsl763lq7ee1k0c11c02,1,77.5,70.2,2025-01-18T21:05:38.113Z,2025-01-19T10:08:04Z,5463841235,141,91.2,5463841231,56,Left,5463841239,213,1.4,5464493743,178,,5463841237,212,14.5,5463841233,140,79.9,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715593,314,1,2,45,17,1n1j0wsl763lq7ee1k0c11c02,1,74.3,84.6,2025-01-18T21:05:43.028Z,2025-01-19T10:08:14Z,5463841275,213,4.34,5463841271,141,62.3,5464493771,178,,5463841273,212,16.3,5463841267,56,Center,5463841269,140,68.6,,,,,,,czo50ep8l8ubnp8ifn6bx87pw,Coba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715615,315,1,2,45,20,1n1j0wsl763lq7ee1k0c11c02,0,73.3,52.8,2025-01-18T21:05:45.388Z,2025-01-19T10:08:20Z,5463841365,213,5.14,5463841355,155,,5463841361,141,0,5463841363,212,40,5463841367,1,,5464493795,178,,5463841357,56,Right,5463841359,140,89,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715617,316,5,2,45,24,1n1j0wsl763lq7ee1k0c11c02,0,88.1,-1.1,2025-01-18T21:05:49.482Z,2025-01-19T10:08:28Z,5463841693,233,520,5463841371,347,,5463841369,56,Right,,,,,,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715679,520,5,2,45,24,agh9ifb2mw3ivjusgedj7c3fe,1,11.9,101.1,2025-01-18T21:05:49.482Z,2025-01-19T10:08:28Z,5463841679,347,,5463841685,233,316,5463841677,56,Back,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715743,522,1,2,45,40,agh9ifb2mw3ivjusgedj7c3fe,1,12.1,100,2025-01-18T21:06:05.335Z,2025-01-19T10:08:50Z,5463842021,140,26.5,5463842025,212,15.9,5463842023,141,94.8,5463842027,213,5.97,5463842019,56,Back,5463842017,107,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715749,523,1,2,45,42,agh9ifb2mw3ivjusgedj7c3fe,0,26.2,95.7,2025-01-18T21:06:07.553Z,2025-01-19T10:09:00Z,5464493979,178,,5463842049,141,92,5463842043,155,,5463842047,140,34.7,5463842053,213,6.01,5463842051,212,9.3,5463842045,56,Back,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715783,317,1,2,45,44,1n1j0wsl763lq7ee1k0c11c02,1,61.3,18.2,2025-01-18T21:06:09.602Z,2025-01-19T10:09:21Z,5463842229,140,56.2,5463842233,212,24.7,5463842227,56,Center,5463842235,213,1.79,5464494041,178,,5463842231,141,53.6,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715787,318,49,2,45,47,1n1j0wsl763lq7ee1k0c11c02,1,56.1,52.1,2025-01-18T21:06:12.417Z,2025-01-19T10:09:31Z,,,,,,,,,,,,,,,,,,,,,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715805,319,1,2,45,47,1n1j0wsl763lq7ee1k0c11c02,0,56.4,52.5,2025-01-18T21:06:12.459Z,2025-01-19T10:09:35Z,5463842341,212,28.5,5463842339,141,34.9,5463842333,155,,5463842337,140,81,5463842335,56,Center,5464494131,178,,5463842343,213,5.85,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715815,524,12,2,45,49,agh9ifb2mw3ivjusgedj7c3fe,1,18.9,65.4,2025-01-18T21:06:14.741Z,2025-01-19T10:09:43Z,5463842385,141,80.8,5463842381,56,Back,5464494199,388,,5463842389,213,1.02,5463842407,15,,5463842387,212,12.3,5463842383,140,25,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715827,320,1,2,45,51,1n1j0wsl763lq7ee1k0c11c02,1,77,23.6,2025-01-18T21:06:16.961Z,2025-01-19T10:09:49Z,5463842455,141,10.1,5464494269,178,,5463842451,56,Right,5463842459,213,5.16,5463842457,212,10.2,5463842453,140,81.2,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715845,321,1,2,45,54,1n1j0wsl763lq7ee1k0c11c02,1,81.2,10.3,2025-01-18T21:06:19.052Z,2025-01-19T10:10:14Z,5463842519,212,9.8,5463842513,56,Right,5463842515,140,90.2,5463842517,141,6.7,5464494439,178,,5463842521,213,6.03,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715883,322,1,2,45,55,1n1j0wsl763lq7ee1k0c11c02,0,93.5,8.8,2025-01-18T21:06:20.651Z,2025-01-19T10:10:18Z,5464494473,178,,5463842709,1,,5463842707,213,1.68,5463842695,2,,5464149763,224,,5463842705,212,63.5,5463842699,56,Left,5463842701,140,87.1,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,5463842697,155,5463842703,141,100,,5464149765,20,,5463842805,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715885,323,5,2,46,0,1n1j0wsl763lq7ee1k0c11c02,0,87,101.8,2025-01-18T21:06:25.516Z,2025-01-19T10:10:25Z,5463843021,233,525,5463842713,56,Left,5463842715,347,,,,,,,,,,,,,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766715939,525,5,2,46,0,agh9ifb2mw3ivjusgedj7c3fe,1,13,-1.8,2025-01-18T21:06:25.516Z,2025-01-19T10:10:26Z,5463843017,233,323,5463842993,347,,5463842991,56,Back,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715955,526,1,2,46,7,agh9ifb2mw3ivjusgedj7c3fe,1,15.4,0,2025-01-18T21:06:32.108Z,2025-01-19T10:10:53Z,5463843069,141,9.8,5463843063,107,,5463843071,212,8.5,5463843067,140,18.2,5463843065,56,Back,5463843073,213,1.22,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715987,527,1,2,46,8,agh9ifb2mw3ivjusgedj7c3fe,1,18.4,9.8,2025-01-18T21:06:33.109Z,2025-01-19T10:11:00Z,5463843229,212,12,5463843223,56,Back,5463843227,141,6.8,5463843225,140,29.7,5463843231,213,6.11,5464494727,178,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766715991,528,1,2,46,9,agh9ifb2mw3ivjusgedj7c3fe,0,29.7,6.8,2025-01-18T21:06:34.612Z,2025-01-19T10:11:12Z,5463843247,212,9.3,5463843243,140,26.8,5463843249,213,1.9,5463843245,141,19.7,5464494789,178,,5463843241,56,Back,5463843255,156,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766716001,324,8,2,46,10,1n1j0wsl763lq7ee1k0c11c02,1,66.8,76.7,2025-01-18T21:06:35.158Z,2025-01-19T10:11:17Z,5463843275,56,Center,5464494829,178,,5464150333,384,,,,,,,,,,,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716013,325,49,2,46,12,1n1j0wsl763lq7ee1k0c11c02,1,60,88.8,2025-01-18T21:06:37.719Z,2025-01-19T10:11:23Z,,,,,,,,,,,,,,,,,,,,,,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716025,326,1,2,46,12,1n1j0wsl763lq7ee1k0c11c02,1,57.4,86.4,2025-01-18T21:06:37.996Z,2025-01-19T10:11:30Z,5463843395,212,8.6,5463843391,140,61.7,5463843393,141,97.2,5463843389,56,Left,5463843397,213,1.02,5464494981,178,,,,,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716031,327,1,2,46,15,1n1j0wsl763lq7ee1k0c11c02,1,61.2,97.1,2025-01-18T21:06:40.086Z,2025-01-19T10:11:51Z,5463843425,140,45.5,5464495085,178,,5463843431,213,3.38,5463843423,56,Back,5463843427,141,91.2,5463843429,212,17,,,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716051,328,1,2,46,17,1n1j0wsl763lq7ee1k0c11c02,1,46.3,90.3,2025-01-18T21:06:42.540Z,2025-01-19T10:11:59Z,5463843509,56,Back,5463843515,212,19.2,5463843511,140,36.6,5464495161,178,,5463843513,141,66.3,5463843517,213,4.15,,,,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716089,329,1,2,46,20,1n1j0wsl763lq7ee1k0c11c02,1,36.4,68.7,2025-01-18T21:06:45.312Z,2025-01-19T10:12:13Z,5463843741,212,25.8,5463843739,141,50.4,5463843733,56,Back,5463843743,213,3.65,5464495217,178,,5463843735,140,14.9,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716115,330,1,2,46,22,1n1j0wsl763lq7ee1k0c11c02,1,15.4,49.9,2025-01-18T21:06:47.851Z,2025-01-19T10:12:19Z,5463843887,213,5.27,5463843883,141,17.9,5463843879,56,Back,5464495249,178,,5463843885,212,25.7,5463843881,140,28.4,,,,,,,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716157,331,1,2,46,26,1n1j0wsl763lq7ee1k0c11c02,1,36.5,16.7,2025-01-18T21:06:51.244Z,2025-01-19T10:12:27Z,5463844115,1,,5463844109,141,30.2,5463844103,155,,5463844107,140,78.9,5463844111,212,45.5,5463844113,213,0.2,5463844105,56,Center,5464495299,178,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766773283,1099,83,2,46,31,agh9ifb2mw3ivjusgedj7c3fe,1,10.8,68.9,2025-01-18T21:06:56.724Z,2025-01-19T10:13:31Z,5464150533,399,7kser55g81n3lqj9rjd2mwftg,,,,,,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766716173,332,1,2,46,31,1n1j0wsl763lq7ee1k0c11c02,1,89.6,28.3,2025-01-18T21:06:56.791Z,2025-01-19T10:13:24Z,5463844189,212,4.8,5463844179,56,Center,5464495643,178,,5463844185,141,26.6,5463844191,213,3.39,5463844181,140,85.2,,,,,,,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716211,333,1,2,46,33,1n1j0wsl763lq7ee1k0c11c02,1,85.8,27.7,2025-01-18T21:06:58.304Z,2025-01-19T10:14:08Z,5463844347,140,84.9,5463844349,141,40,5463846187,154,,5463844353,213,1.68,5463844345,56,Center,5464495893,178,,5463844351,212,8.4,5463846185,210,15,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Getafe
2766716215,334,15,2,46,34,1n1j0wsl763lq7ee1k0c11c02,1,87.5,43.7,2025-01-18T21:06:59.243Z,2025-01-19T10:14:13Z,5464495927,178,,5463846203,29,,5463846215,328,,5463844961,20,,5463846211,102,48,5463846205,154,,5463846213,103,3.8,5463846201,80,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,5463844369,56,5463844367,17,,Center,5463846207,55,333,5463846225,233,529,5463844365,22,,5463846219,147,47.8,5463846217,146,98.8,,,,,,,,,,,,,,,,,,,,,Getafe
2766716209,529,10,2,46,34,agh9ifb2mw3ivjusgedj7c3fe,1,2.6,52.4,2025-01-18T21:06:59.756Z,2025-01-19T10:14:18Z,5463844415,177,,5463844337,182,,5463844339,56,Back,5463844417,180,,5464150655,376,,5463846259,233,334,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766716223,530,52,2,46,34,agh9ifb2mw3ivjusgedj7c3fe,1,2.6,52.4,2025-01-18T21:07:00.013Z,2025-01-19T10:14:23Z,5464150681,376,,5464496003,178,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766716267,531,1,2,46,37,agh9ifb2mw3ivjusgedj7c3fe,1,9.6,56,2025-01-18T21:07:02.620Z,2025-01-19T10:14:50Z,5464496227,178,,5463844617,212,31.7,5463844613,140,27.8,5463844619,213,0.92,5463844611,56,Back,5463844615,141,93.2,5463844609,123,,5463844635,287,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,5463846277,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766716347,532,1,2,46,45,agh9ifb2mw3ivjusgedj7c3fe,1,53.3,90.5,2025-01-18T21:07:10.564Z,2025-01-19T13:04:41Z,5463845025,213,6.15,5463845015,56,Left,5463845021,212,35.3,5463845019,141,83.8,5464150753,4,,5463845017,140,86.6,5464497357,178,,5463845029,1,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766716357,533,1,2,46,49,agh9ifb2mw3ivjusgedj7c3fe,0,93.4,75.3,2025-01-18T21:07:14.391Z,2025-01-19T10:18:31Z,5463845077,213,4.12,5463845073,141,70.3,5463845069,56,Center,5463845075,212,4.1,5463845071,140,91.2,5463845537,195,,5464497789,178,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766716375,335,61,2,46,49,1n1j0wsl763lq7ee1k0c11c02,1,9.6,29.6,2025-01-18T21:07:14.647Z,2025-01-19T10:22:31Z,5463845161,56,Back,5464498555,178,,,,,,,,,,,,,,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716419,534,1,2,46,51,agh9ifb2mw3ivjusgedj7c3fe,1,92.6,41.2,2025-01-18T21:07:16.740Z,2025-01-19T10:21:46Z,5463845309,56,Center,5463845315,212,7.8,5464498585,178,,5463848755,210,15,5463845311,140,89.8,5463845313,141,51.8,5463845317,213,1.96,5463848757,154,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Barcelona
2766716423,535,15,2,46,52,agh9ifb2mw3ivjusgedj7c3fe,1,89.1,47.6,2025-01-18T21:07:17.803Z,2025-01-19T10:21:55Z,5463848787,146,96.8,5463848765,78,,5463848803,233,336,5463848775,102,49,5463848767,29,,5463845327,17,,5463848777,103,19,5463848785,82,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,5463848763,72,5463848789,147,48.6,,5463848771,55,534,5463845329,56,Center,5463850307,108,,5463848769,154,,5464498613,178,,5463848793,231,5463848783,100,,5463848791,230,99.1,,50,5463848781,328,,5463854369,23,,,,,,Barcelona
2766716431,336,10,2,46,53,1n1j0wsl763lq7ee1k0c11c02,1,3.2,51.4,2025-01-18T21:07:18.146Z,2025-01-19T10:22:04Z,5463845359,94,,5464498641,178,,5463845361,56,Back,5463848819,233,535,,,,,,,,,,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716453,337,12,2,46,54,1n1j0wsl763lq7ee1k0c11c02,1,7,59.3,2025-01-18T21:07:19.212Z,2025-01-19T10:22:12Z,5463845459,56,Back,5464498669,178,,5463845463,141,37.9,5463845467,213,5.62,5463845461,140,24.8,5463845465,212,23.7,,,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716457,338,49,2,46,55,1n1j0wsl763lq7ee1k0c11c02,1,24.9,37.9,2025-01-18T21:07:20.066Z,2025-01-19T10:23:15Z,,,,,,,,,,,,,,,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766716521,339,1,2,46,59,1n1j0wsl763lq7ee1k0c11c02,1,31.4,57.6,2025-01-18T21:07:24.502Z,2025-01-19T10:23:23Z,5463845821,213,1.48,5463845815,140,33.5,5463845817,141,91.4,5463845813,56,Back,5463845819,212,23.1,5464498985,178,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
