id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/20/value,teamName
2766696417,325,1,1,27,55,agh9ifb2mw3ivjusgedj7c3fe,1,40.8,66.4,2025-01-18T20:29:53.890Z,2025-01-19T10:18:42Z,5463734867,56,Back,5463760483,156,,5463734879,212,12,5463734881,213,2.92,5463734871,140,29.7,5464497857,178,,5463734875,141,70.3,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766696443,326,1,1,27,58,agh9ifb2mw3ivjusgedj7c3fe,1,28.9,55.7,2025-01-18T20:29:56.102Z,2025-01-19T10:18:48Z,5463735045,213,4.87,5463735037,56,Back,5463735039,140,31.8,5463735041,141,26.8,5463735043,212,19.9,5464497869,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766696459,327,1,1,28,0,agh9ifb2mw3ivjusgedj7c3fe,1,31.8,26.8,2025-01-18T20:29:58.714Z,2025-01-19T10:18:53Z,5463735135,212,12.1,5463735131,140,35.7,5463735127,56,Back,5463735137,213,5.06,5463735133,141,10,5464497893,178,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766696533,328,1,1,28,2,agh9ifb2mw3ivjusgedj7c3fe,1,35.7,10,2025-01-18T20:30:00.617Z,2025-01-19T10:18:59Z,5463735513,1,,5464497925,178,,5463735501,140,13,5463735507,212,32.6,5463735503,141,42.8,5463735499,56,Back,5463735511,213,2.39,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766696587,329,1,1,28,8,agh9ifb2mw3ivjusgedj7c3fe,1,21.9,43,2025-01-18T20:30:06.576Z,2025-01-19T10:19:07Z,5463735861,140,24.9,5463735865,212,12.7,5463735857,56,Back,5464497987,178,,5463735863,141,61.1,5463735867,213,1.32,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766696659,330,1,1,28,13,agh9ifb2mw3ivjusgedj7c3fe,1,29.7,66.6,2025-01-18T20:30:11.403Z,2025-01-19T10:19:13Z,5464498005,178,,5463736259,212,21.6,5463736253,56,Back,5463736261,213,4.98,5463736257,141,36,5463736255,140,35.2,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766696683,331,1,1,28,19,agh9ifb2mw3ivjusgedj7c3fe,1,39.6,25.2,2025-01-18T20:30:17.166Z,2025-01-19T10:19:23Z,5463736405,141,41.6,5463736399,56,Center,5463736409,213,0.42,5463736407,212,27.3,5464498057,178,,5463736403,140,63.3,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766696691,332,61,1,28,20,agh9ifb2mw3ivjusgedj7c3fe,0,61.6,43.7,2025-01-18T20:30:18.023Z,2025-01-19T10:19:30Z,5464498085,178,,5463736439,56,Center,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766696709,188,49,1,28,21,1n1j0wsl763lq7ee1k0c11c02,1,45,39.7,2025-01-18T20:30:19.333Z,2025-01-19T10:19:36Z,,,,,,,,,,,,,,,,,,,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766696751,189,4,1,28,25,1n1j0wsl763lq7ee1k0c11c02,1,42,35.2,2025-01-18T20:30:23.402Z,2025-01-19T10:19:44Z,5463736829,233,333,5463736763,286,,5463736753,13,,5463736757,152,,5463736759,265,,5463736755,56,Back,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766696753,333,4,1,28,25,agh9ifb2mw3ivjusgedj7c3fe,0,58,64.8,2025-01-18T20:30:23.403Z,2025-01-19T10:19:43Z,5463736837,233,189,5463736813,285,,5463736805,13,,5464498151,178,,5463736809,152,,5463736807,56,Center,5463736811,265,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766696929,190,1,1,28,39,1n1j0wsl763lq7ee1k0c11c02,1,43.5,35,2025-01-18T20:30:37.168Z,2025-01-19T10:19:51Z,5464498193,178,,5463737755,212,16,5463737745,152,,5463737753,141,45.7,5463737757,213,2.67,5463737743,5,,5463737747,56,Back,5463737749,140,29.9,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766696999,191,1,1,28,42,1n1j0wsl763lq7ee1k0c11c02,1,28.3,47.9,2025-01-18T20:30:40.367Z,2025-01-19T10:19:55Z,5463738101,140,9.2,5463738105,212,20.1,5464498207,178,,5463738099,56,Back,5463738107,213,3.14,5463738103,141,47.8,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697019,192,1,1,28,45,1n1j0wsl763lq7ee1k0c11c02,1,10.2,47.3,2025-01-18T20:30:43.296Z,2025-01-19T10:19:59Z,5463738213,213,6.26,5464498223,178,,5463738205,56,Center,5463738211,212,55.6,5463738215,1,,5463738209,141,45.5,5463738203,157,,5463738207,140,63.1,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697029,193,1,1,28,49,1n1j0wsl763lq7ee1k0c11c02,0,63.1,46.7,2025-01-18T20:30:47.213Z,2025-01-19T10:20:05Z,5463738269,3,,5463738273,56,Center,5463738277,141,44.5,5463738279,212,8.4,5463738271,168,,5464498251,388,,5463738281,213,6.1,5463738275,140,71,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697043,334,1,1,28,50,agh9ifb2mw3ivjusgedj7c3fe,0,27.3,56.7,2025-01-18T20:30:48.388Z,2025-01-19T10:20:13Z,5463738375,1,,5463738371,212,24.3,5463738365,56,Back,5463738373,213,5.55,5463738369,141,32.7,5464498287,178,,5463738363,157,,5463738367,140,44.4,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697099,194,1,1,28,52,1n1j0wsl763lq7ee1k0c11c02,0,53.6,68.4,2025-01-18T20:30:50.986Z,2025-01-19T10:20:19Z,5463738643,141,51.2,5463738647,213,5.59,5463738645,212,18.4,5464498315,388,,5463738639,56,Center,5463738641,140,67.1,5463738637,3,,,,,dkt9892ixwnz1bkmgileo71sl,Diego Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697111,335,44,1,28,55,agh9ifb2mw3ivjusgedj7c3fe,1,31,48.4,2025-01-18T20:30:52.994Z,2025-01-19T13:16:00Z,5463738699,56,Back,5463738701,285,,5463738781,233,195,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697117,195,44,1,28,55,1n1j0wsl763lq7ee1k0c11c02,0,69,51.6,2025-01-18T20:30:52.995Z,2025-01-19T10:20:32Z,5463738797,233,335,5463738727,286,,5463738725,56,Center,,,,,,,,,,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697129,336,1,1,28,55,agh9ifb2mw3ivjusgedj7c3fe,1,27.9,47.8,2025-01-18T20:30:53.022Z,2025-01-19T13:16:00Z,5464498343,388,,5463738769,141,50.4,5463738767,140,34.7,5463738773,213,0.24,5463738763,3,,5463738771,212,7.4,5463738765,56,Back,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697139,337,2,1,28,55,agh9ifb2mw3ivjusgedj7c3fe,1,34.5,51.7,2025-01-18T20:30:53.685Z,2025-01-19T10:20:38Z,5463738837,141,41.1,5463738835,140,56.3,5463738833,56,Center,5463739409,7,afxjicw89683nlpms9yy5x51x,5464498371,178,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697177,197,55,1,28,55,1n1j0wsl763lq7ee1k0c11c02,1,46.2,54.6,2025-01-18T20:30:53.686Z,2025-01-19T10:20:39Z,5463741293,189,,,,,,,,,,,,,,,,,,,,,,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697145,338,43,1,28,57,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-18T20:30:55.024Z,2025-01-18T20:30:59Z,5463738863,56,Back,5463739067,144,44,5463738865,285,0,5463738895,233,196,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697141,196,43,1,28,57,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2025-01-18T20:30:55.025Z,2025-01-18T20:31:02Z,5463738849,286,0,5463738847,56,Center,5463739207,144,44,,,,,,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697149,339,43,1,28,57,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-18T20:30:55.216Z,2025-01-18T20:30:59Z,5463738875,56,Center,5463738881,212,11.7,5463738871,3,0,5463738883,213,5.77,5463738879,141,36.7,5463738873,168,0,5463738877,140,55,5463739047,144,1,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697279,198,1,1,29,3,1n1j0wsl763lq7ee1k0c11c02,1,41.5,66.8,2025-01-18T20:31:01.445Z,2025-01-19T10:20:47Z,5463739523,212,17.8,5463739519,140,37.1,5463739513,5,,5463739517,56,Back,5463739521,141,41.5,5463739525,213,4.45,5463739515,241,,5464498391,178,,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697315,199,1,1,29,7,1n1j0wsl763lq7ee1k0c11c02,1,31.2,42.8,2025-01-18T20:31:05.721Z,2025-01-19T10:20:52Z,5463739685,140,14,5463739691,213,2.8,5464498411,178,,5463739689,212,19.1,5463739683,56,Back,5463739687,141,52.1,,,,,,,cue88fm1v1ysfuwhql68czydx,Domingos Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697367,200,1,1,29,9,1n1j0wsl763lq7ee1k0c11c02,0,14.2,51.3,2025-01-18T20:31:07.807Z,2025-01-19T10:20:56Z,5464498433,178,,5463739959,141,47.5,5463739967,213,6.21,5463739963,212,35,5463739947,157,,5463739955,140,47.4,5463739971,1,,5463739951,56,Back,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697389,340,44,1,29,13,agh9ifb2mw3ivjusgedj7c3fe,1,53,53.4,2025-01-18T20:31:11.705Z,2025-01-19T13:16:01Z,5463740083,233,201,5463740055,286,,5463740053,56,Center,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697369,201,44,1,29,13,1n1j0wsl763lq7ee1k0c11c02,0,47,46.6,2025-01-18T20:31:11.706Z,2025-01-19T10:21:03Z,5463739977,285,,5463739975,56,Back,5463740105,233,340,,,,,,,,,,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697409,341,1,1,29,13,agh9ifb2mw3ivjusgedj7c3fe,0,53.8,54.9,2025-01-18T20:31:11.826Z,2025-01-19T13:16:01Z,5464498487,388,,5463740165,213,0.71,5463740151,3,,5463740155,140,60.4,5463740163,212,9.2,5463740159,141,63.7,5463740153,56,Center,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697459,202,1,1,29,16,1n1j0wsl763lq7ee1k0c11c02,1,37.8,27.2,2025-01-18T20:31:14.712Z,2025-01-19T10:21:31Z,5464498513,178,,5463740385,212,18.7,5463740381,140,53.6,5463740377,157,,5463740389,1,,5463740379,56,Center,5463740383,141,40,5463740387,213,0.48,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697467,203,43,1,29,19,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2025-01-18T20:31:17.146Z,2025-01-18T20:31:21Z,5463740651,144,44,5463740427,286,0,5463740425,56,Center,,,,,,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697473,204,1,1,29,20,1n1j0wsl763lq7ee1k0c11c02,0,54,38.9,2025-01-18T20:31:18.065Z,2025-01-19T10:21:48Z,5463740455,213,6,5463740451,141,35.2,5463740445,168,,5463740453,212,8.9,5464498593,388,,5463740449,140,62.1,5463740443,3,,5463740447,56,Center,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697487,342,8,1,29,21,agh9ifb2mw3ivjusgedj7c3fe,1,37.8,68.1,2025-01-18T20:31:19.087Z,2025-01-19T10:22:28Z,5464498747,178,,5463740543,15,,5464101317,384,,5463740521,56,Back,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697519,343,1,1,29,23,agh9ifb2mw3ivjusgedj7c3fe,1,40.7,82.9,2025-01-18T20:31:21.181Z,2025-01-19T10:22:43Z,5463740673,213,2.82,5464498821,178,,5463740669,141,90.8,5463740671,212,17.1,5463740665,56,Back,5463740667,140,25.2,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697523,344,49,1,29,24,agh9ifb2mw3ivjusgedj7c3fe,1,25.2,90.8,2025-01-18T20:31:22.954Z,2025-01-19T10:22:53Z,,,,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697605,345,1,1,29,26,agh9ifb2mw3ivjusgedj7c3fe,1,22.9,91.4,2025-01-18T20:31:24.398Z,2025-01-19T10:22:57Z,5463741155,212,19.1,5463741151,140,12.6,5464498883,178,,5463741157,213,4.11,5463741153,141,68.2,5463741149,56,Back,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697673,346,1,1,29,31,agh9ifb2mw3ivjusgedj7c3fe,1,21.8,63,2025-01-18T20:31:29.689Z,2025-01-19T10:23:01Z,5463741469,56,Back,5463741473,141,62.1,5463741477,213,6.22,5463741471,140,31.4,5464498903,178,,5463741475,212,10.1,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697751,347,1,1,29,35,agh9ifb2mw3ivjusgedj7c3fe,1,31.4,61.5,2025-01-18T20:31:33.839Z,2025-01-19T10:23:07Z,5463741815,56,Back,5463741821,212,19.8,5463741817,140,30.9,5463741819,141,32.4,5463741823,213,4.69,5464498933,178,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697799,348,1,1,29,43,agh9ifb2mw3ivjusgedj7c3fe,1,42.1,26.4,2025-01-18T20:31:41.309Z,2025-01-19T10:23:21Z,5463742125,212,23.2,5463742121,140,35.1,5463742123,141,58.8,5463742127,213,1.89,5463742119,56,Back,5464498979,178,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697809,349,1,1,29,47,agh9ifb2mw3ivjusgedj7c3fe,1,38,52.7,2025-01-18T20:31:45.411Z,2025-01-19T10:23:28Z,5463742165,56,Back,5463742173,141,51.8,5463742177,212,9.2,5463742179,213,6.22,5464499003,178,,5463742169,140,46.7,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697827,350,1,1,29,48,agh9ifb2mw3ivjusgedj7c3fe,1,46.7,51.8,2025-01-18T20:31:46.315Z,2025-01-19T10:23:34Z,5463742275,140,40.9,5463742281,213,2.68,5463742277,141,56.3,5463742273,56,Back,5463742279,212,6.8,5464499017,178,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697867,351,1,1,29,49,agh9ifb2mw3ivjusgedj7c3fe,1,42.3,49.6,2025-01-18T20:31:47.440Z,2025-01-19T10:23:37Z,5463742499,212,15.8,5463742493,56,Back,5463742497,141,26.5,5463742495,140,43.7,5464499043,178,,5463742501,213,4.81,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697901,352,1,1,29,54,agh9ifb2mw3ivjusgedj7c3fe,1,56.2,23.3,2025-01-18T20:31:52.792Z,2025-01-19T10:23:45Z,5463742675,141,47.2,5463742671,56,Back,5463742679,213,2.17,5463742677,212,19.7,5463742673,140,45.6,5464499063,178,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766697971,353,1,1,29,57,agh9ifb2mw3ivjusgedj7c3fe,1,52,46,2025-01-18T20:31:55.885Z,2025-01-19T10:23:51Z,5463742923,212,53.5,5463742919,140,90.6,5463742927,1,,5463742917,56,Left,5464499087,178,,5463742925,213,0.71,5463742915,155,,5463742921,141,97.3,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698147,355,61,1,30,1,agh9ifb2mw3ivjusgedj7c3fe,0,92.9,97.5,2025-01-18T20:31:59.983Z,2025-01-19T10:24:00Z,5463754069,56,Left,5464499133,178,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698021,205,5,1,30,2,1n1j0wsl763lq7ee1k0c11c02,1,-1.7,6.4,2025-01-18T20:32:00.587Z,2025-01-19T10:24:09Z,5463743221,233,354,5463743217,56,Back,5463743567,346,,,,,,,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766697975,354,5,1,30,2,agh9ifb2mw3ivjusgedj7c3fe,0,101.7,93.6,2025-01-18T20:32:00.587Z,2025-01-19T10:24:09Z,5463742929,56,Left,5463743229,233,205,5463743579,346,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698245,206,1,1,30,28,1n1j0wsl763lq7ee1k0c11c02,1,5,38.2,2025-01-18T20:32:26.373Z,2025-01-19T10:50:21Z,5463744553,212,52.5,5463744557,1,,5463744549,140,54.3,5463744543,124,,5463744547,56,Center,5463744555,213,0.17,5463744561,74,,5463744551,141,50.9,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766698251,207,44,1,30,31,1n1j0wsl763lq7ee1k0c11c02,1,56.8,47.2,2025-01-18T20:32:29.887Z,2025-01-19T13:16:01Z,5463744581,286,,5463744619,233,356,5463744577,56,Center,,,,,,,,,,,,,,,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766698235,356,44,1,30,31,agh9ifb2mw3ivjusgedj7c3fe,0,43.2,52.8,2025-01-18T20:32:29.888Z,2025-01-19T10:50:26Z,5463744487,285,,5463744485,56,Back,5463744663,233,207,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698301,208,1,1,30,31,1n1j0wsl763lq7ee1k0c11c02,1,54.1,51.2,2025-01-18T20:32:29.934Z,2025-01-19T13:16:02Z,5463744919,212,10.9,5463744917,141,51.5,5463744909,3,,5463744921,213,0.02,5464512827,388,,5463744913,56,Center,5463744915,140,64.5,5463744911,168,,5gorfhj7uwpomrhlso1krxrkl,M. Arambarri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766698279,358,43,1,30,33,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-18T20:32:31.567Z,2025-01-18T20:32:38Z,5463744749,3,0,5463744759,213,3.76,5463744757,212,6.7,5463744753,140,28.8,5463744751,56,Back,5463745085,144,1,5463744755,141,51.8,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698275,357,4,1,30,33,agh9ifb2mw3ivjusgedj7c3fe,1,35.9,51.4,2025-01-18T20:32:31.974Z,2025-01-19T10:50:31Z,5463745291,286,,5463744741,56,Back,5463745285,13,,5463745325,233,209,5463745287,264,,5463745289,152,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698307,209,4,1,30,33,1n1j0wsl763lq7ee1k0c11c02,0,64.1,48.6,2025-01-18T20:32:31.975Z,2025-01-19T10:50:30Z,5463745043,13,,5463745051,285,,5463750389,264,,5463745049,152,,5463745047,56,Center,5463745345,233,357,5464512857,388,,,,,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2766698405,359,1,1,30,48,agh9ifb2mw3ivjusgedj7c3fe,1,32.8,45.5,2025-01-18T20:32:46.785Z,2025-01-19T10:50:43Z,5463745541,5,,5463745545,56,Back,5463745551,212,11.8,5464513013,178,,5463746173,189,,5463745553,213,4.51,5463745547,140,30.5,5463745543,152,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,5463745549,141,,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698559,360,1,1,30,58,agh9ifb2mw3ivjusgedj7c3fe,1,41.5,36.6,2025-01-18T20:32:56.542Z,2025-01-19T10:50:45Z,5463746439,212,22.7,5463746441,213,2.13,5463746437,141,64.9,5463746433,56,Back,5463746435,140,30.1,5464513051,178,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698683,361,1,1,31,0,agh9ifb2mw3ivjusgedj7c3fe,1,30.1,64.9,2025-01-18T20:32:58.205Z,2025-01-19T10:50:52Z,5463747141,141,53.1,5463747139,140,10.9,5463747137,56,Back,5463747145,213,3.52,5464513119,178,,5463747143,212,21.7,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698715,362,1,1,31,10,agh9ifb2mw3ivjusgedj7c3fe,1,18.9,48.1,2025-01-18T20:33:08.667Z,2025-01-19T10:50:55Z,5463747301,56,Back,5463747305,141,75.6,5464513179,178,,5463747307,212,19.6,5463747303,140,13.2,5463747309,213,1.88,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2766698745,363,1,1,31,12,agh9ifb2mw3ivjusgedj7c3fe,1,13.2,75.6,2025-01-18T20:33:10.406Z,2025-01-19T10:50:58Z,5463747459,212,14.3,5463747457,141,94.1,5463747461,213,1.08,5463747455,140,19.6,5463747453,56,Back,5464513225,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
