id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,assist,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,teamName
2769523197,336,1,1,30,27,agh9ifb2mw3ivjusgedj7c3fe,1,54.2,26.1,2025-01-26T20:31:50.305Z,2025-01-27T06:34:54Z,5478944309,140,56.9,5478944311,141,34.6,5479595955,178,,5478944315,213,1.11,5478944313,212,6.4,5478944307,56,Center,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523203,337,1,1,30,28,agh9ifb2mw3ivjusgedj7c3fe,1,56.9,34.6,2025-01-26T20:31:51.139Z,2025-01-27T06:35:00Z,5478944337,141,26.5,5479596015,178,,5478944341,213,3.77,5478944339,212,9.4,5478944347,156,,5478944333,56,Back,5478944335,140,49.7,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523251,338,1,1,30,31,agh9ifb2mw3ivjusgedj7c3fe,1,54.4,24,2025-01-26T20:31:54.234Z,2025-01-27T06:35:08Z,5478944561,141,5.3,5478944559,140,59.9,5479596087,178,,5478944565,213,5.14,5478944557,56,Right,5478944563,212,14,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523275,339,1,1,30,32,agh9ifb2mw3ivjusgedj7c3fe,1,59.9,5.3,2025-01-26T20:31:55.980Z,2025-01-27T06:35:15Z,5478944687,213,1.89,5478944681,141,30.6,5478944679,140,54.4,5478944677,56,Center,5479596119,178,,5478944685,212,18.1,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523327,340,1,1,30,34,agh9ifb2mw3ivjusgedj7c3fe,1,54.4,30.6,2025-01-26T20:31:57.283Z,2025-01-27T06:35:21Z,5478944999,212,20,5478944995,140,46.5,5478944993,56,Back,5478945001,213,2,5479596169,178,,5478944997,141,57.3,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523329,341,1,1,30,39,agh9ifb2mw3ivjusgedj7c3fe,1,64.9,73.6,2025-01-26T20:32:02.764Z,2025-01-27T06:35:29Z,5478945017,56,Center,5478945021,141,77,5478945023,212,8.8,5478945025,213,0.27,5478945019,140,73,5479596239,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523333,342,1,1,30,40,agh9ifb2mw3ivjusgedj7c3fe,1,73,77,2025-01-26T20:32:03.489Z,2025-01-27T06:35:35Z,5478945043,141,68.7,5478945045,212,9.9,5478945039,56,Center,5478945047,213,3.74,5478945041,140,65.2,5479596289,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523367,343,1,1,30,42,agh9ifb2mw3ivjusgedj7c3fe,0,64.3,67.6,2025-01-26T20:32:05.027Z,2025-01-27T06:35:41Z,5478945217,213,6.12,5478945209,56,Center,5479448957,4,,5479596315,178,,5478945211,140,84.6,5478945215,212,21.6,5478945213,141,62.4,5478945207,155,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523377,160,12,1,30,44,ba5e91hjacvma2sjvixn00pjo,1,14.3,37.8,2025-01-26T20:32:07.211Z,2025-01-27T06:35:56Z,5478945267,141,50.9,5479596377,178,,5478945265,140,12.9,5478945271,213,1.73,5478945263,56,Back,5478945283,15,,5478945269,212,9,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523393,161,12,1,30,45,ba5e91hjacvma2sjvixn00pjo,1,12.9,50.9,2025-01-26T20:32:08.632Z,2025-01-27T06:36:04Z,5478945391,15,,5479596435,388,,5478945381,141,59,5478945379,140,13.7,5478945385,213,1.42,5478945383,212,5.6,5478945377,56,Back,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523401,162,12,1,30,46,ba5e91hjacvma2sjvixn00pjo,1,13.7,59,2025-01-26T20:32:09.805Z,2025-01-27T06:36:17Z,5478945459,212,9.2,5478945453,140,18.5,5478945489,15,,5478945457,141,47.6,5478945463,213,5.29,5478945449,56,Back,5479596507,388,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523475,163,12,1,30,49,ba5e91hjacvma2sjvixn00pjo,1,18.6,47.6,2025-01-26T20:32:12.792Z,2025-01-27T06:36:59Z,5478945869,213,0.27,5478945863,140,66.9,5478945865,141,68.4,5478945867,212,52.7,5479596753,178,,5478945861,56,Center,,,,,,,wlqj34ev5mucxtfx6j4tr9at,D. Foulquier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523471,344,1,1,30,55,agh9ifb2mw3ivjusgedj7c3fe,0,32.1,37.1,2025-01-26T20:32:18.338Z,2025-01-27T06:37:08Z,5478945839,141,16.7,5478945827,3,,5478945835,140,41.4,5478945831,56,Back,5478945843,212,17,5478945845,213,5.33,5479596793,388,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523477,164,49,1,30,56,ba5e91hjacvma2sjvixn00pjo,1,59.4,86.7,2025-01-26T20:32:19.873Z,2025-01-27T06:37:11Z,,,,,,,,,,,,,,,,,,,,,,,,,4j3u6v01emo9nsel7uw00qsfe,Diego López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523507,165,1,1,31,0,ba5e91hjacvma2sjvixn00pjo,1,48.9,90.4,2025-01-26T20:32:23.801Z,2025-01-27T06:37:17Z,5478946077,140,34.6,5479596833,178,,5478946083,213,3.67,5478946079,141,77.6,5478946081,212,17.4,5478946075,56,Back,,,,,,,4j3u6v01emo9nsel7uw00qsfe,Diego López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523521,166,1,1,31,2,ba5e91hjacvma2sjvixn00pjo,0,33.8,67.3,2025-01-26T20:32:25.209Z,2025-01-27T06:37:21Z,5478947185,140,35.6,5478947191,213,5.73,5479596847,178,,5478949121,233,363,5478947187,141,65.6,5478947189,212,2.2,5478949119,236,,5478946119,56,Back,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,5478949125,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769524061,363,74,1,31,2,agh9ifb2mw3ivjusgedj7c3fe,1,69.4,29.1,2025-01-26T20:32:25.250Z,2025-01-27T06:37:27Z,5478949085,56,Center,5479596863,178,,5478949129,233,166,5478949087,285,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523513,345,49,1,31,2,agh9ifb2mw3ivjusgedj7c3fe,1,64.3,24.9,2025-01-26T20:32:25.784Z,2025-01-27T06:37:33Z,,,,,,,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523571,346,1,1,31,4,agh9ifb2mw3ivjusgedj7c3fe,1,64.9,26.1,2025-01-26T20:32:27.085Z,2025-01-27T06:37:38Z,5479596929,178,,5478946321,140,92.2,5478946327,213,0.86,5478946323,141,75.3,5478946319,56,Center,5478946325,212,44.1,5478946329,1,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523575,347,1,1,31,9,agh9ifb2mw3ivjusgedj7c3fe,0,95.9,74.4,2025-01-26T20:32:32.674Z,2025-01-27T06:37:53Z,5478946341,140,91.4,5479596993,178,,5478946339,56,Center,5478946347,213,4.34,5478946343,141,56.7,5478946345,212,12.9,5479449531,195,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523583,167,8,1,31,10,ba5e91hjacvma2sjvixn00pjo,1,7,41.2,2025-01-26T20:32:33.122Z,2025-01-27T06:38:01Z,5479449601,385,,5478946381,56,Back,5479597053,178,,,,,,,,,,,,,,,,,2u8bekuidiwqz1gvb4vd3uhg,César Tárrega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523605,168,45,1,31,12,ba5e91hjacvma2sjvixn00pjo,0,25.1,57,2025-01-26T20:32:35.512Z,2025-01-27T06:38:08Z,5478946475,285,,5478946473,56,Back,5478946541,233,348,,,,,,,,,,,,,,,,aqqd7tq7z6bj3wn3u3sz3uuqc,Javi Guerra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523613,348,3,1,31,12,agh9ifb2mw3ivjusgedj7c3fe,1,74.9,43,2025-01-26T20:32:35.512Z,2025-01-27T06:38:07Z,5478946511,233,168,5479449685,464,,5478946503,56,Center,5478946505,286,,5479597105,178,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523633,349,1,1,31,14,agh9ifb2mw3ivjusgedj7c3fe,1,76.5,42.8,2025-01-26T20:32:37.113Z,2025-01-27T06:38:12Z,5478946591,213,5.24,5478946587,141,38,5479597165,178,,5478955069,210,15,5478946585,140,78.3,5478946583,56,Center,5478946589,212,3.8,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Barcelona
2769523635,350,15,1,31,15,agh9ifb2mw3ivjusgedj7c3fe,1,79.1,40.1,2025-01-26T20:32:38.283Z,2025-01-27T06:38:18Z,5478950975,103,19,5478946597,18,,5478956293,215,,5478950983,231,49.6,5478951233,72,,5478946599,56,Center,5478950973,102,50.7,5478955095,55,349,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,5478950979,147,5478950981,230,5478956289,78,,5478956295,328,,5478950999,233,5478950857,82,43.7,,98.8,169,5478955091,29,,5478946595,22,,5479597187,178,,5478950977,146,,,86.2,,,,,,,,,Barcelona
2769523651,169,10,1,31,15,ba5e91hjacvma2sjvixn00pjo,1,12.2,55,2025-01-26T20:32:38.668Z,2025-01-27T06:38:24Z,5478951003,233,350,5478946715,94,,5478946717,56,Back,5479597241,15,,5479597239,178,,,,,,,,,,,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523669,351,15,1,31,17,agh9ifb2mw3ivjusgedj7c3fe,1,87.1,65.1,2025-01-26T20:32:40.672Z,2025-01-27T06:38:28Z,5478946789,22,,5478946791,64,,5478951571,146,98.4,5478951565,102,49.5,5479597265,178,,5478951573,147,51.6,5478951567,103,6.3,5478946793,56,Center,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,5478951435,72,5478951569,458,5478951563,78,,5478951577,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523679,170,10,1,31,18,ba5e91hjacvma2sjvixn00pjo,1,2.7,46.7,2025-01-26T20:32:41.165Z,2025-01-27T06:38:35Z,5478947627,174,,5479450389,376,,5478946863,56,Back,5478951601,233,351,5478947629,179,,5478946861,182,,,,,,,,20o2dr1mdk18xhxmkujzgak89,G. Mamardashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523747,171,12,1,31,19,ba5e91hjacvma2sjvixn00pjo,1,8,40.7,2025-01-26T20:32:42.763Z,2025-01-27T06:38:41Z,5478947169,140,22.4,5478947171,141,65.5,5478947173,212,22.6,5478947175,213,0.84,5478947167,56,Back,5479597421,178,,,,,,,,6kc8ieszwg6u00e3sa554y7yt,Luis Rioja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523759,172,1,1,31,23,ba5e91hjacvma2sjvixn00pjo,1,23,64.9,2025-01-26T20:32:46.244Z,2025-01-27T06:38:49Z,5478947227,140,35.1,5479597505,178,,5478947233,213,6.09,5478949963,1,,5478947229,141,61.2,5478947231,212,13,5478949961,157,,5478947225,56,Back,4j3u6v01emo9nsel7uw00qsfe,Diego López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523765,173,61,1,31,25,ba5e91hjacvma2sjvixn00pjo,0,35.1,61.2,2025-01-26T20:32:48.516Z,2025-01-27T06:39:05Z,5478947253,56,Back,5479597665,21,,5479597667,178,,,,,,,,,,,,,,,,,7yieh5r0uzk6d6x9o060c2bfu,Hugo Duro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769523773,352,1,1,31,26,agh9ifb2mw3ivjusgedj7c3fe,1,66.8,41.2,2025-01-26T20:32:49.164Z,2025-01-27T06:39:10Z,5478947295,212,12.3,5479597715,388,,5478947289,56,Center,5478947293,141,45.7,5478947287,3,,5478947291,140,55.5,5478947297,213,2.89,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523839,353,1,1,31,28,agh9ifb2mw3ivjusgedj7c3fe,1,55,46.4,2025-01-26T20:32:51.148Z,2025-01-27T06:39:14Z,5478947641,140,61.3,5478947639,56,Center,5478947647,213,1.27,5479597761,178,,5478947643,141,78.2,5478947645,212,22.6,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523877,354,1,1,31,32,agh9ifb2mw3ivjusgedj7c3fe,1,64.2,77.3,2025-01-26T20:32:55.821Z,2025-01-27T06:39:20Z,5478947813,141,92.3,5479597829,178,,5478947811,140,77.3,5478947809,56,Left,5478947817,212,17.1,5478947821,213,0.64,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523883,355,1,1,31,37,agh9ifb2mw3ivjusgedj7c3fe,1,77.6,90.9,2025-01-26T20:33:00.322Z,2025-01-27T06:39:43Z,5478947851,56,Left,5478947857,212,6.2,5478947855,141,93.9,5478947853,140,72,5479597973,178,,5478947859,213,2.81,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523911,356,1,1,31,38,agh9ifb2mw3ivjusgedj7c3fe,1,72,93.9,2025-01-26T20:33:01.711Z,2025-01-27T06:39:58Z,5478948003,213,3.68,5478947997,140,60.7,5478947995,56,Left,5478947999,141,83.5,5479598025,178,,5478948001,212,13.8,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523943,357,1,1,31,41,agh9ifb2mw3ivjusgedj7c3fe,1,60.7,82.1,2025-01-26T20:33:04.504Z,2025-01-27T06:40:59Z,5478948165,140,54.1,5478948171,213,4.16,5478948163,56,Center,5478948169,212,13.1,5479598647,178,,5478948167,141,65.7,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523981,358,1,1,31,44,agh9ifb2mw3ivjusgedj7c3fe,1,53.1,55.8,2025-01-26T20:33:07.063Z,2025-01-27T06:41:08Z,5478948343,140,56.7,5478948345,141,33.7,5478948349,213,4.96,5478948341,56,Center,5479598705,178,,5478948347,212,15.5,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523991,359,1,1,31,47,agh9ifb2mw3ivjusgedj7c3fe,1,58.9,33.6,2025-01-26T20:33:10.563Z,2025-01-27T06:41:11Z,5478948399,212,10.6,5478948395,140,69,5478948393,56,Center,5478948397,141,32.2,5478948401,213,6.19,5479598735,178,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769523997,360,1,1,31,48,agh9ifb2mw3ivjusgedj7c3fe,1,69,32.2,2025-01-26T20:33:11.205Z,2025-01-27T06:41:20Z,5478948429,141,39.4,5478948431,212,6.5,5478948425,56,Center,5478948427,140,65,5479598833,178,,5478948453,156,,5478948433,213,2.28,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524021,361,1,1,31,49,agh9ifb2mw3ivjusgedj7c3fe,1,65.2,36.1,2025-01-26T20:33:12.312Z,2025-01-27T06:41:28Z,5478948549,56,Right,5478948557,213,4.85,5478948551,140,67.2,5479598963,178,,5478948555,212,15.7,5478948553,141,13.2,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524057,362,1,1,31,50,agh9ifb2mw3ivjusgedj7c3fe,1,67.2,12.9,2025-01-26T20:33:13.784Z,2025-01-27T06:41:39Z,5479599061,178,,5478948731,141,17.7,5478948729,140,67.4,5478948735,213,1.51,5478948733,212,3.3,5478948727,56,Right,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524091,364,1,1,31,56,agh9ifb2mw3ivjusgedj7c3fe,1,66.3,7.6,2025-01-26T20:33:18.988Z,2025-01-27T06:41:44Z,5478948881,56,Right,5479599081,178,,5478948887,212,12.7,5478948885,141,9.4,5478948883,140,54.3,5478948889,213,3.04,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524115,365,1,1,31,57,agh9ifb2mw3ivjusgedj7c3fe,1,54.3,12.6,2025-01-26T20:33:20.612Z,2025-01-27T06:41:51Z,5478949031,141,51,5478949029,140,49.4,5478949027,56,Back,5478949035,213,1.77,5479599137,178,,5478949033,212,26.6,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524135,366,1,1,32,0,agh9ifb2mw3ivjusgedj7c3fe,1,48.5,46.1,2025-01-26T20:33:23.405Z,2025-01-27T06:41:55Z,5478949157,212,14.1,5478949151,56,Back,5478949155,141,26.2,5478949153,140,44.6,5479599159,178,,5478949159,213,4.42,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524177,367,1,1,32,2,agh9ifb2mw3ivjusgedj7c3fe,1,44.2,20.9,2025-01-26T20:33:25.324Z,2025-01-27T06:41:58Z,5479599189,178,,5478949367,212,16.9,5478949361,56,Right,5478949363,140,57.7,5478949365,141,7.3,5478949369,213,5.71,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524197,368,1,1,32,6,agh9ifb2mw3ivjusgedj7c3fe,1,55.5,5.3,2025-01-26T20:33:29.785Z,2025-01-27T06:42:04Z,5479599219,178,,5478949439,56,Back,5478949447,213,2.95,5478949441,140,27,5478949443,141,13.8,5478949445,212,30.5,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524231,369,1,1,32,9,agh9ifb2mw3ivjusgedj7c3fe,1,27,13.8,2025-01-26T20:33:32.622Z,2025-01-27T06:42:09Z,5478949609,56,Back,5478949617,141,46.3,5478949621,212,25.7,5478949625,213,2.1,5479599251,178,,5478949613,140,14.6,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524249,370,1,1,32,12,agh9ifb2mw3ivjusgedj7c3fe,1,14.6,46.3,2025-01-26T20:33:35.204Z,2025-01-27T06:42:13Z,5479599275,178,,5478949705,212,14.5,5478949703,141,60.5,5478949701,140,24.9,5478949707,213,0.73,5478949699,56,Back,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524273,371,1,1,32,14,agh9ifb2mw3ivjusgedj7c3fe,1,26.6,62,2025-01-26T20:33:37.932Z,2025-01-27T06:42:17Z,5478949869,141,86.2,5478949871,212,21.5,5478949865,56,Back,5479599293,178,,5478949873,213,0.87,5478949867,140,39.8,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524309,372,1,1,32,19,agh9ifb2mw3ivjusgedj7c3fe,1,40.2,82.7,2025-01-26T20:33:42.008Z,2025-01-27T06:42:21Z,5478950057,212,10.3,5479599333,178,,5478950051,56,Back,5478950055,141,68.7,5478950053,140,43.9,5478950059,213,5.1,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524331,373,1,1,32,22,agh9ifb2mw3ivjusgedj7c3fe,1,47,68.5,2025-01-26T20:33:45.058Z,2025-01-27T06:42:25Z,5478950171,141,54.2,5478950169,140,50.8,5479599361,178,,5478950179,213,5.1,5478950167,56,Center,5478950175,212,10.5,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524355,374,1,1,32,24,agh9ifb2mw3ivjusgedj7c3fe,1,53.1,44.6,2025-01-26T20:33:47.279Z,2025-01-27T06:42:30Z,5478950315,56,Right,5478950323,213,5.56,5478950325,1,,5478950319,141,10.9,5478950321,212,34.5,5479599389,178,,5478950317,140,77.6,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769524377,174,43,1,32,25,ba5e91hjacvma2sjvixn00pjo,1,0,0,2025-01-26T20:33:48.898Z,2025-01-26T20:37:33Z,5478950439,233,375,5478950419,285,0,5478950417,56,Back,5478960069,144,7,,,,,,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769524359,375,4,1,32,27,agh9ifb2mw3ivjusgedj7c3fe,1,83.1,15.2,2025-01-26T20:33:50.602Z,2025-01-27T06:42:33Z,5478961721,13,,5478950335,56,Right,5478961735,233,185,5478950337,286,,5478961725,265,,5478961723,152,,5478961905,343,3,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2769526299,185,4,1,32,27,ba5e91hjacvma2sjvixn00pjo,0,16.9,84.8,2025-01-26T20:33:50.603Z,2025-01-27T06:42:33Z,5479454047,343,3,5478959799,13,,5478959803,152,,5478959805,265,,5478959807,285,,5479599415,178,,5478959801,56,Back,5478961745,233,375,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769524385,175,43,1,32,28,ba5e91hjacvma2sjvixn00pjo,1,0,0,2025-01-26T20:33:51.223Z,2025-01-26T20:37:34Z,5478960159,144,49,,,,,,,,,,,,,,,,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769524393,176,43,1,32,28,ba5e91hjacvma2sjvixn00pjo,1,0,0,2025-01-26T20:33:51.591Z,2025-01-26T20:37:37Z,5478950483,213,5.73,5478950475,140,25.6,5478960297,144,1,5478950479,141,74.3,5478950481,212,18.3,5478950471,56,Back,,,,,,,5b1q9bpe23j98eoy4fwi7ld5h,José Gayà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769524415,177,43,1,32,29,ba5e91hjacvma2sjvixn00pjo,1,0,0,2025-01-26T20:33:52.839Z,2025-01-26T20:37:36Z,5478950571,56,Back,5478960245,144,1,5478950577,212,6.3,5478950573,140,19.9,5478950575,141,75.5,5478950579,213,2.97,,,,,,,4j3u6v01emo9nsel7uw00qsfe,Diego López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
2769524419,178,43,1,32,31,ba5e91hjacvma2sjvixn00pjo,1,0,0,2025-01-26T20:33:54.855Z,2025-01-26T20:37:40Z,5478950607,212,18.1,5478950601,140,37.9,5478950599,56,Back,5478950609,213,5.88,5478960457,144,1,5478950597,155,0,5478950603,141,64.5,,,,aqqd7tq7z6bj3wn3u3sz3uuqc,Javi Guerra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
