id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/14/value,assist,teamName
2804943629,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-22T18:15:45.188Z,2025-04-22T19:34:38Z,5672997205,30,"6ofu6yc2qwp5ii9cerdq1tk9h, 4ggz7e009bq3yltc9o6mifbah, 8xjdsfk5u7wph4o7h1w45dses, 4ftlhtels58lyzfluwofzwxuy, awsod0zmnrukk21d4882ji7e1, cd5napttmwk5o9gxw3cbb4ted, abr79wsl0folgkyvl821ggs2c, eb3ci3a120om80v80mobsus8a, 2szgrzcosfeifh664tgt3mfvt, 4gq1u1mqg0qzekh1u5djleeax, 308krssmz6irpfntht1ka78tm, 4mxx1oxkiexm0ha34utcmb17t, 9s5uadkz3qy2nke745778dfys, bkwxem45cf48k14euwqe7rs44, 2wl6h1rlrfnn2mr65vuo3t815, 5kodjbsarkql4vhs126p2vhwq, 1av9mmv19jwvc4xdr0p9owyxh, cjll1xrw3xulnl23c9tlf6rys, 9f0jk3wgmlnnmnqrdkh4gnpt6, ezviixcyaaj162saxs2yl27s9, cscn06kwqfzo09h0dc5ybt1pl, 6l1y87tlepsvr83d8y2qifeqy",5672997215,194,awsod0zmnrukk21d4882ji7e1,5672997209,59,"25, 24, 32, 8, 4, 5, 19, 6, 7, 20, 10, 13, 31, 2, 11, 14, 15, 16, 18, 21, 23, 35",5672997219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5672997213,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5672997217,197,25285,5672997207,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5672997211,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804944497,1,34,16,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2025-04-22T18:17:30.238Z,2025-04-22T19:34:41Z,5673002083,197,27439,5673002071,30,"5qh2kdatvb03o8oiqvkaaxje2, 5tsp2m5z3xie07ax0wq1qqsix, dfjph36vcwfj5cevut4x3vf11, 3n66mcws9belxbv3pu5uwhfu2, 9dewnn65ylruq567thg7ebqhh, 9t88fceutc2x108ga0qkzkafp, 2td3iejdken4orcduqrdutrhm, bkvvapojagxvj17nzk3oy8ct1, 3rrges782prcprsn207dk4zit, 1km9nvqz03yoj9cxpv127id7u, 7xmaybxu4zd5k338bi3drkxcl, 4sz26vstr6b7b110eri7f42jt, e1izszvhlcdpmnjzzd73cnidx, f1e3gi3dx3er2vz7loriw6e39, 2wdjbfzaiokiawrbn5wzsx61h, 8tnz3pqkqdhbr08p96i9w8i96, 2lazx19wotf1b8jqx9mqeg4tm, 9wwzjoc2bl80vct0meb6v5yqc, 5e8sf5791x5g5m9vmct6s3itw, 3v254jhofauiadp9vzb7rb21g",5673002077,130,11,5673002085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5673002079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5673002075,59,"13, 2, 22, 6, 21, 24, 18, 5, 17, 12, 10, 1, 25, 3, 9, 16, 20, 28, 30, 32",5673002081,194,9dewnn65ylruq567thg7ebqhh,5673002073,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975173,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-22T19:32:05.059Z,2025-04-22T22:15:47Z,5673176897,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975177,2,32,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2025-04-22T19:32:05.059Z,2025-04-22T19:32:08Z,5673176901,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975189,3,1,1,0,0,50x1m4u58lffhq6v6ga1hbxmy,1,49.7,49.9,2025-04-22T19:32:05.060Z,2025-04-22T19:32:09Z,5673176969,56,Back,5673176971,140,34,5673176973,141,56.7,5673176977,213,2.87,5673176975,212,17.1,5673176979,279,S,,,,,,,7xmaybxu4zd5k338bi3drkxcl,Darder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975197,4,1,1,0,3,50x1m4u58lffhq6v6ga1hbxmy,0,32,57.3,2025-04-22T19:32:09.022Z,2025-04-22T19:32:13Z,5673177059,56,Right,5673177063,141,19.4,5673177069,1,,5673177065,212,43.3,5673177061,140,65.1,5673177067,213,5.65,5673177057,157,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975209,3,44,1,0,6,agh9ifb2mw3ivjusgedj7c3fe,1,32.8,77.9,2025-04-22T19:32:12.045Z,2025-04-22T20:32:17Z,5673177209,233,5,5673177123,285,,5673177121,56,Back,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975203,5,44,1,0,6,50x1m4u58lffhq6v6ga1hbxmy,0,67.2,22.1,2025-04-22T19:32:12.046Z,2025-04-22T20:32:17Z,5673177097,56,Center,5673177099,286,,5673177229,233,3,,,,,,,,,,,,,,,,3rrges782prcprsn207dk4zit,C. Larin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975217,4,12,1,0,7,agh9ifb2mw3ivjusgedj7c3fe,1,29.5,78.8,2025-04-22T19:32:12.628Z,2025-04-22T19:32:16Z,5673177153,212,12.3,5673177155,213,0.07,5673177149,140,41.2,5673177151,141,80,5673177147,56,Back,5673177253,15,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975233,6,1,1,0,9,50x1m4u58lffhq6v6ga1hbxmy,1,61.4,25.2,2025-04-22T19:32:14.639Z,2025-04-22T19:39:25Z,5673177255,56,Right,5673177263,213,6.08,5673177259,141,17.6,5673177257,140,85.6,5673177261,212,25.9,5673189995,155,,,,,,,,9t88fceutc2x108ga0qkzkafp,M. Valjent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975241,7,1,1,0,11,50x1m4u58lffhq6v6ga1hbxmy,0,95.3,26.6,2025-04-22T19:32:16.382Z,2025-04-22T19:39:28Z,5673177299,140,90.7,5673177301,141,40.3,5673177305,213,2.05,5673177459,195,,5673177303,212,10.5,5673177297,56,Center,,,,,,,5tsp2m5z3xie07ax0wq1qqsix,Mateu Morey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975269,5,12,1,0,12,agh9ifb2mw3ivjusgedj7c3fe,1,9.4,54.6,2025-04-22T19:32:17.411Z,2025-04-22T19:40:33Z,5673177437,56,Back,5673177441,141,62.6,5673177443,212,5.5,5673177445,213,1.44,5673177439,140,10.1,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804976013,37,61,1,0,13,agh9ifb2mw3ivjusgedj7c3fe,1,11,63.8,2025-04-22T19:32:18.100Z,2025-04-22T19:35:14Z,5673182479,56,Back,,,,,,,,,,,,,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975275,6,49,1,0,14,agh9ifb2mw3ivjusgedj7c3fe,1,14.4,77.1,2025-04-22T19:32:19.851Z,2025-04-22T19:32:20Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975307,7,1,1,0,19,agh9ifb2mw3ivjusgedj7c3fe,1,24.8,80.3,2025-04-22T19:32:24.812Z,2025-04-22T19:32:26Z,5673177651,212,7.1,5673177647,140,26.7,5673177653,213,5,5673177649,141,70.3,5673177645,56,Back,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975325,8,1,1,0,20,agh9ifb2mw3ivjusgedj7c3fe,1,26.6,69.9,2025-04-22T19:32:25.932Z,2025-04-22T19:32:29Z,5673177781,140,14.8,5673177783,141,74.1,5673177787,213,2.92,5673177779,56,Back,5673177785,212,12.7,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975343,9,1,1,0,24,agh9ifb2mw3ivjusgedj7c3fe,1,21.2,64.3,2025-04-22T19:32:29.371Z,2025-04-22T19:32:33Z,5673177907,213,4.88,5673177901,140,26.8,5673177905,212,36.1,5673177909,1,,5673177903,141,11.9,5673177899,56,Back,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975351,10,1,1,0,28,agh9ifb2mw3ivjusgedj7c3fe,1,28.7,10,2025-04-22T19:32:33.075Z,2025-04-22T19:32:35Z,5673177937,56,Back,5673177941,141,5.4,5673177943,212,10.8,5673177945,213,5.99,5673177939,140,38.5,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975363,11,1,1,0,30,agh9ifb2mw3ivjusgedj7c3fe,1,38.5,5.4,2025-04-22T19:32:35.188Z,2025-04-22T19:32:47Z,5673178033,213,2.97,5673178027,140,26.6,5673178031,212,12.7,5673178029,141,8.5,5673178025,56,Back,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975377,12,1,1,0,33,agh9ifb2mw3ivjusgedj7c3fe,1,25.8,10.6,2025-04-22T19:32:38.164Z,2025-04-22T19:32:44Z,5673178123,140,19.8,5673178129,213,1.93,5673178125,141,35.4,5673178127,212,18,5673178121,56,Back,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975385,13,1,1,0,38,agh9ifb2mw3ivjusgedj7c3fe,1,19.1,37,2025-04-22T19:32:43.931Z,2025-04-22T19:32:46Z,5673178169,140,9.1,5673178173,212,16.4,5673178175,213,2.26,5673178171,141,55.6,5673178167,56,Back,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975401,14,1,1,0,41,agh9ifb2mw3ivjusgedj7c3fe,1,9.1,55.6,2025-04-22T19:32:46.987Z,2025-04-22T19:32:48Z,5673178251,140,20.3,5673178257,213,1.01,5673178253,141,83.2,5673178255,212,22.1,5673178249,56,Back,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975411,15,1,1,0,43,agh9ifb2mw3ivjusgedj7c3fe,1,20.3,83.2,2025-04-22T19:32:48.203Z,2025-04-22T19:32:49Z,5673178289,213,1.06,5673178285,212,9.6,5673178283,141,95.5,5673178279,56,Back,5673178281,140,24.8,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975457,16,1,1,0,44,agh9ifb2mw3ivjusgedj7c3fe,1,24.8,95.5,2025-04-22T19:32:49.595Z,2025-04-22T19:32:56Z,5673178595,212,14.6,5673178589,56,Back,5673178591,140,38.6,5673178593,141,98.1,5673178597,213,0.12,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975477,17,1,1,0,51,agh9ifb2mw3ivjusgedj7c3fe,1,65.6,93.8,2025-04-22T19:32:56.395Z,2025-04-22T19:33:31Z,5673179643,210,15,5673178731,212,13.1,5673178729,141,76.4,5673178725,56,Center,5673178733,213,5.16,5673178727,140,71,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975483,18,15,1,0,57,agh9ifb2mw3ivjusgedj7c3fe,1,89.9,70.7,2025-04-22T19:33:02.315Z,2025-04-23T00:23:45Z,5673436027,215,,5673179233,82,,5673179661,230,97.8,5673178757,22,,5673179649,55,17,5673179229,20,,5673179659,147,68.8,5673179655,103,19,308krssmz6irpfntht1ka78tm,Ansu Fati,,5673179663,231,55.6,5673179657,146,90.8,5673179647,29,5673178759,64,5673179665,233,8,5673179653,102,50,5673436025,78,5673178761,56,Center,,,,,,,,,,,,,,Barcelona
2804975491,8,10,1,0,57,50x1m4u58lffhq6v6ga1hbxmy,1,8.5,30.3,2025-04-22T19:33:02.415Z,2025-04-22T19:33:32Z,5673178797,94,,5673178799,56,Back,5673179671,233,18,,,,,,,,,,,,,,,,bkvvapojagxvj17nzk3oy8ct1,Omar Mascarell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975521,19,1,1,1,0,agh9ifb2mw3ivjusgedj7c3fe,1,74.2,97.1,2025-04-22T19:33:06.051Z,2025-04-22T19:33:08Z,5673178957,56,Left,5673178961,141,91.4,5673178965,213,3.35,5673178963,212,18.6,5673178959,140,56.9,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975533,20,1,1,1,3,agh9ifb2mw3ivjusgedj7c3fe,1,56.7,87.3,2025-04-22T19:33:08.707Z,2025-04-22T19:33:11Z,5673179025,212,10.8,5673179023,141,72.9,5673179027,213,5.15,5673179019,56,Center,5673179021,140,61.1,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975555,21,1,1,1,5,agh9ifb2mw3ivjusgedj7c3fe,1,60.2,77,2025-04-22T19:33:10.995Z,2025-04-22T19:33:12Z,5673179165,212,14.5,5673179163,141,95.8,5673179167,213,1.07,5673179159,56,Left,5673179161,140,66.8,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975561,22,1,1,1,7,agh9ifb2mw3ivjusgedj7c3fe,1,66.2,95.2,2025-04-22T19:33:12.827Z,2025-04-22T19:33:14Z,5673179205,213,4.17,5673179203,212,10,5673179199,140,61.3,5673179197,56,Left,5673179201,141,82.6,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975585,23,1,1,1,9,agh9ifb2mw3ivjusgedj7c3fe,1,60.8,82.3,2025-04-22T19:33:14.114Z,2025-04-22T19:33:17Z,5673179311,141,74.1,5673179307,56,Center,5673179313,212,6.5,5673179315,213,5.25,5673179309,140,64,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975605,24,1,1,1,12,agh9ifb2mw3ivjusgedj7c3fe,1,64.9,58.2,2025-04-22T19:33:17.811Z,2025-04-22T19:33:21Z,5673179473,212,28.4,5673179469,141,17.4,5673179465,140,70.8,5673179463,56,Right,5673179475,213,4.93,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975609,25,1,1,1,16,agh9ifb2mw3ivjusgedj7c3fe,1,67.5,28.5,2025-04-22T19:33:21.482Z,2025-04-22T19:33:23Z,5673179511,141,27.9,5673179507,56,Center,5673179515,213,3.22,5673179509,140,62.6,5673179513,212,5.2,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975621,26,1,1,1,18,agh9ifb2mw3ivjusgedj7c3fe,1,59.6,25,2025-04-22T19:33:23.859Z,2025-04-22T19:33:29Z,5673179593,212,13.5,5673179595,213,5.14,5673179589,140,64.9,5673179591,141,6.9,5673179587,56,Right,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975625,27,1,1,1,24,agh9ifb2mw3ivjusgedj7c3fe,1,70.5,18.9,2025-04-22T19:33:29.139Z,2025-04-22T19:33:31Z,5673179613,140,74.8,5673179619,213,0.88,5673179615,141,27,5673179611,56,Center,5673179617,212,7.1,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975633,28,1,1,1,26,agh9ifb2mw3ivjusgedj7c3fe,0,74.8,27,2025-04-22T19:33:31.107Z,2025-04-22T19:33:32Z,5673179681,212,15.2,5673179679,141,49.4,5673179675,56,Center,5673179683,213,1.55,5673179677,140,75.1,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975641,9,12,1,1,27,50x1m4u58lffhq6v6ga1hbxmy,1,25.8,36,2025-04-22T19:33:32.917Z,2025-04-23T00:24:07Z,5673179725,212,2.1,5673179727,213,0.97,5673179723,141,38.5,5673179719,56,Back,5673179721,140,26.9,,,,,,,,,,5tsp2m5z3xie07ax0wq1qqsix,Mateu Morey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975639,29,61,1,1,28,agh9ifb2mw3ivjusgedj7c3fe,1,75.1,49.4,2025-04-22T19:33:33.719Z,2025-04-22T19:33:33Z,5673179713,56,Center,,,,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975651,10,3,1,1,31,50x1m4u58lffhq6v6ga1hbxmy,0,30.8,37.9,2025-04-22T19:33:36.217Z,2025-04-22T22:16:19Z,5673436303,464,,5673179781,56,Back,5673179783,285,,5673179881,233,30,,,,,,,,,,,,,2td3iejdken4orcduqrdutrhm,Antonio Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975659,30,7,1,1,31,agh9ifb2mw3ivjusgedj7c3fe,1,69.2,62.1,2025-04-22T19:33:36.218Z,2025-04-22T22:16:21Z,5673436341,385,,5673179817,286,,5673179815,56,Center,5673179837,233,10,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975673,31,1,1,1,33,agh9ifb2mw3ivjusgedj7c3fe,1,55.2,76.2,2025-04-22T19:33:38.763Z,2025-04-22T19:33:41Z,5673179931,141,93.5,5673179929,140,66.8,5673179933,212,16.9,5673179927,56,Left,5673179935,213,0.77,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975697,32,1,1,1,36,agh9ifb2mw3ivjusgedj7c3fe,1,68.9,92.6,2025-04-22T19:33:41.339Z,2025-04-22T19:33:44Z,5673180069,140,67.5,5673180073,141,77,5673180079,213,4.57,5673180077,212,10.7,5673180067,56,Center,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975707,33,1,1,1,39,agh9ifb2mw3ivjusgedj7c3fe,0,68.4,72.6,2025-04-22T19:33:44.388Z,2025-04-22T19:33:47Z,5673180149,155,,5673180159,213,5.69,5673180155,141,49.1,5673180153,140,91.1,5673180157,212,28.7,5673180151,56,Center,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975711,11,52,1,1,42,50x1m4u58lffhq6v6ga1hbxmy,1,8.5,52.6,2025-04-22T19:33:47.869Z,2025-04-22T22:16:26Z,5673436445,377,,,,,,,,,,,,,,,,,,,,,,,5qh2kdatvb03o8oiqvkaaxje2,Leo Román,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975769,12,1,1,1,51,50x1m4u58lffhq6v6ga1hbxmy,1,7.5,51.1,2025-04-22T19:33:56.261Z,2025-04-23T00:24:27Z,5673180493,212,15.2,5673180489,140,13.2,5673195511,189,,5673180485,123,,5673180495,213,1.17,5673180491,141,71.6,5673180487,56,Back,,,,5qh2kdatvb03o8oiqvkaaxje2,Leo Román,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975781,13,1,1,1,53,50x1m4u58lffhq6v6ga1hbxmy,1,13.7,73.2,2025-04-22T19:33:58.509Z,2025-04-23T00:24:30Z,5673180577,212,17.9,5673180575,141,90.3,5673180579,213,0.71,5673195571,189,,5673180569,56,Back,5673180573,140,26.6,,,,,,,3n66mcws9belxbv3pu5uwhfu2,Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975829,14,1,1,1,55,50x1m4u58lffhq6v6ga1hbxmy,1,31.5,95.7,2025-04-22T19:34:00.270Z,2025-04-23T00:24:36Z,5673180851,212,41.8,5673180847,140,71.3,5673180849,141,93.6,5673180845,56,Left,5673180855,1,,5673180853,213,6.25,,,,,,,dfjph36vcwfj5cevut4x3vf11,J. Mojica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975837,15,1,1,2,6,50x1m4u58lffhq6v6ga1hbxmy,0,82.6,86.3,2025-04-22T19:34:11.357Z,2025-04-22T22:16:32Z,5673436631,20,,5673180899,141,41.9,5673180903,213,4.93,5673180895,56,Center,5673436629,223,,5673180893,155,,5673180901,212,31,5673180891,2,,7xmaybxu4zd5k338bi3drkxcl,Darder,,5673180897,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975849,34,12,1,2,7,agh9ifb2mw3ivjusgedj7c3fe,1,11.2,52.7,2025-04-22T19:34:12.931Z,2025-04-22T19:34:15Z,5673180955,141,77.7,5673180959,213,0.89,5673180961,15,,5673180951,56,Back,5673180957,212,21.9,5673180953,140,24.3,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975855,35,49,1,2,11,agh9ifb2mw3ivjusgedj7c3fe,1,24.7,77.9,2025-04-22T19:34:16.355Z,2025-04-22T19:34:16Z,,,,,,,,,,,,,,,,,,,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804975885,16,27,1,2,16,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2025-04-22T19:34:21.660Z,2025-04-22T19:34:27Z,5673181139,233,36,5673181125,41,Injury,5673181127,53,dfjph36vcwfj5cevut4x3vf11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804975871,36,27,1,2,16,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-22T19:34:21.660Z,2025-04-22T19:34:27Z,5673181157,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804976099,17,28,1,2,58,50x1m4u58lffhq6v6ga1hbxmy,1,0,0,2025-04-22T19:35:03.203Z,2025-04-22T19:38:33Z,5673182427,55,16,5673188495,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804976041,38,28,1,2,58,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-22T19:35:03.203Z,2025-04-22T19:38:32Z,5673188449,233,17,5673182091,55,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804976147,39,68,1,3,12,agh9ifb2mw3ivjusgedj7c3fe,1,39.5,60.8,2025-04-22T19:35:17.402Z,2025-04-22T22:16:42Z,5673436921,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804976137,18,68,1,3,12,50x1m4u58lffhq6v6ga1hbxmy,0,60.7,40,2025-04-22T19:35:17.964Z,2025-04-22T22:16:44Z,5673437001,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallorca
2804976161,40,1,1,3,13,agh9ifb2mw3ivjusgedj7c3fe,1,35.8,60.5,2025-04-22T19:35:18.620Z,2025-04-22T22:16:46Z,5673182691,140,35,5673182697,213,4.66,5673182695,212,14.8,5673437035,189,,5673182689,56,Back,5673182693,141,38.8,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2804976179,41,1,1,3,15,agh9ifb2mw3ivjusgedj7c3fe,1,36,32.1,2025-04-22T19:35:21.003Z,2025-04-22T19:35:23Z,5673182781,56,Back,5673182787,212,14.7,5673182783,140,42,5673182789,213,5.16,5673182785,141,12.6,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
