id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/11/value,assist,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/20/value,teamName
2724444637,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-22T15:21:42.626Z,2024-09-22T16:29:41Z,5233490459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5233490449,30,"2e55g4q93y382cg7h0yk5rtud, cscn06kwqfzo09h0dc5ybt1pl, 6l1y87tlepsvr83d8y2qifeqy, 4ggz7e009bq3yltc9o6mifbah, 4jpwo30o4qp53k59oxvuj90k4, cd5napttmwk5o9gxw3cbb4ted, 5kodjbsarkql4vhs126p2vhwq, 4ftlhtels58lyzfluwofzwxuy, afxjicw89683nlpms9yy5x51x, abr79wsl0folgkyvl821ggs2c, 2wl6h1rlrfnn2mr65vuo3t815, 4mxx1oxkiexm0ha34utcmb17t, yhipl27kpzoq85sizfyzmvx0, bzgh5psb1janz9y3btpswngbu, 308krssmz6irpfntht1ka78tm, 3hht0os2uzu234yq550i3fbe2, 9f0jk3wgmlnnmnqrdkh4gnpt6, 8xjdsfk5u7wph4o7h1w45dses, 8lztstifz0n0zx4ho11vbt1xw, b0ebh3wi3lwieb1z04ajxjz84, 9sanzxzkj52vz1mqj1d7g08b8, bkwxem45cf48k14euwqe7rs44",5233490453,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5233490465,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5233490457,130,4,5233490463,197,26091,5233490461,194,2e55g4q93y382cg7h0yk5rtud,5233490455,59,"1, 23, 35, 24, 36, 5, 14, 8, 9, 19, 11, 13, 26, 3, 10, 17, 18, 32, 39, 41, 42, 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724448881,1,34,16,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2024-09-22T15:25:25.216Z,2024-09-22T16:33:50Z,5233514363,197,284,5233514361,194,c29mprqv2ulztd22b6uckczx1,5233514355,59,"13, 17, 23, 14, 4, 2, 21, 10, 22, 19, 16, 1, 3, 6, 11, 12, 15, 18, 20, 26",5233514353,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5233514357,130,2,5233514365,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5233514351,30,"5mj2vxkh3pmkbwj139mp93n4l, 6wpnjdlg2p8f19y3gjpz1su6t, 4x854vpovag131b2kdutv4qju, b5rea5r4h8bclpenau2au142x, 9jw0h4escxh3eqz8oh860r3yt, 59knsm910b1ruk024rkksla3u, 4eezya3lwcwur6c8s6rl0rzvu, c29mprqv2ulztd22b6uckczx1, drwacyyicuhy3heg4j0ipqj85, 3n9jnuteyjx6w6dxviuead0b9, 5zoz3mjooujpv0wdcphyrztd6, 6ddxujeb3873j5evwiz8n4wt0, e615cmv1tfzu84f0z8mwi5711, 28psc296gj3umo59qqha8jil1, 73jvx4opw9wvawwpg0bnt8ay2, 54w62kh31qyyu7tipmjlt95g5, 1wileoy8mxtd2t1b106uhwzro, ekm47qd8w1x0456lm1tmf5re1, 20ebw399jhbq0i5x2eacrrs6i, 9rtfwu0z7qtk1kglenp2vm13o",5233514359,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520107,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-22T16:31:30.654Z,2024-09-22T16:31:30Z,5233909679,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724520139,2,32,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2024-09-22T16:31:30.654Z,2024-09-23T05:28:25Z,5233909833,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520163,3,1,1,0,0,74mcjsm72vr3l9pw2i4qfjchj,1,50,49.9,2024-09-22T16:31:30.726Z,2024-09-23T07:29:52Z,5233909949,213,3.17,5233909951,279,S,5233909943,140,33.9,5233909941,56,Back,5233909947,212,16.9,5236270935,178,,5233909945,141,49.3,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724522813,23,1,1,0,1,74mcjsm72vr3l9pw2i4qfjchj,1,34.7,49.9,2024-09-22T16:31:32.139Z,2024-09-23T07:29:57Z,5233924035,140,32.7,5233924039,141,59.4,5233924041,212,6.8,5236270967,178,,5233924033,56,Back,5233924043,213,1.89,,,,,,,9jw0h4escxh3eqz8oh860r3yt,E. Bailly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520221,4,1,1,0,3,74mcjsm72vr3l9pw2i4qfjchj,0,33.2,55.5,2024-09-22T16:31:34.374Z,2024-09-23T07:30:03Z,5233910237,141,26.5,5233910241,213,5.85,5233910231,157,,5233910233,56,Center,5233910243,1,,5236271023,178,,5233910239,212,47.3,5233910235,140,74.1,59knsm910b1ruk024rkksla3u,Logan Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520263,3,1,1,0,6,agh9ifb2mw3ivjusgedj7c3fe,1,29.5,73.1,2024-09-22T16:31:36.876Z,2024-09-23T07:30:07Z,5233910435,141,88.5,5233910429,3,,5233910439,213,0.67,5236271057,388,,5233910433,140,42,5233910431,56,Back,5233910437,212,16.8,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724520269,4,61,1,0,7,agh9ifb2mw3ivjusgedj7c3fe,0,42,88.5,2024-09-22T16:31:38.514Z,2024-09-23T07:30:16Z,5233910447,56,Back,5236271113,178,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724520303,5,1,1,0,9,74mcjsm72vr3l9pw2i4qfjchj,1,61,13.8,2024-09-22T16:31:39.749Z,2024-09-23T07:30:20Z,5233910635,140,68.1,5233910649,213,5.51,5236271137,178,,5233910647,212,10.4,5233910631,56,Right,5233910643,141,3.2,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520363,6,1,1,0,10,74mcjsm72vr3l9pw2i4qfjchj,1,67.4,5,2024-09-22T16:31:40.969Z,2024-09-23T07:30:24Z,5236271173,178,,5233910969,141,24.7,5233910963,155,,5233910967,140,40.1,5233910965,56,Back,5233910973,213,2.7,5233910971,212,31.6,,,,4eezya3lwcwur6c8s6rl0rzvu,Yeremy Pino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520457,7,1,1,0,13,74mcjsm72vr3l9pw2i4qfjchj,1,39.8,19.2,2024-09-22T16:31:44.439Z,2024-09-23T07:30:28Z,5233911415,212,11.9,5236271197,178,,5233911409,56,Back,5233911411,140,43.2,5233911417,213,5.02,5233911413,141,2.5,,,,,,,9jw0h4escxh3eqz8oh860r3yt,E. Bailly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520465,8,3,1,0,15,74mcjsm72vr3l9pw2i4qfjchj,0,43.4,2,2024-09-22T16:31:45.826Z,2024-09-23T07:30:34Z,5235010847,464,,5233911465,286,,5233911463,56,Back,5233911515,233,5,5236271231,178,,,,,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520425,5,7,1,0,15,agh9ifb2mw3ivjusgedj7c3fe,1,56.6,98,2024-09-22T16:31:46.363Z,2024-09-23T07:30:38Z,5236271247,178,,5235010957,385,,5233911269,167,,5233911271,56,Left,5233911487,233,8,5233911273,285,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724520433,6,5,1,0,16,agh9ifb2mw3ivjusgedj7c3fe,0,56.1,101.2,2024-09-22T16:31:46.720Z,2024-09-23T07:30:43Z,5233911309,347,,5233912023,233,9,5233911305,56,Left,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724520571,9,5,1,0,16,74mcjsm72vr3l9pw2i4qfjchj,1,43.9,-1.2,2024-09-22T16:31:46.720Z,2024-09-23T07:30:43Z,5233911937,347,,5233912011,233,6,5233911935,56,Back,,,,,,,,,,,,,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520649,10,1,1,0,25,74mcjsm72vr3l9pw2i4qfjchj,1,44.9,0,2024-09-22T16:31:56.497Z,2024-09-23T07:30:47Z,5233912319,1,,5233912317,213,0.9,5233912311,140,58.6,5233912313,141,24.7,5233912307,107,,5233912315,212,23,5233912309,56,Center,,,,6wpnjdlg2p8f19y3gjpz1su6t,Kiko Femenía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520693,11,1,1,0,27,74mcjsm72vr3l9pw2i4qfjchj,1,58.6,24.7,2024-09-22T16:31:58.402Z,2024-09-23T07:30:52Z,5233912563,212,10.6,5233912561,141,38.6,5236271327,178,,5233912559,140,63.2,5233912565,213,1.1,5233912557,56,Center,,,,,,,b5rea5r4h8bclpenau2au142x,Santi Comesaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520721,12,1,1,0,28,74mcjsm72vr3l9pw2i4qfjchj,1,62.9,40,2024-09-22T16:31:59.037Z,2024-09-23T07:30:56Z,5233912733,56,Center,5233912731,168,,5233912737,141,74.8,5233912741,213,1.26,5233912739,212,24.9,5233912729,3,,5233912735,140,70.2,5236271365,388,,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520737,13,1,1,0,32,74mcjsm72vr3l9pw2i4qfjchj,0,76.3,75.1,2024-09-22T16:32:03.166Z,2024-09-23T07:31:01Z,5233912815,213,5.86,5233912813,212,5.6,5233912809,140,81.2,5236271429,178,,5233912805,56,Center,5233912811,141,71.7,,,,,,,4x854vpovag131b2kdutv4qju,Sergi Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520773,7,8,1,0,32,agh9ifb2mw3ivjusgedj7c3fe,1,19.4,24.7,2024-09-22T16:32:03.452Z,2024-09-23T07:31:07Z,5235012789,385,,5233913013,56,Back,5236271459,178,,,,,,,,,,,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724520799,14,50,1,0,36,74mcjsm72vr3l9pw2i4qfjchj,1,79.2,95.6,2024-09-22T16:32:06.881Z,2024-09-23T07:31:15Z,5233913117,56,Left,5236068379,233,8,5233913119,286,,,,,,,,,,,,,,,,,4x854vpovag131b2kdutv4qju,Sergi Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724520813,8,7,1,0,37,agh9ifb2mw3ivjusgedj7c3fe,1,20.8,4.4,2024-09-22T16:32:07.740Z,2024-09-23T07:31:18Z,5233913163,167,,5233913167,285,,5233913169,233,14,5235013329,385,,5236271539,178,,5233913165,56,Back,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724520873,9,5,1,0,37,agh9ifb2mw3ivjusgedj7c3fe,0,20.4,-1.4,2024-09-22T16:32:08.304Z,2024-09-23T07:31:21Z,5233913433,56,Back,5233915383,233,17,5233913435,347,,,,,,,,,,,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724521217,17,5,1,0,37,74mcjsm72vr3l9pw2i4qfjchj,1,79.6,101.4,2024-09-22T16:32:08.304Z,2024-09-23T07:31:21Z,5233915371,233,9,5233915311,56,Left,5233915313,347,,,,,,,,,,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724521103,15,1,1,0,52,74mcjsm72vr3l9pw2i4qfjchj,1,75,100,2024-09-22T16:32:23.082Z,2024-09-23T07:31:27Z,5233914711,213,3.56,5233914705,140,63.9,5233916223,107,,5233914707,141,93.8,5233914703,56,Left,5233914709,212,12.7,,,,,,,4x854vpovag131b2kdutv4qju,Sergi Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724521117,16,1,1,0,55,74mcjsm72vr3l9pw2i4qfjchj,0,62.6,91.2,2024-09-22T16:32:25.941Z,2024-09-23T07:31:31Z,5233914773,56,Center,5233914777,141,43.3,5233914771,155,,5233914779,212,32.6,5236271643,178,,5233914783,1,,5233914781,213,4.67,5233914775,140,61.3,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724521125,10,49,1,0,56,agh9ifb2mw3ivjusgedj7c3fe,1,38.3,54,2024-09-22T16:32:27.595Z,2024-09-23T07:31:41Z,,,,,,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724521145,11,1,1,0,57,agh9ifb2mw3ivjusgedj7c3fe,1,38.3,54,2024-09-22T16:32:28.576Z,2024-09-23T07:31:44Z,5233914949,213,4.64,5233914943,140,37.8,5233914947,212,6.9,5233914941,56,Back,5236271725,178,,5233914945,141,43.9,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724521185,12,1,1,0,59,agh9ifb2mw3ivjusgedj7c3fe,1,42.4,44.2,2024-09-22T16:32:30.002Z,2024-09-23T07:31:50Z,5236271763,178,,5233915173,212,14.8,5233915165,140,54.9,5233915163,56,Center,5233915175,213,0.48,5233915169,141,54.2,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724521235,13,1,1,1,1,agh9ifb2mw3ivjusgedj7c3fe,1,62,48.7,2024-09-22T16:32:32.115Z,2024-09-23T07:31:55Z,5233915415,56,Center,5233915419,141,28.7,5236271801,178,,5233915421,212,14.1,5233915417,140,65.6,5233915423,213,4.98,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724521243,14,4,1,1,3,agh9ifb2mw3ivjusgedj7c3fe,1,65.2,28.8,2024-09-22T16:32:33.711Z,2024-09-23T07:31:58Z,5233915561,286,,5233915703,233,18,5233915553,152,,5233915549,13,,5233915557,265,,5233915551,56,Center,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724521281,18,4,1,1,3,74mcjsm72vr3l9pw2i4qfjchj,0,34.8,71.2,2024-09-22T16:32:33.712Z,2024-09-23T07:31:58Z,5233915987,55,19,5233915659,56,Back,5233915657,13,,5233915665,285,,5233915661,152,,5233915663,265,,5236271821,178,,5233915737,233,14,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724521293,19,17,1,1,6,74mcjsm72vr3l9pw2i4qfjchj,1,0,0,2024-09-22T16:32:36.960Z,2024-09-23T07:32:01Z,5233915755,13,243,5233915951,55,18,5233915751,31,,5233915753,392,,,,,,,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724522051,15,1,1,1,46,agh9ifb2mw3ivjusgedj7c3fe,0,66.7,30.7,2024-09-22T16:33:16.861Z,2024-09-23T07:32:04Z,5233919885,152,,5233919879,155,,5233919903,141,60.3,5233919915,1,,5233919907,212,41,5233919875,5,,5233919911,213,0.51,5233919895,140,100,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5233919887,56,Center,5236271857,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724522061,16,5,1,1,48,agh9ifb2mw3ivjusgedj7c3fe,0,100.6,59.2,2024-09-22T16:33:18.732Z,2024-09-23T07:32:07Z,5233919933,56,Center,5233919935,346,,5233920463,233,20,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724522153,20,5,1,1,48,74mcjsm72vr3l9pw2i4qfjchj,1,-0.6,40.8,2024-09-22T16:33:18.732Z,2024-09-23T07:32:08Z,5233920389,56,Back,5233920391,346,,5233920443,233,16,,,,,,,,,,,,,,,,c29mprqv2ulztd22b6uckczx1,Dani Parejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724522391,21,1,1,2,5,74mcjsm72vr3l9pw2i4qfjchj,1,4.8,61.5,2024-09-22T16:33:35.702Z,2024-09-23T07:32:10Z,5233921845,140,4.8,5233921881,213,4.71,5233921879,212,8.1,5233921885,237,,5233921843,56,Back,5233921841,124,,5233921877,141,49.6,,,,59knsm910b1ruk024rkksla3u,Logan Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724522407,22,1,1,2,8,74mcjsm72vr3l9pw2i4qfjchj,0,7.3,48.5,2024-09-22T16:33:38.795Z,2024-09-23T07:32:14Z,5233921967,140,46.5,5233921963,157,,5236271927,178,,5233921975,1,,5233921969,141,65.8,5233921971,212,42.8,5233921973,213,0.28,5233921965,56,Back,5mj2vxkh3pmkbwj139mp93n4l,Diego Conde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724522437,17,1,1,2,10,agh9ifb2mw3ivjusgedj7c3fe,1,52,34,2024-09-22T16:33:41.015Z,2024-09-23T07:32:18Z,5235017479,140,46.9,5235017485,213,4.4,5236271961,388,,5235017477,3,,5235017483,212,17.2,5233922111,56,Back,5235017481,141,9.9,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724522501,18,49,1,2,12,agh9ifb2mw3ivjusgedj7c3fe,1,42.2,12.1,2024-09-22T16:33:43.231Z,2024-09-23T07:32:23Z,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724522563,19,1,1,2,12,agh9ifb2mw3ivjusgedj7c3fe,1,42.2,12.1,2024-09-22T16:33:43.285Z,2024-09-23T07:32:28Z,5233922757,140,25.8,5233922753,155,,5236272023,178,,5233922759,141,19.1,5233922755,56,Back,5233922761,212,17.9,5233922763,213,2.87,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724522619,20,1,1,2,19,agh9ifb2mw3ivjusgedj7c3fe,1,23.4,17.9,2024-09-22T16:33:49.771Z,2024-09-23T07:32:36Z,5233923013,212,8.2,5233923005,140,27.6,5233923017,213,1,5233923009,141,28,5236272071,178,,5233923003,56,Back,,,,,,,4jpwo30o4qp53k59oxvuj90k4,Sergi Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724522705,21,1,1,2,21,agh9ifb2mw3ivjusgedj7c3fe,1,27.4,28.6,2024-09-22T16:33:51.810Z,2024-09-23T07:32:39Z,5233923439,213,0.63,5233923433,140,34.6,5233923431,56,Back,5236272101,178,,5233923437,212,9.4,5233923435,141,36.7,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724522777,22,1,1,2,25,agh9ifb2mw3ivjusgedj7c3fe,1,46.9,40.1,2024-09-22T16:33:55.953Z,2024-09-23T07:32:43Z,5233923837,213,1.4,5233923831,140,52.8,5233923833,141,94.2,5233923839,1,,5233923829,56,Left,5236272121,178,,5233923835,212,37.3,5233923827,155,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724523031,23,1,1,2,28,agh9ifb2mw3ivjusgedj7c3fe,1,52.5,94.2,2024-09-22T16:33:59.445Z,2024-09-23T07:32:48Z,5233925233,56,Back,5233925241,213,4.03,5233925237,141,79.1,5233925239,212,13.3,5236272137,178,,5233925235,140,44.5,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724523097,26,1,1,2,41,agh9ifb2mw3ivjusgedj7c3fe,1,60.3,72.9,2024-09-22T16:34:11.850Z,2024-09-23T07:32:51Z,5233925595,155,,5233925599,196,,5233925603,56,Right,5233925607,140,75.8,5236272149,178,,5233925613,212,48.1,5233925611,141,6.4,5233925617,1,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,5233925615,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724523055,24,43,1,2,41,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-22T16:34:12.252Z,2024-09-22T16:34:37Z,5233925357,140,55.6,5233925359,141,66.8,5233925363,213,4.24,5233925355,56,Center,5233925361,212,5.5,5233928029,144,1,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724523065,25,43,1,2,42,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-22T16:34:13.260Z,2024-09-22T16:34:39Z,5233925421,212,5.9,5233925423,213,1.01,5233925417,140,58.6,5233925419,141,74.1,5233928213,144,1,5233925415,56,Center,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724523143,27,1,1,2,44,agh9ifb2mw3ivjusgedj7c3fe,1,77.9,7.9,2024-09-22T16:34:15.437Z,2024-09-23T07:32:58Z,5236272187,178,,5233925851,212,21.7,5233925853,213,0.37,5233925847,141,19.4,5233925841,56,Right,5233925843,140,97.2,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724523155,28,1,1,2,46,agh9ifb2mw3ivjusgedj7c3fe,0,97.2,19.4,2024-09-22T16:34:17.610Z,2024-09-23T07:33:01Z,5233926057,233,24,5233925897,213,1.6,5233925891,140,97.1,5233925893,141,24.8,5233926055,236,,5233925895,212,3.7,5233925885,2,,5235019299,20,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,5235019297,386,,5236272205,178,5233925889,56,Center,5233926061,286,5235019295,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724523169,24,12,1,2,47,74mcjsm72vr3l9pw2i4qfjchj,1,3.9,79.7,2024-09-22T16:34:17.687Z,2024-09-23T07:33:06Z,5233925961,185,,5233926075,233,28,5233925963,56,Back,5236272227,178,,,,,,,,,,,,,,59knsm910b1ruk024rkksla3u,Logan Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
2724523197,29,61,1,2,47,agh9ifb2mw3ivjusgedj7c3fe,1,97.1,24.8,2024-09-22T16:34:17.760Z,2024-09-23T07:33:10Z,5233926115,56,Center,5236272253,178,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2724523221,25,5,1,2,47,74mcjsm72vr3l9pw2i4qfjchj,1,2,100.8,2024-09-22T16:34:18.450Z,2024-09-23T07:33:15Z,5233926427,233,30,5233926213,347,,5233926211,56,Back,,,,,,,,,,,,,,,,59knsm910b1ruk024rkksla3u,Logan Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal
