id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,assist,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/18/value,keyPass,qualifier/16/value,qualifier/17/value,teamName
2731708311,148,10,1,23,28,4dtdjgnpdq9uw4sdutti0vaar,1,2.2,45.1,2024-10-06T14:38:40.293Z,2024-10-07T06:40:32Z,5273255375,183,,5273243911,174,,5273239979,56,Back,5273243915,389,,5273244797,233,222,5275991375,376,,,,,,,,c7i0lduij4vsnluxisdnaxsk5,Antonio Sivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731708399,223,3,1,23,32,agh9ifb2mw3ivjusgedj7c3fe,0,97.2,72.8,2024-10-06T14:38:44.003Z,2024-10-07T06:40:37Z,5273240443,56,Center,5273240445,286,,5273241201,233,149,5275991679,465,,5276384243,178,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731708497,149,7,1,23,32,4dtdjgnpdq9uw4sdutti0vaar,1,2.8,27.2,2024-10-06T14:38:44.123Z,2024-10-07T06:40:40Z,5273241159,233,223,5273241115,285,,5275991869,383,,5276384283,178,,5273241113,56,Back,,,,,,,,,,9tw6rz3lfmn06fzsabtx9ei95,N. Tenaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731708501,150,4,1,23,34,4dtdjgnpdq9uw4sdutti0vaar,1,2.8,27.4,2024-10-06T14:38:45.532Z,2024-10-07T06:40:45Z,5273241269,265,,5273241297,233,224,5273241271,285,,5273241263,13,,5273241267,152,,5273241265,56,Back,,,,,,,9tw6rz3lfmn06fzsabtx9ei95,N. Tenaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731708467,224,4,1,23,34,agh9ifb2mw3ivjusgedj7c3fe,0,97.2,72.6,2024-10-06T14:38:45.533Z,2024-10-07T06:40:45Z,5276384335,178,,5273241075,13,,5273241077,56,Center,5273241079,152,,5273241385,233,150,5273241083,286,,5273241081,265,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731709493,151,1,1,24,8,4dtdjgnpdq9uw4sdutti0vaar,1,13.4,29.1,2024-10-06T14:39:20.165Z,2024-10-07T06:40:48Z,5273246783,141,44.8,5273246781,140,85.8,5273246787,213,0.14,5273246789,1,,5276384377,178,,5273246775,157,,5273246779,56,Center,5273246785,212,76.8,c7i0lduij4vsnluxisdnaxsk5,Antonio Sivera,5273246777,152,5273246773,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731709507,152,61,1,24,13,4dtdjgnpdq9uw4sdutti0vaar,0,86.7,44.9,2024-10-06T14:39:25.403Z,2024-10-07T06:41:04Z,5276384541,388,,5276384539,15,,5273246851,56,Center,,,,,,,,,,,,,,,,1ttc96b92xjfx1ta3vdwya0dm,A. Rebbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731709551,153,5,1,24,16,4dtdjgnpdq9uw4sdutti0vaar,0,101.2,34.4,2024-10-06T14:39:28.013Z,2024-10-07T06:41:08Z,5273252535,233,225,5273247091,56,Center,5273247093,346,,,,,,,,,,,,,,,,,1ttc96b92xjfx1ta3vdwya0dm,A. Rebbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731710499,225,5,1,24,16,agh9ifb2mw3ivjusgedj7c3fe,1,-1.2,65.6,2024-10-06T14:39:28.013Z,2024-10-07T06:41:08Z,5273252517,233,153,5273252409,56,Back,5273252411,346,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711931,241,1,1,24,49,agh9ifb2mw3ivjusgedj7c3fe,1,2.7,55.6,2024-10-06T14:40:01.097Z,2024-10-07T06:41:35Z,5273264569,56,Back,5273264577,213,0.57,5273264573,141,83,5273264571,140,30.3,5273267309,189,,5273264567,124,,5273266997,1,,5273264575,212,34.5,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,5273264581,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731710555,226,4,1,24,50,agh9ifb2mw3ivjusgedj7c3fe,1,29,81.4,2024-10-06T14:40:01.785Z,2024-10-07T06:41:17Z,5273253349,189,,5273252817,285,,5273252815,265,,5273253141,233,154,5273252811,56,Back,5273252813,152,,5273252809,13,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731710575,154,4,1,24,50,4dtdjgnpdq9uw4sdutti0vaar,0,71,18.6,2024-10-06T14:40:01.786Z,2024-10-07T06:41:17Z,5273253079,286,,5273253077,265,,5273253075,152,,5276384677,178,,5273253071,13,,5273253373,189,,5273253073,56,Right,5273253457,233,226,5a3c6m63r709u5p8izg3qupxx,Stoichkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731710813,227,1,1,25,2,agh9ifb2mw3ivjusgedj7c3fe,1,29.2,85.1,2024-10-06T14:40:13.744Z,2024-10-07T06:41:41Z,5273254159,1,,5273254145,5,,5273254153,141,28.8,5273254151,140,32.9,5273255079,189,,5273254157,213,4.81,5273254147,152,,5273254149,56,Back,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,5273254155,212,5276384861,178,,,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731710853,228,1,1,25,3,agh9ifb2mw3ivjusgedj7c3fe,1,32.9,28.6,2024-10-06T14:40:15.243Z,2024-10-07T06:41:45Z,5273254371,141,41.5,5273254375,212,9.4,5273254379,213,1.94,5276384887,178,,5273254365,56,Back,5273254367,140,29.7,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731710911,229,1,1,25,7,agh9ifb2mw3ivjusgedj7c3fe,1,32.4,46.9,2024-10-06T14:40:18.575Z,2024-10-07T06:41:49Z,5273254749,141,58.1,5273254753,213,1.12,5273254751,212,8.5,5276384917,178,,5273254747,140,35.9,5273254745,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731710977,230,1,1,25,10,agh9ifb2mw3ivjusgedj7c3fe,1,36.1,65.1,2024-10-06T14:40:21.563Z,2024-10-07T06:41:54Z,5273255051,56,Back,5273255053,140,32.7,5273255055,141,79,5273255057,212,10.1,5276384977,178,,5273255059,213,1.93,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711083,231,1,1,25,11,agh9ifb2mw3ivjusgedj7c3fe,1,32.7,79,2024-10-06T14:40:23.324Z,2024-10-07T06:41:59Z,5273255549,141,68.8,5273255553,213,5.55,5273255551,212,10.3,5276385015,178,,5273255547,140,40,5273255545,56,Back,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711157,232,1,1,25,13,agh9ifb2mw3ivjusgedj7c3fe,1,40.4,64.8,2024-10-06T14:40:24.903Z,2024-10-07T06:42:02Z,5273255969,213,4.74,5273255963,140,41.1,5273255961,56,Back,5276385045,178,,5273255967,212,26.9,5273255965,141,25.3,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711213,233,1,1,25,17,agh9ifb2mw3ivjusgedj7c3fe,1,41.9,15,2024-10-06T14:40:29.167Z,2024-10-07T06:42:04Z,5273256297,141,28.9,5273256295,140,47.2,5273256293,56,Back,5276385071,178,,5273256301,213,1.04,5273256299,212,11,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711265,234,1,1,25,19,agh9ifb2mw3ivjusgedj7c3fe,1,53,27.6,2024-10-06T14:40:31.162Z,2024-10-07T06:42:08Z,5276385125,178,,5273256489,141,28.2,5273256493,212,8.9,5273256497,213,0.05,5273256481,56,Center,5273256485,140,61.5,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711337,235,1,1,25,21,agh9ifb2mw3ivjusgedj7c3fe,1,61.2,24.3,2024-10-06T14:40:32.744Z,2024-10-07T06:42:14Z,5273256951,141,5.3,5273256939,56,Right,5273256961,213,4.91,5273256957,212,13.2,5276385199,178,,5273256945,140,63.6,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711405,236,1,1,25,24,agh9ifb2mw3ivjusgedj7c3fe,1,55.3,9.5,2024-10-06T14:40:36.282Z,2024-10-07T06:42:18Z,5273257339,140,42.1,5276385237,178,,5273257343,212,22.9,5273257341,141,36.4,5273257337,56,Back,5273257345,213,2.22,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711505,237,1,1,25,28,agh9ifb2mw3ivjusgedj7c3fe,1,44.6,47.6,2024-10-06T14:40:39.591Z,2024-10-07T06:42:19Z,5273257965,212,32.9,5273257967,213,1.16,5273257961,140,57,5273257963,141,92.1,5276385253,178,,5273257959,56,Left,5273257969,1,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711549,238,1,1,25,32,agh9ifb2mw3ivjusgedj7c3fe,1,57.4,94.7,2024-10-06T14:40:44.153Z,2024-10-07T06:42:24Z,5273258229,212,12.8,5276385285,178,,5273258225,140,69.5,5273258227,141,92.9,5273258231,213,6.19,5273258223,56,Left,5273258221,155,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711565,239,61,1,25,34,agh9ifb2mw3ivjusgedj7c3fe,0,70.9,93.6,2024-10-06T14:40:45.502Z,2024-10-07T06:42:33Z,5276385377,21,,5276385379,178,,5273258287,56,Left,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711813,155,5,1,25,35,4dtdjgnpdq9uw4sdutti0vaar,1,25.4,-1.6,2024-10-06T14:40:47.184Z,2024-10-07T06:42:34Z,5273259663,347,,5273259709,233,240,5273259661,56,Back,,,,,,,,,,,,,,,,5a3c6m63r709u5p8izg3qupxx,Stoichkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731711583,240,5,1,25,35,agh9ifb2mw3ivjusgedj7c3fe,0,74.6,101.6,2024-10-06T14:40:47.184Z,2024-10-07T06:42:34Z,5273258371,56,Left,5273258373,347,,5273259753,233,155,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731711847,156,1,1,25,41,4dtdjgnpdq9uw4sdutti0vaar,1,25.2,0,2024-10-06T14:40:53.264Z,2024-10-07T06:42:43Z,5273259839,213,1.52,5273259829,56,Back,5273259833,141,12.2,5273259831,140,25.7,5273259827,107,,5273259837,212,9.7,,,,,,,9tw6rz3lfmn06fzsabtx9ei95,N. Tenaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731711919,157,1,1,25,43,4dtdjgnpdq9uw4sdutti0vaar,1,27.4,12.3,2024-10-06T14:40:54.733Z,2024-10-07T06:42:48Z,5273260243,140,61.6,5273260233,157,,5273260237,56,Center,5273260261,1,,5273260249,141,26.1,5276385503,178,,5273260253,212,37.1,5273260257,213,0.26,cme92rbmqszu51sjm99ho8a21,Ander Guevara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731711939,158,61,1,25,47,4dtdjgnpdq9uw4sdutti0vaar,0,63.9,26.7,2024-10-06T14:40:58.542Z,2024-10-07T06:43:03Z,5276385671,15,,5276385673,388,,5273260323,56,Center,,,,,,,,,,,,,,,,1nd8l0ofw9x779c0ufwbbo4ph,Toni Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731712005,242,1,1,25,48,agh9ifb2mw3ivjusgedj7c3fe,0,34.8,71.7,2024-10-06T14:41:00.013Z,2024-10-07T06:43:13Z,5273260711,56,Back,5273260721,212,7.8,5273260715,140,38.9,5273260723,213,0.98,5273260719,141,81.2,5276385777,388,,5273260707,3,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731712129,159,1,1,25,52,4dtdjgnpdq9uw4sdutti0vaar,0,75.7,17.9,2024-10-06T14:41:03.753Z,2024-10-07T06:43:17Z,5273261381,140,89.6,5273261379,56,Center,5273261385,141,41.5,5273261453,4,,5273261389,212,21.7,5273261391,213,0.83,5276385835,178,,,,,bb2v7p23g1w8kb3nhuuwnil4a,Carlos Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731712153,243,49,1,25,55,agh9ifb2mw3ivjusgedj7c3fe,1,9,65.4,2024-10-06T14:41:06.413Z,2024-10-07T06:43:24Z,,,,,,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731712369,244,1,1,25,59,agh9ifb2mw3ivjusgedj7c3fe,1,12.3,58.8,2024-10-06T14:41:11.043Z,2024-10-07T06:43:33Z,5273262639,56,Back,5273262643,141,40.6,5276386009,178,,5273262641,140,22.8,5273262645,212,16.6,5273262647,213,5.44,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731712419,245,1,1,26,1,agh9ifb2mw3ivjusgedj7c3fe,1,26.5,38.8,2024-10-06T14:41:12.433Z,2024-10-07T06:43:36Z,5276386021,178,,5273262977,141,46,5273262975,140,33.3,5273262973,56,Back,5273262981,213,0.6,5273262979,212,8.7,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731712469,246,1,1,26,5,agh9ifb2mw3ivjusgedj7c3fe,1,44.7,56.9,2024-10-06T14:41:16.652Z,2024-10-07T06:43:40Z,5276386063,178,,5273263277,56,Center,5273263279,140,60.8,5273263285,213,6.05,5273263283,212,17.4,5273263281,141,51,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731712473,247,61,1,26,6,agh9ifb2mw3ivjusgedj7c3fe,0,60.8,51,2024-10-06T14:41:17.694Z,2024-10-07T06:49:04Z,5276388863,178,,5273263307,56,Center,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731712891,161,49,1,26,7,4dtdjgnpdq9uw4sdutti0vaar,1,53.5,48.4,2024-10-06T14:41:18.533Z,2024-10-07T06:49:12Z,,,,,,,,,,,,,,,,,,,,,,,,,1ttc96b92xjfx1ta3vdwya0dm,A. Rebbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731712575,160,50,1,26,7,4dtdjgnpdq9uw4sdutti0vaar,1,54,48,2024-10-06T14:41:19.081Z,2024-10-07T06:49:18Z,5273263927,286,,5273263925,56,Center,5273264025,233,248,,,,,,,,,,,,,,,,1ttc96b92xjfx1ta3vdwya0dm,A. Rebbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731712539,248,7,1,26,8,agh9ifb2mw3ivjusgedj7c3fe,0,46,52,2024-10-06T14:41:19.482Z,2024-10-07T06:49:26Z,5273263957,233,160,5275997533,385,,5276389003,178,,5273263701,285,,5273263697,56,Back,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731715057,166,61,1,26,8,4dtdjgnpdq9uw4sdutti0vaar,1,53.4,50.7,2024-10-06T14:41:19.653Z,2024-10-07T06:49:46Z,5276389143,389,,5273277339,56,Center,,,,,,,,,,,,,,,,,,,1ttc96b92xjfx1ta3vdwya0dm,A. Rebbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731713317,255,49,1,26,9,agh9ifb2mw3ivjusgedj7c3fe,1,39.7,49.6,2024-10-06T14:41:21.162Z,2024-10-07T06:49:51Z,,,,,,,,,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731712603,249,1,1,26,10,agh9ifb2mw3ivjusgedj7c3fe,1,42.9,44.3,2024-10-06T14:41:22.112Z,2024-10-07T06:49:55Z,5273264079,213,4.13,5276389223,178,,5273264077,212,14.6,5273264075,141,26.4,5273264071,56,Back,5273264073,140,35.2,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731712725,250,1,1,26,13,agh9ifb2mw3ivjusgedj7c3fe,1,35.1,26.1,2024-10-06T14:41:24.471Z,2024-10-07T06:49:57Z,5273264755,141,45.7,5276389237,178,,5273264751,140,20.4,5273264763,213,2.43,5273264747,56,Back,5273264759,212,20.4,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731712779,251,1,1,26,16,agh9ifb2mw3ivjusgedj7c3fe,1,21.9,49.1,2024-10-06T14:41:28.143Z,2024-10-07T06:49:58Z,5273265023,56,Back,5273265031,213,1.08,5273265027,141,66.7,5273265025,140,28,5273265029,212,13.6,5276389255,178,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731713175,252,1,1,26,24,agh9ifb2mw3ivjusgedj7c3fe,1,39.2,69.1,2024-10-06T14:41:36.153Z,2024-10-07T06:50:03Z,5276389307,178,,5273267157,212,70.1,5273267155,141,5.3,5273267161,1,,5273267139,155,,5273267151,140,91.6,5273267147,56,Right,5273267159,213,5.62,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,5273267143,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731713181,253,61,1,26,30,agh9ifb2mw3ivjusgedj7c3fe,0,92.4,3.5,2024-10-06T14:41:42.363Z,2024-10-07T06:50:09Z,5276389363,178,,5273267167,56,Right,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731714079,162,5,1,26,31,4dtdjgnpdq9uw4sdutti0vaar,1,11.2,101.8,2024-10-06T14:41:42.894Z,2024-10-07T06:50:12Z,5273272025,233,254,5273272013,56,Back,5273272015,347,,,,,,,,,,,,,,,,,1ttc96b92xjfx1ta3vdwya0dm,A. Rebbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731713201,254,5,1,26,31,agh9ifb2mw3ivjusgedj7c3fe,0,88.8,-1.8,2024-10-06T14:41:42.894Z,2024-10-07T06:50:13Z,5273267263,56,Right,5273272069,233,162,5273267265,347,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731714173,163,1,1,27,0,4dtdjgnpdq9uw4sdutti0vaar,0,20.1,100,2024-10-06T14:42:11.687Z,2024-10-07T06:50:18Z,5273272559,56,Back,5273272577,213,6.03,5273272571,212,17,5273272563,140,35.8,5273272555,107,,5273274829,189,,5273272567,141,95.6,,,,d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731716177,259,4,1,27,2,agh9ifb2mw3ivjusgedj7c3fe,1,64.2,6.8,2024-10-06T14:42:13.646Z,2024-10-07T06:50:28Z,5273283501,286,,5276000513,189,,5273284177,233,165,5273286465,264,,5273283493,13,,5273283495,56,Right,5273283497,152,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731714427,165,4,1,27,2,4dtdjgnpdq9uw4sdutti0vaar,0,35.8,93.2,2024-10-06T14:42:13.647Z,2024-10-07T06:50:27Z,5273274019,285,,5273282335,152,,5273282333,264,,5276389529,388,,5273282331,13,,5273284251,233,259,5273274017,56,Back,5273281195,189,,1nd8l0ofw9x779c0ufwbbo4ph,Toni Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731715341,257,43,1,27,8,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-10-06T14:42:19.645Z,2024-10-06T14:43:35Z,5273284323,233,165,5273280531,286,0,5273284147,152,0,5273284145,264,0,5273284143,13,0,5273284421,144,4,5273280529,56,Right,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731714179,164,43,1,27,10,4dtdjgnpdq9uw4sdutti0vaar,1,0,0,2024-10-06T14:42:21.695Z,2024-10-06T14:42:40Z,5273272595,56,Back,5273275623,144,61,,,,,,,,,,,,,,,,,,,1nd8l0ofw9x779c0ufwbbo4ph,Toni Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731715479,167,27,1,27,10,4dtdjgnpdq9uw4sdutti0vaar,1,0,0,2024-10-06T14:42:22.103Z,2024-10-07T06:50:29Z,5273280925,233,256,5273280351,41,Injury,5273280353,53,1nd8l0ofw9x779c0ufwbbo4ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731714221,256,27,1,27,10,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-10-06T14:42:22.103Z,2024-10-07T06:50:29Z,5273275789,53,bkwxem45cf48k14euwqe7rs44,5273275787,41,Injury,5273281019,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731715495,168,28,1,27,55,4dtdjgnpdq9uw4sdutti0vaar,1,0,0,2024-10-06T14:43:06.846Z,2024-10-07T06:50:34Z,5273279653,55,167,5273327505,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaves
2731716149,258,28,1,27,55,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-10-06T14:43:06.846Z,2024-10-07T06:50:34Z,5273283175,55,256,5273327531,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731720255,296,1,1,28,19,agh9ifb2mw3ivjusgedj7c3fe,1,57,15.8,2024-10-06T14:43:31.326Z,2024-10-07T06:50:36Z,5273336189,152,,5273335995,213,1.2,5273335991,141,39.7,5273337269,189,,5273335989,140,63,5273335993,212,17.4,5276389631,178,,5273335987,56,Center,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,5273336187,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731722515,305,1,1,28,21,agh9ifb2mw3ivjusgedj7c3fe,1,63.2,38.3,2024-10-06T14:43:33.293Z,2024-10-07T06:50:41Z,5276389665,178,,5273492377,56,Center,5273492385,213,2.1,5273492379,140,54.8,5273492381,141,60.5,5273492383,212,17.5,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731755285,504,1,1,28,24,agh9ifb2mw3ivjusgedj7c3fe,1,55.8,67.2,2024-10-06T14:43:35.793Z,2024-10-07T06:50:53Z,5273493761,56,Center,5273493861,189,,5273493765,140,59.3,5273493779,213,4.91,5273493769,141,39.8,5276389789,178,,5273493773,212,19,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731716469,260,43,1,28,26,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-10-06T14:43:38.110Z,2024-10-06T15:15:49Z,5273284989,140,59.9,5273284991,141,36.4,5273494115,144,1,5273284993,212,15,5273284995,213,1.74,5273284987,56,Center,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2731716487,261,1,1,28,27,agh9ifb2mw3ivjusgedj7c3fe,1,51.4,43.2,2024-10-06T14:43:38.414Z,2024-10-07T06:51:00Z,5273285085,140,59.8,5273285087,141,42.7,5276389847,178,,5273285091,213,6.24,5273285089,212,8.8,5273285083,56,Center,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
