id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/17/value,teamName
2774548461,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-02-09T18:42:40.201Z,2025-02-09T21:01:51Z,5506196395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5506196399,197,25285,5506196397,194,awsod0zmnrukk21d4882ji7e1,5506196393,130,8,5506196389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5506196391,59,"25, 23, 3, 8, 4, 5, 19, 21, 9, 6, 11, 13, 31, 2, 7, 14, 16, 17, 18, 20, 24, 32, 35",5506196401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5506196387,30,"6ofu6yc2qwp5ii9cerdq1tk9h, cscn06kwqfzo09h0dc5ybt1pl, bzgh5psb1janz9y3btpswngbu, 4ftlhtels58lyzfluwofzwxuy, awsod0zmnrukk21d4882ji7e1, cd5napttmwk5o9gxw3cbb4ted, abr79wsl0folgkyvl821ggs2c, ezviixcyaaj162saxs2yl27s9, afxjicw89683nlpms9yy5x51x, eb3ci3a120om80v80mobsus8a, 2wl6h1rlrfnn2mr65vuo3t815, 4mxx1oxkiexm0ha34utcmb17t, 9s5uadkz3qy2nke745778dfys, bkwxem45cf48k14euwqe7rs44, 2szgrzcosfeifh664tgt3mfvt, 5kodjbsarkql4vhs126p2vhwq, cjll1xrw3xulnl23c9tlf6rys, 3hht0os2uzu234yq550i3fbe2, 9f0jk3wgmlnnmnqrdkh4gnpt6, 4gq1u1mqg0qzekh1u5djleeax, 4ggz7e009bq3yltc9o6mifbah, 8xjdsfk5u7wph4o7h1w45dses, 6l1y87tlepsvr83d8y2qifeqy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774553553,1,34,16,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2025-02-09T18:48:17.614Z,2025-02-09T20:06:14Z,5506224565,59,"13, 26, 3, 20, 22, 4, 11, 6, 7, 17, 5, 1, 31, 10, 14, 21, 18, 23, 27, 28, 35",5506224569,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5506224573,197,20185,5506224575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5506224567,130,8,5506224563,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5506224561,30,"cfc7fqq748bz3nklfam2a2fp, 7j2h7bq14b9n6xephp8vchfu2, 8rprxly1blrhq9cwhfqoheeax, 7cdiijsvnfc7tafy0zkf4uz9, rlgrvvibryod2g92hqc97ii2, 9nwkxgbl8t933pzu60ye4xxxw, 5cw4n6kdaa7imeyaiuo2pnq39, 6vvwhgic29fekmmj2cg62ytp1, 45rxt159xjefvxlfgeykclw8a, 40h47dhimsmeiury61w1ourx1, 4zrut521fzw9fddqt74pnl756, agd2nhvdhp18dg1weape5olpl, 944mc5icxdleh4kvaamvpa9zo, 5c4ku1hmhy6l9dq8a5jp1qf9x, 42laa1qwbzlcruyrmlg5o1fu2, 6ufkq71qh9wrfyaez5yi94e09, c8mp2wwwyvy930vfjnivg2hre, 1ghrcpi1cl0koh36puwblbfmd, 370bp4zp3mxe27rtx3gwhcems, 35i9zcb2szve0ydjga9qnj384, 4kgjbmlzo6ygdccbue3zvjm96",5506224571,194,6vvwhgic29fekmmj2cg62ytp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774605691,2,32,1,0,0,10eyb18v5puw4ez03ocaug09m,1,0,0,2025-02-09T20:02:15.907Z,2025-02-09T20:02:18Z,5506513827,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774605677,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-02-09T20:02:15.907Z,2025-02-09T20:02:16Z,5506513735,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605703,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,50,50,2025-02-09T20:02:15.908Z,2025-02-09T20:19:50Z,5506513903,213,3.49,5506513897,140,32.3,5506513899,141,40.1,5506513901,212,19.8,5506513895,56,Back,5506513905,279,S,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605727,4,1,1,0,4,agh9ifb2mw3ivjusgedj7c3fe,0,32.3,40.1,2025-02-09T20:02:19.924Z,2025-02-09T20:02:22Z,5506513977,157,,5506513981,140,71.4,5506513979,56,Left,5506513985,212,52.2,5506513989,1,,5506513987,213,0.67,5506513983,141,87.5,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605745,3,61,1,0,8,10eyb18v5puw4ez03ocaug09m,1,31.6,11.6,2025-02-09T20:02:24.640Z,2025-02-09T20:02:24Z,5506514081,56,Back,,,,,,,,,,,,,,,,,,,,,,7j2h7bq14b9n6xephp8vchfu2,Juanlu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774605797,5,1,1,0,12,agh9ifb2mw3ivjusgedj7c3fe,1,77.5,95.1,2025-02-09T20:02:28.099Z,2025-02-09T20:02:30Z,5506514287,56,Left,5506514293,212,6.7,5506514291,141,96.3,5506514295,213,3.02,5506514289,140,71.2,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605811,6,1,1,0,13,agh9ifb2mw3ivjusgedj7c3fe,1,69.9,95.6,2025-02-09T20:02:29.875Z,2025-02-09T20:02:31Z,5506514367,212,6.9,5506514363,141,86.6,5506514371,213,4.22,5506514357,56,Left,5506514359,140,66.8,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605843,7,1,1,0,15,agh9ifb2mw3ivjusgedj7c3fe,1,67.2,85,2025-02-09T20:02:31.123Z,2025-02-09T20:02:35Z,5506514515,140,47.3,5506514519,212,30.7,5506514517,141,51.9,5506514513,56,Back,5506514521,213,3.96,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605859,8,1,1,0,19,agh9ifb2mw3ivjusgedj7c3fe,1,53.6,43.9,2025-02-09T20:02:35.027Z,2025-02-09T20:02:37Z,5506514581,141,20.4,5506514577,56,Right,5506514585,213,4.96,5506514583,212,16.5,5506514579,140,57.5,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605869,9,1,1,0,21,agh9ifb2mw3ivjusgedj7c3fe,1,59.8,17.7,2025-02-09T20:02:37.027Z,2025-02-09T20:02:38Z,5506514643,212,12.3,5506514637,56,Right,5506514639,140,68.5,5506514645,213,5.55,5506514641,141,5.6,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605883,10,1,1,0,22,agh9ifb2mw3ivjusgedj7c3fe,1,68.5,5.6,2025-02-09T20:02:38.723Z,2025-02-09T20:02:40Z,5506514715,56,Right,5506514723,213,2.58,5506514719,141,13.8,5506514717,140,60,5506514721,212,10.5,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605909,11,1,1,0,24,agh9ifb2mw3ivjusgedj7c3fe,1,56.2,15.9,2025-02-09T20:02:40.339Z,2025-02-09T20:02:45Z,5506514893,212,23.2,5506514887,56,Back,5506514891,141,34.9,5506514895,213,2.55,5506514889,140,37.8,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605961,12,1,1,0,29,agh9ifb2mw3ivjusgedj7c3fe,1,35.8,47.2,2025-02-09T20:02:45.043Z,2025-02-09T20:02:50Z,5506515171,140,30.4,5506515177,212,26.7,5506515173,141,85.6,5506515181,213,1.78,5506515169,56,Back,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774605997,13,1,1,0,34,agh9ifb2mw3ivjusgedj7c3fe,1,33.3,83.6,2025-02-09T20:02:50.452Z,2025-02-09T20:02:55Z,5506515383,56,Back,5506515387,141,56,5506515389,212,19.5,5506515385,140,28.4,5506515391,213,4.44,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606017,14,1,1,0,39,agh9ifb2mw3ivjusgedj7c3fe,1,32.2,54.8,2025-02-09T20:02:55.444Z,2025-02-09T20:02:58Z,5506515537,141,78.7,5506515533,56,Back,5506515543,213,1.14,5506515535,140,39.3,5506515539,212,17.9,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606049,15,1,1,0,42,agh9ifb2mw3ivjusgedj7c3fe,1,44.8,83.9,2025-02-09T20:02:58.676Z,2025-02-09T20:03:03Z,5506515713,212,21.6,5506515701,56,Left,5506515715,213,0.34,5506515707,140,64.2,5506515711,141,94.4,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606065,16,1,1,0,47,agh9ifb2mw3ivjusgedj7c3fe,1,61.6,93.5,2025-02-09T20:03:02.916Z,2025-02-09T20:03:05Z,5506515787,141,82.1,5506515783,56,Left,5506515785,140,54.9,5506515791,213,3.98,5506515789,212,10.5,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606101,17,1,1,0,49,agh9ifb2mw3ivjusgedj7c3fe,1,53.3,80.9,2025-02-09T20:03:05.348Z,2025-02-09T20:03:09Z,5506515985,56,Back,5506515991,141,78.4,5506515995,213,3.28,5506515987,140,41.5,5506515993,212,12.5,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606125,18,1,1,0,53,agh9ifb2mw3ivjusgedj7c3fe,1,43.4,71.5,2025-02-09T20:03:09.748Z,2025-02-09T20:03:12Z,5506516115,212,25,5506516113,141,34.9,5506516117,213,4.6,5506516109,56,Back,5506516111,140,40.7,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606149,19,1,1,0,56,agh9ifb2mw3ivjusgedj7c3fe,1,51.9,28.2,2025-02-09T20:03:12.836Z,2025-02-09T20:03:14Z,5506516273,56,Right,5506516281,213,5.49,5506516277,141,10.4,5506516279,212,16.9,5506516275,140,63.2,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606163,20,1,1,0,58,agh9ifb2mw3ivjusgedj7c3fe,1,63.2,10.4,2025-02-09T20:03:14.452Z,2025-02-09T20:03:16Z,5506516373,213,0.5,5506516369,141,18.6,5506516365,56,Right,5506516367,140,73,5506516371,212,11.7,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774637643,295,83,1,0,59,10eyb18v5puw4ez03ocaug09m,0,23.3,73.1,2025-02-09T20:03:14.907Z,2025-02-09T21:01:34Z,5506696457,399,eb3ci3a120om80v80mobsus8a,,,,,,,,,,,,,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,Kike Salas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606187,21,1,1,1,0,agh9ifb2mw3ivjusgedj7c3fe,0,73.6,17.7,2025-02-09T20:03:16.084Z,2025-02-09T20:03:18Z,5506516501,140,92.5,5506516505,212,19.9,5506516503,141,15,5506516499,56,Right,5506516507,213,6.19,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606217,4,1,1,1,4,10eyb18v5puw4ez03ocaug09m,1,8.3,82.4,2025-02-09T20:03:20.371Z,2025-02-09T20:03:21Z,5506516667,140,8.3,5506516665,56,Back,5506516669,141,92.3,5506516673,213,1.57,5506516671,212,6.7,,,,,,,,,,9nwkxgbl8t933pzu60ye4xxxw,Kike Salas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606219,5,49,1,1,5,10eyb18v5puw4ez03ocaug09m,1,8.3,92.3,2025-02-09T20:03:21.683Z,2025-02-09T20:03:22Z,,,,,,,,,,,,,,,,,,,,,,,,,4zrut521fzw9fddqt74pnl756,R. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606235,6,1,1,1,5,10eyb18v5puw4ez03ocaug09m,0,8.3,92.3,2025-02-09T20:03:21.875Z,2025-02-09T20:03:23Z,5506516733,56,Back,5506516737,141,71,5506516739,212,26.6,5506516741,213,5.71,5506516735,140,29.6,,,,,,,,,,4zrut521fzw9fddqt74pnl756,R. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606241,22,49,1,1,7,agh9ifb2mw3ivjusgedj7c3fe,1,76,23.4,2025-02-09T20:03:23.413Z,2025-02-09T20:03:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606261,7,83,1,1,9,10eyb18v5puw4ez03ocaug09m,0,29.6,71,2025-02-09T20:03:25.555Z,2025-02-09T20:03:30Z,5506517119,399,4ftlhtels58lyzfluwofzwxuy,,,,,,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606291,23,1,1,1,10,agh9ifb2mw3ivjusgedj7c3fe,1,77.7,38.2,2025-02-09T20:03:26.068Z,2025-02-09T20:03:29Z,5506517031,212,20.5,5506517027,140,87.3,5506517029,141,64.5,5506517025,56,Center,5506517033,213,1.06,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606307,24,1,1,1,13,agh9ifb2mw3ivjusgedj7c3fe,1,84.8,63.7,2025-02-09T20:03:29.172Z,2025-02-09T20:03:31Z,5506517101,213,0.25,5506517095,140,97.2,5506517099,212,13.4,5506517097,141,68.5,5506517093,56,Center,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606323,25,1,1,1,15,agh9ifb2mw3ivjusgedj7c3fe,0,97.2,70.9,2025-02-09T20:03:31.204Z,2025-02-09T20:04:48Z,5506517173,155,,5506517181,212,1.8,5506517177,140,97.2,5506517179,141,68.3,5506517175,56,Center,5506521133,286,,5506521123,236,,5506521127,233,8,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,5506517183,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606391,8,74,1,1,15,10eyb18v5puw4ez03ocaug09m,1,2.8,28.4,2025-02-09T20:03:31.205Z,2025-02-09T20:33:33Z,5506517529,285,,5506517527,56,Back,5506521151,233,25,,,,,,,,,,,,,,,,7j2h7bq14b9n6xephp8vchfu2,Juanlu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606337,26,43,1,1,16,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-02-09T20:03:32.487Z,2025-02-09T20:03:45Z,5506517271,56,Center,5506517935,144,61,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606411,9,6,1,1,19,10eyb18v5puw4ez03ocaug09m,0,1.4,27.6,2025-02-09T20:03:35.637Z,2025-02-09T20:33:30Z,5506517707,233,27,5506517677,56,Back,5506517679,73,,,,,,,,,,,,,,,,,7j2h7bq14b9n6xephp8vchfu2,Juanlu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606379,27,6,1,1,19,agh9ifb2mw3ivjusgedj7c3fe,1,98.6,72.4,2025-02-09T20:03:35.637Z,2025-02-09T20:33:30Z,5506517685,233,9,5506517499,73,,5506517495,56,Center,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606655,28,1,1,1,42,agh9ifb2mw3ivjusgedj7c3fe,1,99.5,99.5,2025-02-09T20:03:58.246Z,2025-02-09T20:04:05Z,5506518721,6,,5506518729,212,9.2,5506518725,140,91.2,5506518723,56,Left,5506518731,213,3.45,5506518727,141,95.4,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606677,29,1,1,1,46,agh9ifb2mw3ivjusgedj7c3fe,0,97,80.9,2025-02-09T20:04:01.909Z,2025-02-09T20:04:04Z,5506518851,141,44.9,5506518853,212,25.4,5506518843,2,,5506518847,56,Center,5506518849,140,90.5,5506518845,155,,5506518855,213,4.44,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774638715,296,44,1,1,47,10eyb18v5puw4ez03ocaug09m,1,9.6,55.5,2025-02-09T20:04:03.906Z,2025-02-09T21:04:37Z,5506702603,233,503,5506702463,285,,5506702461,56,Back,,,,,,,,,,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774638739,503,44,1,1,48,agh9ifb2mw3ivjusgedj7c3fe,0,90.4,44.5,2025-02-09T20:04:03.907Z,2025-02-09T21:04:37Z,5506702593,286,,5506702611,233,296,5506702591,56,Center,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606709,10,12,1,1,50,10eyb18v5puw4ez03ocaug09m,1,10.3,56.6,2025-02-09T20:04:06.180Z,2025-02-09T21:02:17Z,5506518999,213,4.82,5506518991,56,Back,5506518995,141,42.8,5506699113,15,,5506518993,140,11.3,5506518997,212,9.4,,,,,,,6vvwhgic29fekmmj2cg62ytp1,N. Gudelj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606705,30,44,1,1,50,agh9ifb2mw3ivjusgedj7c3fe,1,89.2,57.5,2025-02-09T20:04:06.566Z,2025-02-09T21:04:37Z,5506518979,56,Center,5506518981,286,,5506519033,233,11,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606715,11,44,1,1,50,10eyb18v5puw4ez03ocaug09m,0,10.8,42.5,2025-02-09T20:04:06.567Z,2025-02-09T21:04:38Z,5506519045,233,30,5506519011,56,Back,5506519013,285,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606713,31,61,1,1,51,agh9ifb2mw3ivjusgedj7c3fe,0,86.8,59.4,2025-02-09T20:04:07.557Z,2025-02-09T20:04:08Z,5506519007,56,Center,,,,,,,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606781,12,12,1,1,52,10eyb18v5puw4ez03ocaug09m,1,7.5,36.1,2025-02-09T20:04:08.836Z,2025-02-09T20:04:15Z,5506519413,213,5.79,5506519407,140,29.6,5506519409,141,17.6,5506519411,212,26.4,5506519405,56,Back,,,,,,,,,,45rxt159xjefvxlfgeykclw8a,Isaac Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606763,32,1,1,1,56,agh9ifb2mw3ivjusgedj7c3fe,0,73.4,81.1,2025-02-09T20:04:12.118Z,2025-02-09T20:04:13Z,5506519281,213,4.35,5506519273,56,Center,5506519277,141,66.7,5506519279,212,10.5,5506519275,140,69.9,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606793,13,49,1,1,59,10eyb18v5puw4ez03ocaug09m,1,32.3,34.7,2025-02-09T20:04:15.716Z,2025-02-09T20:04:16Z,,,,,,,,,,,,,,,,,,,,,,,,,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606787,33,83,1,1,59,agh9ifb2mw3ivjusgedj7c3fe,0,67.7,64.8,2025-02-09T20:04:15.862Z,2025-02-09T20:04:19Z,5506519571,399,40h47dhimsmeiury61w1ourx1,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606805,14,61,1,2,1,10eyb18v5puw4ez03ocaug09m,1,33.5,38.5,2025-02-09T20:04:17.231Z,2025-02-09T20:04:17Z,5506519489,56,Back,,,,,,,,,,,,,,,,,,,,,,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606831,15,1,1,2,3,10eyb18v5puw4ez03ocaug09m,1,32.8,60.9,2025-02-09T20:04:19.624Z,2025-02-09T21:03:01Z,5506701193,212,1.6,5506519619,56,Back,5506701189,140,34.3,5506701195,213,0.25,5506701191,141,61.5,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606863,16,1,1,2,5,10eyb18v5puw4ez03ocaug09m,0,33.3,59.1,2025-02-09T20:04:21.045Z,2025-02-09T20:04:24Z,5506519803,141,21.5,5506519799,56,Back,5506519807,213,5.02,5506519801,140,41,5506519805,212,26.8,,,,,,,,,,40h47dhimsmeiury61w1ourx1,Saúl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606853,34,49,1,2,7,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,82.4,2025-02-09T20:04:23.542Z,2025-02-09T20:04:23Z,,,,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606881,35,1,1,2,8,agh9ifb2mw3ivjusgedj7c3fe,1,57.2,82.3,2025-02-09T20:04:23.958Z,2025-02-09T20:04:25Z,5506519901,140,59.6,5506519907,213,5.1,5506519903,141,73.2,5506519905,212,6.7,5506519899,56,Center,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606935,36,1,1,2,9,agh9ifb2mw3ivjusgedj7c3fe,1,59.6,73.2,2025-02-09T20:04:25.462Z,2025-02-09T20:04:31Z,5506520311,56,Left,5506520315,141,87.1,5506520319,213,0.71,5506520317,212,14.4,5506520313,140,70,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774606937,37,61,1,2,15,agh9ifb2mw3ivjusgedj7c3fe,0,88.5,94.2,2025-02-09T20:04:31.622Z,2025-02-09T20:04:32Z,5506520325,56,Left,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2774607131,17,43,1,2,18,10eyb18v5puw4ez03ocaug09m,1,0,0,2025-02-09T20:04:34.452Z,2025-02-09T20:04:54Z,5506521343,233,38,5506521389,144,5,5506521339,56,Back,,,,,,,,,,,,,,,,7j2h7bq14b9n6xephp8vchfu2,Juanlu Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774607171,18,5,1,2,19,10eyb18v5puw4ez03ocaug09m,1,11.1,-1.4,2025-02-09T20:04:35.607Z,2025-02-09T20:34:01Z,5506521549,56,Back,5506603007,233,38,5506604999,347,,,,,,,,,,,,,,,,,cfc7fqq748bz3nklfam2a2fp,Ø. Nyland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla
2774606963,38,5,1,2,19,agh9ifb2mw3ivjusgedj7c3fe,0,88.9,101.4,2025-02-09T20:04:35.607Z,2025-02-09T20:34:01Z,5506520459,56,Left,5506603013,233,18,5506604993,347,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
