id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,teamName
2739526609,205,3,1,25,38,3kq9cckrnlogidldtdie2fkbl,0,37.2,90.2,2024-10-26T19:27:24.373Z,2024-10-27T07:56:57Z,5316019769,286,,5317747603,178,,5317549151,464,,5316019767,56,Back,5316019895,233,230,,,,,,,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526631,230,7,1,25,38,agh9ifb2mw3ivjusgedj7c3fe,1,62.8,9.8,2024-10-26T19:27:24.546Z,2024-10-27T07:57:00Z,5317747719,178,,5316019871,56,Right,5316019873,285,,5316019875,233,205,5317549315,384,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739532205,277,61,1,25,39,agh9ifb2mw3ivjusgedj7c3fe,0,63.3,3.1,2024-10-26T19:27:25.476Z,2024-10-27T07:57:18Z,5317747829,178,,5316050871,56,Right,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739526623,206,49,1,25,40,3kq9cckrnlogidldtdie2fkbl,1,35.7,86.5,2024-10-26T19:27:26.362Z,2024-10-27T07:57:20Z,,,,,,,,,,,,,,,,,,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526647,207,50,1,25,41,3kq9cckrnlogidldtdie2fkbl,1,34,83.4,2024-10-26T19:27:27.339Z,2024-10-27T07:57:24Z,5316020073,233,231,5316019947,56,Back,5316019951,286,,,,,,,,,,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526663,231,7,1,25,41,agh9ifb2mw3ivjusgedj7c3fe,0,66,16.6,2024-10-26T19:27:27.424Z,2024-10-27T07:57:26Z,5316020037,56,Right,5317549515,385,,5317749051,389,,5316020039,285,,5316020043,233,207,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739526701,208,1,1,25,44,3kq9cckrnlogidldtdie2fkbl,1,23,73.7,2024-10-26T19:27:30.271Z,2024-10-27T07:57:32Z,5317749297,178,,5316020251,212,21.1,5316020247,140,3.8,5316020249,141,64.7,5316020255,213,3.44,5316020245,56,Back,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526739,209,1,1,25,46,3kq9cckrnlogidldtdie2fkbl,1,3.8,64.7,2024-10-26T19:27:32.624Z,2024-10-27T07:57:35Z,5317749427,178,,5316020445,1,,5316020435,56,Left,5316020439,141,83,5316020433,157,,5316020443,213,0.23,5316020441,212,54.7,5316020437,140,54.5,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526747,210,61,1,25,50,3kq9cckrnlogidldtdie2fkbl,1,54.5,83,2024-10-26T19:27:36.385Z,2024-10-27T07:57:43Z,5317749651,178,,5316020461,56,Left,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526765,211,1,1,25,52,3kq9cckrnlogidldtdie2fkbl,0,45.9,81.5,2024-10-26T19:27:38.212Z,2024-10-27T07:57:45Z,5316020545,141,61.8,5316020539,155,,5316020543,140,70,5316020549,213,5.8,5317749725,178,,5316020541,56,Center,5316020547,212,28.6,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526779,232,59,1,25,54,agh9ifb2mw3ivjusgedj7c3fe,1,27,37.9,2024-10-26T19:27:40.795Z,2024-10-27T07:57:51Z,5316020607,56,Back,,,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739526789,233,12,1,25,54,agh9ifb2mw3ivjusgedj7c3fe,1,27.1,36.7,2024-10-26T19:27:40.912Z,2024-10-27T07:57:53Z,5316020667,141,0,5316020673,213,5.33,5316020733,167,,5316020665,140,44.5,5317749973,178,,5316020663,56,Back,5316020669,212,31.6,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739526823,212,5,1,25,56,3kq9cckrnlogidldtdie2fkbl,1,56.3,101.6,2024-10-26T19:27:42.953Z,2024-10-27T07:57:58Z,5316020829,56,Left,5316020837,233,234,5316020833,347,,,,,,,,,,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526793,234,5,1,25,56,agh9ifb2mw3ivjusgedj7c3fe,0,43.7,-1.6,2024-10-26T19:27:42.953Z,2024-10-27T07:57:59Z,5316020683,56,Back,5316020853,233,212,5316020685,347,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739526907,213,1,1,26,6,3kq9cckrnlogidldtdie2fkbl,1,55,100,2024-10-26T19:27:52.513Z,2024-10-27T07:58:04Z,5316021205,140,39.9,5316021211,213,3.84,5316021209,212,20.7,5316021203,56,Back,5316021207,141,82,5316021201,107,,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526925,214,1,1,26,9,3kq9cckrnlogidldtdie2fkbl,1,39.5,81.4,2024-10-26T19:27:55.066Z,2024-10-27T07:58:07Z,5316021297,56,Back,5316021305,213,4.45,5316021303,212,18.4,5317750711,178,,5316021301,141,55.2,5316021299,140,35,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526991,215,1,1,26,11,3kq9cckrnlogidldtdie2fkbl,1,35,54.7,2024-10-26T19:27:57.970Z,2024-10-27T07:58:11Z,5316021653,213,0.24,5317750933,178,,5316021643,155,,5316021649,141,74.7,5316021645,56,Center,5316021655,1,,5316021651,212,56.2,5316021647,140,86.9,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739526997,216,61,1,26,18,3kq9cckrnlogidldtdie2fkbl,0,97.1,75.5,2024-10-26T19:28:04.338Z,2024-10-27T07:58:22Z,5317751497,178,,5316021685,56,Center,,,,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527001,217,5,1,26,19,3kq9cckrnlogidldtdie2fkbl,0,100.4,73.6,2024-10-26T19:28:05.086Z,2024-10-27T07:58:23Z,5316021693,56,Center,5316021695,346,,5316022011,233,235,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527055,235,5,1,26,19,agh9ifb2mw3ivjusgedj7c3fe,1,-0.4,26.4,2024-10-26T19:28:05.086Z,2024-10-27T07:58:24Z,5316021981,346,,5316021979,56,Back,5316021999,233,217,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527225,236,1,1,26,37,agh9ifb2mw3ivjusgedj7c3fe,1,4.4,49.4,2024-10-26T19:28:23.315Z,2024-10-27T07:58:34Z,5316022855,213,0.62,5316022853,212,53.8,5316070223,189,,5316022851,141,95.7,5316022847,56,Back,5316022845,155,,5316022843,124,,5316022849,140,46,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,5316022857,1,,5316022861,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527251,237,1,1,26,43,agh9ifb2mw3ivjusgedj7c3fe,0,62.2,93.9,2024-10-26T19:28:30.038Z,2024-10-27T07:58:38Z,5316023005,141,61.5,5316023003,140,87.8,5316023009,213,5.6,5316023011,1,,5317752243,178,,5316023001,56,Center,5316023007,212,34.8,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527259,218,54,1,26,46,3kq9cckrnlogidldtdie2fkbl,1,10.4,33.5,2024-10-26T19:28:32.117Z,2024-10-27T07:58:40Z,5317752305,389,,5316023041,232,,,,,,,,,,,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527271,219,52,1,26,48,3kq9cckrnlogidldtdie2fkbl,1,10.4,33.5,2024-10-26T19:28:34.082Z,2024-10-27T07:58:43Z,5317550267,376,,5317752523,178,,,,,,,,,,,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527317,220,1,1,26,50,3kq9cckrnlogidldtdie2fkbl,1,11.6,34.5,2024-10-26T19:28:36.223Z,2024-10-27T07:58:48Z,5316023365,141,88.4,5316023371,1,,5316023359,123,,5316023369,213,1.21,5316023363,140,24.6,5316023379,287,,5316023367,212,39.1,5316023361,56,Back,38bp85766w04a0nuulq5fiig9,A. Lunin,5317752847,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527355,221,1,1,26,53,3kq9cckrnlogidldtdie2fkbl,0,23.9,89,2024-10-26T19:28:39.810Z,2024-10-27T07:58:52Z,5316023569,56,Back,5316023577,213,0.19,5316023571,140,34.2,5316023575,212,11,5317753009,178,,5316023573,141,92.1,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527369,238,8,1,26,55,agh9ifb2mw3ivjusgedj7c3fe,1,69.5,7,2024-10-26T19:28:41.498Z,2024-10-27T07:58:57Z,5316023639,56,Right,5317550397,384,,5317753141,178,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527403,239,1,1,26,56,agh9ifb2mw3ivjusgedj7c3fe,1,68.4,10.4,2024-10-26T19:28:42.940Z,2024-10-27T07:59:02Z,5316023765,140,65.1,5317753373,178,,5316023771,213,3.32,5316023769,212,3.5,5316023763,56,Right,5316023767,141,9.5,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527405,240,49,1,26,57,agh9ifb2mw3ivjusgedj7c3fe,1,65.9,10,2024-10-26T19:28:43.487Z,2024-10-27T07:59:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527457,241,1,1,26,58,agh9ifb2mw3ivjusgedj7c3fe,1,66.4,11.1,2024-10-26T19:28:44.123Z,2024-10-27T07:59:09Z,5316024011,213,1.55,5316024003,56,Center,5316024009,212,13.5,5317753687,178,,5316024005,140,66.7,5316024007,141,30.9,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527465,242,1,1,27,3,agh9ifb2mw3ivjusgedj7c3fe,1,69.2,34.5,2024-10-26T19:28:49.445Z,2024-10-27T07:59:15Z,5316024039,141,30.3,5317753931,178,,5316024043,213,3.78,5316024035,56,Center,5316024041,212,4.8,5316024037,140,65.5,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527499,243,1,1,27,4,agh9ifb2mw3ivjusgedj7c3fe,1,65.9,28.6,2024-10-26T19:28:50.703Z,2024-10-27T07:59:23Z,5316024227,140,73.1,5317754035,178,,5316024233,213,5.18,5316024225,56,Right,5316024231,212,16.6,5316024229,141,6.8,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527517,244,1,1,27,7,agh9ifb2mw3ivjusgedj7c3fe,1,69.7,8.8,2024-10-26T19:28:53.575Z,2024-10-27T07:59:27Z,5317754497,178,,5316024317,212,13.4,5316024311,56,Center,5316024319,213,1.74,5316024313,140,67.6,5316024315,141,28.2,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527521,245,4,1,27,9,agh9ifb2mw3ivjusgedj7c3fe,1,67.1,24.8,2024-10-26T19:28:55.194Z,2024-10-27T07:59:31Z,5316024407,265,,5316024401,13,,5316024409,286,,5316024403,56,Center,5316024405,152,,5316024481,233,222,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527531,222,4,1,27,9,3kq9cckrnlogidldtdie2fkbl,0,32.9,75.2,2024-10-26T19:28:55.195Z,2024-10-27T07:59:30Z,5316024507,233,245,5317754643,178,,5316024467,152,,5316024465,56,Back,5316024469,265,,5316024463,13,,5316024471,285,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527707,246,1,1,27,24,agh9ifb2mw3ivjusgedj7c3fe,1,63.2,34.8,2024-10-26T19:29:10.436Z,2024-10-27T07:59:39Z,5316025367,5,,5316025379,213,0.2,5316025373,140,69.1,5316025375,141,36.6,5317754919,178,,5316025371,56,Center,5316025377,212,6.3,5316025369,152,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527717,247,1,1,27,26,agh9ifb2mw3ivjusgedj7c3fe,1,69.1,36.6,2024-10-26T19:29:12.277Z,2024-10-27T07:59:42Z,5316025427,140,64.4,5316025433,213,3.46,5316025425,56,Center,5317755089,178,,5316025429,141,34.2,5316025431,212,5.2,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527737,248,1,1,27,30,agh9ifb2mw3ivjusgedj7c3fe,1,59.2,35.2,2024-10-26T19:29:16.106Z,2024-10-27T07:59:47Z,5317755323,178,,5316025565,213,0.96,5316025563,212,8.2,5316025559,140,63.7,5316025561,141,45.1,5316025557,56,Center,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527747,249,1,1,27,30,agh9ifb2mw3ivjusgedj7c3fe,1,63.7,45.1,2024-10-26T19:29:16.667Z,2024-10-27T07:59:50Z,5316025623,141,34.3,5316025629,213,5.3,5316025625,212,8.8,5316025619,56,Center,5317755409,178,,5316025621,140,68.4,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527775,250,1,1,27,31,agh9ifb2mw3ivjusgedj7c3fe,1,66.8,34,2024-10-26T19:29:17.963Z,2024-10-27T07:59:53Z,5316025803,140,62.3,5316025809,213,4.35,5317755503,178,,5316025805,141,15.9,5316025807,212,13.2,5316025801,56,Right,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527799,251,1,1,27,34,agh9ifb2mw3ivjusgedj7c3fe,1,65.7,15.8,2024-10-26T19:29:20.700Z,2024-10-27T08:00:04Z,5316025937,212,8.7,5316025935,141,28.6,5316025931,56,Center,5317756001,178,,5316025933,140,65.6,5316025939,213,1.58,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527851,252,1,1,27,38,agh9ifb2mw3ivjusgedj7c3fe,1,69.1,42.2,2024-10-26T19:29:24.875Z,2024-10-27T08:00:10Z,5316026267,140,76.3,5316026273,213,1.32,5317756213,178,,5316026265,56,Left,5316026271,212,29.9,5316026269,141,84.8,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527859,253,1,1,27,43,agh9ifb2mw3ivjusgedj7c3fe,1,77.2,74.1,2024-10-26T19:29:29.450Z,2024-10-27T08:00:16Z,5316026343,141,70.3,5316026339,56,Center,5317756421,178,,5316027421,210,15,5316026345,212,3.8,5316026347,213,3.88,5316026341,140,74.5,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527873,254,15,1,27,45,agh9ifb2mw3ivjusgedj7c3fe,1,74.9,67.7,2024-10-26T19:29:31.160Z,2024-10-27T08:00:26Z,5316027451,146,98.1,5316027437,55,253,5317756689,178,,5316026971,20,,5316027453,147,50.9,5316027441,102,53.1,5316026419,22,,5316026421,18,,4ftlhtels58lyzfluwofzwxuy,Pedri,5316027445,103,13.3,5316026423,56,Center,5316027435,29,,5317551439,113,,,5316027469,233,223,5316027433,76,5316027449,215,,,,,,,,,,,,,,,,,,Barcelona
2739527875,223,10,1,27,45,3kq9cckrnlogidldtdie2fkbl,1,1.1,48.2,2024-10-26T19:29:32.042Z,2024-10-27T08:00:36Z,5317551137,377,,5316027197,174,,5316027247,233,254,5316026441,182,,5316026443,56,Back,5316027199,179,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527891,255,1,1,27,47,agh9ifb2mw3ivjusgedj7c3fe,0,90.7,69.1,2024-10-26T19:29:33.662Z,2024-10-27T08:00:42Z,5316026537,56,Center,5316026541,141,51.2,5316026539,140,96.1,5316026543,212,13.4,5316026545,213,5.15,5317756889,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739527893,224,8,1,27,47,3kq9cckrnlogidldtdie2fkbl,1,3.6,43,2024-10-26T19:29:33.993Z,2024-10-27T08:00:45Z,5317757343,178,,5317551237,385,,5316026985,14,,5316026551,56,Back,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527933,225,6,1,27,48,3kq9cckrnlogidldtdie2fkbl,0,3.8,45.2,2024-10-26T19:29:35.007Z,2024-10-27T08:00:47Z,5316026749,73,,5316026831,233,256,5316026747,56,Back,,,,,,,,,,,,,,,,8wvkrrbqqthuwda8twg03yuax,Éder Militão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739527901,256,6,1,27,48,agh9ifb2mw3ivjusgedj7c3fe,1,96.2,54.8,2024-10-26T19:29:35.007Z,2024-10-27T08:00:47Z,5316026617,73,,5316026615,56,Center,5316026775,233,225,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739528149,257,1,1,28,17,agh9ifb2mw3ivjusgedj7c3fe,0,99.5,99.5,2024-10-26T19:30:03.119Z,2024-10-27T08:00:56Z,5316028105,2,,5317551605,72,,5316028117,224,,5316028109,6,,5316028135,1,,5316028113,155,,5316028121,56,Center,5317757783,178,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5316028133,213,4.57,5316028129,141,51.5,5316028131,212,33,5316028125,140,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739528167,226,12,1,28,18,3kq9cckrnlogidldtdie2fkbl,1,4.5,49.7,2024-10-26T19:30:04.300Z,2024-10-27T08:00:58Z,5316028253,213,0.55,5316028249,141,66.8,5317757851,388,,5316028251,212,22.4,5316028245,56,Back,5316028247,140,22.7,5316028257,15,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739541209,395,1,1,28,19,agh9ifb2mw3ivjusgedj7c3fe,1,72.6,37.1,2024-10-26T19:30:05.542Z,2024-10-27T08:01:04Z,5317758043,178,,5316101435,141,40.1,5316101433,140,75.2,5316101439,213,0.64,5316101431,56,Center,5316101437,212,3.4,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739528173,258,1,1,28,21,agh9ifb2mw3ivjusgedj7c3fe,1,74.8,43.6,2024-10-26T19:30:07.069Z,2024-10-27T08:01:09Z,5316028279,56,Center,5316028291,213,4.89,5317758235,178,,5316028287,212,12.1,5316028283,140,76.8,5316028285,141,26.1,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739528215,259,1,1,28,22,agh9ifb2mw3ivjusgedj7c3fe,1,78.1,25.6,2024-10-26T19:30:08.964Z,2024-10-27T08:01:12Z,5317551739,224,,5316028557,213,1.2,5317758383,178,,5316028545,2,,5316028549,56,Left,5317551741,20,,5316028547,155,,5316028551,140,92.2,4ftlhtels58lyzfluwofzwxuy,Pedri,5316028555,212,41,5316117269,345,,5316028559,1,,5316028553,141,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739528253,260,1,1,28,27,agh9ifb2mw3ivjusgedj7c3fe,1,91.5,80.6,2024-10-26T19:30:13.928Z,2024-10-27T08:01:16Z,5316028739,140,91.8,5316028733,2,,5316028743,212,26.5,5316028745,213,4.72,5316029355,210,13,5316028735,155,,5317551817,72,,5316028741,141,41.6,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5317551815,224,,5317758571,178,,5316029357,154,,5316028737,56,Center,1,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739528269,261,44,1,28,29,agh9ifb2mw3ivjusgedj7c3fe,1,92.4,44.2,2024-10-26T19:30:15.521Z,2024-10-27T09:18:23Z,5316028839,56,Center,5316028843,286,,5316028875,233,227,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739528257,227,44,1,28,29,3kq9cckrnlogidldtdie2fkbl,0,7.6,55.8,2024-10-26T19:30:15.522Z,2024-10-27T08:01:18Z,5316028773,285,,5316028897,233,261,5316028771,56,Back,,,,,,,,,,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739528273,262,13,1,28,29,agh9ifb2mw3ivjusgedj7c3fe,1,91.8,41.5,2024-10-26T19:30:15.567Z,2024-10-27T09:18:23Z,5317758783,388,,5316029111,25,,5316029113,15,,5316029425,102,47.6,5316029431,231,47.7,5316029429,230,98.6,5316028855,56,Center,5316029427,103,50,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,5316028853,17,,5316029117,328,,5316029409,154,,5316029399,85,,,5316029417,55,260,5316029405,29,,,,,,,,,,,,,,,,,,,,Barcelona
2739528291,228,5,1,28,31,3kq9cckrnlogidldtdie2fkbl,1,-1.2,52.2,2024-10-26T19:30:17.184Z,2024-10-27T08:01:23Z,5316028963,56,Back,5316028981,233,263,5316028965,346,,,,,,,,,,,,,,,,,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739528287,263,5,1,28,31,agh9ifb2mw3ivjusgedj7c3fe,0,101.2,47.8,2024-10-26T19:30:17.184Z,2024-10-27T08:01:23Z,5316028947,56,Center,5316028949,346,,5316029037,233,228,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2739528413,229,1,1,28,37,3kq9cckrnlogidldtdie2fkbl,1,3.1,61.5,2024-10-26T19:30:23.988Z,2024-10-27T08:01:28Z,5316029701,124,,5316031199,189,,5316029719,237,,5316029713,212,15,5316029715,213,1.27,5316029705,56,Back,5316029709,140,7.3,5316029711,141,82.6,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2739528425,230,43,1,28,40,3kq9cckrnlogidldtdie2fkbl,1,0,0,2024-10-26T19:30:26.873Z,2024-10-26T19:32:40Z,5316029785,212,17.7,5316029789,213,0.86,5316031589,189,0,5316029777,140,19.1,5316038151,144,1,5316029773,56,Back,5316029781,141,87.4,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
