id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,keyPass,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,teamName
2809712597,161,1,1,12,27,agh9ifb2mw3ivjusgedj7c3fe,1,69.1,77.5,2025-05-03T19:12:54.609Z,2025-05-03T19:12:56Z,5699347735,141,65.1,5699347737,212,11.8,5699347733,140,76.9,5699347731,56,Center,5699347739,213,5.48,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809712625,162,1,1,12,28,agh9ifb2mw3ivjusgedj7c3fe,0,77.1,65.1,2025-05-03T19:12:55.969Z,2025-05-03T19:12:57Z,5699347883,56,Center,5699347887,141,70,5699347891,213,0.26,5699347885,140,88.9,5699347889,212,12.8,,,,,,,,,,9f0jk3wgmlnnmnqrdkh4gnpt6,Pau Víctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809712703,86,49,1,12,32,4jelr92fsge73q39is6qvhxb3,1,6.8,25,2025-05-03T19:13:00.074Z,2025-05-03T19:33:58Z,,,,,,,,,,,,,,,,,,,,,,,,,92573hn6oedcw6a0gj44xy8kp,A. Candela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809712713,87,12,1,12,33,4jelr92fsge73q39is6qvhxb3,1,6.8,25,2025-05-03T19:13:00.341Z,2025-05-03T19:34:00Z,5699348369,213,5.08,5699348361,56,Back,5699348365,141,0,5699348417,167,,5699348367,212,18.9,5699348363,140,13.2,,,,,,,92573hn6oedcw6a0gj44xy8kp,A. Candela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809712717,88,5,1,12,33,4jelr92fsge73q39is6qvhxb3,0,15.6,-1.4,2025-05-03T19:13:00.402Z,2025-05-03T19:31:58Z,5699348375,56,Back,5699348377,347,,5699349037,233,163,,,,,,,,,,,,,,,,92573hn6oedcw6a0gj44xy8kp,A. Candela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809712843,163,5,1,12,33,agh9ifb2mw3ivjusgedj7c3fe,1,84.4,101.4,2025-05-03T19:13:00.402Z,2025-05-03T19:31:58Z,5699349015,233,88,5699348999,347,,5699348997,56,Left,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809712861,164,1,1,12,40,agh9ifb2mw3ivjusgedj7c3fe,1,78.7,100,2025-05-03T19:13:08.226Z,2025-05-03T19:13:09Z,5699349111,213,3.54,5699349105,140,69.1,5699349107,141,95.4,5699349103,56,Left,5699349109,212,11,5699349101,107,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809712871,165,1,1,12,41,agh9ifb2mw3ivjusgedj7c3fe,1,69.1,95.4,2025-05-03T19:13:09.233Z,2025-05-03T19:13:10Z,5699349185,140,73.9,5699349191,213,0.19,5699349187,141,96.8,5699349183,56,Left,5699349189,212,5.1,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809712891,166,1,1,12,42,agh9ifb2mw3ivjusgedj7c3fe,1,73.9,96.8,2025-05-03T19:13:10.209Z,2025-05-03T19:13:11Z,5699349299,212,20.6,5699349289,140,54.4,5699349281,56,Left,5699349293,141,93.9,5699349301,213,3.24,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809712989,167,1,1,12,44,agh9ifb2mw3ivjusgedj7c3fe,1,54.4,93.9,2025-05-03T19:13:11.713Z,2025-05-03T19:13:16Z,5699349839,212,4.4,5699349835,140,57.8,5699349837,141,90.2,5699349841,213,5.67,5699349833,56,Left,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713049,168,1,1,12,49,agh9ifb2mw3ivjusgedj7c3fe,1,61.8,81.1,2025-05-03T19:13:16.370Z,2025-05-03T19:13:19Z,5699350193,213,4.66,5699350189,141,48.4,5699350185,56,Center,5699350191,212,22.3,5699350187,140,60.6,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713083,169,1,1,12,51,agh9ifb2mw3ivjusgedj7c3fe,1,62.4,41.8,2025-05-03T19:13:19.041Z,2025-05-03T19:13:21Z,5699350391,140,69.8,5699350395,212,18.3,5699350393,141,17.4,5699350389,56,Right,5699350397,213,5.15,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713137,170,1,1,12,53,agh9ifb2mw3ivjusgedj7c3fe,1,69.8,17.4,2025-05-03T19:13:20.994Z,2025-05-03T19:13:23Z,5699350657,213,2.08,5699350653,141,28,5699350649,56,Center,5699350655,212,8.2,5699350651,140,66,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713193,171,1,1,12,55,agh9ifb2mw3ivjusgedj7c3fe,1,63.9,38.5,2025-05-03T19:13:23.249Z,2025-05-03T19:13:26Z,5699350927,141,67,5699350923,140,60.4,5699350937,213,1.76,5699350933,212,19.7,5699350919,56,Center,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713235,172,1,1,12,59,agh9ifb2mw3ivjusgedj7c3fe,1,62.2,68.7,2025-05-03T19:13:26.386Z,2025-05-03T19:13:28Z,5699351151,140,83.1,5699351155,212,28.5,5699351149,56,Left,5699351153,141,95.4,5699351157,213,0.69,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713241,173,1,1,13,0,agh9ifb2mw3ivjusgedj7c3fe,0,84.3,94.8,2025-05-03T19:13:28.145Z,2025-05-03T19:13:30Z,5699351331,286,,5699351193,212,0.7,5699351327,233,89,5699351189,140,84.6,5699351325,236,,5699351195,213,5.19,5699351187,56,Left,5699351191,141,93.9,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,5699351183,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713263,89,12,1,13,0,4jelr92fsge73q39is6qvhxb3,1,15.4,9.1,2025-05-03T19:13:28.245Z,2025-05-03T19:13:30Z,5699351357,233,173,5699351303,56,Back,5699351301,185,,,,,,,,,,,,,,,,,6sj650wwmo08r10xzz2l9xkut,A. Tuhami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809713283,174,61,1,13,3,agh9ifb2mw3ivjusgedj7c3fe,1,84.6,93.9,2025-05-03T19:13:30.388Z,2025-05-03T19:13:30Z,5699351431,56,Left,,,,,,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713357,175,1,1,13,5,agh9ifb2mw3ivjusgedj7c3fe,1,71.9,85.9,2025-05-03T19:13:32.850Z,2025-05-03T19:13:34Z,5699351815,141,72.1,5699351807,56,Center,5699351821,213,4.6,5699351819,212,9.4,5699351811,140,70.9,,,,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713403,176,1,1,13,6,agh9ifb2mw3ivjusgedj7c3fe,1,68.8,73.2,2025-05-03T19:13:33.985Z,2025-05-03T19:13:36Z,5699352151,141,77.8,5699352147,56,Center,5699352149,140,59,5699352155,213,2.85,5699352153,212,10.8,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713435,177,1,1,13,8,agh9ifb2mw3ivjusgedj7c3fe,1,60,76.1,2025-05-03T19:13:35.954Z,2025-05-03T19:13:37Z,5699352331,141,45.2,5699352329,140,61.9,5699352327,56,Center,5699352335,213,4.81,5699352333,212,21.1,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713457,178,1,1,13,10,agh9ifb2mw3ivjusgedj7c3fe,1,61.9,45.2,2025-05-03T19:13:37.441Z,2025-05-03T19:13:38Z,5699352455,213,2.65,5699352449,140,53.1,5699352453,212,10.5,5699352451,141,52.4,5699352447,56,Center,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713559,179,1,1,13,11,agh9ifb2mw3ivjusgedj7c3fe,1,53.1,52.4,2025-05-03T19:13:38.625Z,2025-05-03T19:13:44Z,5699352977,56,Center,5699352985,213,1.25,5699352983,212,10.9,5699352981,141,67.6,5699352979,140,56.4,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713593,180,1,1,13,17,agh9ifb2mw3ivjusgedj7c3fe,1,64.8,65.5,2025-05-03T19:13:44.336Z,2025-05-03T19:13:47Z,5699353191,213,4.6,5699353187,141,40.1,5699353183,56,Center,5699353185,140,63,5699353189,212,17.4,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713665,181,1,1,13,19,agh9ifb2mw3ivjusgedj7c3fe,1,63.2,37.9,2025-05-03T19:13:47.056Z,2025-05-03T19:13:53Z,5699353601,140,72.6,5699353599,56,Right,5699353605,212,23.2,5699353603,141,7,5699353607,213,5.15,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713715,182,1,1,13,25,agh9ifb2mw3ivjusgedj7c3fe,1,79.3,15.8,2025-05-03T19:13:52.946Z,2025-05-03T19:13:55Z,5699353835,213,2.51,5699353827,141,27.6,5699353825,140,68.8,5699353831,212,13.6,5699353821,56,Center,,,,,,,,,,7p8e6lrg50niibeabywbqcgt0,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713733,183,1,1,13,27,agh9ifb2mw3ivjusgedj7c3fe,0,69.2,30.3,2025-05-03T19:13:54.897Z,2025-05-03T19:13:56Z,5699353911,56,Center,5699353919,213,0.2,5699353915,141,34,5699353917,212,12.4,5699353913,140,80.8,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713747,90,8,1,13,29,4jelr92fsge73q39is6qvhxb3,1,20.2,60.8,2025-05-03T19:13:56.570Z,2025-05-03T19:13:56Z,5699354011,56,Back,,,,,,,,,,,,,,,,,,,,,,5uig03vbbv71f0q31cp3vfbv9,E. Cömert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809713769,91,1,1,13,29,4jelr92fsge73q39is6qvhxb3,0,22.6,62.7,2025-05-03T19:13:57.306Z,2025-05-03T19:13:57Z,5699354141,141,70.1,5699354137,56,Back,5699354143,212,5.2,5699354139,140,23.9,5699354145,213,1.31,,,,,,,,,,9wpkjal85qxddca606t65d6uh,S. Jurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809713831,184,1,1,13,31,agh9ifb2mw3ivjusgedj7c3fe,1,70.8,29.7,2025-05-03T19:13:59.137Z,2025-05-03T19:14:00Z,5699354451,56,Center,5699354459,212,5.2,5699354455,140,72.6,5699354457,141,36.9,5699354461,213,1.2,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713849,185,1,1,13,32,agh9ifb2mw3ivjusgedj7c3fe,1,72.6,36.9,2025-05-03T19:14:00.161Z,2025-05-03T19:14:01Z,5699354559,212,6.3,5699354555,140,68.2,5699354553,56,Center,5699354557,141,43.1,5699354561,213,2.4,,,,,,,,,,7p8e6lrg50niibeabywbqcgt0,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713859,186,1,1,13,34,agh9ifb2mw3ivjusgedj7c3fe,1,68,44,2025-05-03T19:14:01.825Z,2025-05-03T19:14:02Z,5699354621,213,5.83,5699354619,212,3.3,5699354613,56,Center,5699354617,141,41.9,5699354615,140,70.8,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713889,187,1,1,13,35,agh9ifb2mw3ivjusgedj7c3fe,1,70.8,41.9,2025-05-03T19:14:02.433Z,2025-05-03T19:14:04Z,5699354765,56,Center,5699354767,140,71.5,5699354771,212,7.8,5699354773,213,1.48,5699354769,141,53.3,,,,,,,,,,7p8e6lrg50niibeabywbqcgt0,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713893,188,3,1,13,36,agh9ifb2mw3ivjusgedj7c3fe,0,73,53.6,2025-05-03T19:14:04.225Z,2025-05-03T19:31:50Z,5699354789,286,,5699355107,233,92,5699354787,56,Center,,,,,,,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809713937,92,7,1,13,36,4jelr92fsge73q39is6qvhxb3,1,27,46.4,2025-05-03T19:14:04.226Z,2025-05-03T19:31:50Z,5699355019,56,Back,5699355023,285,,5699355087,233,188,,,,,,,,,,,,,,,,6sj650wwmo08r10xzz2l9xkut,A. Tuhami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809713943,93,49,1,13,40,4jelr92fsge73q39is6qvhxb3,1,26.8,57,2025-05-03T19:14:07.463Z,2025-05-03T19:14:07Z,,,,,,,,,,,,,,,,,,,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809714103,94,1,1,13,40,4jelr92fsge73q39is6qvhxb3,1,26.8,57,2025-05-03T19:14:07.626Z,2025-05-03T19:14:18Z,5699356011,212,23.6,5699356009,141,82.5,5699356005,56,Back,5699356007,140,42,5699356013,213,0.83,,,,,,,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809714105,95,61,1,13,50,4jelr92fsge73q39is6qvhxb3,0,77.9,72.9,2025-05-03T19:14:17.930Z,2025-05-03T19:14:18Z,5699356021,56,Center,,,,,,,,,,,,,,,,,,,,,,6km3r9cspyz7g6343o9mri63u,Raúl Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809714117,189,56,1,13,51,agh9ifb2mw3ivjusgedj7c3fe,1,5.5,33.9,2025-05-03T19:14:18.817Z,2025-05-03T19:14:18Z,5699356071,56,Back,,,,,,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714135,96,5,1,13,52,4jelr92fsge73q39is6qvhxb3,0,100.9,63.6,2025-05-03T19:14:19.674Z,2025-05-03T19:31:58Z,5699358125,233,190,5699356143,56,Center,5699356145,346,,,,,,,,,,,,,,,,,6km3r9cspyz7g6343o9mri63u,Raúl Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809714473,190,5,1,13,52,agh9ifb2mw3ivjusgedj7c3fe,1,-0.9,36.4,2025-05-03T19:14:19.674Z,2025-05-03T19:31:58Z,5699358109,233,96,5699358063,56,Back,5699358065,346,,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714549,191,1,1,14,14,agh9ifb2mw3ivjusgedj7c3fe,1,4.6,40.3,2025-05-03T19:14:41.778Z,2025-05-03T19:14:45Z,5699358471,1,,5699358465,141,90,5699358459,124,,5699358467,212,67.1,5699358463,140,59.8,5699358487,189,,5699358461,56,Left,5699358469,213,0.53,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,5699358475,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714597,192,1,1,14,18,agh9ifb2mw3ivjusgedj7c3fe,1,60.1,88,2025-05-03T19:14:45.521Z,2025-05-03T19:14:47Z,5699358701,56,Center,5699358709,213,4.33,5699358705,141,62.4,5699358703,140,53.5,5699358707,212,18.7,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714651,193,1,1,14,19,agh9ifb2mw3ivjusgedj7c3fe,1,53.2,60.9,2025-05-03T19:14:47.217Z,2025-05-03T19:14:51Z,5699359009,141,68.5,5699359001,56,Center,5699359011,212,6.9,5699359013,213,0.84,5699359005,140,57.6,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714671,194,1,1,14,23,agh9ifb2mw3ivjusgedj7c3fe,1,61.7,66.9,2025-05-03T19:14:51.073Z,2025-05-03T19:14:52Z,5699359119,141,88.4,5699359121,212,17.7,5699359151,189,,5699359123,213,0.97,5699359115,56,Left,5699359117,140,71.2,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714715,195,1,1,14,25,agh9ifb2mw3ivjusgedj7c3fe,1,71.6,90.5,2025-05-03T19:14:52.657Z,2025-05-03T19:14:54Z,5699359351,140,65,5699359357,213,3.9,5699359353,141,80.9,5699359349,56,Left,5699359355,212,9.5,,,,,,,,,,308krssmz6irpfntht1ka78tm,Ansu Fati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714781,196,1,1,14,26,agh9ifb2mw3ivjusgedj7c3fe,1,64,78.1,2025-05-03T19:14:53.873Z,2025-05-03T19:14:57Z,5699359673,213,4.61,5699359665,141,40,5699359669,212,26.1,5699359661,140,61.4,5699359657,56,Center,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714853,197,1,1,14,29,agh9ifb2mw3ivjusgedj7c3fe,1,64.1,29.8,2025-05-03T19:14:56.897Z,2025-05-03T19:15:01Z,5699360129,140,77.9,5699360127,56,Right,5699360133,141,5.5,5699360141,213,5.43,5699360137,212,22,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714897,198,1,1,14,34,agh9ifb2mw3ivjusgedj7c3fe,1,78.3,15.8,2025-05-03T19:15:01.441Z,2025-05-03T19:15:03Z,5699360377,56,Center,5699360383,212,9.7,5699360385,213,2.17,5699360381,141,27.6,5699360379,140,73.1,,,,,,,,,,7p8e6lrg50niibeabywbqcgt0,Dani Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809714971,199,1,1,14,36,agh9ifb2mw3ivjusgedj7c3fe,1,74.6,23.5,2025-05-03T19:15:03.794Z,2025-05-03T19:15:29Z,5699362485,154,,5699362483,210,15,5699360857,141,52.1,5699360853,56,Center,5699360849,2,,5699360855,140,90.9,5699360863,213,0.85,5699360859,212,25.9,cjll1xrw3xulnl23c9tlf6rys,Fermín López,5699360851,155,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Barcelona
2809714979,200,15,1,14,39,agh9ifb2mw3ivjusgedj7c3fe,1,89.7,52.2,2025-05-03T19:15:07.137Z,2025-05-03T19:15:29Z,5699362503,79,,5699360901,56,Center,5699362521,147,50,5699362515,103,26.6,5699362517,214,,5699362055,15,,5699362509,55,199,5699360897,17,,9f0jk3wgmlnnmnqrdkh4gnpt6,Pau Víctor,5699362505,29,,,5699360891,22,5699362507,154,,5699362519,146,5699362059,328,5699362525,233,97,5699362513,102,,,,,,50.3,97.5,,,,,,,,,,,,,,Barcelona
2809714965,97,10,1,14,39,4jelr92fsge73q39is6qvhxb3,1,1.3,50.9,2025-05-03T19:15:07.237Z,2025-05-03T19:15:30Z,5699361293,181,,5699360829,173,,5699360835,56,Back,5699362557,233,200,5699360833,182,,,,,,,,,,,a4rbrzom0u87sk3uc15sxndg5,André Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809714977,98,6,1,14,40,4jelr92fsge73q39is6qvhxb3,0,0.4,51.4,2025-05-03T19:15:07.721Z,2025-05-03T19:15:14Z,5699360921,73,,5699360919,56,Back,5699361163,233,201,,,,,,,,,,,,,,,,a4rbrzom0u87sk3uc15sxndg5,André Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809714997,201,6,1,14,40,agh9ifb2mw3ivjusgedj7c3fe,1,99.6,48.6,2025-05-03T19:15:07.721Z,2025-05-03T19:32:06Z,5699361109,75,,5699361127,233,98,5699361105,56,Center,,,,,,,,,,,,,,,,9f0jk3wgmlnnmnqrdkh4gnpt6,Pau Víctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809715411,202,1,1,15,14,agh9ifb2mw3ivjusgedj7c3fe,0,99.5,0.5,2025-05-03T19:15:42.144Z,2025-05-03T19:15:43Z,5699363363,56,Center,5699363367,141,44.2,5699363359,155,,5699363365,140,89.2,5699363371,213,1.92,5699363355,2,,5699363361,224,,5699363369,212,31.6,cjll1xrw3xulnl23c9tlf6rys,Fermín López,5699363357,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809715445,99,12,1,15,17,4jelr92fsge73q39is6qvhxb3,1,7.3,63.2,2025-05-03T19:15:44.729Z,2025-05-03T19:15:47Z,5699363639,212,38.9,5699363671,167,,5699363635,140,34.8,5699363637,141,100,5699363641,213,0.74,5699363633,56,Back,,,,,,,ahbogqtodqaszg7kr1qnamgut,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809715451,100,5,1,15,19,4jelr92fsge73q39is6qvhxb3,0,36.4,101.6,2025-05-03T19:15:46.817Z,2025-05-03T19:31:59Z,5699363969,233,203,5699363653,56,Back,5699363655,347,,,,,,,,,,,,,,,,,ahbogqtodqaszg7kr1qnamgut,M. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Valladolid
2809715509,203,5,1,15,19,agh9ifb2mw3ivjusgedj7c3fe,1,63.6,-1.6,2025-05-03T19:15:46.817Z,2025-05-03T19:31:59Z,5699363949,233,100,5699363941,56,Right,5699363943,347,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809715529,204,1,1,15,23,agh9ifb2mw3ivjusgedj7c3fe,1,61.6,0,2025-05-03T19:15:50.977Z,2025-05-03T19:15:53Z,5699364071,141,9.7,5699364067,140,56.6,5699364057,107,,5699364061,56,Right,5699364077,213,2.17,5699364075,212,9.3,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809715533,205,61,1,15,26,agh9ifb2mw3ivjusgedj7c3fe,1,56.1,10.6,2025-05-03T19:15:53.801Z,2025-05-03T19:15:54Z,5699364097,56,Right,,,,,,,,,,,,,,,,,,,,,,8xjdsfk5u7wph4o7h1w45dses,Héctor Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809715663,206,1,1,15,31,agh9ifb2mw3ivjusgedj7c3fe,1,62.4,23.9,2025-05-03T19:15:58.945Z,2025-05-03T19:16:03Z,5699364813,56,Center,5699364817,141,53.3,5699364815,140,55.6,5699364821,213,1.91,5699364819,212,21.2,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809715693,207,1,1,15,36,agh9ifb2mw3ivjusgedj7c3fe,1,55.2,55.4,2025-05-03T19:16:03.521Z,2025-05-03T19:16:06Z,5699365009,212,8.2,5699365011,213,0.99,5699365007,141,65.5,5699365003,56,Center,5699365005,140,59.5,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2809715749,208,1,1,15,39,agh9ifb2mw3ivjusgedj7c3fe,1,61.2,62.4,2025-05-03T19:16:06.385Z,2025-05-03T19:16:10Z,5699365339,212,16.3,5699365331,56,Center,5699365343,213,4.67,5699365335,141,38.5,5699365333,140,60.5,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
