id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,teamName
2725852119,166,12,1,27,25,1n1j0wsl763lq7ee1k0c11c02,1,11.3,47.1,2024-09-25T19:29:05.737Z,2024-09-26T06:08:21Z,5241256981,140,17.7,5241256983,141,87.9,5241256991,213,1.33,5241257051,15,,5242164893,388,,5241256979,56,Back,5241256987,212,28.5,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725852149,168,3,1,27,29,1n1j0wsl763lq7ee1k0c11c02,0,28.9,98.8,2024-09-25T19:29:09.402Z,2024-09-26T06:50:46Z,5241257199,56,Back,5241981903,465,,5241257201,285,,5242164915,389,,5241257515,233,284,,,,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725852129,167,43,1,27,30,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2024-09-25T19:29:10.615Z,2024-09-25T19:29:20Z,5241257711,144,61,5241257113,56,Back,,,,,,,,,,,,,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725852135,284,7,1,27,30,agh9ifb2mw3ivjusgedj7c3fe,1,71.1,1.2,2024-09-25T19:29:10.784Z,2024-09-26T06:50:53Z,5242198375,389,,5241257491,233,168,5241257139,286,,5241981937,385,,5241257137,56,Right,5241257135,167,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852173,169,5,1,27,31,1n1j0wsl763lq7ee1k0c11c02,1,29.4,101.6,2024-09-25T19:29:11.142Z,2024-09-26T06:08:35Z,5241257319,347,,5241257387,233,285,5241257317,56,Back,,,,,,,,,,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725852139,285,5,1,27,31,agh9ifb2mw3ivjusgedj7c3fe,0,70.6,-1.6,2024-09-25T19:29:11.142Z,2024-09-26T06:08:35Z,5241257157,56,Right,5241257405,233,169,5241257159,347,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852551,170,1,1,27,57,1n1j0wsl763lq7ee1k0c11c02,0,39.1,100,2024-09-25T19:29:37.415Z,2024-09-26T06:08:38Z,5241259253,56,Back,5241259259,212,17.3,5241259251,107,,5241259261,213,5.16,5241259255,140,46.2,5241259257,141,77.9,,,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725852547,286,8,1,27,58,agh9ifb2mw3ivjusgedj7c3fe,1,54.3,24,2024-09-25T19:29:38.941Z,2024-09-26T06:08:49Z,5242165095,178,,5241982341,384,,5241259239,56,Center,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852565,287,1,1,27,59,agh9ifb2mw3ivjusgedj7c3fe,0,56.7,24.4,2024-09-25T19:29:39.703Z,2024-09-26T06:08:53Z,5241259331,140,60,5241265167,168,,5242165137,178,,5241259333,141,25.9,5241259329,56,Center,5241259337,213,0.29,5241259335,212,3.6,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853329,180,61,1,27,59,1n1j0wsl763lq7ee1k0c11c02,1,38,63.7,2024-09-25T19:29:39.814Z,2024-09-26T06:08:57Z,5242165165,178,,5241263547,56,Back,,,,,,,,,,,,,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725852605,172,1,1,28,1,1n1j0wsl763lq7ee1k0c11c02,1,36.1,66.1,2024-09-25T19:29:41.416Z,2024-09-26T06:09:02Z,5241259583,213,0.72,5241259577,140,42.7,5241259575,56,Back,5241259579,141,75.1,5241259581,212,9.2,5242165249,178,,,,,,,,bdaxbuz59551ktjj7g31slfc9,Juan Berrocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725852577,171,43,1,28,1,1n1j0wsl763lq7ee1k0c11c02,1,0,0,2024-09-25T19:29:42.055Z,2024-09-25T19:29:47Z,5241259825,144,49,,,,,,,,,,,,,,,,,,,,,,bdaxbuz59551ktjj7g31slfc9,Juan Berrocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725852631,173,1,1,28,2,1n1j0wsl763lq7ee1k0c11c02,0,42.8,75.5,2024-09-25T19:29:42.297Z,2024-09-26T06:09:05Z,5241982695,155,,5241259761,1,,5241259757,212,42.9,5241259755,141,36.3,5241259751,56,Center,5241259759,213,5.61,5241259753,140,74.8,5242165261,178,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725852643,288,59,1,28,4,agh9ifb2mw3ivjusgedj7c3fe,1,22.6,65.7,2024-09-25T19:29:44.207Z,2024-09-26T06:09:07Z,5241259801,56,Back,,,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852647,289,43,1,28,6,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-25T19:29:46.241Z,2024-09-25T19:29:51Z,5241260061,144,49,,,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852653,290,52,1,28,7,agh9ifb2mw3ivjusgedj7c3fe,1,12.9,54.6,2024-09-25T19:29:48.087Z,2024-09-26T06:09:09Z,5242165321,178,,5241982809,376,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725864435,532,80,1,28,13,agh9ifb2mw3ivjusgedj7c3fe,1,13,46.4,2024-09-25T19:29:53.207Z,2024-09-26T06:09:30Z,5241328923,189,,5242165363,178,,,,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852753,291,1,1,28,13,agh9ifb2mw3ivjusgedj7c3fe,1,13,55.7,2024-09-25T19:29:53.316Z,2024-09-26T06:09:26Z,5242165405,178,,5241328941,189,,5241260395,212,13.1,5241260397,213,0.44,5241260391,140,24.3,5241260393,141,64,5241260389,56,Back,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852837,292,1,1,28,18,agh9ifb2mw3ivjusgedj7c3fe,1,30.8,64.5,2024-09-25T19:29:58.480Z,2024-09-26T06:09:35Z,5241260807,140,39.6,5241260805,56,Back,5241260815,212,18.6,5242165507,178,,5241260811,141,88.3,5241260821,213,1.05,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852857,293,1,1,28,21,agh9ifb2mw3ivjusgedj7c3fe,1,39.6,88.3,2024-09-25T19:30:01.632Z,2024-09-26T06:09:37Z,5241260985,213,0.49,5242165573,178,,5241260979,140,48.2,5241260983,212,10.2,5241260977,56,Back,5241260981,141,95.4,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852919,294,1,1,28,24,agh9ifb2mw3ivjusgedj7c3fe,1,54.4,84.5,2024-09-25T19:30:05.007Z,2024-09-26T06:09:44Z,5241261347,141,75.4,5241261345,140,38.4,5242165663,178,,5241261351,213,3.49,5241261349,212,17.9,5241261343,56,Back,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852963,295,1,1,28,30,agh9ifb2mw3ivjusgedj7c3fe,1,38.4,75.4,2024-09-25T19:30:10.343Z,2024-09-26T06:09:46Z,5241261545,141,92.7,5241261547,212,24.7,5241261543,140,59.1,5242165689,178,,5241261541,56,Left,5241261549,213,0.5,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725852985,296,1,1,28,34,agh9ifb2mw3ivjusgedj7c3fe,1,59.1,92.7,2024-09-25T19:30:14.209Z,2024-09-26T06:09:50Z,5241261643,141,80,5241261639,56,Left,5242165709,178,,5241261641,140,57.1,5241261645,212,8.9,5241261647,213,4.47,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853037,297,1,1,28,35,agh9ifb2mw3ivjusgedj7c3fe,1,57.1,80,2024-09-25T19:30:15.693Z,2024-09-26T06:09:53Z,5241261967,141,81.1,5241261965,140,39.1,5241261969,212,18.9,5241261963,56,Back,5242165743,178,,5241261971,213,3.1,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853051,298,1,1,28,41,agh9ifb2mw3ivjusgedj7c3fe,1,44.1,74.5,2024-09-25T19:30:21.967Z,2024-09-26T06:09:56Z,5241262059,140,54.3,5241262065,213,5.55,5241262061,141,60.3,5241262057,56,Center,5242165753,178,,5241262063,212,14.4,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853055,299,1,1,28,42,agh9ifb2mw3ivjusgedj7c3fe,0,54.7,60.8,2024-09-25T19:30:22.936Z,2024-09-26T06:09:59Z,5241262079,212,2.9,5242165815,178,,5241262073,56,Center,5241262377,286,,5241262371,236,,5241262373,233,174,5241262081,213,0.63,5241262077,141,63.3,4ggz7e009bq3yltc9o6mifbah,Eric García,5241262075,140,,,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853103,174,74,1,28,42,1n1j0wsl763lq7ee1k0c11c02,1,43.2,34.8,2024-09-25T19:30:23.072Z,2024-09-26T06:10:01Z,5242165857,178,,5241262315,56,Back,5241262317,285,,5241262407,233,299,,,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853975,186,61,1,28,43,1n1j0wsl763lq7ee1k0c11c02,1,34,37.9,2024-09-25T19:30:23.495Z,2024-09-26T06:10:07Z,5241267299,56,Back,5242165903,178,,,,,,,,,,,,,,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725854101,187,61,1,28,44,1n1j0wsl763lq7ee1k0c11c02,1,31.2,39.8,2024-09-25T19:30:24.804Z,2024-09-26T06:10:10Z,5242165915,178,,5241268073,56,Back,,,,,,,,,,,,,,,,,,,bdaxbuz59551ktjj7g31slfc9,Juan Berrocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853135,176,49,1,28,45,1n1j0wsl763lq7ee1k0c11c02,1,35.6,43.6,2024-09-25T19:30:25.732Z,2024-09-26T06:10:18Z,,,,,,,,,,,,,,,,,,,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853131,175,1,1,28,45,1n1j0wsl763lq7ee1k0c11c02,1,37.8,46.6,2024-09-25T19:30:25.829Z,2024-09-26T06:10:21Z,5241262491,56,Back,5241262499,213,5.22,5241262493,140,41.6,5242166025,178,,5241262497,212,8.2,5241262495,141,36,,,,,,,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853139,177,1,1,28,46,1n1j0wsl763lq7ee1k0c11c02,1,41.6,36,2024-09-25T19:30:26.852Z,2024-09-26T06:10:30Z,5241262549,212,6,5241262543,56,Back,5242166153,178,,5241262551,213,3.15,5241262545,140,35.9,5241262547,141,35.9,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853147,178,1,1,28,47,1n1j0wsl763lq7ee1k0c11c02,0,35.9,35.9,2024-09-25T19:30:27.427Z,2024-09-26T06:10:37Z,5241262603,140,44.2,5241262605,141,21.7,5241262607,212,13,5241262601,56,Back,5242166269,178,,5241262609,213,5.45,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853145,300,49,1,28,48,agh9ifb2mw3ivjusgedj7c3fe,1,56.1,80.3,2024-09-25T19:30:28.681Z,2024-09-26T06:10:41Z,,,,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853215,301,1,1,28,50,agh9ifb2mw3ivjusgedj7c3fe,1,57.1,79.9,2024-09-25T19:30:31.129Z,2024-09-26T06:10:44Z,5241262973,56,Center,5241985921,4,,5241262979,212,38,5241262971,155,,5241264693,154,,5242166335,178,,5241264691,210,13,5241262983,1,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,5241262977,141,5241262975,140,68.5,5241262981,213,,,,,,92.5,1,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853219,302,13,1,28,52,agh9ifb2mw3ivjusgedj7c3fe,1,92.1,67.9,2024-09-25T19:30:32.751Z,2024-09-26T06:10:51Z,5241264739,154,,5241264741,55,301,5241264749,328,,5241263535,72,,5242166375,178,,5241264751,230,97.7,5241262997,56,Center,5241262995,64,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5241264753,231,5241262993,22,57,5241264747,103,5241264745,102,5241264737,29,,,,13.9,35,,5241264735,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853309,179,5,1,28,55,1n1j0wsl763lq7ee1k0c11c02,1,-1.2,80.5,2024-09-25T19:30:35.782Z,2024-09-26T06:10:55Z,5241263441,346,,5241263439,56,Back,5241263569,233,303,,,,,,,,,,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853259,303,5,1,28,55,agh9ifb2mw3ivjusgedj7c3fe,0,101.2,19.5,2024-09-25T19:30:35.782Z,2024-09-26T06:10:56Z,5241263267,346,,5241263265,56,Right,5241263581,233,179,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853625,181,1,1,29,22,1n1j0wsl763lq7ee1k0c11c02,0,5.5,56.7,2024-09-25T19:31:02.501Z,2024-09-26T06:11:07Z,5241265339,140,57.6,5241265343,141,87.9,5241265349,1,,5241265333,124,,5241265345,212,58.7,5241265347,213,0.37,5241265335,56,Left,5241265353,74,,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853621,304,44,1,29,25,agh9ifb2mw3ivjusgedj7c3fe,1,42.3,14.3,2024-09-25T19:31:05.774Z,2024-09-26T10:26:47Z,5241265431,233,182,5241265313,56,Back,5241265315,285,,,,,,,,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853633,182,44,1,29,25,1n1j0wsl763lq7ee1k0c11c02,0,57.7,85.7,2024-09-25T19:31:05.775Z,2024-09-26T06:11:10Z,5241265445,233,304,5241265381,286,,5241265379,56,Left,,,,,,,,,,,,,,,,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853679,305,1,1,29,25,agh9ifb2mw3ivjusgedj7c3fe,0,42.2,17.9,2024-09-25T19:31:05.890Z,2024-09-26T10:26:47Z,5241265651,213,5.04,5241265647,141,4.7,5241265645,140,45.1,5241265641,3,,5242166567,388,,5241265649,212,9.5,5241265643,56,Back,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853699,183,61,1,29,28,1n1j0wsl763lq7ee1k0c11c02,0,56.2,92.7,2024-09-25T19:31:08.834Z,2024-09-26T06:11:18Z,5241265749,56,Left,5242166667,178,,,,,,,,,,,,,,,,,,,,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853715,184,5,1,29,29,1n1j0wsl763lq7ee1k0c11c02,0,61,102,2024-09-25T19:31:10.131Z,2024-09-26T06:11:21Z,5241266205,233,306,5241265855,56,Left,5241265857,347,,,,,,,,,,,,,,,,,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725853773,306,5,1,29,29,agh9ifb2mw3ivjusgedj7c3fe,1,39,-2,2024-09-25T19:31:10.131Z,2024-09-26T06:11:22Z,5241266185,56,Back,5241266187,347,,5241266189,233,184,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853787,307,1,1,29,39,agh9ifb2mw3ivjusgedj7c3fe,1,38.9,0,2024-09-25T19:31:19.494Z,2024-09-26T06:11:26Z,5241266243,107,,5241266249,141,21.8,5241266251,212,20.9,5241266247,140,26.3,5241266245,56,Back,5241266253,213,2.26,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853847,308,1,1,29,42,agh9ifb2mw3ivjusgedj7c3fe,1,26.6,24.4,2024-09-25T19:31:22.882Z,2024-09-26T06:11:29Z,5241266571,212,25.9,5241266569,141,59,5241266573,213,2,5241266567,140,16.3,5241266565,56,Back,5242166873,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853883,309,1,1,29,46,agh9ifb2mw3ivjusgedj7c3fe,1,22.8,57.5,2024-09-25T19:31:26.904Z,2024-09-26T06:11:33Z,5241266769,213,0.79,5241266761,56,Back,5241266763,140,35.4,5242166917,178,,5241266765,141,77.3,5241266767,212,18.9,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853931,310,1,1,29,49,agh9ifb2mw3ivjusgedj7c3fe,1,41.2,81.4,2024-09-25T19:31:30.051Z,2024-09-26T06:11:36Z,5241267007,213,0.47,5241266999,56,Left,5241267005,212,23.7,5241267001,140,61.3,5241267003,141,97.2,5242166973,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725980479,1043,3,1,29,51,agh9ifb2mw3ivjusgedj7c3fe,0,55.8,96,2024-09-25T19:31:32.013Z,2024-09-26T06:11:39Z,5241991759,465,,5241991761,467,64h0x8sur55l07oaiuog4v2z9,5241991757,286,,5242166989,178,,5241991755,56,Left,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853933,311,4,1,29,53,agh9ifb2mw3ivjusgedj7c3fe,1,61,96.8,2024-09-25T19:31:33.234Z,2024-09-26T06:11:42Z,5241267165,295,,5241267167,56,Left,5241267171,286,,5241267163,13,,5241267169,152,,5241267187,233,185,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725853927,185,4,1,29,53,1n1j0wsl763lq7ee1k0c11c02,0,39,3.2,2024-09-25T19:31:33.235Z,2024-09-26T06:11:42Z,5241267071,152,,5241267063,13,,5241267073,285,,5242167041,178,,5241267069,56,Back,5241267215,233,311,5241267067,295,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725854051,312,1,1,30,8,agh9ifb2mw3ivjusgedj7c3fe,1,62.5,95.9,2024-09-25T19:31:48.776Z,2024-09-26T05:52:24Z,5242159347,178,,5241267753,213,3.48,5241267747,140,55.6,5241267745,56,Left,5241267751,212,7.7,5241267749,141,92.1,5241267741,5,,5241267743,152,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725854063,313,1,1,30,10,agh9ifb2mw3ivjusgedj7c3fe,1,55.6,92.1,2024-09-25T19:31:50.771Z,2024-09-26T05:52:27Z,5241267813,140,53.5,5241267819,213,4.48,5242159369,178,,5241267811,56,Center,5241267817,212,9.6,5241267815,141,78.4,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725854077,314,1,1,30,12,agh9ifb2mw3ivjusgedj7c3fe,1,53.4,76.4,2024-09-25T19:31:52.874Z,2024-09-26T05:52:32Z,5241267911,141,84.7,5241267913,212,15.2,5241267909,140,40,5242159381,178,,5241267907,56,Back,5241267915,213,2.76,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725854085,315,1,1,30,14,agh9ifb2mw3ivjusgedj7c3fe,1,40,84.7,2024-09-25T19:31:54.386Z,2024-09-26T05:52:34Z,5242159391,178,,5241267963,141,89,5241267961,140,53.5,5241267965,212,14.5,5241267967,213,0.2,5241267959,56,Left,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725854091,316,1,1,30,15,agh9ifb2mw3ivjusgedj7c3fe,1,53.5,89,2024-09-25T19:31:55.447Z,2024-09-26T05:52:38Z,5242159403,178,,5241268007,141,85.3,5241268005,140,42.3,5241268009,212,12,5241268003,56,Back,5241268011,213,3.35,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725854127,317,1,1,30,17,agh9ifb2mw3ivjusgedj7c3fe,1,42.3,85.3,2024-09-25T19:31:57.266Z,2024-09-26T05:53:02Z,5241268243,213,4.51,5241268239,141,46,5241268241,212,27.3,5241268237,140,37,5241268235,56,Back,5242159501,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725854147,318,1,1,30,20,agh9ifb2mw3ivjusgedj7c3fe,1,38.2,39.1,2024-09-25T19:32:00.796Z,2024-09-26T05:53:04Z,5241268347,212,19.2,5241268345,141,11.1,5241268349,213,4.85,5241268341,56,Back,5242159517,178,,5241268343,140,40.8,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725854191,319,1,1,30,22,agh9ifb2mw3ivjusgedj7c3fe,1,41.1,9.1,2024-09-25T19:32:03.001Z,2024-09-26T05:53:07Z,5241268629,140,43.8,5242159521,178,,5241268635,213,1.37,5241268631,141,30.1,5241268633,212,14.6,5241268627,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
