id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,teamName
2725859253,433,5,1,38,51,agh9ifb2mw3ivjusgedj7c3fe,1,71.4,-1.1,2024-09-25T19:40:31.711Z,2024-09-26T06:05:58Z,5241297915,347,,5241297929,233,227,5241297913,56,Right,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859305,434,1,1,38,57,agh9ifb2mw3ivjusgedj7c3fe,1,68.9,0,2024-09-25T19:40:37.548Z,2024-09-26T06:06:09Z,5241298297,140,65.8,5241298307,213,1.97,5241298305,212,8.5,5241298301,141,10.1,5241298289,107,,5241298293,56,Right,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859357,435,1,1,39,0,agh9ifb2mw3ivjusgedj7c3fe,1,65.8,10.1,2024-09-25T19:40:40.271Z,2024-09-26T06:06:13Z,5241298605,213,1.67,5241298597,56,Center,5242163807,178,,5241298599,140,62.9,5241298603,212,31.8,5241298601,141,56.6,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859369,436,1,1,39,6,agh9ifb2mw3ivjusgedj7c3fe,1,67.9,62.9,2024-09-25T19:40:46.263Z,2024-09-26T06:06:16Z,5242163839,178,,5241298673,213,0.8,5241298669,141,71.7,5241298671,212,8.3,5241298665,56,Center,5241298667,140,73.4,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859377,437,1,1,39,6,agh9ifb2mw3ivjusgedj7c3fe,1,73.4,71.7,2024-09-25T19:40:46.892Z,2024-09-26T06:06:19Z,5242163855,178,,5241298737,140,70.2,5241298741,212,6.1,5241298735,56,Center,5241298743,213,4.12,5241298739,141,64.3,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859437,438,1,1,39,8,agh9ifb2mw3ivjusgedj7c3fe,1,70.2,64.3,2024-09-25T19:40:48.203Z,2024-09-26T06:06:22Z,5241299079,213,0.93,5241299071,56,Left,5241299075,141,88.1,5241299077,212,20.3,5242163873,178,,5241299073,140,81.8,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859479,439,1,1,39,13,agh9ifb2mw3ivjusgedj7c3fe,1,79.8,82.6,2024-09-25T19:40:53.473Z,2024-09-26T06:06:25Z,5242163895,178,,5241299235,140,70.7,5241299237,141,65.2,5241299239,212,15.2,5241299233,56,Center,5241299241,213,4.03,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859513,440,1,1,39,14,agh9ifb2mw3ivjusgedj7c3fe,0,70.7,65.2,2024-09-25T19:40:54.243Z,2024-09-26T06:06:28Z,5241299487,155,,5241299495,212,36.4,5241299497,213,5.42,5241299499,1,,5241299491,140,93.3,5242163937,178,,5241299489,56,Center,5241299493,141,24.6,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859523,228,12,1,39,18,1n1j0wsl763lq7ee1k0c11c02,1,6,75.5,2024-09-25T19:40:58.159Z,2024-09-26T06:06:56Z,5241299555,141,100,5241299557,212,18.2,5242164347,178,,5241299631,15,,5241299553,140,8.1,5241299559,213,1.45,5241299551,56,Back,5241299581,167,,eucew4k6eswqr6emzsdg4if3d,Álex Sola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725859527,229,5,1,39,20,1n1j0wsl763lq7ee1k0c11c02,0,7.6,102,2024-09-25T19:41:00.342Z,2024-09-26T06:07:03Z,5241299565,56,Back,5241299567,347,,5241299907,233,441,,,,,,,,,,,,,,,,eucew4k6eswqr6emzsdg4if3d,Álex Sola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725859579,441,5,1,39,20,agh9ifb2mw3ivjusgedj7c3fe,1,92.4,-2,2024-09-25T19:41:00.342Z,2024-09-26T06:07:03Z,5241299859,56,Right,5241299867,233,229,5241299861,347,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859607,442,1,1,39,24,agh9ifb2mw3ivjusgedj7c3fe,1,93.1,0,2024-09-25T19:41:04.934Z,2024-09-26T06:07:06Z,5241300005,107,,5241300007,56,Right,5241300017,1,,5241300015,213,2.96,5241300011,141,4.1,5241300009,140,71.4,5241300013,212,23.2,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859649,443,1,1,39,28,agh9ifb2mw3ivjusgedj7c3fe,1,71.4,5.6,2024-09-25T19:41:08.725Z,2024-09-26T06:07:10Z,5241300209,56,Back,5241300213,141,25,5241300211,140,44,5242164581,178,,5241300217,213,2.71,5241300215,212,31.7,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859673,444,1,1,39,30,agh9ifb2mw3ivjusgedj7c3fe,1,44,25,2024-09-25T19:41:10.531Z,2024-09-26T06:07:13Z,5241300335,140,47.4,5241300337,141,57,5242164593,178,,5241300341,213,1.41,5241300333,56,Back,5241300339,212,22.1,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859785,445,1,1,39,40,agh9ifb2mw3ivjusgedj7c3fe,1,61.3,63.3,2024-09-25T19:41:20.917Z,2024-09-26T06:07:17Z,5241301011,56,Left,5241301019,213,1.15,5242164635,178,,5241301013,140,69.2,5241301015,141,90.3,5241301017,212,20.1,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859797,446,1,1,39,44,agh9ifb2mw3ivjusgedj7c3fe,1,70.2,82.7,2024-09-25T19:41:24.630Z,2024-09-26T06:07:20Z,5241301099,213,4.48,5241301091,141,69.6,5241301083,56,Center,5241301087,140,68.2,5241301095,212,9.2,5242164685,178,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859881,447,1,1,39,45,agh9ifb2mw3ivjusgedj7c3fe,1,68.2,69.6,2024-09-25T19:41:25.601Z,2024-09-26T06:07:23Z,5241301573,213,2.95,5242164697,178,,5241301569,141,72.3,5241301571,212,9.5,5241301565,56,Center,5241301567,140,59.3,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859929,448,1,1,39,51,agh9ifb2mw3ivjusgedj7c3fe,1,62.5,69.9,2024-09-25T19:41:31.698Z,2024-09-26T06:07:26Z,5241301823,56,Right,5241301819,196,,5242164715,178,,5241301829,212,47,5241301833,1,,5241301827,141,5,5241301825,140,77.9,5241301815,155,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,5241301831,213,,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859931,449,1,1,39,55,agh9ifb2mw3ivjusgedj7c3fe,0,77.1,6.1,2024-09-25T19:41:35.849Z,2024-09-26T06:07:47Z,5241301849,140,87.1,5241301855,213,0.19,5241301853,212,10.7,5242164733,178,,5241301851,141,9.1,5241301847,56,Right,5241301845,155,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725859951,231,1,1,39,57,1n1j0wsl763lq7ee1k0c11c02,0,19.2,90.4,2024-09-25T19:41:37.448Z,2024-09-26T06:07:39Z,5242164777,388,,5241302021,1,,5241302013,140,36.9,5241302009,157,,5241302019,213,0.03,5241302011,56,Back,5241302015,141,91.1,5241302017,212,18.6,2o3bka7gokfjkej1f600ovbo5,O. Alderete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725859995,450,1,1,39,59,agh9ifb2mw3ivjusgedj7c3fe,1,62.4,7.7,2024-09-25T19:41:39.845Z,2024-09-26T06:08:06Z,5241302311,140,44.5,5241302313,141,10.6,5241302309,56,Back,5242164845,178,,5241302317,213,3.04,5241302315,212,18.9,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860033,451,1,1,40,3,agh9ifb2mw3ivjusgedj7c3fe,1,41,14.3,2024-09-25T19:41:43.379Z,2024-09-26T06:08:09Z,5241302545,141,51.9,5241302547,212,30.1,5241302543,140,25.9,5241302549,213,2.13,5242164853,178,,5241302541,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860067,452,1,1,40,7,agh9ifb2mw3ivjusgedj7c3fe,1,25.9,51.9,2024-09-25T19:41:47.225Z,2024-09-26T06:08:12Z,5241302753,213,1.24,5241302747,140,32.7,5241302745,56,Back,5241302751,212,22.1,5242164865,178,,5241302749,141,82.6,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860095,453,1,1,40,10,agh9ifb2mw3ivjusgedj7c3fe,1,31.2,84.7,2024-09-25T19:41:50.454Z,2024-09-26T06:08:14Z,5242164873,178,,5241302907,213,0.63,5241302905,212,11.2,5241302899,56,Back,5241302901,140,39.8,5241302903,141,94.4,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860101,454,1,1,40,12,agh9ifb2mw3ivjusgedj7c3fe,0,39.2,95.3,2024-09-25T19:41:52.180Z,2024-09-26T06:08:17Z,5241302943,140,40.5,5242164885,178,,5241303007,236,,5241302941,56,Back,5241302949,213,5.9,5241303009,233,232,5241303013,286,,5241302947,212,1.5,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,5241302945,141,,,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860113,232,74,1,40,12,1n1j0wsl763lq7ee1k0c11c02,1,62.4,5,2024-09-25T19:41:52.281Z,2024-09-26T06:08:21Z,5241303001,285,,5241303029,233,454,5241302999,56,Right,5242164889,389,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860129,233,5,1,40,12,1n1j0wsl763lq7ee1k0c11c02,0,58.3,-2,2024-09-25T19:41:52.792Z,2024-09-26T06:08:25Z,5241303501,233,455,5241303057,347,,5241303055,56,Right,,,,,,,,,,,,,,,,64h0x8sur55l07oaiuog4v2z9,Carles Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860183,455,5,1,40,12,agh9ifb2mw3ivjusgedj7c3fe,1,41.7,102,2024-09-25T19:41:52.792Z,2024-09-26T06:08:25Z,5241303471,233,233,5241303455,347,,5241303453,56,Back,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860307,456,1,1,40,35,agh9ifb2mw3ivjusgedj7c3fe,1,37.8,100,2024-09-25T19:42:15.210Z,2024-09-26T06:08:35Z,5241304167,141,88.3,5241304165,140,26.7,5241304163,56,Back,5241304171,213,3.81,5241304169,212,14.9,5241304161,107,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860373,457,1,1,40,42,agh9ifb2mw3ivjusgedj7c3fe,1,37.4,75.1,2024-09-25T19:42:22.278Z,2024-09-26T06:08:39Z,5241304573,212,59.6,5241305101,210,13,5241304569,140,73.1,5241304563,155,,5241304571,141,7,5241304577,1,,5241304575,213,5.39,5241304565,196,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,5241304567,56,5242164983,178,Right,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860375,458,13,1,40,49,agh9ifb2mw3ivjusgedj7c3fe,1,78.2,29.4,2024-09-25T19:42:29.586Z,2024-09-26T06:08:42Z,5241304585,56,Center,5241305113,103,15.3,5241305119,231,49.6,5241305103,75,,5241305111,102,38.7,5242165003,178,,5241304727,72,,5241305117,230,98.1,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,5241305115,215,5241304583,18,,5241304581,22,5241305107,55,5241305105,29,,,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860455,234,5,1,40,50,1n1j0wsl763lq7ee1k0c11c02,1,-1.4,63.2,2024-09-25T19:42:30.471Z,2024-09-26T06:08:44Z,5241305021,56,Back,5241305073,233,459,5241305023,346,,,,,,,,,,,,,,,,,5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860383,459,5,1,40,50,agh9ifb2mw3ivjusgedj7c3fe,0,101.4,36.8,2024-09-25T19:42:30.471Z,2024-09-26T06:08:45Z,5241305081,233,234,5241304619,346,,5241304617,56,Center,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860689,236,1,1,41,20,1n1j0wsl763lq7ee1k0c11c02,0,4.5,46.4,2024-09-25T19:43:01.124Z,2024-09-26T06:08:49Z,5241306541,141,25.9,5241306539,140,58.2,5241306543,212,58.1,5241306535,124,,5241306537,56,Center,5241306551,74,,5241306547,1,,5241306545,213,6.04,vota9gwygxp3wc998tl7ldxx,David Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860683,461,44,1,41,24,agh9ifb2mw3ivjusgedj7c3fe,1,41.5,76.3,2024-09-25T19:43:04.154Z,2024-09-26T10:26:49Z,5241306517,56,Back,5241306613,233,237,5241306519,285,,,,,,,,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860693,237,44,1,41,24,1n1j0wsl763lq7ee1k0c11c02,0,58.5,23.7,2024-09-25T19:43:04.155Z,2024-09-26T06:08:53Z,5241306643,233,461,5241306563,286,,5241306561,56,Center,,,,,,,,,,,,,,,,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860713,462,1,1,41,24,agh9ifb2mw3ivjusgedj7c3fe,0,41.1,79.9,2024-09-25T19:43:04.185Z,2024-09-26T10:26:49Z,5241306669,213,1.78,5241306655,3,,5241306657,56,Back,5241306661,140,38,5241306663,141,100,5242165161,388,,5241306667,212,15.4,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860721,238,5,1,41,26,1n1j0wsl763lq7ee1k0c11c02,1,61.2,-2,2024-09-25T19:43:06.981Z,2024-09-26T06:08:58Z,5241306761,233,463,5241306749,56,Right,5241306751,347,,,,,,,,,,,,,,,,,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860715,463,5,1,41,26,agh9ifb2mw3ivjusgedj7c3fe,0,38.8,102,2024-09-25T19:43:06.981Z,2024-09-26T06:08:58Z,5241306671,56,Back,5241306771,233,238,5241306673,347,,,,,,,,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860837,239,1,1,41,42,1n1j0wsl763lq7ee1k0c11c02,1,60.6,0,2024-09-25T19:43:22.376Z,2024-09-26T06:09:01Z,5241307513,140,83.2,5241307509,107,,5241307521,1,,5241307511,56,Right,5241307519,213,0.22,5241307515,141,5.9,5241307517,212,24.3,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860839,240,61,1,41,44,1n1j0wsl763lq7ee1k0c11c02,0,83.2,6.2,2024-09-25T19:43:24.153Z,2024-09-26T06:09:08Z,5242165313,178,,5242165311,21,,5241307525,56,Right,,,,,,,,,,,,,,,,7kser55g81n3lqj9rjd2mwftg,C. Uche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860847,464,1,1,41,44,agh9ifb2mw3ivjusgedj7c3fe,0,20.1,94.1,2024-09-25T19:43:25.083Z,2024-09-26T06:09:12Z,5241307553,56,Back,5241307559,212,4.7,5242165339,388,,5241307551,3,,5241307561,213,6.24,5241307557,141,93.8,5241307555,140,24.6,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860861,241,50,1,41,46,1n1j0wsl763lq7ee1k0c11c02,1,79.2,5.8,2024-09-25T19:43:27.035Z,2024-09-26T06:09:20Z,5241307647,56,Right,5241307837,233,465,5241307649,286,,,,,,,,,,,,,,,,,eiqt71z69beq7akuhot0foset,Carles Aleñá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860879,465,7,1,41,47,agh9ifb2mw3ivjusgedj7c3fe,1,20.8,94.2,2024-09-25T19:43:27.156Z,2024-09-26T06:09:23Z,5241307739,56,Back,5241307741,285,,5241307807,233,241,5242008515,384,,5242165397,178,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860889,466,49,1,41,47,agh9ifb2mw3ivjusgedj7c3fe,1,26.7,95.3,2024-09-25T19:43:27.899Z,2024-09-26T06:09:29Z,,,,,,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860901,467,1,1,41,48,agh9ifb2mw3ivjusgedj7c3fe,1,26.7,95.3,2024-09-25T19:43:28.311Z,2024-09-26T06:09:32Z,5241307863,141,87.8,5241307861,140,27.2,5241307859,56,Back,5241307865,212,5.1,5241307867,213,4.81,5242165495,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860917,468,1,1,41,49,agh9ifb2mw3ivjusgedj7c3fe,1,27.2,87.8,2024-09-25T19:43:29.613Z,2024-09-26T06:09:36Z,5242165551,178,,5241307947,212,14.3,5241307945,141,80.8,5241307941,56,Back,5241307949,213,5.94,5241307943,140,40,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860951,469,1,1,41,51,agh9ifb2mw3ivjusgedj7c3fe,1,41.3,80.9,2024-09-25T19:43:31.213Z,2024-09-26T06:09:39Z,5241308173,56,Left,5241308179,212,18.3,5241308177,141,90.9,5241308175,140,57.5,5241308181,213,0.38,5242165597,178,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860955,470,50,1,41,53,agh9ifb2mw3ivjusgedj7c3fe,1,57.8,88.4,2024-09-25T19:43:33.333Z,2024-09-26T06:09:50Z,5241308385,233,242,5241308191,286,,5241308189,56,Left,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725860965,242,7,1,41,53,1n1j0wsl763lq7ee1k0c11c02,1,42.2,11.6,2024-09-25T19:43:33.586Z,2024-09-26T06:09:53Z,5242008775,384,,5241308241,56,Back,5241308243,285,,5241308351,233,470,5242165739,178,,,,,,,,,,,9see13i1f0n1ju4uhs8sijutx,D. Dakonam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860979,243,49,1,41,54,1n1j0wsl763lq7ee1k0c11c02,1,38.5,8.1,2024-09-25T19:43:34.884Z,2024-09-26T06:09:57Z,,,,,,,,,,,,,,,,,,,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725860995,244,3,1,41,56,1n1j0wsl763lq7ee1k0c11c02,0,43.2,5.8,2024-09-25T19:43:36.489Z,2024-09-26T06:10:04Z,5241308553,233,471,5241308413,286,,5242165883,178,,5242008913,465,,5241308411,56,Back,,,,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725861005,471,7,1,41,56,agh9ifb2mw3ivjusgedj7c3fe,1,56.8,94.2,2024-09-25T19:43:36.670Z,2024-09-26T06:10:07Z,5241308545,233,244,5242009153,383,,5241308473,56,Left,5242165899,178,,5241308477,285,,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725861011,472,49,1,41,57,agh9ifb2mw3ivjusgedj7c3fe,1,52.1,93.8,2024-09-25T19:43:38.057Z,2024-09-26T06:10:13Z,,,,,,,,,,,,,,,,,,,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725861007,245,83,1,41,58,1n1j0wsl763lq7ee1k0c11c02,0,44.5,5,2024-09-25T19:43:38.218Z,2024-09-26T06:10:09Z,5241308791,399,5kodjbsarkql4vhs126p2vhwq,,,,,,,,,,,,,,,,,,,,,,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe
2725861033,473,1,1,41,59,agh9ifb2mw3ivjusgedj7c3fe,1,43,95.3,2024-09-25T19:43:39.356Z,2024-09-26T06:10:20Z,5241308641,212,18.1,5241308635,56,Back,5241308637,140,29.8,5242166011,178,,5241308639,141,78.2,5241308643,213,3.84,,,,,,,5kodjbsarkql4vhs126p2vhwq,Pablo Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725861051,474,1,1,42,1,agh9ifb2mw3ivjusgedj7c3fe,1,32.3,70.8,2024-09-25T19:43:41.765Z,2024-09-26T06:10:23Z,5241308765,56,Back,5241308767,140,44.1,5242166059,178,,5241308769,141,51.6,5241308773,213,5.47,5241308771,212,18,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725861123,475,1,1,42,4,agh9ifb2mw3ivjusgedj7c3fe,1,45.8,46.4,2024-09-25T19:43:44.553Z,2024-09-26T06:10:26Z,5241309211,140,62,5242166095,178,,5241309219,213,5.27,5241309213,141,5.9,5241309209,56,Right,5241309221,1,,5241309207,155,,5241309217,212,32.4,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2725861127,476,1,1,42,9,agh9ifb2mw3ivjusgedj7c3fe,1,64.7,5.9,2024-09-25T19:43:49.509Z,2024-09-26T06:10:34Z,5241309251,140,65.7,5241309253,141,11.4,5242166213,178,,5241309255,212,3.9,5241309249,56,Right,5241309257,213,1.3,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
