id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,teamName
2791929001,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-27T18:49:57.902Z,2025-03-27T22:01:02Z,5601503393,194,ezviixcyaaj162saxs2yl27s9,5601503385,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5601503395,197,25285,5601503389,130,4,5601503391,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5601503383,30,"6ofu6yc2qwp5ii9cerdq1tk9h, cscn06kwqfzo09h0dc5ybt1pl, bzgh5psb1janz9y3btpswngbu, ezviixcyaaj162saxs2yl27s9, 4ggz7e009bq3yltc9o6mifbah, cd5napttmwk5o9gxw3cbb4ted, 4gq1u1mqg0qzekh1u5djleeax, 4ftlhtels58lyzfluwofzwxuy, 2szgrzcosfeifh664tgt3mfvt, abr79wsl0folgkyvl821ggs2c, eb3ci3a120om80v80mobsus8a, 4mxx1oxkiexm0ha34utcmb17t, 9s5uadkz3qy2nke745778dfys, bkwxem45cf48k14euwqe7rs44, awsod0zmnrukk21d4882ji7e1, afxjicw89683nlpms9yy5x51x, 308krssmz6irpfntht1ka78tm, 5kodjbsarkql4vhs126p2vhwq, cjll1xrw3xulnl23c9tlf6rys, 9f0jk3wgmlnnmnqrdkh4gnpt6, 8xjdsfk5u7wph4o7h1w45dses, 6l1y87tlepsvr83d8y2qifeqy, ewg00yicw9bw96wppupu36gwk",5601503397,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5601503387,59,"25, 23, 3, 21, 24, 5, 20, 8, 7, 19, 6, 13, 31, 2, 4, 9, 10, 14, 16, 18, 32, 35, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2791929221,1,34,16,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2025-03-27T18:52:30.591Z,2025-03-27T20:14:05Z,5601504747,194,amjegysk3et638l4od103c7o5,5601504739,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5601504835,197,25423,5601504749,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5601504743,130,2,5601504745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5601504737,30,"amjegysk3et638l4od103c7o5, 7r7wgbcu7vmlj19m9jpjhu1yi, 8ij122duxc65thlj8flk2xdjp, eqw6fu3no9qxejk17tqgeey5m, bi8nrmyaxsgbhixw921fzvm5l, 5b9awsil5bgqrsc13xsoj35nu, f4gpe0pxov8sea9e0fs24h8q2, 1wezo3pjdktc0iqaxze3uh2sq, bpf2fcb73l96fwspo72shmkiy, cy3c0cj6yy1mokaj0mlk4k9re, 5xthw4pr86vwld0r2bz0b2v2t, 15no5m0njma23gf0ygu9agt05, 9fdp10ya29ml4t3f2h132cr56, 7ms6l8qho3p4jm1soleldqvv9, 2zcha0sd7axiu2s2c0bccz2s5, 9xbo6c8uq29ueuyinngjjiaj9, 1vupjbihmf0b4gzjskmrmptqt, 5t2ngljfiapcn98qlnbifg53p, 946z96r5q70ryslp3hlhafnx1, 5tiol5jc7h11oic9vvyu83fqi, bvs3rixmobb9gje6kfvhgb52i, b5muwvixv0nq4uylgzxz7302c, erxux52uzol4p4fqqz929zuhg",5601504741,59,"1, 12, 3, 8, 24, 5, 7, 18, 10, 9, 20, 13, 31, 4, 11, 14, 15, 16, 17, 22, 23, 29, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791938975,2,32,1,0,0,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2025-03-27T20:00:52.330Z,2025-03-27T20:00:55Z,5601560625,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791938973,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-27T20:00:52.330Z,2025-03-27T22:40:52Z,5601560623,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791938977,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,50,50,2025-03-27T20:00:52.331Z,2025-03-27T20:00:55Z,5601560637,279,S,5601560627,56,Back,5601560633,212,14.8,5601560629,140,36.6,5601560635,213,3.45,5601560631,141,43.3,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791938979,4,1,1,0,2,agh9ifb2mw3ivjusgedj7c3fe,1,36.6,43.3,2025-03-27T20:00:55.189Z,2025-03-27T22:41:19Z,5601560649,213,1.38,5601560643,140,39.7,5601560645,141,68.1,5601560641,56,Back,5601560647,212,17.2,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791938981,5,1,1,0,5,agh9ifb2mw3ivjusgedj7c3fe,1,39.8,68.7,2025-03-27T20:00:58.100Z,2025-03-27T22:41:18Z,5601560659,212,23.9,5601560653,56,Left,5601560655,140,56.7,5601560657,141,92.3,5601560661,213,0.74,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791938983,6,1,1,0,7,agh9ifb2mw3ivjusgedj7c3fe,1,56.5,91.4,2025-03-27T20:01:00.069Z,2025-03-27T22:41:17Z,5601560693,141,80.3,5601560697,212,23,5601560685,56,Back,5601560701,213,3.48,5601560689,140,35.8,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791938987,7,1,1,0,11,agh9ifb2mw3ivjusgedj7c3fe,1,36.2,73.4,2025-03-27T20:01:03.613Z,2025-03-27T22:49:11Z,5601560727,56,Back,5601560731,141,33.2,5601560735,213,4.7,5601560733,212,27.3,5601560729,140,35.9,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791938991,8,1,1,0,15,agh9ifb2mw3ivjusgedj7c3fe,1,36,33.1,2025-03-27T20:01:07.797Z,2025-03-27T22:49:11Z,5601560757,141,21.4,5601560761,213,5.04,5601560753,56,Back,5601560759,212,8.4,5601560755,140,38.6,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791938995,9,1,1,0,16,agh9ifb2mw3ivjusgedj7c3fe,1,38.7,21.7,2025-03-27T20:01:08.909Z,2025-03-27T22:49:10Z,5601560781,56,Back,5601560785,141,33.1,5601560789,213,1.89,5601560783,140,36.3,5601560787,212,8.2,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939003,10,1,1,0,19,agh9ifb2mw3ivjusgedj7c3fe,1,37.4,37.4,2025-03-27T20:01:11.381Z,2025-03-27T22:49:10Z,5601560821,213,1.45,5601560817,141,70.4,5601560815,140,40,5601560813,56,Back,5601560819,212,22.6,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939007,11,1,1,0,22,agh9ifb2mw3ivjusgedj7c3fe,1,41.5,70.8,2025-03-27T20:01:14.517Z,2025-03-27T22:49:10Z,5601560839,56,Left,5601560841,140,61.7,5601560845,212,25.9,5601560843,141,92.6,5601560847,213,0.61,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939009,12,1,1,0,25,agh9ifb2mw3ivjusgedj7c3fe,1,61.9,92.1,2025-03-27T20:01:17.661Z,2025-03-27T22:49:09Z,5601560861,213,3.4,5601560857,141,83.3,5601560853,56,Back,5601560859,212,23.8,5601560855,140,40,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939019,13,1,1,0,27,agh9ifb2mw3ivjusgedj7c3fe,1,40.4,78.5,2025-03-27T20:01:20.221Z,2025-03-27T22:49:09Z,5601560903,212,24.7,5601560897,56,Back,5601560901,141,43.6,5601560905,213,4.43,5601560899,140,33.9,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939027,14,1,1,0,30,agh9ifb2mw3ivjusgedj7c3fe,1,33.1,42.1,2025-03-27T20:01:22.917Z,2025-03-27T22:49:08Z,5601560937,56,Back,5601560945,213,4.98,5601560941,141,22.1,5601560943,212,14.1,5601560939,140,36.7,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939031,15,1,1,0,32,agh9ifb2mw3ivjusgedj7c3fe,1,36.7,22.1,2025-03-27T20:01:24.669Z,2025-03-27T22:49:08Z,5601560971,212,23,5601560965,56,Right,5601560969,141,4.9,5601560973,213,5.75,5601560967,140,55.6,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939039,16,1,1,0,35,agh9ifb2mw3ivjusgedj7c3fe,0,55.6,5.3,2025-03-27T20:01:27.669Z,2025-03-27T22:49:08Z,5601560997,155,,5601561011,4,,5601561005,212,36.6,5601561001,140,87.5,5601561009,1,,5601561003,141,27.1,5601560999,56,Center,5601561007,213,0.42,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939043,3,52,1,0,38,2l0ldgiwsgb8d6y3z0sfgjzyj,1,12.4,75.1,2025-03-27T20:01:31.056Z,2025-03-27T22:45:24Z,5601693361,376,,,,,,,,,,,,,,,,,,,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939063,4,1,1,0,54,2l0ldgiwsgb8d6y3z0sfgjzyj,1,16,30,2025-03-27T20:01:46.654Z,2025-03-27T22:45:24Z,5601561147,212,44.5,5601561139,199,,5601561143,140,57.2,5601561149,213,6.05,5601561145,141,14.6,5601561141,56,Right,5601561151,1,,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939075,5,1,1,0,58,2l0ldgiwsgb8d6y3z0sfgjzyj,0,58.7,13.7,2025-03-27T20:01:50.782Z,2025-03-27T22:45:23Z,5601561199,3,,5601561209,212,8.1,5601561203,56,Right,5601561211,213,6.2,5601561201,168,,5601561205,140,66.4,5601561207,141,12.7,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791962789,1148,44,1,0,59,agh9ifb2mw3ivjusgedj7c3fe,1,33.3,87,2025-03-27T20:01:51.910Z,2025-03-27T22:49:07Z,5601693765,285,,5601693761,56,Back,5601693767,233,653,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791962787,653,44,1,0,59,2l0ldgiwsgb8d6y3z0sfgjzyj,0,66.7,13,2025-03-27T20:01:51.911Z,2025-03-27T23:23:50Z,5601693795,233,1148,5601693759,286,,5601693757,56,Right,,,,,,,,,,,,,,,,cy3c0cj6yy1mokaj0mlk4k9re,Raúl García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939069,17,1,1,1,0,agh9ifb2mw3ivjusgedj7c3fe,1,36.8,71,2025-03-27T20:01:52.709Z,2025-03-27T22:49:07Z,5601561193,213,2.79,5601561185,56,Back,5601561191,212,14.9,5601561189,141,78.6,5601561183,3,,5601561187,140,23.5,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939077,6,43,1,1,1,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2025-03-27T20:01:53.815Z,2025-03-27T20:01:58Z,5601561217,286,0,5601561215,56,Right,5601561239,144,44,,,,,,,,,,,,,,,,cy3c0cj6yy1mokaj0mlk4k9re,Raúl García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939073,18,49,1,1,1,agh9ifb2mw3ivjusgedj7c3fe,1,23.5,78.6,2025-03-27T20:01:54.253Z,2025-03-27T22:49:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939079,19,1,1,1,2,agh9ifb2mw3ivjusgedj7c3fe,1,23.5,78.6,2025-03-27T20:01:54.470Z,2025-03-27T22:49:06Z,5601561229,140,2.9,5601561233,212,29.8,5601561235,213,3.9,5601561231,141,48.4,5601561227,56,Back,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939085,20,1,1,1,5,agh9ifb2mw3ivjusgedj7c3fe,1,2.9,48.4,2025-03-27T20:01:57.845Z,2025-03-27T22:49:05Z,5601561269,213,5.2,5601561263,140,12.2,5601561267,212,20.7,5601561261,56,Back,5601561265,141,21.5,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939091,21,1,1,1,9,agh9ifb2mw3ivjusgedj7c3fe,1,20.5,15.8,2025-03-27T20:02:01.924Z,2025-03-27T22:49:05Z,5601561303,141,20.8,5601561307,213,0.28,5601561305,212,12.3,5601561301,140,31.8,5601561299,56,Back,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939097,22,1,1,1,10,agh9ifb2mw3ivjusgedj7c3fe,0,31.8,20.8,2025-03-27T20:02:03.260Z,2025-03-27T22:49:05Z,5601561343,213,5.7,5601561335,56,Back,5601561341,212,7.4,5601561337,140,37.7,5601561339,141,14.8,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939099,7,8,1,1,11,2l0ldgiwsgb8d6y3z0sfgjzyj,1,64.4,88.1,2025-03-27T20:02:03.863Z,2025-03-27T22:45:23Z,5601694227,385,,5601561345,56,Left,,,,,,,,,,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939105,8,5,1,1,12,2l0ldgiwsgb8d6y3z0sfgjzyj,0,66.2,101.4,2025-03-27T20:02:05.317Z,2025-03-27T22:45:22Z,5601561609,233,23,5601561369,347,,5601561367,56,Left,,,,,,,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939145,23,5,1,1,12,agh9ifb2mw3ivjusgedj7c3fe,1,33.8,-1.4,2025-03-27T20:02:05.317Z,2025-03-27T23:23:52Z,5601561591,347,,5601561589,56,Back,5601561605,233,8,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939159,24,1,1,1,24,agh9ifb2mw3ivjusgedj7c3fe,1,32.3,0,2025-03-27T20:02:17.109Z,2025-03-27T22:49:04Z,5601561717,140,45.6,5601561721,212,20.7,5601561723,213,0.83,5601561719,141,21.4,5601561713,107,,5601561715,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939163,25,4,1,1,26,agh9ifb2mw3ivjusgedj7c3fe,1,47,25.4,2025-03-27T20:02:19.317Z,2025-03-27T22:49:12Z,5601561887,295,,5601561765,233,9,5601561747,152,,5601561745,56,Back,5601561751,286,,5601561743,13,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939165,9,4,1,1,26,2l0ldgiwsgb8d6y3z0sfgjzyj,0,53,74.6,2025-03-27T20:02:19.318Z,2025-03-27T23:23:39Z,5601561759,56,Center,5601561757,295,,5601561761,152,,5601561783,233,25,5601561755,13,,5601561763,285,,,,,,,,5b9awsil5bgqrsc13xsoj35nu,Jorge Herrando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939171,26,1,1,1,31,agh9ifb2mw3ivjusgedj7c3fe,1,45.6,21.4,2025-03-27T20:02:23.341Z,2025-03-27T22:49:03Z,5601561793,152,,5601561803,213,2.1,5601561799,141,33.4,5601561791,5,,5601561795,56,Back,5601561801,212,9.4,5601561797,140,41.1,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939173,27,1,1,1,33,agh9ifb2mw3ivjusgedj7c3fe,1,54.8,56,2025-03-27T20:02:26.012Z,2025-03-27T22:49:03Z,5601561813,140,62.7,5601561819,213,1.18,5601561815,141,85.8,5601561811,56,Left,5601561817,212,21.9,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939179,28,1,1,1,37,agh9ifb2mw3ivjusgedj7c3fe,1,63.2,85.1,2025-03-27T20:02:30.164Z,2025-03-27T22:49:02Z,5601561847,56,Center,5601561849,140,57.8,5601561853,212,9.9,5601561851,141,73.2,5601561855,213,4.1,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939181,29,1,1,1,40,agh9ifb2mw3ivjusgedj7c3fe,1,57.8,73.4,2025-03-27T20:02:32.388Z,2025-03-27T22:49:02Z,5601561863,141,66.8,5601561867,213,3.41,5601561861,140,42.5,5601561865,212,16.7,5601561859,56,Back,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939189,30,1,1,1,41,agh9ifb2mw3ivjusgedj7c3fe,1,42.5,66.8,2025-03-27T20:02:34.213Z,2025-03-27T22:49:01Z,5601561905,212,18.2,5601561901,140,44.9,5601561899,56,Back,5601561903,141,40.3,5601561907,213,4.85,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939191,31,1,1,1,44,agh9ifb2mw3ivjusgedj7c3fe,0,45.2,39.7,2025-03-27T20:02:36.716Z,2025-03-27T22:49:01Z,5601561919,213,5.59,5601561917,212,23.9,5601561913,140,62.7,5601561911,56,Right,5601561915,141,17.3,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939195,10,1,1,1,47,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.4,81.4,2025-03-27T20:02:39.918Z,2025-03-27T22:45:21Z,5601561933,213,0.92,5601561929,141,95.9,5601561931,212,12.4,5601561925,56,Back,5601561927,140,45.6,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939197,11,49,1,1,48,2l0ldgiwsgb8d6y3z0sfgjzyj,1,44,98.1,2025-03-27T20:02:41.041Z,2025-03-27T22:45:21Z,,,,,,,,,,,,,,,,,,,,,,,,,5xthw4pr86vwld0r2bz0b2v2t,José Arnáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939201,32,83,1,1,51,agh9ifb2mw3ivjusgedj7c3fe,0,61.1,2.6,2025-03-27T20:02:43.613Z,2025-03-27T22:49:13Z,5601561967,399,5xthw4pr86vwld0r2bz0b2v2t,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939203,12,50,1,1,52,2l0ldgiwsgb8d6y3z0sfgjzyj,1,40.8,97.8,2025-03-27T20:02:45.087Z,2025-03-27T22:45:20Z,5601561997,233,33,5601561965,286,,5601561963,56,Back,,,,,,,,,,,,,,,,5xthw4pr86vwld0r2bz0b2v2t,José Arnáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939207,33,7,1,1,52,agh9ifb2mw3ivjusgedj7c3fe,0,59.2,2.2,2025-03-27T20:02:45.088Z,2025-03-27T22:49:13Z,5601561987,233,12,5601561973,285,,5601698979,385,,5601561971,56,Right,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939205,13,61,1,1,52,2l0ldgiwsgb8d6y3z0sfgjzyj,1,41.3,98.3,2025-03-27T20:02:45.139Z,2025-03-27T22:49:14Z,5601561969,56,Back,,,,,,,,,,,,,,,,,,,,,,5xthw4pr86vwld0r2bz0b2v2t,José Arnáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939211,14,5,1,1,53,2l0ldgiwsgb8d6y3z0sfgjzyj,0,39.3,101.1,2025-03-27T20:02:45.670Z,2025-03-27T22:49:14Z,5601561993,347,,5601562021,233,34,5601561991,56,Back,,,,,,,,,,,,,,,,5xthw4pr86vwld0r2bz0b2v2t,José Arnáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939215,34,5,1,1,53,agh9ifb2mw3ivjusgedj7c3fe,1,60.7,-1.1,2025-03-27T20:02:45.670Z,2025-03-27T23:23:53Z,5601562023,233,14,5601562005,56,Right,5601562007,347,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939217,35,1,1,1,58,agh9ifb2mw3ivjusgedj7c3fe,1,61.3,0,2025-03-27T20:02:50.836Z,2025-03-27T22:48:59Z,5601562031,107,,5601562035,140,58.8,5601562033,56,Right,5601562039,212,7.1,5601562041,213,1.95,5601562045,189,,5601562037,141,8.6,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939221,36,1,1,2,0,agh9ifb2mw3ivjusgedj7c3fe,1,58.6,8.6,2025-03-27T20:02:52.908Z,2025-03-27T22:48:59Z,5601562063,140,44.1,5601562067,212,15.3,5601562069,213,3.07,5601562065,141,10.3,5601562061,56,Back,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939223,37,1,1,2,2,agh9ifb2mw3ivjusgedj7c3fe,1,44.1,10.3,2025-03-27T20:02:54.812Z,2025-03-27T22:48:59Z,5601562077,141,26.5,5601562073,56,Back,5601562079,212,11.2,5601562075,140,42.3,5601562081,213,1.74,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939227,38,1,1,2,3,agh9ifb2mw3ivjusgedj7c3fe,1,42.3,26.6,2025-03-27T20:02:56.212Z,2025-03-27T22:48:58Z,5601562099,140,46,5601562097,56,Back,5601562105,213,5.03,5601562101,141,9.2,5601562103,212,12.5,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939239,39,1,1,2,6,agh9ifb2mw3ivjusgedj7c3fe,1,45.8,10.9,2025-03-27T20:02:58.588Z,2025-03-27T22:48:58Z,5601562173,56,Back,5601562179,212,13.3,5601562175,140,40.3,5601562181,213,2.02,5601562177,141,28.6,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939265,40,1,1,2,13,agh9ifb2mw3ivjusgedj7c3fe,1,38.3,32.9,2025-03-27T20:03:05.356Z,2025-03-27T22:48:57Z,5601562309,213,4.65,5601562307,212,13.9,5601562303,140,37.5,5601562301,56,Back,5601562305,141,12.5,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939271,41,1,1,2,20,agh9ifb2mw3ivjusgedj7c3fe,1,39.8,29,2025-03-27T20:03:13.197Z,2025-03-27T22:48:57Z,5601562347,212,5.4,5601562341,56,Back,5601562345,141,22.3,5601562349,213,5.27,5601562343,140,42.5,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791939275,42,1,1,2,24,agh9ifb2mw3ivjusgedj7c3fe,0,44.6,22.3,2025-03-27T20:03:16.717Z,2025-03-27T22:48:57Z,5601562365,155,,5601562371,141,22.9,5601562375,213,0.02,5601562369,140,68,5601562373,212,24.6,5601562367,56,Center,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
