id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/14/value,qualifier/16/value,qualifier/17/value,teamName
2791944149,340,61,1,27,33,agh9ifb2mw3ivjusgedj7c3fe,1,33,16.2,2025-03-27T20:28:25.896Z,2025-03-27T22:47:15Z,5601589345,189,,5601589323,56,Back,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791944241,341,61,1,27,36,agh9ifb2mw3ivjusgedj7c3fe,1,31.9,31.9,2025-03-27T20:28:28.871Z,2025-03-27T22:47:15Z,5601589585,189,,5601589583,56,Back,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943289,291,1,1,27,41,agh9ifb2mw3ivjusgedj7c3fe,1,36.6,51.8,2025-03-27T20:28:33.408Z,2025-03-27T23:03:31Z,5601584143,140,38.3,5601584145,141,68.4,5601584151,213,1.41,5601584141,56,Back,5601584147,212,11.4,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943293,292,1,1,27,45,agh9ifb2mw3ivjusgedj7c3fe,1,37.9,67.7,2025-03-27T20:28:37.671Z,2025-03-27T22:47:14Z,5601584193,212,14.2,5601584191,141,47.2,5601584195,213,4.53,5601584189,140,35.4,5601584187,56,Back,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943295,293,1,1,27,46,agh9ifb2mw3ivjusgedj7c3fe,1,35.5,47.8,2025-03-27T20:28:39.255Z,2025-03-27T22:47:14Z,5601584205,141,48.2,5601584201,56,Back,5601584209,213,0.02,5601584207,212,11.6,5601584203,140,46.5,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943303,294,1,1,27,47,agh9ifb2mw3ivjusgedj7c3fe,1,46.5,48.2,2025-03-27T20:28:40.055Z,2025-03-27T22:47:13Z,5601584247,212,15.6,5601584243,140,35.7,5601584249,213,3.9,5601584241,56,Back,5601584245,141,32.5,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943309,295,1,1,27,50,agh9ifb2mw3ivjusgedj7c3fe,1,35.7,32.5,2025-03-27T20:28:42.879Z,2025-03-27T22:47:13Z,5601584315,56,Back,5601584319,141,60.2,5601584323,213,1.5,5601584321,212,18.9,5601584317,140,36.9,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943317,296,1,1,27,53,agh9ifb2mw3ivjusgedj7c3fe,1,36.8,59.3,2025-03-27T20:28:46.327Z,2025-03-27T22:47:12Z,5601584375,212,18.1,5601584371,140,35.3,5601584373,141,32.8,5601584377,213,4.63,5601584369,56,Back,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943323,297,1,1,27,56,agh9ifb2mw3ivjusgedj7c3fe,1,35.3,32.8,2025-03-27T20:28:49.207Z,2025-03-27T22:47:12Z,5601584419,141,46,5601584415,56,Back,5601584417,140,43.8,5601584421,212,12.7,5601584423,213,0.79,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943329,298,1,1,28,1,agh9ifb2mw3ivjusgedj7c3fe,1,43.7,45.5,2025-03-27T20:28:53.455Z,2025-03-27T22:47:12Z,5601584443,141,50.1,5601584447,213,0.73,5601584439,56,Back,5601584441,140,47,5601584445,212,4.7,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943339,299,1,1,28,1,agh9ifb2mw3ivjusgedj7c3fe,1,47,50.1,2025-03-27T20:28:54.215Z,2025-03-27T22:47:11Z,5601584469,140,37.7,5601584479,156,,5601584473,212,13.1,5601584475,213,2.41,5601584471,141,62.9,5601584467,56,Back,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943363,300,1,1,28,7,agh9ifb2mw3ivjusgedj7c3fe,1,60.8,66.9,2025-03-27T20:29:00.239Z,2025-03-27T22:47:11Z,5601584621,56,Center,5601584625,141,50.4,5601584623,140,55.6,5601584627,212,12.5,5601584629,213,4.26,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943367,301,50,1,28,12,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,65.4,2025-03-27T20:29:04.751Z,2025-03-27T23:03:53Z,5601584639,286,,5601584759,233,141,5601584637,56,Center,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943385,141,7,1,28,12,2l0ldgiwsgb8d6y3z0sfgjzyj,1,44.3,34.6,2025-03-27T20:29:04.752Z,2025-03-27T23:03:53Z,5601584731,56,Back,5601584751,233,301,5601584733,285,,5601708767,384,,,,,,,,,,,,,,cy3c0cj6yy1mokaj0mlk4k9re,Raúl García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791948173,310,1,1,28,13,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42,32.5,2025-03-27T20:29:05.330Z,2025-03-27T22:44:30Z,5601612105,140,38.5,5601612111,213,3.93,5601612107,141,27.1,5601612103,56,Back,5601612109,212,5.2,,,,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943389,142,49,1,28,14,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.5,25.5,2025-03-27T20:29:06.489Z,2025-03-27T23:03:56Z,,,,,,,,,,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943395,143,1,1,28,15,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.5,25.5,2025-03-27T20:29:07.617Z,2025-03-27T23:03:58Z,5601584787,212,12.2,5601584783,140,33.7,5601584789,213,4.29,5601584785,141,9.2,5601584781,56,Back,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943399,144,1,1,28,17,2l0ldgiwsgb8d6y3z0sfgjzyj,0,33.7,9.2,2025-03-27T20:29:09.737Z,2025-03-27T22:44:29Z,5601584807,56,Right,5601584805,155,,5601584815,213,0.04,5601584811,141,10.6,5601584809,140,56.3,5601584813,212,23.7,,,,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943401,302,49,1,28,19,agh9ifb2mw3ivjusgedj7c3fe,1,36.6,85.7,2025-03-27T20:29:11.839Z,2025-03-27T22:47:10Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943413,303,1,1,28,20,agh9ifb2mw3ivjusgedj7c3fe,1,36.6,85.7,2025-03-27T20:29:12.416Z,2025-03-27T22:47:10Z,5601584869,56,Back,5601584873,141,90.9,5601584875,212,8.4,5601584871,140,43.9,5601584877,213,0.43,5601584867,155,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943429,304,1,1,28,22,agh9ifb2mw3ivjusgedj7c3fe,1,43.9,90.9,2025-03-27T20:29:14.624Z,2025-03-27T22:47:09Z,5601584963,213,5.81,5601584961,212,16.4,5601584957,140,57.8,5601584955,56,Left,5601584953,155,,5601584959,141,79.8,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943439,305,1,1,28,25,agh9ifb2mw3ivjusgedj7c3fe,1,59.6,73.1,2025-03-27T20:29:18.007Z,2025-03-27T22:47:09Z,5601585033,140,42.3,5601585039,213,3.77,5601585035,141,53.6,5601585031,56,Back,5601585037,212,22.5,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943449,306,1,1,28,28,agh9ifb2mw3ivjusgedj7c3fe,1,44.6,51.5,2025-03-27T20:29:20.951Z,2025-03-27T22:47:08Z,5601585077,140,48.2,5601585081,212,8.9,5601585075,56,Back,5601585083,213,5.15,5601585079,141,39.7,,,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943459,307,1,1,28,32,agh9ifb2mw3ivjusgedj7c3fe,1,55.3,30.8,2025-03-27T20:29:24.648Z,2025-03-27T22:47:08Z,5601585145,140,76.6,5601585141,155,,5601585151,213,6.26,5601585149,212,22.4,5601585143,56,Center,5601585147,141,29.9,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943463,308,61,1,28,35,agh9ifb2mw3ivjusgedj7c3fe,0,76.9,30.2,2025-03-27T20:29:27.959Z,2025-03-27T22:47:08Z,5601585157,56,Center,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943473,145,12,1,28,36,2l0ldgiwsgb8d6y3z0sfgjzyj,1,18.8,70.3,2025-03-27T20:29:29.032Z,2025-03-27T22:44:28Z,5601585181,56,Back,5601585185,141,70.9,5601585215,15,,5601585187,212,1.9,5601585183,140,20.6,5601585189,213,0.21,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943485,309,1,1,28,37,agh9ifb2mw3ivjusgedj7c3fe,1,76.9,30.2,2025-03-27T20:29:29.766Z,2025-03-27T22:47:07Z,5601585251,140,91,5601585255,212,15,5601585253,141,26.6,5601585249,56,Center,5601585257,213,6.12,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943495,310,1,1,28,40,agh9ifb2mw3ivjusgedj7c3fe,1,96.3,30.1,2025-03-27T20:29:32.495Z,2025-03-27T23:04:21Z,5601585337,212,10,5601585331,56,Center,5601585335,141,44.8,5601585813,210,15,5601585333,140,96.4,5601585339,213,1.56,5601585815,154,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943499,311,15,1,28,41,agh9ifb2mw3ivjusgedj7c3fe,1,96.4,46.4,2025-03-27T20:29:33.719Z,2025-03-27T23:04:39Z,5601709319,80,,5601585843,147,46.8,5601585835,214,,5601585825,154,,5601586813,16,,5601585845,230,99.1,5601585833,103,19,5601585631,20,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,5601585839,100,,5601585823,29,,,5601585837,328,,5601585827,55,310,5601585853,233,146,5601585355,22,,5601585831,102,5601585841,146,,5601585635,82,5601585847,231,5601585359,56,Center,97.3,47.8,,43.7,
2791943501,146,10,1,28,41,2l0ldgiwsgb8d6y3z0sfgjzyj,1,2.9,53.8,2025-03-27T20:29:33.819Z,2025-03-27T23:23:38Z,5601585367,94,,5601585873,233,311,5601585369,56,Back,,,,,,,,,,,,,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943511,312,61,1,28,42,agh9ifb2mw3ivjusgedj7c3fe,1,95.7,44.6,2025-03-27T20:29:34.770Z,2025-03-27T23:04:44Z,5601585415,56,Center,,,,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943575,149,5,1,28,42,2l0ldgiwsgb8d6y3z0sfgjzyj,1,-0.6,60.2,2025-03-27T20:29:34.825Z,2025-03-27T23:04:45Z,5601585791,233,313,5601585767,346,,5601585765,56,Back,,,,,,,,,,,,,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943515,313,5,1,28,42,agh9ifb2mw3ivjusgedj7c3fe,0,100.6,39.8,2025-03-27T20:29:34.825Z,2025-03-27T23:23:53Z,5601585457,346,,5601585799,233,149,5601585455,56,Center,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943503,147,43,1,28,43,2l0ldgiwsgb8d6y3z0sfgjzyj,1,0,0,2025-03-27T20:29:35.489Z,2025-03-27T20:31:03Z,5601585373,56,Back,5601587309,144,61,,,,,,,,,,,,,,,,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943639,150,1,1,29,7,2l0ldgiwsgb8d6y3z0sfgjzyj,1,5.3,57.6,2025-03-27T20:30:00.241Z,2025-03-27T23:04:54Z,5601586153,74,,5601586687,189,,5601586141,213,0.64,5601586145,1,,5601586137,212,42.3,5601586135,141,95,5601586131,56,Back,5601586133,140,37.5,amjegysk3et638l4od103c7o5,Sergio Herrera,5601586129,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943649,151,1,1,29,16,2l0ldgiwsgb8d6y3z0sfgjzyj,1,56.8,95.4,2025-03-27T20:30:08.360Z,2025-03-27T22:44:27Z,5601586199,141,98,5601586203,213,0.13,5601586195,56,Left,5601586201,212,13.5,5601586197,140,69.5,,,,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943665,152,1,1,29,18,2l0ldgiwsgb8d6y3z0sfgjzyj,1,69.5,98,2025-03-27T20:30:11.161Z,2025-03-27T22:44:26Z,5601586309,213,3.31,5601586303,140,61.9,5601586307,212,8.1,5601586301,56,Left,5601586305,141,96,,,,,,,,,,5xthw4pr86vwld0r2bz0b2v2t,José Arnáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943677,153,1,1,29,22,2l0ldgiwsgb8d6y3z0sfgjzyj,1,58.4,96,2025-03-27T20:30:14.840Z,2025-03-27T22:44:26Z,5601586367,140,50.6,5601586373,213,3.32,5601586369,141,93.8,5601586371,212,8.3,5601586365,56,Left,,,,,,,,,,bpf2fcb73l96fwspo72shmkiy,Aimar Oroz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943683,154,1,1,29,25,2l0ldgiwsgb8d6y3z0sfgjzyj,1,44.7,94.2,2025-03-27T20:30:17.752Z,2025-03-27T22:44:25Z,5601586397,213,4.42,5601586393,141,81.1,5601586395,212,9.3,5601586391,140,42.1,5601586389,56,Back,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943695,155,1,1,29,26,2l0ldgiwsgb8d6y3z0sfgjzyj,1,42.1,81.1,2025-03-27T20:30:18.793Z,2025-03-27T22:44:25Z,5601586475,56,Back,5601586481,212,6.3,5601586483,213,0.27,5601586479,141,83.6,5601586477,140,47.9,,,,,,,,,,5b9awsil5bgqrsc13xsoj35nu,Jorge Herrando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943701,156,1,1,29,29,2l0ldgiwsgb8d6y3z0sfgjzyj,1,47.5,83.8,2025-03-27T20:30:21.528Z,2025-03-27T22:44:24Z,5601586507,140,33.4,5601586539,156,,5601586513,213,4.2,5601586509,141,44.9,5601586511,212,30.3,5601586505,56,Back,,,,,,,eqw6fu3no9qxejk17tqgeey5m,Pablo Ibáñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943713,157,1,1,29,31,2l0ldgiwsgb8d6y3z0sfgjzyj,1,33.4,42.1,2025-03-27T20:30:23.656Z,2025-03-27T22:44:24Z,5601586593,141,4.1,5601586597,213,4.94,5601586589,56,Back,5601586595,212,26.5,5601586591,140,39.2,,,,,,,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943735,158,1,1,29,33,2l0ldgiwsgb8d6y3z0sfgjzyj,1,38.9,5.9,2025-03-27T20:30:26.264Z,2025-03-27T22:44:24Z,5601586677,140,32.8,5601586683,213,1.94,5601586679,141,30.4,5601586681,212,17.8,5601586675,56,Back,,,,,,,,,,7r7wgbcu7vmlj19m9jpjhu1yi,Jesús Areso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943755,159,1,1,29,37,2l0ldgiwsgb8d6y3z0sfgjzyj,0,32.8,30.4,2025-03-27T20:30:30.121Z,2025-03-27T22:44:23Z,5601586765,155,,5601586775,213,6.16,5601586771,141,21.2,5601586773,212,49.5,5601586769,140,79.6,5601586777,1,,5601586767,56,Center,,,,bi8nrmyaxsgbhixw921fzvm5l,Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943753,314,49,1,29,41,agh9ifb2mw3ivjusgedj7c3fe,1,28.3,79.2,2025-03-27T20:30:33.511Z,2025-03-27T22:47:05Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943771,315,1,1,29,41,agh9ifb2mw3ivjusgedj7c3fe,1,28.3,79.2,2025-03-27T20:30:33.838Z,2025-03-27T22:47:05Z,5601586879,140,4.7,5601586883,212,31.3,5601586881,141,51,5601586885,213,3.8,5601586877,56,Back,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943785,160,45,1,29,45,2l0ldgiwsgb8d6y3z0sfgjzyj,0,93.2,50.3,2025-03-27T20:30:37.558Z,2025-03-27T23:23:48Z,5601586975,233,316,5601586969,286,,5601586967,56,Center,,,,,,,,,,,,,,,,cy3c0cj6yy1mokaj0mlk4k9re,Raúl García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943775,316,3,1,29,45,agh9ifb2mw3ivjusgedj7c3fe,1,6.8,49.7,2025-03-27T20:30:37.558Z,2025-03-27T23:05:12Z,5601586903,285,,5601586971,233,160,5601709623,465,,5601586901,56,Back,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943781,317,1,1,29,46,agh9ifb2mw3ivjusgedj7c3fe,1,6.6,49.6,2025-03-27T20:30:38.879Z,2025-03-27T22:47:04Z,5601586941,56,Back,5601586945,141,56.6,5601586943,140,24.2,5601586949,213,0.25,5601586947,212,19.1,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943797,318,1,1,29,47,agh9ifb2mw3ivjusgedj7c3fe,1,23.2,56.2,2025-03-27T20:30:40.039Z,2025-03-27T23:05:22Z,5601587009,141,75,5601587013,213,2.13,5601587011,212,15.1,5601587005,56,Back,5601587007,140,15.5,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943803,319,1,1,29,53,agh9ifb2mw3ivjusgedj7c3fe,1,21.7,75,2025-03-27T20:30:46.319Z,2025-03-27T22:47:03Z,5601587043,56,Back,5601587049,212,26.6,5601587045,140,25.2,5601587051,213,4.85,5601587047,141,36.2,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943817,320,1,1,29,58,agh9ifb2mw3ivjusgedj7c3fe,1,35.2,28.7,2025-03-27T20:30:50.711Z,2025-03-27T22:47:03Z,5601587119,140,46.1,5601587383,210,13,5601587123,212,18.1,5601587117,56,Back,5601587125,213,5.4,5601587121,141,8,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943863,163,83,1,30,1,2l0ldgiwsgb8d6y3z0sfgjzyj,0,44.7,91.5,2025-03-27T20:30:54.240Z,2025-03-27T23:05:37Z,5601587869,399,abr79wsl0folgkyvl821ggs2c,,,,,,,,,,,,,,,,,,,,,,5xthw4pr86vwld0r2bz0b2v2t,José Arnáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943833,161,45,1,30,2,2l0ldgiwsgb8d6y3z0sfgjzyj,0,43,90.3,2025-03-27T20:30:54.735Z,2025-03-27T23:05:36Z,5601587181,285,,5601587311,233,321,5601587179,56,Back,,,,,,,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943843,321,3,1,30,2,agh9ifb2mw3ivjusgedj7c3fe,1,57,9.7,2025-03-27T20:30:54.735Z,2025-03-27T23:05:35Z,5601587231,286,,5601709883,465,,5601587249,233,161,5601587229,56,Right,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943845,322,13,1,30,7,agh9ifb2mw3ivjusgedj7c3fe,1,81.3,35.2,2025-03-27T20:30:59.742Z,2025-03-27T23:05:50Z,5601587401,121,,5601587405,29,,5601587413,103,6.9,5601587419,231,47.8,5601587233,22,,5601587407,55,320,5601587237,56,Center,5601587411,102,58.5,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,5601587415,215,,5601710033,83,,,5601587417,230,98.4,5601587235,18,,5601587323,72,,,,,,,,,,,,,,,,,,,,,
2791943859,162,5,1,30,8,2l0ldgiwsgb8d6y3z0sfgjzyj,1,-0.7,41.1,2025-03-27T20:31:01.241Z,2025-03-27T22:44:22Z,5601587305,56,Back,5601587345,233,323,5601587307,346,,,,,,,,,,,,,,,,,8ij122duxc65thlj8flk2xdjp,Juan Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943861,323,5,1,30,8,agh9ifb2mw3ivjusgedj7c3fe,0,100.7,58.9,2025-03-27T20:31:01.241Z,2025-03-27T22:47:01Z,5601587317,346,,5601587349,233,162,5601587315,56,Center,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943931,164,1,1,30,36,2l0ldgiwsgb8d6y3z0sfgjzyj,1,5.3,61.8,2025-03-27T20:31:29.305Z,2025-03-27T22:44:21Z,5601587825,124,,5601587831,141,51.2,5601587835,213,4.48,5601587839,237,,5601587829,140,3.7,5601587833,212,7.4,5601587827,56,Back,,,,5b9awsil5bgqrsc13xsoj35nu,Jorge Herrando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943949,165,1,1,30,40,2l0ldgiwsgb8d6y3z0sfgjzyj,0,8.2,45.8,2025-03-27T20:31:32.360Z,2025-03-27T22:44:21Z,5601587955,56,Center,5601587959,141,49.1,5601587953,157,,5601587963,213,0.04,5601587965,1,,5601587961,212,56.5,5601587957,140,62,,,,amjegysk3et638l4od103c7o5,Sergio Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943951,324,44,1,30,44,agh9ifb2mw3ivjusgedj7c3fe,1,40,47,2025-03-27T20:31:36.591Z,2025-03-27T22:47:01Z,5601587991,233,166,5601587967,56,Back,5601587969,285,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943953,166,44,1,30,44,2l0ldgiwsgb8d6y3z0sfgjzyj,0,60,53,2025-03-27T20:31:36.592Z,2025-03-27T22:44:20Z,5601587971,56,Center,5601588023,233,324,5601587973,286,,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943957,325,1,1,30,44,agh9ifb2mw3ivjusgedj7c3fe,0,39.3,42.2,2025-03-27T20:31:36.918Z,2025-03-27T22:47:01Z,5601587979,3,,5601587987,212,1.8,5601587983,140,41,5601587989,213,6.25,5601587985,141,42.1,5601587981,56,Back,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943959,167,61,1,30,45,2l0ldgiwsgb8d6y3z0sfgjzyj,1,59.5,50.1,2025-03-27T20:31:37.816Z,2025-03-27T22:44:20Z,5601587995,56,Center,,,,,,,,,,,,,,,,,,,,,,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791943977,168,3,1,30,47,2l0ldgiwsgb8d6y3z0sfgjzyj,1,59.1,72,2025-03-27T20:31:40.126Z,2025-03-27T23:06:06Z,5601588107,233,326,5601588095,286,,5601588093,56,Center,5601710299,464,,,,,,,,,,,,,,5xthw4pr86vwld0r2bz0b2v2t,José Arnáiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
