id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/15/value,assist,qualifier/18/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/17/value,teamName
2756123369,1,34,16,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2024-12-07T14:12:30.684Z,2024-12-07T19:12:31Z,5406557423,59,"25, 23, 15, 16, 5, 3, 9, 46, 8, 20, 10, 13, 6, 7, 11, 12, 19, 22, 24, 34, 38, 36",5406557419,30,"2b7ankpb026wngkg3hgppev6y, euy1s0xo19019kegzcpp1gez9, 67qku7vyvbw76086eu05nowd1, 5o07mnpidavbe0hqoqzwgom50, evpjdko94awbqbbl5wl9hto7p, 9ao7l82r1xd2rjnvv5u6plcr9, cuxm7t8cql3v06hqf18wvcul1, 7x4eg9m0ikbokn9x4nzyt2jv8, 74z66mnnh5ipu13ihlqtun40k, dhtb9gizk25k1u3h0b7xgy4tl, 96cbv23es0gucmd2v0qvk3iwa, 2r4ox2h5r7doo3ys9ynm2nbo5, 2r4450bqkmpcf1ogmcfhvczmy, c4je25rkbg2n45xs5iurevhlh, a68fosxpgtyxj64ex9f6nget, 9ak3zczupeken1itsmkherbh1, 38igxi5sn8v00xtciwhqb44fe, 45s1v9805id09m5zkcylueod1, 9226xt1t1m3fy4ob9l2r16609, 3t777wlfc7hoepgiwwkuhoqok, 13uxs8820y7mi31fsw1i0qxw4, 30ed2aojjzmqigq6vkcrzc8pg",5406557425,130,8,5406557427,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5406557421,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5406557429,194,evpjdko94awbqbbl5wl9hto7p,5406911663,197,254,5406557431,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756135547,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-12-07T14:24:17.388Z,2024-12-07T15:16:40Z,5406625587,59,"13, 23, 3, 17, 2, 5, 8, 20, 9, 19, 11, 25, 26, 6, 7, 14, 16, 18, 21, 24, 32, 35, 36",5406625593,194,2wl6h1rlrfnn2mr65vuo3t815,5406625595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5406625591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5406625585,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5406625581,30,"4mxx1oxkiexm0ha34utcmb17t, cscn06kwqfzo09h0dc5ybt1pl, bzgh5psb1janz9y3btpswngbu, 3hht0os2uzu234yq550i3fbe2, bkwxem45cf48k14euwqe7rs44, cd5napttmwk5o9gxw3cbb4ted, 4ftlhtels58lyzfluwofzwxuy, 4gq1u1mqg0qzekh1u5djleeax, afxjicw89683nlpms9yy5x51x, abr79wsl0folgkyvl821ggs2c, 2wl6h1rlrfnn2mr65vuo3t815, 6ofu6yc2qwp5ii9cerdq1tk9h, yhipl27kpzoq85sizfyzmvx0, eb3ci3a120om80v80mobsus8a, 2szgrzcosfeifh664tgt3mfvt, 5kodjbsarkql4vhs126p2vhwq, cjll1xrw3xulnl23c9tlf6rys, 9f0jk3wgmlnnmnqrdkh4gnpt6, ezviixcyaaj162saxs2yl27s9, 4ggz7e009bq3yltc9o6mifbah, 8xjdsfk5u7wph4o7h1w45dses, 6l1y87tlepsvr83d8y2qifeqy, 4jpwo30o4qp53k59oxvuj90k4",5406992815,197,25285,5406625589,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756209073,2,32,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2024-12-07T15:17:24.763Z,2024-12-08T02:07:49Z,5407001363,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756209143,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-12-07T15:17:24.763Z,2024-12-07T15:17:26Z,5407001701,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756209181,3,1,1,0,0,ah8dala7suqqkj04n2l8xz4zd,1,50,49.9,2024-12-07T15:17:24.812Z,2024-12-08T07:06:44Z,5407001907,141,32.9,5407001913,279,S,5407001911,213,3.7,5410029617,178,,5407001905,140,32.5,5407001903,56,Back,5407001909,212,21.7,,,,74z66mnnh5ipu13ihlqtun40k,Vitor Roque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756209419,4,1,1,0,2,ah8dala7suqqkj04n2l8xz4zd,1,31.8,31.9,2024-12-07T15:17:27.675Z,2024-12-08T07:06:51Z,5407003317,141,2.1,5408754881,155,,5407003313,56,Right,5407003315,140,98.1,5410029781,178,,5407003323,1,,5407003319,212,72.5,5407003321,213,6,evpjdko94awbqbbl5wl9hto7p,Marc Bartra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756209473,5,1,1,0,9,ah8dala7suqqkj04n2l8xz4zd,0,98.1,2.1,2024-12-07T15:17:34.212Z,2024-12-08T07:06:58Z,5407006079,233,4,5408758017,20,,5407006075,236,,5407003645,213,1.6,5407003637,140,98,5407006085,286,,5408758015,386,,5410029905,178,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,5407003641,141,7.7,5407003643,212,3.8,5408758013,225,5407003625,2,5407003633,56,Right,5407003629,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756209599,4,12,1,0,9,agh9ifb2mw3ivjusgedj7c3fe,1,2.4,94.8,2024-12-07T15:17:34.306Z,2024-12-08T07:07:02Z,5407006153,233,5,5410030001,178,,5407006025,185,,5407004303,56,Back,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756209533,3,6,1,0,11,agh9ifb2mw3ivjusgedj7c3fe,0,0.2,92.4,2024-12-07T15:17:36.520Z,2024-12-08T07:07:04Z,5407004115,233,6,5407003893,56,Back,5407003895,73,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756209503,6,6,1,0,11,ah8dala7suqqkj04n2l8xz4zd,1,99.8,7.6,2024-12-07T15:17:36.520Z,2024-12-08T07:07:05Z,5407004001,75,,5407003999,56,Right,5407004093,233,3,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756210291,7,1,1,0,35,ah8dala7suqqkj04n2l8xz4zd,1,99.5,0.5,2024-12-07T15:18:00.531Z,2024-12-08T07:07:09Z,5407007915,223,,5407007907,2,,5407007921,141,33.8,5407007923,212,22.9,5407007919,140,96.2,5407007917,56,Center,5410030179,178,,5407007909,6,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,5407007911,155,,5407007925,213,1.72,5408762349,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756210309,8,1,1,0,36,ah8dala7suqqkj04n2l8xz4zd,0,96.2,33.8,2024-12-07T15:18:01.685Z,2024-12-08T07:07:12Z,5407008039,213,1.59,5407008031,56,Center,5407008035,141,59,5407008029,168,,5407008033,140,95.9,5407008027,3,,5410030237,388,,5407008037,212,17.1,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756210365,5,12,1,0,38,agh9ifb2mw3ivjusgedj7c3fe,1,9.2,44.6,2024-12-07T15:18:03.272Z,2024-12-08T07:07:16Z,5407008299,213,4.93,5410030321,388,,5407008293,140,11.4,5407008295,141,29.1,5407008297,212,10.8,5407008291,56,Back,5407008337,15,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756210435,6,12,1,0,40,agh9ifb2mw3ivjusgedj7c3fe,1,11.4,29.1,2024-12-07T15:18:05.577Z,2024-12-08T07:07:20Z,5407008621,213,5.61,5407008597,141,23.6,5410030451,388,,5407008617,212,6,5407008593,56,Back,5407008595,140,15.9,5407008641,15,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756210587,9,1,1,0,44,ah8dala7suqqkj04n2l8xz4zd,1,84.5,92,2024-12-07T15:18:09.602Z,2024-12-08T07:07:25Z,5407009391,213,2.82,5407009387,141,95.2,5410030593,178,,5407009389,212,7,5407009383,56,Left,5407009385,140,78.2,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756210603,10,1,1,0,46,ah8dala7suqqkj04n2l8xz4zd,1,78.2,95.2,2024-12-07T15:18:11.357Z,2024-12-08T07:07:38Z,5407009499,213,5.53,5410030861,178,,5407009491,141,90,5407009485,56,Left,5407009497,212,5.2,5407009489,140,81.8,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756210699,11,61,1,0,47,ah8dala7suqqkj04n2l8xz4zd,1,81.8,90,2024-12-07T15:18:11.925Z,2024-12-08T07:07:55Z,5407010087,56,Left,5410031225,178,,,,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756210735,12,1,1,0,48,ah8dala7suqqkj04n2l8xz4zd,0,93.8,91.5,2024-12-07T15:18:13.652Z,2024-12-08T07:07:58Z,5408765535,72,,5407010295,212,1.8,5407010325,233,7,5410031371,178,,5407010283,2,,5407010329,286,,5407010297,213,4.65,5408765533,224,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,5407010287,56,Left,5407010293,141,88.9,5407010323,236,5407010289,140,,,,,,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756210663,7,12,1,0,48,agh9ifb2mw3ivjusgedj7c3fe,1,9.6,16.7,2024-12-07T15:18:13.663Z,2024-12-08T07:07:59Z,5407009801,56,Back,5407010495,233,12,5407009797,185,,5410031425,178,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756210675,8,6,1,0,49,agh9ifb2mw3ivjusgedj7c3fe,0,8.4,14.6,2024-12-07T15:18:14.549Z,2024-12-08T07:08:01Z,5407010225,56,Back,5407189971,233,13,5407010227,73,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756210817,13,6,1,0,49,ah8dala7suqqkj04n2l8xz4zd,1,91.6,85.4,2024-12-07T15:18:14.549Z,2024-12-08T07:08:02Z,5407010881,73,,5407189859,233,8,5407010879,56,Left,,,,,,,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756211761,14,1,1,1,19,ah8dala7suqqkj04n2l8xz4zd,1,99.5,99.5,2024-12-07T15:18:44.121Z,2024-12-08T07:08:09Z,5407015779,155,,5407015801,212,28.6,5407015775,2,,5407015803,213,4.37,5407015791,140,90.4,5407015787,56,Center,5407015777,6,,5407015783,224,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,5407015795,141,59.8,5408768035,72,,5410031703,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756211767,15,1,1,1,20,ah8dala7suqqkj04n2l8xz4zd,1,89.9,60.7,2024-12-07T15:18:45.252Z,2024-12-08T07:08:12Z,5407067063,3,,5407067487,210,15,5407066789,141,41.5,5407066787,140,95.3,5407066793,212,14.2,5407067489,154,,5407066783,168,,5407066797,213,5.12,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,5410031799,388,,5407015829,56,Center,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756216283,31,44,1,1,22,ah8dala7suqqkj04n2l8xz4zd,1,96.4,40.8,2024-12-07T15:18:46.783Z,2024-12-08T08:54:50Z,5407040135,56,Center,5407040137,286,,5407040205,233,9,,,,,,,,,,,,,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756211793,9,44,1,1,22,agh9ifb2mw3ivjusgedj7c3fe,0,3.6,59.2,2024-12-07T15:18:46.784Z,2024-12-08T07:08:18Z,5407040263,233,31,5407015933,56,Back,5407015937,285,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756211857,16,15,1,1,22,ah8dala7suqqkj04n2l8xz4zd,1,97,41.6,2024-12-07T15:18:46.855Z,2024-12-08T08:54:50Z,5407038985,29,,5407039001,102,50.6,5407038979,78,,5407037331,25,,5410032049,388,,5407039011,147,50,5407067531,154,,5407039009,146,99.8,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,5407016255,60,,5407037359,82,,5407016257,56,5407039003,103,5408775883,214,,5407039013,230,19,,Center,99.4,5407037353,15,5407039005,100,5407039017,231,45.8,5407037357,328,5407039007,101,5407038995,55,15,5407039095,233,10,,,,,,,,,Real Betis
2756211881,10,10,1,1,22,agh9ifb2mw3ivjusgedj7c3fe,1,0.2,50,2024-12-07T15:18:47.506Z,2024-12-08T07:08:58Z,5410032729,178,,5407016413,56,Back,5407016411,94,,5407039133,233,16,5407021471,14,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756212139,17,1,1,1,27,ah8dala7suqqkj04n2l8xz4zd,1,53.1,40.5,2024-12-07T15:18:52.724Z,2024-12-08T07:09:10Z,5410032925,178,,5407017737,212,30.1,5407017739,213,2.96,5407017733,140,24.9,5407017729,56,Back,5407017735,141,48.4,,,,,,,euy1s0xo19019kegzcpp1gez9,Y. Sabaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756212421,18,1,1,1,37,ah8dala7suqqkj04n2l8xz4zd,1,26.5,56.5,2024-12-07T15:19:02.261Z,2024-12-08T07:09:25Z,5407019331,213,0.28,5407019333,1,,5407019329,212,55.2,5407019321,157,,5407019325,140,77,5407019323,56,Left,5407019327,141,78.9,5410032983,178,,2b7ankpb026wngkg3hgppev6y,Fran Vieites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756212491,19,1,1,1,40,ah8dala7suqqkj04n2l8xz4zd,0,77,78.9,2024-12-07T15:19:05.583Z,2024-12-08T07:09:30Z,5407019697,141,100,5407019689,56,Left,5407019709,213,1.37,5410033375,388,,5407019687,3,,5407019703,212,16,5407019691,140,80,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756212741,11,5,1,1,44,agh9ifb2mw3ivjusgedj7c3fe,1,20.8,-2,2024-12-07T15:19:09.587Z,2024-12-08T07:09:34Z,5407020941,56,Back,5407020943,347,,5407021045,233,20,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756212507,20,5,1,1,44,ah8dala7suqqkj04n2l8xz4zd,0,79.2,102,2024-12-07T15:19:09.587Z,2024-12-08T07:09:35Z,5407019771,347,,5407019767,56,Left,5407021097,233,11,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756213153,12,1,1,1,57,agh9ifb2mw3ivjusgedj7c3fe,1,26.7,0,2024-12-07T15:19:21.830Z,2024-12-08T07:09:40Z,5407023527,189,,5407023027,212,21.4,5407023029,213,0.95,5407023033,1,,5407023021,56,Back,5407023023,140,38.5,5407023019,107,,5407023025,141,24.1,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756213229,13,1,1,1,59,agh9ifb2mw3ivjusgedj7c3fe,1,37,30.3,2024-12-07T15:19:24.310Z,2024-12-08T07:09:46Z,5407023451,56,Back,5407023465,212,28.6,5407023463,141,70.5,5407023461,140,28.9,5410033639,178,,5407023467,213,1.87,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756213347,14,1,1,2,5,agh9ifb2mw3ivjusgedj7c3fe,1,28.9,77.5,2024-12-07T15:19:30.049Z,2024-12-08T07:09:52Z,5407024107,212,13.8,5410033835,178,,5407024109,213,0.76,5407024103,140,38.4,5407024105,141,91.5,5407024101,56,Back,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756213467,15,1,1,2,8,agh9ifb2mw3ivjusgedj7c3fe,0,43,89.7,2024-12-07T15:19:33.280Z,2024-12-08T07:09:58Z,5407024693,1,,5407024691,213,5.35,5407024687,141,46,5407024689,212,36.9,5407024683,56,Center,5407024685,140,63.8,5410033957,178,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756213547,21,1,1,2,11,ah8dala7suqqkj04n2l8xz4zd,1,32,52.5,2024-12-07T15:19:35.930Z,2024-12-08T07:10:03Z,5410034113,178,,5407025185,56,Back,5407025187,140,12.2,5407025191,212,22,5407025189,141,41.9,5407025193,213,3.48,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756213551,22,49,1,2,13,ah8dala7suqqkj04n2l8xz4zd,1,12.2,41.9,2024-12-07T15:19:38.611Z,2024-12-08T07:10:06Z,,,,,,,,,,,,,,,,,,,,,,,,,2b7ankpb026wngkg3hgppev6y,Fran Vieites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756213661,23,1,1,2,13,ah8dala7suqqkj04n2l8xz4zd,0,12.2,41.9,2024-12-07T15:19:38.677Z,2024-12-08T07:10:08Z,5410034241,178,,5407025739,56,Center,5407025757,1,,5407025741,140,63.1,5407025751,213,6.16,5407025737,157,,5407025743,141,32,5407025745,212,53.9,2b7ankpb026wngkg3hgppev6y,Fran Vieites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756213771,16,1,1,2,18,agh9ifb2mw3ivjusgedj7c3fe,0,41.1,71.4,2024-12-07T15:19:42.920Z,2024-12-08T07:10:11Z,5407026295,3,,5407026301,141,53.3,5407026297,56,Center,5407026305,213,5.7,5407026303,212,22.2,5407026299,140,58.7,5410034323,388,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756213885,24,1,1,2,20,ah8dala7suqqkj04n2l8xz4zd,1,40.2,44.9,2024-12-07T15:19:45.454Z,2024-12-08T07:10:16Z,5407026857,56,Back,5407026865,141,38.5,5407026861,140,49.7,5407026871,212,10.9,5407026855,3,,5407026875,213,5.87,5410034451,388,,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756214649,19,83,1,2,22,agh9ifb2mw3ivjusgedj7c3fe,0,45.3,59.3,2024-12-07T15:19:47.670Z,2024-12-08T07:10:19Z,5407031191,399,dhtb9gizk25k1u3h0b7xgy4tl,,,,,,,,,,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756214033,25,1,1,2,22,ah8dala7suqqkj04n2l8xz4zd,1,56.7,38.7,2024-12-07T15:19:47.729Z,2024-12-08T07:10:23Z,5407027655,212,22.4,5407027653,141,65,5407027651,140,69.6,5407027649,56,Center,5407027657,213,0.92,5410034595,178,,5407027647,155,,5407030663,210,15,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,5407030665,154,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756214037,26,15,1,2,27,ah8dala7suqqkj04n2l8xz4zd,1,86.5,57.3,2024-12-07T15:19:52.570Z,2024-12-08T07:10:30Z,5407030695,214,,5407027681,17,,5408783063,89,,5407030681,78,,5410034753,178,,5407030693,103,2.5,5407030703,147,53.8,5407030699,146,94.3,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,5407030683,29,,5407027679,22,,5407030803,233,5407029967,20,5407030691,102,48.2,5407027685,56,,,17,Center,5407030687,55,5407030685,154,,,,,,,,,,,,,,25,,,,,,,,Real Betis
2756214043,17,10,1,2,28,agh9ifb2mw3ivjusgedj7c3fe,1,6.8,45.4,2024-12-07T15:19:52.926Z,2024-12-08T07:10:33Z,5407030933,233,26,5407027727,182,,5407027729,56,Back,5408785319,376,,5407027723,173,,5407028681,179,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756214105,18,6,1,2,32,agh9ifb2mw3ivjusgedj7c3fe,0,7.8,45.6,2024-12-07T15:19:56.793Z,2024-12-08T07:10:38Z,5407029077,233,27,5407028215,73,,5407028213,56,Back,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756214201,27,6,1,2,32,ah8dala7suqqkj04n2l8xz4zd,1,92.2,54.4,2024-12-07T15:19:56.793Z,2024-12-08T07:10:39Z,5407028731,56,Center,5407028733,75,,5407028761,233,18,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756214873,28,1,1,2,58,ah8dala7suqqkj04n2l8xz4zd,0,99.5,0.5,2024-12-07T15:20:23.479Z,2024-12-08T07:10:44Z,5410035091,178,,5407032211,155,,5407032213,223,,5407032225,213,1.64,5407032209,6,,5407032207,2,,5407032215,56,Center,5407032221,141,41.1,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,5408787749,72,,5407032223,212,27.7,5407032219,140,,,,,,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756215005,20,12,1,2,59,agh9ifb2mw3ivjusgedj7c3fe,1,3,63.3,2024-12-07T15:20:24.688Z,2024-12-08T07:10:47Z,5407032847,141,67,5407033013,167,,5410035169,388,,5407032845,140,0,5407032851,212,5.5,5407032855,213,2.67,5407032841,56,Back,5407033155,15,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756215019,21,6,1,3,0,agh9ifb2mw3ivjusgedj7c3fe,0,0,66.2,2024-12-07T15:20:25.010Z,2024-12-08T07:10:52Z,5407033275,56,Back,5407033277,73,,5407033399,233,29,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756214975,29,6,1,3,0,ah8dala7suqqkj04n2l8xz4zd,1,100,33.8,2024-12-07T15:20:25.010Z,2024-12-08T07:10:52Z,5407033089,75,,5407033299,233,21,5407033087,56,Center,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756215457,30,1,1,3,22,ah8dala7suqqkj04n2l8xz4zd,0,99.5,0.5,2024-12-07T15:20:47.197Z,2024-12-08T07:10:56Z,5407035447,223,,5407035439,2,,5407035455,140,96.6,5410035405,178,,5407035465,213,1.67,5407035459,141,46.1,5408792757,72,,5407035441,6,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,5407035443,155,,5407035451,56,Center,5407035463,212,,,,,,,,,,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
