id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,teamName
2714320251,110,8,1,12,38,3budh3j9xivsid3ptm8ptpy4k,1,22.7,53.5,2024-08-27T19:43:37.642Z,2024-08-28T05:38:29Z,5178092605,56,Back,5178771543,385,,5178881449,178,,,,,,,,,,,,,,,,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714440645,962,61,1,12,38,agh9ifb2mw3ivjusgedj7c3fe,1,77.7,48.1,2024-08-27T19:43:37.702Z,2024-08-28T05:38:53Z,5178881633,178,,5178771661,56,Center,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714319859,104,49,1,12,39,3budh3j9xivsid3ptm8ptpy4k,1,21.5,44.8,2024-08-27T19:43:37.939Z,2024-08-28T05:38:58Z,,,,,,,,,,,,,,,,,,,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714319835,128,43,1,12,39,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T19:43:38.039Z,2024-08-27T19:43:59Z,5178090379,213,5.52,5178090377,212,3.1,5178090375,141,47.5,5178092145,144,1,5178090371,56,Center,5178090373,140,74.4,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714319921,105,1,1,12,41,3budh3j9xivsid3ptm8ptpy4k,0,23.6,30.6,2024-08-27T19:43:40.813Z,2024-08-28T05:39:02Z,5178090865,1,,5178881703,178,,5178090853,157,,5178090859,141,23.7,5178090861,212,35.7,5178090857,140,57.3,5178090855,56,Center,5178090863,213,6.15,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714319939,129,49,1,12,43,agh9ifb2mw3ivjusgedj7c3fe,1,46,82.9,2024-08-27T19:43:42.764Z,2024-08-28T05:39:06Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714319995,130,1,1,12,45,agh9ifb2mw3ivjusgedj7c3fe,1,46,82.9,2024-08-27T19:43:44.587Z,2024-08-28T05:39:08Z,5178091263,212,8.3,5178091261,141,81.4,5178881743,178,,5178091257,56,Left,5178091259,140,53.8,5178091265,213,6.16,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320065,131,1,1,12,50,agh9ifb2mw3ivjusgedj7c3fe,1,51.1,70,2024-08-27T19:43:49.029Z,2024-08-28T05:39:18Z,5178091563,56,Center,5178881839,178,,5178091571,213,5.83,5178091567,141,62.6,5178091569,212,11.5,5178091565,140,61,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320135,132,1,1,12,52,agh9ifb2mw3ivjusgedj7c3fe,0,65.8,55,2024-08-27T19:43:51.740Z,2024-08-28T05:39:22Z,5178091899,141,36.7,5178091897,140,90.4,5178091895,56,Center,5178881871,178,,5178091903,213,5.83,5178091901,212,28.7,5178091893,155,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320099,106,8,1,12,55,3budh3j9xivsid3ptm8ptpy4k,1,9.6,58.4,2024-08-27T19:43:54.159Z,2024-08-28T05:39:28Z,5178881915,178,,5178772097,385,,5178091731,56,Back,5178091777,15,,,,,,,,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320171,133,61,1,12,56,agh9ifb2mw3ivjusgedj7c3fe,0,88.3,28.4,2024-08-27T19:43:55.665Z,2024-08-28T05:39:59Z,5178092079,56,Center,5178882139,178,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320183,107,49,1,12,57,3budh3j9xivsid3ptm8ptpy4k,1,3.9,77.6,2024-08-27T19:43:56.717Z,2024-08-28T05:40:02Z,,,,,,,,,,,,,,,,,,,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320193,108,1,1,13,0,3budh3j9xivsid3ptm8ptpy4k,0,3.9,88.6,2024-08-27T19:43:59.345Z,2024-08-28T05:40:07Z,5178092165,56,Back,5178092173,141,92.3,5178092169,140,9.2,5178092443,236,,5178092449,286,,5178092445,233,134,5178882229,178,,5178092181,213,0.42,lp63o37czdwete0smmu62k89,A. Mumin,5178092177,212,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320223,134,74,1,13,0,agh9ifb2mw3ivjusgedj7c3fe,1,86.8,8.5,2024-08-27T19:43:59.525Z,2024-08-28T05:40:10Z,5178092417,285,,5178092415,56,Right,5178882249,178,,5178092451,233,108,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320243,109,5,1,13,1,3budh3j9xivsid3ptm8ptpy4k,1,11.3,102,2024-08-27T19:44:00.742Z,2024-08-28T05:40:12Z,5178092555,347,,5178092625,233,135,5178092553,56,Back,,,,,,,,,,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320227,135,5,1,13,1,agh9ifb2mw3ivjusgedj7c3fe,0,88.7,-2,2024-08-27T19:44:00.742Z,2024-08-28T05:40:12Z,5178092649,233,109,5178092457,347,,5178092455,56,Right,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320749,111,1,1,13,36,3budh3j9xivsid3ptm8ptpy4k,1,13.4,100,2024-08-27T19:44:35.396Z,2024-08-28T05:40:17Z,5178095325,107,,5178095331,141,92.9,5178095329,140,29.1,5178095327,56,Back,5178095333,212,17.6,5178095335,213,5.93,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320755,112,44,1,13,37,3budh3j9xivsid3ptm8ptpy4k,1,33.6,91.8,2024-08-27T19:44:36.789Z,2024-08-28T06:09:39Z,5178095497,233,137,5178095349,285,,5178095347,56,Back,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320769,137,44,1,13,37,agh9ifb2mw3ivjusgedj7c3fe,0,66.4,8.2,2024-08-27T19:44:36.790Z,2024-08-28T05:40:20Z,5178095435,56,Right,5178095527,233,112,5178095437,286,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320763,113,1,1,13,38,3budh3j9xivsid3ptm8ptpy4k,0,29.1,92.9,2024-08-27T19:44:36.852Z,2024-08-28T06:09:40Z,5178095373,56,Back,5178095369,3,,5178095371,168,,5178095381,213,5.54,5178882391,178,,5178095375,140,35.9,5178095379,212,9.7,5178095377,141,83.3,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320767,136,43,1,13,38,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T19:44:37.799Z,2024-08-27T19:44:45Z,5178095407,213,0,5178095399,56,Right,5178095405,212,0,5178095401,140,63.7,5178095939,144,1,5178095403,141,9,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320811,138,50,1,13,40,agh9ifb2mw3ivjusgedj7c3fe,1,61.4,6.3,2024-08-27T19:44:39.592Z,2024-08-28T05:40:33Z,5178095793,233,114,5178095667,56,Right,5178095669,286,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320807,114,7,1,13,41,3budh3j9xivsid3ptm8ptpy4k,1,38.6,93.7,2024-08-27T19:44:40.216Z,2024-08-28T05:40:36Z,5178095643,167,,5178095647,285,,5178882453,389,,5178095645,56,Back,5178095779,233,138,5178772985,385,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320819,115,5,1,13,42,3budh3j9xivsid3ptm8ptpy4k,0,37.3,102,2024-08-27T19:44:41.815Z,2024-08-28T05:40:37Z,5178096353,233,139,5178095717,347,,5178095715,56,Back,,,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320921,139,5,1,13,42,agh9ifb2mw3ivjusgedj7c3fe,1,62.7,-2,2024-08-27T19:44:41.815Z,2024-08-28T05:40:38Z,5178096327,233,115,5178096307,56,Right,5178096309,347,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320963,140,1,1,13,51,agh9ifb2mw3ivjusgedj7c3fe,0,66.5,0,2024-08-27T19:44:50.321Z,2024-08-28T05:40:40Z,5178096513,107,,5178096521,212,13.4,5178096523,213,0.7,5178096515,56,Right,5178096519,141,11,5178096517,140,76.2,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714320971,116,8,1,13,53,3budh3j9xivsid3ptm8ptpy4k,1,19.3,87.8,2024-08-27T19:44:51.878Z,2024-08-28T05:40:43Z,5178096543,56,Back,5178882481,178,,5178773133,383,,,,,,,,,,,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714320979,117,49,1,13,53,3budh3j9xivsid3ptm8ptpy4k,1,23.2,86.7,2024-08-27T19:44:52.178Z,2024-08-28T05:40:48Z,,,,,,,,,,,,,,,,,,,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714321047,118,1,1,13,54,3budh3j9xivsid3ptm8ptpy4k,1,23.2,86.7,2024-08-27T19:44:53.427Z,2024-08-28T05:40:50Z,5178096945,56,Back,5178096953,213,6.1,5178096949,141,84.5,5178882531,178,,5178096947,140,31.1,5178096951,212,8.4,,,,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714321053,119,4,1,13,56,3budh3j9xivsid3ptm8ptpy4k,1,33.8,81.4,2024-08-27T19:44:55.257Z,2024-08-28T05:40:54Z,5178097003,13,,5178097115,286,,5178097065,233,141,5178097007,152,,5178097009,265,,5178097005,56,Back,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714321041,141,4,1,13,56,agh9ifb2mw3ivjusgedj7c3fe,0,66.2,18.6,2024-08-27T19:44:55.258Z,2024-08-28T05:40:53Z,5178882563,178,,5178097157,285,,5178097099,233,119,5178096983,13,,5178096985,56,Right,5178096989,265,,5178096987,152,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714321545,120,1,1,14,26,3budh3j9xivsid3ptm8ptpy4k,1,32.2,76.8,2024-08-27T19:45:25.254Z,2024-08-28T05:40:57Z,5178099763,1,,5178099757,141,11.9,5178882591,178,,5178099755,140,61,5178099743,155,,5178099759,212,53.5,5178099761,213,5.31,5178099745,196,,lp63o37czdwete0smmu62k89,A. Mumin,5178099753,56,5178099749,152,,5178099739,5,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714321559,121,4,1,14,29,3budh3j9xivsid3ptm8ptpy4k,1,59.5,12.8,2024-08-27T19:45:27.992Z,2024-08-28T05:41:03Z,5178100019,13,,5178100027,286,,5178100189,233,142,5178100025,152,,5178100023,56,Right,5178100021,294,,,,,,,,c157xhi78x9cykn7xz816bjd,Jorge de Frutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714321553,142,4,1,14,29,agh9ifb2mw3ivjusgedj7c3fe,0,40.5,87.2,2024-08-27T19:45:27.993Z,2024-08-28T05:41:03Z,5178100113,56,Back,5178100109,13,,5178100111,294,,5178882651,178,,5178100251,233,121,5178100117,285,,5178100115,152,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714322127,122,27,1,14,58,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T19:45:57.467Z,2024-08-28T05:41:07Z,5178102953,233,143,5178102919,41,Injury,5178102923,53,c157xhi78x9cykn7xz816bjd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714322077,143,27,1,14,58,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T19:45:57.467Z,2024-08-28T05:41:08Z,5178102985,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714322793,123,28,1,15,54,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T19:46:53.303Z,2024-08-28T05:16:05Z,5178154339,233,144,5178106631,55,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714322903,144,28,1,15,54,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T19:46:53.303Z,2024-08-28T05:16:05Z,5178154363,233,123,5178107307,55,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714323121,124,1,1,16,10,3budh3j9xivsid3ptm8ptpy4k,0,61.3,16.4,2024-08-27T19:47:09.184Z,2024-08-28T05:16:09Z,5178108403,141,84.2,5178108393,5,,5178873745,178,,5178108391,2,,5178108401,140,97.2,5178108513,345,,5178774485,224,,5178774487,20,,u04ao1ldrjjesgqq52o7ghqt,Unai López,5178108405,212,5178108395,155,,5178108407,213,0.89,59.6,,5178108409,1,5178108397,152,5178108399,56,Left,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323149,145,12,1,16,14,agh9ifb2mw3ivjusgedj7c3fe,1,3,14.2,2024-08-27T19:47:13.379Z,2024-08-28T05:16:14Z,5178108555,213,4.78,5178108551,141,0,5178108605,167,,5178108553,212,11,5178873751,388,,5178108547,56,Back,5178108571,15,,5178108549,140,3.7,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714323187,125,5,1,16,16,3budh3j9xivsid3ptm8ptpy4k,1,95.4,102,2024-08-27T19:47:15.055Z,2024-08-28T05:16:15Z,5178108747,233,146,5178108739,56,Left,5178108741,347,,,,,,,,,,,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323157,146,5,1,16,16,agh9ifb2mw3ivjusgedj7c3fe,0,4.6,-2,2024-08-27T19:47:15.055Z,2024-08-28T05:16:16Z,5178108757,233,125,5178108591,347,,5178108589,56,Back,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714323657,126,1,1,16,47,3budh3j9xivsid3ptm8ptpy4k,1,95,100,2024-08-27T19:47:46.292Z,2024-08-28T05:16:19Z,5178111311,140,96.7,5178111313,141,82.8,5178111309,56,Left,5178111307,107,,5178111315,212,13,5178111317,213,4.85,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323671,127,1,1,16,48,3budh3j9xivsid3ptm8ptpy4k,1,96.7,82.8,2024-08-27T19:47:47.188Z,2024-08-28T05:16:25Z,5178873779,178,,5178111435,56,Left,5178111437,140,91.2,5178111439,141,81.1,5178111443,213,3.34,5178111441,212,5.9,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323679,128,1,1,16,49,3budh3j9xivsid3ptm8ptpy4k,0,91.2,81.1,2024-08-27T19:47:48.086Z,2024-08-28T05:16:29Z,5178111491,56,Center,5178792899,225,,5178792901,386,,5178111505,213,4.65,5178111501,212,12,5178873823,178,,5178111483,2,,5178111495,140,90.5,8eh38t4oyyt728co362f6uqqd,Álvaro García,5178111499,141,5178792903,72,,,,,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323979,147,12,1,16,50,agh9ifb2mw3ivjusgedj7c3fe,1,13.2,36.9,2024-08-27T19:47:49.424Z,2024-08-28T05:16:32Z,5178113155,56,Right,5178113157,140,61.4,5178113161,212,52.8,5178113159,141,14.6,5178873835,178,,5178113163,213,5.99,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714323769,129,1,1,16,55,3budh3j9xivsid3ptm8ptpy4k,1,35.5,89.2,2024-08-27T19:47:53.994Z,2024-08-28T05:16:35Z,5178112049,141,57,5178112053,212,36.5,5178112041,56,Back,5178112057,213,3.79,5178112061,1,,5178873841,178,,5178112043,140,7.7,,,,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323815,130,1,1,16,58,3budh3j9xivsid3ptm8ptpy4k,1,8.1,57.2,2024-08-27T19:47:57.607Z,2024-08-28T05:16:39Z,5178112269,212,18,5178112265,141,64.6,5178873879,178,,5178112273,213,0.28,5178112261,56,Back,5178112263,140,24.6,,,,,,,9xhbpn45z9wvjidbmparzkdm1,Dani Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323863,131,1,1,17,2,3budh3j9xivsid3ptm8ptpy4k,1,28.3,68.8,2024-08-27T19:48:00.949Z,2024-08-28T05:16:41Z,5178873911,178,,5178112527,141,91,5178112529,212,20.1,5178112531,213,0.85,5178112525,140,40.9,5178112523,56,Back,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323905,132,1,1,17,4,3budh3j9xivsid3ptm8ptpy4k,1,46.7,93,2024-08-27T19:48:03.660Z,2024-08-28T05:16:47Z,5178112741,56,Left,5178112755,213,0.15,5178112743,140,66.7,5178112747,141,97.7,5178873939,178,,5178112751,212,21.2,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323961,133,1,1,17,7,3budh3j9xivsid3ptm8ptpy4k,1,67.1,97.7,2024-08-27T19:48:06.261Z,2024-08-28T05:16:50Z,5178113065,213,5.14,5178113059,140,72.1,5178113061,141,80.8,5178113057,56,Left,5178873959,178,,5178113063,212,12.6,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323967,134,61,1,17,8,3budh3j9xivsid3ptm8ptpy4k,0,70.9,81.4,2024-08-27T19:48:07.295Z,2024-08-28T05:16:53Z,5178113087,56,Left,5178873969,178,,,,,,,,,,,,,,,,,,,,1bdnkqbxm2u5ror7ipig5m73e,Sergio Camello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714323987,148,49,1,17,9,agh9ifb2mw3ivjusgedj7c3fe,1,32.4,18.5,2024-08-27T19:48:08.703Z,2024-08-28T05:16:56Z,,,,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714323999,149,3,1,17,11,agh9ifb2mw3ivjusgedj7c3fe,0,39.2,15,2024-08-27T19:48:10.155Z,2024-08-28T05:17:01Z,5178793209,465,,5178113239,286,,5178113237,56,Back,5178873999,178,,5178113493,233,135,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714324039,135,7,1,17,11,3budh3j9xivsid3ptm8ptpy4k,0,60.8,85,2024-08-27T19:48:10.382Z,2024-08-28T05:17:05Z,5178113463,56,Left,5178793235,385,,5178113475,233,149,5178113465,285,,5178874023,178,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714324019,150,61,1,17,11,agh9ifb2mw3ivjusgedj7c3fe,1,36.6,14.2,2024-08-27T19:48:10.384Z,2024-08-28T05:17:07Z,5178874039,178,,5178113375,56,Back,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714324097,136,49,1,17,13,3budh3j9xivsid3ptm8ptpy4k,1,40.6,78.8,2024-08-27T19:48:12.396Z,2024-08-28T05:17:13Z,,,,,,,,,,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714324169,137,1,1,17,13,3budh3j9xivsid3ptm8ptpy4k,1,40.6,78.8,2024-08-27T19:48:12.459Z,2024-08-28T05:17:16Z,5178114117,56,Back,5178874065,178,,5178114119,140,10.2,5178114127,1,,5178114125,213,3.61,5178114123,212,35.7,5178114121,141,55.3,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714324207,138,1,1,17,18,3budh3j9xivsid3ptm8ptpy4k,0,10.3,52.5,2024-08-27T19:48:17.585Z,2024-08-28T05:17:20Z,5178114341,212,45.4,5178874081,178,,5178114343,213,5.56,5178114333,155,,5178114339,141,8.2,5178114337,140,42.6,5178114335,56,Back,5178114345,1,,9xhbpn45z9wvjidbmparzkdm1,Dani Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714324267,151,1,1,17,20,agh9ifb2mw3ivjusgedj7c3fe,1,54,88.3,2024-08-27T19:48:19.680Z,2024-08-28T05:17:26Z,5178114651,140,63.7,5178114649,56,Center,5178114647,3,,5178874097,388,,5178114653,141,78.7,5178114657,213,5.71,5178114655,212,12.1,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714324273,152,49,1,17,21,agh9ifb2mw3ivjusgedj7c3fe,1,59.2,80,2024-08-27T19:48:20.648Z,2024-08-28T05:17:29Z,,,,,,,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714324309,153,1,1,17,23,agh9ifb2mw3ivjusgedj7c3fe,1,59.2,80,2024-08-27T19:48:22.221Z,2024-08-28T05:17:34Z,5178114837,140,58.7,5178114839,141,94.6,5178114835,56,Left,5178874119,178,,5178114841,212,9.9,5178114843,213,1.62,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714324321,154,1,1,17,24,agh9ifb2mw3ivjusgedj7c3fe,0,58.7,94.6,2024-08-27T19:48:23.114Z,2024-08-28T05:17:37Z,5178114903,141,83.9,5178114895,140,69,5178114911,213,5.69,5178874123,178,,5178114889,56,Left,5178114907,212,13,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714324325,139,8,1,17,25,3budh3j9xivsid3ptm8ptpy4k,1,29.1,16.2,2024-08-27T19:48:24.021Z,2024-08-28T05:36:14Z,5178114925,56,Back,5178874147,178,,5178793475,383,,,,,,,,,,,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
