id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,teamName
2714379537,559,1,2,51,2,agh9ifb2mw3ivjusgedj7c3fe,1,24.8,39.6,2024-08-27T20:42:18.777Z,2024-08-28T05:39:06Z,5178881707,178,,5178425037,212,30.8,5178425039,213,6.13,5178425035,141,32.7,5178425029,241,,5178426257,189,,5178425027,155,,5178425031,56,Center,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,5178425025,5,5178425033,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379561,560,1,2,51,5,agh9ifb2mw3ivjusgedj7c3fe,1,54.7,58,2024-08-27T20:42:21.779Z,2024-08-28T05:39:16Z,5178881717,178,,5178426309,189,,5178425171,212,19.7,5178425167,140,58.3,5178425169,141,86.4,5178425173,213,1.38,5178425165,56,Left,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379575,383,83,2,51,10,3budh3j9xivsid3ptm8ptpy4k,0,20.5,29.8,2024-08-27T20:42:26.751Z,2024-08-28T05:39:22Z,5178425485,399,4ftlhtels58lyzfluwofzwxuy,,,,,,,,,,,,,,,,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714379587,561,1,2,51,11,agh9ifb2mw3ivjusgedj7c3fe,1,79.4,72.2,2024-08-27T20:42:27.787Z,2024-08-28T05:39:26Z,5178425327,141,85.8,5178425329,212,20.2,5178425331,213,0.48,5178425325,140,96.5,5178881905,178,,5178425323,56,Left,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379599,562,1,2,51,13,agh9ifb2mw3ivjusgedj7c3fe,0,96.5,84.9,2024-08-27T20:42:29.648Z,2024-08-28T05:39:42Z,5178425395,213,4.76,5178811193,225,,5178425389,140,97.4,5178425383,2,,5178811195,386,,5178425393,212,20.8,5178425387,56,Center,5178811197,72,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,5178425391,141,5178882045,178,,,,,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379601,384,52,2,51,14,3budh3j9xivsid3ptm8ptpy4k,1,3.4,46.5,2024-08-27T20:42:30.528Z,2024-08-28T05:40:18Z,5178882311,389,,5178811225,376,,,,,,,,,,,,,,,,,,,,9xhbpn45z9wvjidbmparzkdm1,Dani Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714379775,385,80,2,51,37,3budh3j9xivsid3ptm8ptpy4k,0,9.6,50.1,2024-08-27T20:42:53.457Z,2024-08-28T05:40:10Z,5178882241,178,,,,,,,,,,,,,,,,,,,,,,,9xhbpn45z9wvjidbmparzkdm1,Dani Cárdenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714379799,386,1,2,51,38,3budh3j9xivsid3ptm8ptpy4k,0,15,49.8,2024-08-27T20:42:55.047Z,2024-08-28T05:40:22Z,5178426661,157,,5178882351,178,,5178426663,198,,5178426675,1,,5178426673,213,0.23,5178426665,56,Center,5178426667,140,64.5,5178426669,141,67.4,9xhbpn45z9wvjidbmparzkdm1,Dani Cárdenas,5178426671,212,,,,,,,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714379803,563,44,2,51,41,agh9ifb2mw3ivjusgedj7c3fe,1,36,32.6,2024-08-27T20:42:57.999Z,2024-08-28T06:09:44Z,5178426729,233,387,5178426681,56,Back,5178426683,285,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379805,387,44,2,51,41,3budh3j9xivsid3ptm8ptpy4k,0,64,67.4,2024-08-27T20:42:58Z,2024-08-28T05:40:28Z,5178426737,233,563,5178426689,56,Center,5178426691,286,,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714379825,564,1,2,51,41,agh9ifb2mw3ivjusgedj7c3fe,1,36.7,32.8,2024-08-27T20:42:58.091Z,2024-08-28T06:09:44Z,5178426825,212,15.6,5178426817,3,,5178426823,141,49.9,5178426827,213,0.84,5178426819,56,Back,5178426821,140,46.6,5178882399,388,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379867,565,1,2,51,43,agh9ifb2mw3ivjusgedj7c3fe,1,46.6,49.9,2024-08-27T20:42:59.657Z,2024-08-28T05:40:36Z,5178882449,178,,5178427035,56,Back,5178427037,140,46.2,5178427039,141,42,5178427041,212,5.4,5178427043,213,4.63,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379871,566,81,2,51,44,agh9ifb2mw3ivjusgedj7c3fe,0,46.2,42,2024-08-27T20:43:00.469Z,2024-08-28T05:40:39Z,5178427067,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379845,388,27,2,51,44,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T20:43:01.168Z,2024-08-28T05:40:42Z,5178811427,40,,5178811425,201,,5178427165,233,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714379887,567,27,2,51,44,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T20:43:01.168Z,2024-08-28T05:40:42Z,5178811597,201,,5178811553,40,,5178427169,233,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379885,389,28,2,51,49,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T20:43:05.668Z,2024-08-28T05:40:47Z,5178427139,55,388,5178427217,233,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714379895,568,28,2,51,49,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T20:43:05.668Z,2024-08-28T05:40:48Z,5178427205,55,567,5178427229,233,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379899,569,68,2,51,50,agh9ifb2mw3ivjusgedj7c3fe,1,41.7,35.4,2024-08-27T20:43:06.668Z,2024-08-28T05:40:50Z,5178427651,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379889,390,68,2,51,51,3budh3j9xivsid3ptm8ptpy4k,0,56.4,63.2,2024-08-27T20:43:07.219Z,2024-08-28T05:40:53Z,5178427191,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714379915,570,49,2,51,51,agh9ifb2mw3ivjusgedj7c3fe,1,42.7,34.4,2024-08-27T20:43:08.168Z,2024-08-28T05:41:02Z,,,,,,,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379935,571,1,2,51,53,agh9ifb2mw3ivjusgedj7c3fe,1,42.7,34.4,2024-08-27T20:43:09.710Z,2024-08-28T05:41:06Z,5178427437,56,Center,5178427439,140,63.1,5178427441,141,36.9,5178427445,213,0.08,5178427443,212,21.5,5178882677,178,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379955,572,4,2,51,58,agh9ifb2mw3ivjusgedj7c3fe,1,73.2,57,2024-08-27T20:43:14.535Z,2024-08-28T05:41:13Z,5178427547,265,,5178427549,286,,5178427545,152,,5178427625,233,391,5178427541,13,,5178427543,56,Center,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714379959,391,4,2,51,58,3budh3j9xivsid3ptm8ptpy4k,0,26.8,43,2024-08-27T20:43:14.536Z,2024-08-28T05:41:13Z,5178427641,233,572,5178427601,265,,5178427603,285,,5178882701,178,,5178427597,56,Back,5178427599,152,,5178427595,13,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380301,573,13,2,52,52,agh9ifb2mw3ivjusgedj7c3fe,1,74.1,53.8,2024-08-27T20:44:08.707Z,2024-08-28T05:41:21Z,5178430537,230,98.8,5178429669,56,Center,5178430529,83,,5178429663,26,,5178430531,102,57.1,5178882765,178,,5178430539,231,48.9,5178430535,458,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5178429667,18,5178430527,121,,5178431197,72,,,,5178430533,103,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,Barcelona
2714380489,392,5,2,52,53,3budh3j9xivsid3ptm8ptpy4k,1,-0.6,42.8,2024-08-27T20:44:09.843Z,2024-08-28T05:41:26Z,5178430805,56,Back,5178430813,233,574,5178430807,346,,,,,,,,,,,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380315,574,5,2,52,53,agh9ifb2mw3ivjusgedj7c3fe,0,100.6,57.2,2024-08-27T20:44:09.843Z,2024-08-28T05:41:26Z,5178430863,233,392,5178429737,346,,5178429735,56,Center,5178430631,361,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380505,393,1,2,53,19,3budh3j9xivsid3ptm8ptpy4k,1,3.8,59.2,2024-08-27T20:44:35.934Z,2024-08-28T05:41:30Z,5178430933,212,5.6,5178430927,56,Back,5178430929,140,2.5,5178430925,124,,5178431545,189,,5178430931,141,51.2,5178430939,237,,5178430935,213,4.47,lp63o37czdwete0smmu62k89,A. Mumin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380517,394,1,2,53,20,3budh3j9xivsid3ptm8ptpy4k,1,3.7,50.1,2024-08-27T20:44:36.868Z,2024-08-28T05:41:37Z,5178431015,212,55.9,5178431017,213,0.6,5178431019,1,,5178882887,178,,5178431937,189,,5178431011,140,47.7,5178431007,56,Back,5178431013,141,96.3,9xhbpn45z9wvjidbmparzkdm1,Dani Cárdenas,5178431005,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380521,575,83,2,53,25,agh9ifb2mw3ivjusgedj7c3fe,0,44.9,7.6,2024-08-27T20:44:41.968Z,2024-08-28T05:41:45Z,5178431159,399,2qauzcv74cd8uqfv2ibl52ymt,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380527,395,1,2,53,26,3budh3j9xivsid3ptm8ptpy4k,1,54.7,96.9,2024-08-27T20:44:42.639Z,2024-08-28T05:41:48Z,5178431071,141,97.8,5178431067,56,Left,5178431069,140,63.3,5178431073,212,9.1,5178882963,178,,5178431075,213,0.07,,,,,,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380533,396,1,2,53,27,3budh3j9xivsid3ptm8ptpy4k,1,63.6,97.8,2024-08-27T20:44:43.818Z,2024-08-28T05:41:52Z,5178431105,140,63.6,5178431107,141,87.9,5178431109,212,6.7,5178431111,213,4.71,5178431103,56,Left,5178882981,178,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380565,397,1,2,53,28,3budh3j9xivsid3ptm8ptpy4k,1,63.6,87.9,2024-08-27T20:44:44.338Z,2024-08-28T05:41:54Z,5178431305,213,0.31,5178883001,178,,5178431299,140,82.7,5178431297,56,Left,5178431301,141,97.5,5178431303,212,21.1,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380585,398,1,2,53,33,3budh3j9xivsid3ptm8ptpy4k,1,83.8,97.1,2024-08-27T20:44:49.197Z,2024-08-28T05:42:03Z,5178431433,213,5.57,5178883059,178,,5178431429,141,85,5178431427,140,92.9,5178431431,212,12.6,5178431425,56,Left,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380591,399,1,2,53,34,3budh3j9xivsid3ptm8ptpy4k,0,92.9,85,2024-08-27T20:44:50.964Z,2024-08-28T05:42:08Z,5178431469,213,4.89,5178431465,212,13.3,5178883119,178,,5178812109,72,,5178812105,225,,5178431457,56,Center,5178431453,2,,5178812107,386,,2qauzcv74cd8uqfv2ibl52ymt,A. Espino,5178431459,140,5178431461,141,65.7,,,,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380595,576,1,2,53,35,agh9ifb2mw3ivjusgedj7c3fe,1,7,35.9,2024-08-27T20:44:52.156Z,2024-08-28T05:42:11Z,5178883137,178,,5178431503,213,5.11,5178431501,212,15.3,5178431495,56,Back,5178431497,140,12.6,5178431499,141,15.2,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380601,577,49,2,53,36,agh9ifb2mw3ivjusgedj7c3fe,1,12,15.2,2024-08-27T20:44:53.007Z,2024-08-28T05:42:31Z,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380611,578,1,2,53,39,agh9ifb2mw3ivjusgedj7c3fe,0,10.7,15.8,2024-08-27T20:44:55.319Z,2024-08-28T05:42:24Z,5178431609,233,400,5178431551,140,12.9,5178431557,213,0.09,5178431553,141,16.1,5178431613,286,,5178431549,56,Back,5178883197,178,,5178431607,236,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,5178431555,212,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380619,400,74,2,53,39,3budh3j9xivsid3ptm8ptpy4k,1,86.8,91.8,2024-08-27T20:44:55.382Z,2024-08-28T05:42:28Z,5178431619,233,578,5178431587,56,Left,5178431589,285,,5178883217,178,,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380631,579,1,2,53,40,agh9ifb2mw3ivjusgedj7c3fe,0,10.1,18,2024-08-27T20:44:56.980Z,2024-08-28T05:42:35Z,5178431677,213,5.98,5178431675,212,10.9,5178883255,178,,5178431671,140,20,5178431669,56,Back,5178431673,141,13.2,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380641,401,8,2,53,41,3budh3j9xivsid3ptm8ptpy4k,1,75.3,91.3,2024-08-27T20:44:57.477Z,2024-08-28T05:42:37Z,5178431731,56,Left,5178883273,178,,5178812245,385,,,,,,,,,,,,,,,,,8onruhr4es313aq52xsl7nxlh,Óscar Valentín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380645,580,1,2,53,42,agh9ifb2mw3ivjusgedj7c3fe,1,16.5,11.4,2024-08-27T20:44:58.699Z,2024-08-28T05:42:41Z,5178431761,141,13.4,5178431757,56,Back,5178431759,140,25.5,5178431765,213,0.14,5178883317,178,,5178431763,212,9.5,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380647,402,45,2,53,43,3budh3j9xivsid3ptm8ptpy4k,0,70.2,88.4,2024-08-27T20:44:59.738Z,2024-08-28T05:42:47Z,5178431773,56,Left,5178431775,286,,5178431811,233,581,,,,,,,,,,,,,,,,3ca7tqrdasmeop6ud9zot0wdl,Isi Palazón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380649,581,3,2,53,43,agh9ifb2mw3ivjusgedj7c3fe,1,29.8,11.6,2024-08-27T20:44:59.738Z,2024-08-28T05:42:47Z,5178812325,464,,5178431777,56,Back,5178431779,285,,5178431805,233,402,5178883363,178,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380687,582,1,2,53,44,agh9ifb2mw3ivjusgedj7c3fe,1,33,18.3,2024-08-27T20:45:00.699Z,2024-08-28T05:42:53Z,5178883377,178,,5178432017,141,6.6,5178432019,212,16.5,5178432015,140,46.8,5178432021,213,5.78,5178432013,56,Back,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380711,583,1,2,53,50,agh9ifb2mw3ivjusgedj7c3fe,1,72,18.5,2024-08-27T20:45:06.308Z,2024-08-28T05:43:01Z,5178883391,178,,5178432183,141,47.4,5178432187,213,1.46,5178432185,212,19.8,5178432181,140,74.1,5178432177,56,Center,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380729,584,1,2,53,53,agh9ifb2mw3ivjusgedj7c3fe,1,78.2,51.8,2024-08-27T20:45:09.191Z,2024-08-28T05:43:07Z,5178432285,212,14.2,5178432279,56,Center,5178432287,213,1.01,5178432807,210,13,5178883409,178,,5178432283,141,69.5,5178812431,154,,5178432281,140,85.4,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714380731,585,13,2,53,55,agh9ifb2mw3ivjusgedj7c3fe,1,84,67.8,2024-08-27T20:45:11.514Z,2024-08-28T05:43:15Z,5178812435,154,,5178432839,55,584,5178432849,231,51.6,5178432845,103,2.8,5178432707,23,,5178432843,102,60.5,5178432833,73,,5178432299,64,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,5178432837,29,5178432847,230,98.1,5178432709,20,,,,5178883421,178,5178432301,56,,,,,,,Center,,,,,,,,,,,,,,,,,,Barcelona
2714380781,403,5,2,53,56,3budh3j9xivsid3ptm8ptpy4k,1,-1.4,39,2024-08-27T20:45:12.331Z,2024-08-28T05:43:12Z,5178432557,346,,5178432555,56,Back,5178432585,233,586,,,,,,,,,,,,,,,,bpfp895223p7w0px2ui3nb2l1,I. Balliu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714380753,586,5,2,53,56,agh9ifb2mw3ivjusgedj7c3fe,0,101.4,61,2024-08-27T20:45:12.331Z,2024-08-28T05:43:12Z,5178432407,346,,5178432605,233,403,5178432405,56,Center,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714381337,408,27,2,53,58,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T20:45:14.476Z,2024-08-28T05:43:24Z,5178436515,53,8eh38t4oyyt728co362f6uqqd,5178435851,233,589,5178436513,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714381325,589,27,2,53,58,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T20:45:14.476Z,2024-08-28T05:43:24Z,5178446855,233,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714381095,587,43,2,54,56,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T20:46:12.863Z,2024-08-27T20:46:32Z,5178435217,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714381235,404,18,2,55,12,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T20:46:29.067Z,2024-08-28T05:43:30Z,5178435211,59,17,5178435267,55,405,5178435207,42,,5178435209,44,Midfielder,,,,,,,,,,,,,u04ao1ldrjjesgqq52o7ghqt,Unai López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714381239,405,19,2,55,12,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T20:46:29.068Z,2024-08-28T05:43:31Z,5178435227,59,6,5178435229,44,Midfielder,5178435231,55,404,5178435225,145,4,5178440311,292,7,5178435221,42,,5178440313,293,5,,,,1ho7koiegfhsuevuum2meibu2,P. Ciss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714381219,588,43,2,55,14,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T20:46:30.590Z,2024-08-27T20:46:32Z,5178435251,144,28,5178435149,55,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714381321,406,18,2,55,31,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T20:46:47.778Z,2024-08-28T05:43:34Z,5178435789,55,407,5178435773,59,18,5178435769,41,,5178435771,44,Midfielder,,,,,,,,,,,,,8eh38t4oyyt728co362f6uqqd,Álvaro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714381323,407,19,2,55,31,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T20:46:47.779Z,2024-08-28T05:43:35Z,5178435779,145,11,5178435785,55,406,5178440211,292,7,5178435775,41,,5178440213,293,1,5178435781,59,21,5178435783,44,Midfielder,,,,63yktdky9m0aus8ebkaqzdhhx,Adri Embarba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714381349,409,28,2,55,34,3budh3j9xivsid3ptm8ptpy4k,1,0,0,2024-08-27T20:46:51.024Z,2024-08-28T05:43:44Z,5178435929,233,590,5178435925,55,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714381331,590,28,2,55,34,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-08-27T20:46:51.024Z,2024-08-28T05:43:45Z,5178435935,233,409,5178435807,55,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714381415,410,1,2,55,41,3budh3j9xivsid3ptm8ptpy4k,0,4.8,45.3,2024-08-27T20:46:57.654Z,2024-08-28T05:43:49Z,5178436311,212,70.4,5178436313,213,6.15,5178436307,140,71.2,5178436309,141,31.1,5178436305,56,Center,5178436315,1,,5178436303,124,,5178436317,74,,533095rnz0k8mxqe6gzn0mfo5,F. Lejeune,5178438321,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano
2714381429,591,1,2,55,47,agh9ifb2mw3ivjusgedj7c3fe,1,26.2,66,2024-08-27T20:47:03.846Z,2024-08-28T05:43:55Z,5178436393,140,29,5178883647,388,,5178436391,56,Back,5178436389,3,,5178436397,212,9,5178436399,213,5.05,5178436395,141,53.5,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714381435,592,1,2,55,49,agh9ifb2mw3ivjusgedj7c3fe,1,29,53.5,2024-08-27T20:47:05.582Z,2024-08-28T05:43:59Z,5178436443,212,15,5178883673,178,,5178436441,141,40.8,5178436435,157,,5178436445,213,5.67,5178436437,56,Back,5178436439,140,40.7,5178436447,1,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714381439,593,49,2,55,50,agh9ifb2mw3ivjusgedj7c3fe,1,41.3,39.9,2024-08-27T20:47:06.595Z,2024-08-28T05:44:03Z,,,,,,,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714381453,594,1,2,55,52,agh9ifb2mw3ivjusgedj7c3fe,1,42.7,38.1,2024-08-27T20:47:08.401Z,2024-08-28T05:44:07Z,5178883711,178,,5178436543,140,45.5,5178436541,56,Back,5178436547,212,17.7,5178436549,213,4.88,5178436545,141,12.4,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2714381463,595,1,2,55,55,agh9ifb2mw3ivjusgedj7c3fe,1,58.4,15.6,2024-08-27T20:47:11.789Z,2024-08-28T05:44:13Z,5178436631,212,7.8,5178436625,56,Right,5178436629,141,4.4,5178436627,140,60.1,5178436633,213,4.94,5178883729,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
