id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,teamName
2815051733,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-05-15T18:12:35.271Z,2025-05-15T19:29:27Z,5728882959,30,"6ofu6yc2qwp5ii9cerdq1tk9h, 4ggz7e009bq3yltc9o6mifbah, 6l1y87tlepsvr83d8y2qifeqy, 4ftlhtels58lyzfluwofzwxuy, awsod0zmnrukk21d4882ji7e1, 1av9mmv19jwvc4xdr0p9owyxh, abr79wsl0folgkyvl821ggs2c, ezviixcyaaj162saxs2yl27s9, afxjicw89683nlpms9yy5x51x, 4gq1u1mqg0qzekh1u5djleeax, 2wl6h1rlrfnn2mr65vuo3t815, 2e55g4q93y382cg7h0yk5rtud, 4mxx1oxkiexm0ha34utcmb17t, bkwxem45cf48k14euwqe7rs44, bzgh5psb1janz9y3btpswngbu, eb3ci3a120om80v80mobsus8a, 308krssmz6irpfntht1ka78tm, 5kodjbsarkql4vhs126p2vhwq, cjll1xrw3xulnl23c9tlf6rys, 3hht0os2uzu234yq550i3fbe2, 9f0jk3wgmlnnmnqrdkh4gnpt6, 8xjdsfk5u7wph4o7h1w45dses",5728882967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5729031767,197,26091,5728882969,194,awsod0zmnrukk21d4882ji7e1,5728882971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5728882961,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5728882963,59,"25, 24, 35, 8, 4, 15, 19, 21, 9, 20, 11, 1, 13, 2, 3, 6, 10, 14, 16, 17, 18, 32",5728882965,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815052615,1,34,16,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2025-05-15T18:14:30.906Z,2025-05-15T19:32:06Z,5728887717,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5728887709,30,"5f8kjgsaabn2li5r7bvpebbsa, 7h0b81yjiiu356rycsakgd0yc, 5djkwcoflvxcv5oida6txfyp6, 74wjzeja92l4q8fpy1bkmcsfd, cddggachzf198p1yhq9owtofd, 6810qbng9pfg1bztczv11grmd, 1am59svvwz5idpdjq307dd5hw, 7y8ns61qioqu7kfsqzkvkwhuy, 5fqvl0m1rkzhj9tmafrcxur6c, 8qvqdjw1d58mw7420lpmk7bah, e5qp6dh1prc55llew51zpy1gp, bglk6tokkpgjltpzljp1p345x, 1wylybleussatoxg8u6reao2y, eyhvr45vc1n690dxobcthmndh, 2rqxh5mex336ci45jaw428y5l, 1o4lfwkyx28j63ara4ye4wjdg, 1ore4ght7ls393tcpbmah9dcl, 6peka1v0xt2ctv0qtoaw9cslx, c23q56z612clw2oxpordhrwiy, 59u1gn30f6bg5lr06zsglykq2, 1whtyw1adggpz4j1xp7sjbeg9, ch1bilea3jhwexlcdin0llyc4",5728887721,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5728887719,194,e5qp6dh1prc55llew51zpy1gp,5729025279,197,270,5728887715,130,8,5728887713,59,"1, 23, 22, 10, 4, 6, 31, 19, 2, 8, 7, 13, 33, 3, 5, 9, 11, 12, 16, 17, 18, 42",5728887711,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078499,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-05-15T19:30:36.998Z,2025-05-15T19:30:40Z,5729033583,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078497,2,32,1,0,0,c8llrezkm3b3op4afrou6b487,1,0,0,2025-05-15T19:30:36.998Z,2025-05-16T03:59:26Z,5729033573,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078519,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,50,50,2025-05-15T19:30:37.038Z,2025-05-16T05:33:15Z,5729630967,178,,5729033667,56,Back,5729033677,279,S,5729033671,141,66.9,5729033673,212,12.7,5729033669,140,44.9,5729033675,213,2.01,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078531,4,1,1,0,1,agh9ifb2mw3ivjusgedj7c3fe,1,44.9,66.9,2025-05-15T19:30:37.998Z,2025-05-16T05:33:38Z,5729631043,178,,5729033759,56,Back,5729033767,213,3.91,5729033765,212,11.5,5729033761,140,37,5729033763,141,55.1,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078549,5,1,1,0,8,agh9ifb2mw3ivjusgedj7c3fe,1,45.9,52.1,2025-05-15T19:30:45.598Z,2025-05-16T05:33:53Z,5729631153,178,,5729033853,140,46.7,5729033851,56,Back,5729033855,141,28.5,5729033859,213,4.76,5729033857,212,16.1,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078587,6,1,1,0,11,agh9ifb2mw3ivjusgedj7c3fe,1,44.4,28.9,2025-05-15T19:30:48.958Z,2025-05-16T05:33:58Z,5729034047,196,,5729034059,1,,5729631183,178,,5729034051,140,11.4,5729034053,141,90,5729034055,212,54.1,5729034057,213,2.27,5729034049,56,Back,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078599,7,1,1,0,18,agh9ifb2mw3ivjusgedj7c3fe,1,11.2,90,2025-05-15T19:30:55.158Z,2025-05-16T05:34:04Z,5729034113,141,97.1,5729034119,213,0.65,5729034117,212,8,5729631225,178,,5729034109,140,17.3,5729034105,56,Back,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078639,8,1,1,0,19,agh9ifb2mw3ivjusgedj7c3fe,1,17.1,96.3,2025-05-15T19:30:56.478Z,2025-05-16T05:34:08Z,5729034329,213,5.51,5729034323,140,26.9,5729631257,178,,5729034321,56,Back,5729034325,141,81.5,5729034327,212,14.4,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078659,9,1,1,0,24,agh9ifb2mw3ivjusgedj7c3fe,0,39.9,81.7,2025-05-15T19:31:01.838Z,2025-05-16T05:34:12Z,5729034405,141,53.9,5729034403,140,70.1,5729034401,56,Center,5729034409,213,5.75,5729631285,178,,5729034407,212,36.9,5729034411,1,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078661,3,49,1,0,27,c8llrezkm3b3op4afrou6b487,1,25.5,51.6,2025-05-15T19:31:04.598Z,2025-05-16T05:34:27Z,,,,,,,,,,,,,,,,,,,,,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078721,4,1,1,0,27,c8llrezkm3b3op4afrou6b487,1,25.1,51,2025-05-15T19:31:04.678Z,2025-05-16T05:34:35Z,5729034717,56,Back,5729034719,140,8.2,5729034725,213,3.17,5729034723,212,17.8,5729034721,141,50.3,5729631419,178,,,,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078743,5,1,1,0,32,c8llrezkm3b3op4afrou6b487,1,8.9,46.1,2025-05-15T19:31:09.118Z,2025-05-16T05:34:48Z,5729034817,213,6.25,5729631515,178,,5729034809,56,Center,5729034819,1,,5729034807,157,,5729034811,140,54.1,5729034813,141,43.9,5729034815,212,47.5,5f8kjgsaabn2li5r7bvpebbsa,Joan García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078751,6,1,1,0,34,c8llrezkm3b3op4afrou6b487,0,54.1,43.9,2025-05-15T19:31:11.838Z,2025-05-16T05:35:10Z,5729034885,156,,5729034839,56,Center,5729034847,213,2.37,5729034845,212,3.5,5729034841,140,51.7,5729034843,141,47.5,5729631611,388,,5729631613,21,,5fqvl0m1rkzhj9tmafrcxur6c,Roberto Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078739,10,8,1,0,35,agh9ifb2mw3ivjusgedj7c3fe,1,46.2,52.5,2025-05-15T19:31:12.518Z,2025-05-16T05:35:27Z,5729034805,56,Back,5729310391,385,,5729631695,178,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078775,11,1,1,0,39,agh9ifb2mw3ivjusgedj7c3fe,0,45.3,10.1,2025-05-15T19:31:16.358Z,2025-05-16T05:35:49Z,5729631793,178,,5729035029,213,0.06,5729035021,56,Right,5729035023,140,60.2,5729035025,141,11.4,5729035027,212,15.7,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078795,7,1,1,0,41,c8llrezkm3b3op4afrou6b487,1,38.3,92,2025-05-15T19:31:18.198Z,2025-05-16T05:36:00Z,5729035139,212,13.5,5729035133,56,Back,5729035135,140,37.1,5729631847,178,,5729035141,213,4.62,5729035137,141,72.3,,,,,,,5djkwcoflvxcv5oida6txfyp6,Carlos Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078835,8,1,1,0,44,c8llrezkm3b3op4afrou6b487,1,35.2,67.4,2025-05-15T19:31:21.318Z,2025-05-16T05:36:08Z,5729035341,141,32.5,5729035343,212,31.1,5729035345,213,4.01,5729035337,56,Back,5729035339,140,16.1,5729631897,178,,,,,,,,74wjzeja92l4q8fpy1bkmcsfd,Pol Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078843,9,1,1,0,50,c8llrezkm3b3op4afrou6b487,0,21.9,24.1,2025-05-15T19:31:27.278Z,2025-05-16T05:36:18Z,5729035395,1,,5729035393,213,6.19,5729035391,212,47.9,5729035387,140,67.3,5729035383,157,,5729035385,56,Right,5729035389,141,17.8,5729631953,178,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078849,12,1,1,0,53,agh9ifb2mw3ivjusgedj7c3fe,0,31.3,84.4,2025-05-15T19:31:30.198Z,2025-05-16T05:37:56Z,5729632493,388,,5729035433,141,79.4,5729035427,56,Left,5729035429,140,54.1,5729035425,3,,5729035443,213,6.14,5729035437,212,24.2,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078863,10,1,1,0,55,c8llrezkm3b3op4afrou6b487,0,45.2,16.7,2025-05-15T19:31:32.118Z,2025-05-16T05:38:04Z,5729632573,388,,5729035501,3,,5729035503,56,Right,5729035505,140,63.8,5729035509,212,23.3,5729035507,141,0,5729035511,213,5.71,,,,7y8ns61qioqu7kfsqzkvkwhuy,Urko González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078865,11,5,1,0,56,c8llrezkm3b3op4afrou6b487,0,63.2,-2,2025-05-15T19:31:33.398Z,2025-05-16T05:38:15Z,5729035513,56,Right,5729035515,347,,5729036041,233,13,,,,,,,,,,,,,,,,7y8ns61qioqu7kfsqzkvkwhuy,Urko González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815078963,13,5,1,0,56,agh9ifb2mw3ivjusgedj7c3fe,1,36.8,102,2025-05-15T19:31:33.398Z,2025-05-16T05:38:16Z,5729036035,233,11,5729036015,56,Back,5729036017,347,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815078999,14,1,1,1,14,agh9ifb2mw3ivjusgedj7c3fe,1,37.8,100,2025-05-15T19:31:50.998Z,2025-05-16T05:38:24Z,5729036225,141,89.1,5729036219,56,Back,5729036221,140,21.3,5729036229,212,19.4,5729036217,107,,5729036233,213,3.61,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079021,15,1,1,1,22,agh9ifb2mw3ivjusgedj7c3fe,1,27.4,64.3,2025-05-15T19:31:58.998Z,2025-05-16T05:38:33Z,5729036339,56,Back,5729036347,213,1.1,5729036345,212,6.7,5729036341,140,30.3,5729036343,141,73,5729632761,178,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079045,16,1,1,1,25,agh9ifb2mw3ivjusgedj7c3fe,1,33,58.7,2025-05-15T19:32:02.958Z,2025-05-16T05:38:43Z,5729036467,212,21.9,5729632825,178,,5729036461,56,Back,5729036463,140,37.1,5729036465,141,27.1,5729036469,213,4.91,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079067,17,1,1,1,29,agh9ifb2mw3ivjusgedj7c3fe,1,37.1,27.1,2025-05-15T19:32:06.238Z,2025-05-16T05:38:56Z,5729632905,178,,5729036609,56,Back,5729036617,213,4.96,5729036615,212,14.7,5729036613,141,6.1,5729036611,140,40.6,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079085,18,1,1,1,32,agh9ifb2mw3ivjusgedj7c3fe,1,38.9,9.2,2025-05-15T19:32:09.358Z,2025-05-16T05:39:15Z,5729633041,178,,5729036717,140,27.2,5729036715,56,Back,5729036721,212,15.9,5729036723,213,2.46,5729036719,141,24,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079113,19,1,1,1,34,agh9ifb2mw3ivjusgedj7c3fe,1,27.1,27.4,2025-05-15T19:32:11.718Z,2025-05-16T05:39:23Z,5729036879,213,0.96,5729036875,141,48.8,5729036873,140,36.9,5729036871,56,Back,5729633089,178,,5729036877,212,17.8,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079129,20,1,1,1,39,agh9ifb2mw3ivjusgedj7c3fe,1,43.5,64.8,2025-05-15T19:32:16.158Z,2025-05-16T05:39:32Z,5729036961,213,0.31,5729036957,141,72.3,5729633129,178,,5729036955,140,58.5,5729036953,56,Center,5729036959,212,16.6,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079135,12,45,1,1,41,c8llrezkm3b3op4afrou6b487,0,44.3,28.9,2025-05-15T19:32:18.078Z,2025-05-16T05:39:43Z,5729037041,233,21,5729036987,56,Back,5729036989,285,,,,,,,,,,,,,,,,,5fqvl0m1rkzhj9tmafrcxur6c,Roberto Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815079131,21,3,1,1,41,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,71.1,2025-05-15T19:32:18.078Z,2025-05-16T05:39:42Z,5729036973,56,Center,5729036975,286,,5729318913,464,,5729633185,178,,5729037007,233,12,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079151,22,1,1,1,41,agh9ifb2mw3ivjusgedj7c3fe,1,53.6,68.7,2025-05-15T19:32:18.878Z,2025-05-16T05:39:53Z,5729037065,141,61.8,5729037061,56,Back,5729037063,140,43.7,5729037069,213,3.57,5729633245,178,,5729037067,212,11.4,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079163,23,1,1,1,44,agh9ifb2mw3ivjusgedj7c3fe,1,44.3,63.4,2025-05-15T19:32:21.358Z,2025-05-16T05:40:03Z,5729037129,213,1.06,5729633353,178,,5729037121,56,Left,5729037123,140,52.9,5729037125,141,87.2,5729037127,212,18.5,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079179,24,1,1,1,47,agh9ifb2mw3ivjusgedj7c3fe,1,53.7,84.8,2025-05-15T19:32:24.198Z,2025-05-16T05:40:10Z,5729037237,212,10.5,5729633377,178,,5729037239,213,4.49,5729037231,56,Center,5729037233,140,51.5,5729037235,141,69.7,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079193,25,1,1,1,50,agh9ifb2mw3ivjusgedj7c3fe,1,53.3,62.3,2025-05-15T19:32:27.038Z,2025-05-16T05:40:19Z,5729037337,212,15.8,5729633417,178,,5729037331,56,Center,5729037333,140,54.4,5729037335,141,39.1,5729037339,213,4.79,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079223,26,1,1,1,52,agh9ifb2mw3ivjusgedj7c3fe,1,54.4,39.1,2025-05-15T19:32:29.478Z,2025-05-16T05:40:53Z,5729633613,178,,5729037509,56,Center,5729037517,213,0.06,5729037513,141,40.7,5729037511,140,70.8,5729037515,212,17.3,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079233,27,1,1,1,57,agh9ifb2mw3ivjusgedj7c3fe,1,79.4,23.7,2025-05-15T19:32:34.358Z,2025-05-16T05:41:01Z,5729037587,56,Right,5729037591,141,17.6,5729037593,212,5,5729037595,213,4.13,5729037589,140,76.8,5729633709,178,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079243,28,1,1,1,59,agh9ifb2mw3ivjusgedj7c3fe,1,75.2,16.7,2025-05-15T19:32:36.438Z,2025-05-16T05:41:11Z,5729037637,56,Right,5729037643,212,7.8,5729037641,141,19.7,5729037645,213,2.88,5729633765,178,,5729037639,140,68,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079273,29,1,1,2,0,agh9ifb2mw3ivjusgedj7c3fe,1,68,19.7,2025-05-15T19:32:37.838Z,2025-05-16T05:41:20Z,5729037789,212,9,5729037785,140,72.8,5729037783,56,Right,5729633817,178,,5729037791,213,5.31,5729037787,141,8.8,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079275,13,45,1,2,5,c8llrezkm3b3op4afrou6b487,0,20.7,93.8,2025-05-15T19:32:42.638Z,2025-05-16T05:41:37Z,5729037797,285,,5729037875,233,30,5729037795,56,Back,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815079287,30,3,1,2,5,agh9ifb2mw3ivjusgedj7c3fe,1,79.3,6.2,2025-05-15T19:32:42.638Z,2025-05-16T05:41:37Z,5729319469,465,,5729633877,178,,5729037867,286,,5729037869,233,13,5729037865,56,Right,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079295,31,1,1,2,9,agh9ifb2mw3ivjusgedj7c3fe,1,89.4,3.1,2025-05-15T19:32:46.478Z,2025-05-16T05:41:44Z,5729037899,213,1.63,5729037893,140,88.9,5729037891,56,Right,5729037895,141,16.5,5729633951,178,,5729037897,212,9.1,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079343,32,1,1,2,11,agh9ifb2mw3ivjusgedj7c3fe,1,89.7,16.5,2025-05-15T19:32:48.438Z,2025-05-16T05:42:10Z,5729634107,178,,5729038149,141,10.6,5729038145,56,Right,5729038147,140,87.6,5729038153,213,4.21,5729038151,212,4.6,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079301,14,43,1,2,12,c8llrezkm3b3op4afrou6b487,1,0,0,2025-05-15T19:32:49.063Z,2025-05-15T19:33:19Z,5729038193,399,abr79wsl0folgkyvl821ggs2c,5729039145,144,83,,,,,,,,,,,,,,,,,,,5djkwcoflvxcv5oida6txfyp6,Carlos Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815079345,33,1,1,2,16,agh9ifb2mw3ivjusgedj7c3fe,0,70.8,30.3,2025-05-15T19:32:53.798Z,2025-05-16T05:42:26Z,5729038169,213,0.3,5729634219,178,,5729038161,56,Center,5729038163,140,77.6,5729038165,141,33.6,5729038167,212,7.5,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079351,15,49,1,2,17,c8llrezkm3b3op4afrou6b487,1,26.7,66.6,2025-05-15T19:32:54.318Z,2025-05-16T07:25:14Z,,,,,,,,,,,,,,,,,,,,,,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815079383,16,12,1,2,19,c8llrezkm3b3op4afrou6b487,1,26.2,73.2,2025-05-15T19:32:56.278Z,2025-05-16T05:42:48Z,5729038375,212,21.3,5729038393,167,,5729038369,56,Back,5729038373,141,100,5729038371,140,35.8,5729634385,178,,5729038377,213,1.08,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815079385,17,5,1,2,21,c8llrezkm3b3op4afrou6b487,0,36.2,101.2,2025-05-15T19:32:58.558Z,2025-05-16T05:42:55Z,5729038381,347,,5729038379,56,Back,5729038645,233,34,,,,,,,,,,,,,,,,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815079427,34,5,1,2,21,agh9ifb2mw3ivjusgedj7c3fe,1,63.8,-1.2,2025-05-15T19:32:58.558Z,2025-05-16T05:42:55Z,5729038637,56,Right,5729038641,233,17,5729038639,347,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079441,35,1,1,2,30,agh9ifb2mw3ivjusgedj7c3fe,1,64.4,0,2025-05-15T19:33:06.998Z,2025-05-16T05:43:12Z,5729038729,1,,5729038723,141,14,5729038721,140,45.6,5729038725,212,22.5,5729038719,56,Back,5729038749,189,,5729038717,107,,5729038727,213,2.64,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079453,36,1,1,2,30,agh9ifb2mw3ivjusgedj7c3fe,1,46.4,11.3,2025-05-15T19:33:07.798Z,2025-05-16T05:43:23Z,5729038795,213,1.61,5729038793,212,12,5729038791,141,28.9,5729038787,56,Back,5729038789,140,46,5729634645,178,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079473,37,1,1,2,35,agh9ifb2mw3ivjusgedj7c3fe,1,47.9,40.3,2025-05-15T19:33:11.998Z,2025-05-16T05:43:32Z,5729038903,56,Center,5729038905,140,57.6,5729038909,212,10.3,5729038907,141,38,5729634689,178,,5729038911,213,6.13,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079487,38,1,1,2,36,agh9ifb2mw3ivjusgedj7c3fe,1,57.5,38.9,2025-05-15T19:33:13.918Z,2025-05-16T05:43:46Z,5729634761,178,,5729038979,140,53.2,5729038977,56,Center,5729038981,141,50.4,5729038983,212,9,5729038985,213,2.09,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815079497,39,1,1,2,39,agh9ifb2mw3ivjusgedj7c3fe,1,53.9,53,2025-05-15T19:33:16.238Z,2025-05-16T05:43:56Z,5729634825,178,,5729039049,140,63.4,5729039051,141,60.2,5729039053,212,11.1,5729039055,213,0.46,5729039047,56,Center,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
