id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,teamName
2815085971,223,1,1,18,50,agh9ifb2mw3ivjusgedj7c3fe,1,58.7,66.4,2025-05-15T19:49:27.358Z,2025-05-16T05:42:13Z,5729634135,178,,5729074437,141,74.5,5729074441,213,0.37,5729074435,140,72.3,5729074433,56,Center,5729074439,212,15.3,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815085987,224,1,1,18,53,agh9ifb2mw3ivjusgedj7c3fe,1,77.7,77.6,2025-05-15T19:49:30.718Z,2025-05-16T05:42:16Z,5729634151,178,,5729074533,213,5.93,5729074531,212,14.1,5729074527,140,90.3,5729074525,56,Center,5729074529,141,70.5,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815085991,225,61,1,18,54,agh9ifb2mw3ivjusgedj7c3fe,0,92.5,72.1,2025-05-15T19:49:31.838Z,2025-05-16T05:42:21Z,5729074549,56,Center,5729634193,178,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086005,98,56,1,18,56,c8llrezkm3b3op4afrou6b487,1,4,17.6,2025-05-15T19:49:33.318Z,2025-05-16T05:42:28Z,5729074641,56,Back,,,,,,,,,,,,,,,,,,,,,,7h0b81yjiiu356rycsakgd0yc,O. El Hilali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086025,99,5,1,18,57,c8llrezkm3b3op4afrou6b487,1,-0.9,23.2,2025-05-15T19:49:33.998Z,2025-05-16T05:42:32Z,5729074741,346,,5729074743,233,226,5729074739,56,Back,,,,,,,,,,,,,,,,7h0b81yjiiu356rycsakgd0yc,O. El Hilali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815085999,226,5,1,18,57,agh9ifb2mw3ivjusgedj7c3fe,0,100.9,76.8,2025-05-15T19:49:33.998Z,2025-05-16T05:42:32Z,5729074613,56,Center,5729074615,346,,5729074763,233,99,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086211,100,1,1,19,26,c8llrezkm3b3op4afrou6b487,1,4.6,49.5,2025-05-15T19:50:03.878Z,2025-05-16T05:42:37Z,5729075797,141,58.1,5729075805,74,,5729075803,1,,5729075801,213,0.11,5729075795,140,54.7,5729075791,124,,5729075793,56,Center,5729075799,212,52.9,5f8kjgsaabn2li5r7bvpebbsa,Joan García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815133501,647,61,1,19,29,c8llrezkm3b3op4afrou6b487,0,54.4,59.4,2025-05-15T19:50:06.638Z,2025-05-16T05:42:55Z,5729634435,178,,5729341239,56,Center,,,,,,,,,,,,,,,,,,,5fqvl0m1rkzhj9tmafrcxur6c,Roberto Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086229,227,1,1,19,31,agh9ifb2mw3ivjusgedj7c3fe,1,28.7,42.2,2025-05-15T19:50:08.718Z,2025-05-16T05:43:03Z,5729075899,140,12.6,5729634501,178,,5729075897,56,Back,5729075903,212,17.7,5729075901,141,49.9,5729075905,213,2.84,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086231,228,49,1,19,34,agh9ifb2mw3ivjusgedj7c3fe,1,12.1,49.9,2025-05-15T19:50:11.038Z,2025-05-16T05:43:44Z,,,,,,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086255,229,1,1,19,35,agh9ifb2mw3ivjusgedj7c3fe,1,10.2,49.1,2025-05-15T19:50:12.358Z,2025-05-16T05:43:47Z,5729634769,178,,5729076017,212,17.2,5729076015,141,73.6,5729076011,56,Back,5729076013,140,14.4,5729076019,213,1.31,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086259,230,61,1,19,38,agh9ifb2mw3ivjusgedj7c3fe,0,7.8,88.1,2025-05-15T19:50:15.438Z,2025-05-16T05:44:12Z,5729076031,56,Back,5729634935,178,,,,,,,,,,,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086271,101,49,1,19,39,c8llrezkm3b3op4afrou6b487,1,94.1,8.6,2025-05-15T19:50:16.278Z,2025-05-16T05:44:18Z,,,,,,,,,,,,,,,,,,,,,,,,,1am59svvwz5idpdjq307dd5hw,Antoniu Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086279,102,3,1,19,41,c8llrezkm3b3op4afrou6b487,0,93.2,8.2,2025-05-15T19:50:18.558Z,2025-05-16T05:44:28Z,5729076117,56,Right,5729076155,233,231,5729341527,464,,5729635035,178,,5729076119,286,,,,,,,,,,,1am59svvwz5idpdjq307dd5hw,Antoniu Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086281,231,7,1,19,41,agh9ifb2mw3ivjusgedj7c3fe,0,6.8,91.8,2025-05-15T19:50:18.638Z,2025-05-16T05:44:35Z,5729076127,285,,5729341561,385,,5729076125,56,Back,5729635085,178,,5729076129,233,102,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086291,103,61,1,19,41,c8llrezkm3b3op4afrou6b487,1,93.8,7.9,2025-05-15T19:50:18.798Z,2025-05-16T05:44:43Z,5729076193,56,Right,5729635133,178,,,,,,,,,,,,,,,,,,,,1am59svvwz5idpdjq307dd5hw,Antoniu Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086293,232,1,1,19,43,agh9ifb2mw3ivjusgedj7c3fe,0,3.9,95.7,2025-05-15T19:50:20.918Z,2025-05-16T05:44:52Z,5729635185,178,,5729076251,233,104,5729076259,286,,5729076217,212,0.9,5729076209,157,,5729076221,1,,5729076219,213,0.16,5729076215,141,95.9,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,5729076213,140,4.7,,5729076211,56,5729076249,236,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,Barcelona
2815086295,104,74,1,19,44,c8llrezkm3b3op4afrou6b487,1,97.3,3.7,2025-05-15T19:50:20.998Z,2025-05-16T05:44:57Z,5729076223,56,Right,5729076225,285,,5729635207,178,,5729076291,233,232,,,,,,,,,,,,,1am59svvwz5idpdjq307dd5hw,Antoniu Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086305,105,5,1,19,44,c8llrezkm3b3op4afrou6b487,0,94.1,-0.8,2025-05-15T19:50:21.238Z,2025-05-16T05:45:04Z,5729076285,56,Right,5729076287,347,,5729076335,233,233,,,,,,,,,,,,,,,,1am59svvwz5idpdjq307dd5hw,Antoniu Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086311,233,5,1,19,44,agh9ifb2mw3ivjusgedj7c3fe,1,5.9,100.8,2025-05-15T19:50:21.238Z,2025-05-16T05:45:04Z,5729076309,56,Back,5729076311,347,,5729076315,233,105,,,,,,,,,,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086415,234,1,1,20,4,agh9ifb2mw3ivjusgedj7c3fe,1,8.7,100,2025-05-15T19:50:41.078Z,2025-05-16T05:45:07Z,5729076949,213,6.03,5729076945,141,93.2,5729076943,140,31.1,5729076941,56,Back,5729076939,107,,5729076947,212,24.3,5729076951,1,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086429,235,1,1,20,10,agh9ifb2mw3ivjusgedj7c3fe,1,31.4,81.4,2025-05-15T19:50:47.278Z,2025-05-16T05:45:11Z,5729077019,213,4.34,5729077011,56,Back,5729077013,140,22.8,5729077015,141,47.5,5729635297,178,,5729077017,212,24.8,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086443,236,1,1,20,12,agh9ifb2mw3ivjusgedj7c3fe,1,23.8,46,2025-05-15T19:50:49.838Z,2025-05-16T05:45:14Z,5729077121,140,43.7,5729077123,141,15.8,5729077125,212,29.3,5729077119,56,Back,5729635337,178,,5729077127,213,5.51,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086455,237,1,1,20,15,agh9ifb2mw3ivjusgedj7c3fe,1,44.5,14.3,2025-05-15T19:50:52.878Z,2025-05-16T05:45:19Z,5729635365,178,,5729077187,56,Right,5729077195,213,5.84,5729077193,212,13.7,5729077191,141,5.6,5729077189,140,56.3,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086459,238,4,1,20,18,agh9ifb2mw3ivjusgedj7c3fe,1,53.7,10.2,2025-05-15T19:50:55.237Z,2025-05-16T05:45:25Z,5729077281,233,106,5729077227,286,,5729077223,152,,5729077221,56,Right,5729077225,265,,5729077219,13,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086463,106,4,1,20,18,c8llrezkm3b3op4afrou6b487,0,46.3,89.8,2025-05-15T19:50:55.238Z,2025-05-16T05:45:25Z,5729077277,285,,5729635395,178,,5729077273,152,,5729077271,56,Back,5729077269,13,,5729077275,265,,5729077299,233,238,,,,5djkwcoflvxcv5oida6txfyp6,Carlos Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086545,239,1,1,20,27,agh9ifb2mw3ivjusgedj7c3fe,1,46.5,18.6,2025-05-15T19:51:04.758Z,2025-05-16T05:45:34Z,5729078027,189,,5729077687,152,,5729077693,141,10.6,5729077697,213,5.8,5729635471,178,,5729077689,56,Right,5729077691,140,56.3,5729077695,212,11.6,4ftlhtels58lyzfluwofzwxuy,Pedri,5729077685,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086549,240,1,1,20,28,agh9ifb2mw3ivjusgedj7c3fe,1,56.3,10.6,2025-05-15T19:51:05.758Z,2025-05-16T05:45:39Z,5729077717,212,6.9,5729635493,178,,5729077711,56,Right,5729077713,140,51.7,5729077715,141,17.9,5729077719,213,2.34,5729078041,189,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086565,241,1,1,20,31,agh9ifb2mw3ivjusgedj7c3fe,1,51.7,18.2,2025-05-15T19:51:08.758Z,2025-05-16T05:45:44Z,5729077799,140,46.8,5729077805,213,1.94,5729077801,141,37.6,5729077803,212,14.2,5729635519,178,,5729077797,56,Back,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086581,242,1,1,20,34,agh9ifb2mw3ivjusgedj7c3fe,1,48.3,45.2,2025-05-15T19:51:11.238Z,2025-05-16T05:45:48Z,5729077887,140,59,5729077891,212,14.6,5729077893,213,0.69,5729635545,178,,5729077889,141,58.9,5729077885,56,Center,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086599,243,1,1,20,38,agh9ifb2mw3ivjusgedj7c3fe,1,58.5,43.1,2025-05-15T19:51:15.918Z,2025-05-16T05:45:52Z,5729077979,56,Center,5729635553,178,,5729077993,213,4.82,5729077981,140,59.9,5729077985,141,23.6,5729077989,212,13.3,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086621,244,1,1,20,41,agh9ifb2mw3ivjusgedj7c3fe,1,58.3,17.4,2025-05-15T19:51:18.838Z,2025-05-16T05:45:56Z,5729078107,212,11.3,5729078109,213,5.31,5729078103,140,64.4,5729078101,56,Right,5729078105,141,3.7,5729635577,178,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086629,245,1,1,20,43,agh9ifb2mw3ivjusgedj7c3fe,1,64.4,3.7,2025-05-15T19:51:20.038Z,2025-05-16T05:46:01Z,5729078187,141,9.2,5729078191,213,2.55,5729635611,178,,5729078183,56,Right,5729078185,140,59.1,5729078189,212,6.7,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086651,246,1,1,20,45,agh9ifb2mw3ivjusgedj7c3fe,1,59.1,9.2,2025-05-15T19:51:22.958Z,2025-05-16T05:46:03Z,5729078295,56,Center,5729078299,141,33.3,5729078303,213,1.79,5729078301,212,16.8,5729635627,178,,5729078297,140,55.6,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086657,247,1,1,20,50,agh9ifb2mw3ivjusgedj7c3fe,1,58.7,34,2025-05-15T19:51:27.958Z,2025-05-16T05:46:06Z,5729078357,141,37.4,5729078361,213,0.3,5729635643,178,,5729078353,56,Center,5729078355,140,65.8,5729078359,212,7.8,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086677,248,1,1,20,51,agh9ifb2mw3ivjusgedj7c3fe,1,65.8,37.4,2025-05-15T19:51:28.718Z,2025-05-16T05:46:10Z,5729078425,140,58.3,5729078423,56,Center,5729078429,212,8.2,5729078427,141,34.2,5729635663,178,,5729078431,213,3.41,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086697,249,1,1,20,55,agh9ifb2mw3ivjusgedj7c3fe,1,59.9,40.6,2025-05-15T19:51:32.918Z,2025-05-16T05:46:13Z,5729078553,140,56,5729078551,56,Center,5729078555,141,64.5,5729078559,213,1.82,5729635675,178,,5729078557,212,16.8,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086707,250,1,1,20,58,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,66.9,2025-05-15T19:51:35.638Z,2025-05-16T05:46:15Z,5729078617,212,13.9,5729635687,178,,5729078615,141,47,5729078611,56,Center,5729078613,140,52.6,5729078619,213,4.48,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086723,251,1,1,21,2,agh9ifb2mw3ivjusgedj7c3fe,1,52.6,47,2025-05-15T19:51:39.038Z,2025-05-16T05:46:18Z,5729078717,213,1.55,5729078709,56,Center,5729635713,178,,5729078711,140,52.9,5729078713,141,70.5,5729078715,212,16,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086739,252,1,1,21,4,agh9ifb2mw3ivjusgedj7c3fe,1,54.4,73.9,2025-05-15T19:51:41.638Z,2025-05-16T05:46:21Z,5729635733,178,,5729078791,213,0.65,5729078787,141,95.9,5729078783,140,73.3,5729078781,56,Left,5729078789,212,24.9,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086749,253,1,1,21,6,agh9ifb2mw3ivjusgedj7c3fe,1,73.3,95.9,2025-05-15T19:51:43.198Z,2025-05-16T05:46:27Z,5729635767,178,,5729078857,212,14.8,5729078859,213,3.63,5729078851,56,Left,5729078853,140,60.8,5729078855,141,85.7,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086787,254,1,1,21,8,agh9ifb2mw3ivjusgedj7c3fe,1,61.1,85.7,2025-05-15T19:51:45.638Z,2025-05-16T05:46:32Z,5729079007,212,8.1,5729635801,178,,5729079005,141,84.4,5729079001,56,Left,5729079003,140,68.8,5729079009,213,6.17,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086793,255,1,1,21,12,agh9ifb2mw3ivjusgedj7c3fe,1,62.9,79.4,2025-05-15T19:51:49.198Z,2025-05-16T05:46:35Z,5729079097,1,,5729079089,140,62.5,5729635831,178,,5729079087,56,Center,5729079093,212,39.4,5729079091,141,21.5,5729079095,213,4.7,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086797,256,1,1,21,15,agh9ifb2mw3ivjusgedj7c3fe,1,63.1,18.6,2025-05-15T19:51:52.718Z,2025-05-16T05:46:37Z,5729079135,140,70.3,5729079133,56,Right,5729079139,212,10.6,5729079137,141,7.7,5729079141,213,5.51,5729635841,178,,,,,,,,4ggz7e009bq3yltc9o6mifbah,Eric García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086813,257,1,1,21,18,agh9ifb2mw3ivjusgedj7c3fe,1,72.8,9.1,2025-05-15T19:51:55.278Z,2025-05-16T05:46:43Z,5729635881,178,,5729079217,140,89.1,5729079223,213,6.2,5729079221,212,17.2,5729079219,141,7,5729079215,56,Right,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086809,107,83,1,21,20,c8llrezkm3b3op4afrou6b487,0,6.3,91.2,2025-05-15T19:51:57.958Z,2025-05-16T06:39:12Z,5729079291,399,4ggz7e009bq3yltc9o6mifbah,,,,,,,,,,,,,,,,,,,,,,e5qp6dh1prc55llew51zpy1gp,Javi Puado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086817,258,1,1,21,22,agh9ifb2mw3ivjusgedj7c3fe,1,95.8,5.9,2025-05-15T19:51:59.358Z,2025-05-16T05:47:22Z,5729079237,56,Center,5729079245,213,1.84,5729079241,141,46.1,5729079243,212,28.4,5729343045,224,,5729343047,20,,5729636227,178,,5729079233,2,,4ggz7e009bq3yltc9o6mifbah,Eric García,5729079239,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086833,108,83,1,21,24,c8llrezkm3b3op4afrou6b487,1,13,58.1,2025-05-15T19:52:01.758Z,2025-05-16T05:47:30Z,5729129591,399,afxjicw89683nlpms9yy5x51x,,,,,,,,,,,,,,,,,,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086825,259,50,1,21,25,agh9ifb2mw3ivjusgedj7c3fe,1,87.5,43.2,2025-05-15T19:52:02.158Z,2025-05-16T05:47:51Z,5729079341,233,109,5729079295,286,,5729079293,56,Center,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086835,109,7,1,21,25,c8llrezkm3b3op4afrou6b487,1,12.5,56.8,2025-05-15T19:52:02.398Z,2025-05-16T05:47:57Z,5729343225,383,,5729079331,56,Back,5729079333,285,,5729079337,233,259,5729636465,178,,,,,,,,,,,74wjzeja92l4q8fpy1bkmcsfd,Pol Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086837,110,49,1,21,25,c8llrezkm3b3op4afrou6b487,1,14,59.3,2025-05-15T19:52:02.838Z,2025-05-16T05:48:03Z,,,,,,,,,,,,,,,,,,,,,,,,,74wjzeja92l4q8fpy1bkmcsfd,Pol Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086831,260,83,1,21,26,agh9ifb2mw3ivjusgedj7c3fe,0,87.8,42.7,2025-05-15T19:52:03.678Z,2025-05-16T05:48:10Z,5729079379,399,74wjzeja92l4q8fpy1bkmcsfd,,,,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086857,111,1,1,21,29,c8llrezkm3b3op4afrou6b487,0,26.8,79.1,2025-05-15T19:52:06.518Z,2025-05-16T05:48:19Z,5729079449,212,5.4,5729079443,56,Back,5729079445,140,31.3,5729079447,141,82.8,5729636617,178,,5729079451,213,0.49,,,,,,,74wjzeja92l4q8fpy1bkmcsfd,Pol Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086855,261,61,1,21,29,agh9ifb2mw3ivjusgedj7c3fe,1,68.1,16.8,2025-05-15T19:52:06.718Z,2025-05-16T05:48:25Z,5729636649,178,,5729079441,56,Right,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815086883,112,5,1,21,31,c8llrezkm3b3op4afrou6b487,1,37.8,101.5,2025-05-15T19:52:08.158Z,2025-05-16T05:48:32Z,5729079575,233,262,5729079555,347,,5729079553,56,Back,,,,,,,,,,,,,,,,74wjzeja92l4q8fpy1bkmcsfd,Pol Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815086861,262,5,1,21,31,agh9ifb2mw3ivjusgedj7c3fe,0,62.2,-1.5,2025-05-15T19:52:08.158Z,2025-05-16T05:48:33Z,5729079465,56,Right,5729079467,347,,5729079589,233,112,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815087003,113,1,1,21,53,c8llrezkm3b3op4afrou6b487,1,42.2,100,2025-05-15T19:52:30.158Z,2025-05-16T05:48:38Z,5729080187,107,,5729080197,213,6,5729080271,189,,5729080193,141,94.5,5729080191,140,56.2,5729080195,212,15.3,5729080189,56,Left,,,,5djkwcoflvxcv5oida6txfyp6,Carlos Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815087007,114,61,1,21,55,c8llrezkm3b3op4afrou6b487,1,56.6,95.4,2025-05-15T19:52:32.518Z,2025-05-16T05:48:46Z,5729636763,178,,5729080379,189,,5729080215,56,Left,,,,,,,,,,,,,,,,5fqvl0m1rkzhj9tmafrcxur6c,Roberto Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815087011,115,5,1,21,56,c8llrezkm3b3op4afrou6b487,0,56.9,101.5,2025-05-15T19:52:33.878Z,2025-05-16T05:48:50Z,5729080283,233,263,5729080239,347,,5729080237,56,Left,,,,,,,,,,,,,,,,5fqvl0m1rkzhj9tmafrcxur6c,Roberto Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espanyol
2815087015,263,5,1,21,56,agh9ifb2mw3ivjusgedj7c3fe,1,43.1,-1.5,2025-05-15T19:52:33.878Z,2025-05-16T05:48:51Z,5729080267,233,115,5729080265,347,,5729080263,56,Back,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815087099,264,1,1,22,2,agh9ifb2mw3ivjusgedj7c3fe,1,40.1,0,2025-05-15T19:52:38.998Z,2025-05-16T05:48:55Z,5729080683,213,2.1,5729080685,1,,5729080677,212,22.5,5729080669,107,,5729080671,56,Back,5729080673,140,29.3,5729080675,141,27.6,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815087113,265,1,1,22,15,agh9ifb2mw3ivjusgedj7c3fe,1,53.7,46.1,2025-05-15T19:52:52.718Z,2025-05-16T05:48:57Z,5729080767,140,56.1,5729636837,178,,5729080765,56,Center,5729080771,212,12.4,5729080773,213,4.92,5729080769,141,28.2,,,,,,,1av9mmv19jwvc4xdr0p9owyxh,Andreas Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815087157,266,1,1,22,18,agh9ifb2mw3ivjusgedj7c3fe,1,56.1,28.2,2025-05-15T19:52:55.038Z,2025-05-16T05:48:59Z,5729081019,213,5.47,5729081013,140,71,5729081011,56,Right,5729081015,141,4.1,5729636841,178,,5729081017,212,22.7,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2815087171,267,1,1,22,28,agh9ifb2mw3ivjusgedj7c3fe,1,80.9,7.1,2025-05-15T19:53:05.118Z,2025-05-16T05:49:02Z,5729081093,213,2.74,5729081091,212,23.2,5729081087,140,60.5,5729081089,141,20.3,5729081085,56,Right,5729636859,178,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
