id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,teamName
2765121089,1,34,16,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2025-01-12T17:55:02.299Z,2025-01-12T17:55:01Z,5455285019,194,bf2pf3hs8gcvub4ivlve12ymt,5455285015,130,8,5455285011,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5455285023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5455285009,30,"6crmq7vzqts58wg196q48sc7p, bf2pf3hs8gcvub4ivlve12ymt, 6q69l3ppqfqbryjubcrujfi6t, en2c7z1raqmcwee78297pbnu2, aipyotc87m5bdvmvizd5n69k9, 6fzbp94hf19ysotdassrqdc5x, broq8imimhtlejtffissquy5m, 1i9wi65k2foqwudeqiyih87hl, 5e9ilgrz3tzg9kd1gk3yvrahh, e83ula4wockmc2xid7185kcq2, b4witgokm49tidm1a83qcvbop, 38bp85766w04a0nuulq5fiig9, 42mke5h9m4g7idv9q6ltuhkwk, 6w5wyari2p4bh2zzy2x2f6hg5, diod1hv5hv7v7z7mfleev1txx, 39gif4xfy8xddarasbsad56ok, 14qv8npo5alwnb5dud8x82ln8, i48mf81fxn2af1xxjzfi8gr9, 39c5g6782qlrtw55fsre7exnt, 3jln1gzc0859ymphvq83i0mp5, atj6u4qul0o2ca57etbmes07o, 4kob1sqi695a8rwn3r3d2a6ms",5455285021,197,239,5455285013,59,"1, 17, 23, 6, 14, 22, 11, 8, 9, 5, 7, 13, 26, 4, 10, 15, 16, 19, 20, 21, 35, 39",5455285017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765121847,1,34,16,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-12T17:56:53.864Z,2025-01-12T21:07:26Z,5455289985,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5455289979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5455289981,194,2wl6h1rlrfnn2mr65vuo3t815,5455289971,30,"6ofu6yc2qwp5ii9cerdq1tk9h, cscn06kwqfzo09h0dc5ybt1pl, bzgh5psb1janz9y3btpswngbu, 4ftlhtels58lyzfluwofzwxuy, bkwxem45cf48k14euwqe7rs44, cd5napttmwk5o9gxw3cbb4ted, abr79wsl0folgkyvl821ggs2c, 3hht0os2uzu234yq550i3fbe2, afxjicw89683nlpms9yy5x51x, eb3ci3a120om80v80mobsus8a, 2wl6h1rlrfnn2mr65vuo3t815, awsod0zmnrukk21d4882ji7e1, 2szgrzcosfeifh664tgt3mfvt, 4mxx1oxkiexm0ha34utcmb17t, 9f0jk3wgmlnnmnqrdkh4gnpt6, cjll1xrw3xulnl23c9tlf6rys, 4gq1u1mqg0qzekh1u5djleeax, ezviixcyaaj162saxs2yl27s9, 4ggz7e009bq3yltc9o6mifbah, yhipl27kpzoq85sizfyzmvx0, 8xjdsfk5u7wph4o7h1w45dses, 6l1y87tlepsvr83d8y2qifeqy",5455289975,59,"25, 23, 3, 8, 2, 5, 19, 17, 9, 6, 11, 4, 7, 13, 18, 16, 20, 21, 24, 26, 32, 35",5455289983,197,25285,5455289977,130,8,5455289973,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156259,2,32,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-01-12T19:00:22.227Z,2025-01-12T19:00:22Z,5455475923,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156275,2,32,1,0,0,3kq9cckrnlogidldtdie2fkbl,1,0,0,2025-01-12T19:00:22.227Z,2025-01-13T13:46:42Z,5455476005,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765156329,3,1,1,0,0,agh9ifb2mw3ivjusgedj7c3fe,1,49.9,50.1,2025-01-12T19:00:22.228Z,2025-01-12T19:05:12Z,5455476289,213,2.62,5455476291,279,S,5455476281,56,Back,5455476285,141,58.8,5455476283,140,40.1,5455476287,212,11.9,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156349,4,1,1,0,5,agh9ifb2mw3ivjusgedj7c3fe,1,39.9,59.4,2025-01-12T19:00:27.797Z,2025-01-12T19:00:29Z,5455476373,212,31.1,5455476369,140,44.3,5455476371,141,14.2,5455476375,213,4.86,5455476367,56,Back,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156369,5,1,1,0,7,agh9ifb2mw3ivjusgedj7c3fe,1,44.3,13.3,2025-01-12T19:00:29.525Z,2025-01-12T19:00:31Z,5455476539,141,24.4,5455476537,140,52.5,5455476535,56,Center,5455476541,212,11.5,5455476543,213,0.72,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156395,6,1,1,0,8,agh9ifb2mw3ivjusgedj7c3fe,1,53.2,22.4,2025-01-12T19:00:30.948Z,2025-01-12T19:00:33Z,5455476723,56,Right,5455476727,141,8.2,5455476725,140,61,5455476729,212,12.7,5455476731,213,5.42,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156423,7,1,1,0,11,agh9ifb2mw3ivjusgedj7c3fe,1,62.2,7.7,2025-01-12T19:00:33.397Z,2025-01-12T19:00:35Z,5455476881,141,33.7,5455476885,213,1.9,5455476879,140,56.5,5455476883,212,18.7,5455476877,56,Center,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156457,8,1,1,0,13,agh9ifb2mw3ivjusgedj7c3fe,1,54.6,40.5,2025-01-12T19:00:35.477Z,2025-01-12T19:05:44Z,5455477085,213,1.85,5455477079,140,49.3,5455477081,141,68.7,5455477077,56,Back,5455477083,212,20,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156479,9,1,1,0,17,agh9ifb2mw3ivjusgedj7c3fe,1,59.6,79.2,2025-01-12T19:00:39.877Z,2025-01-12T19:00:42Z,5455477191,141,91.4,5455477195,213,0.54,5455477189,140,72.9,5455477187,56,Left,5455477193,212,16.2,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156505,10,1,1,0,20,agh9ifb2mw3ivjusgedj7c3fe,1,80.5,93.6,2025-01-12T19:00:42.565Z,2025-01-12T19:00:44Z,5455477269,56,Left,5455477275,212,6.7,5455477277,213,4.92,5455477271,140,81.8,5455477273,141,84,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156515,11,1,1,0,22,agh9ifb2mw3ivjusgedj7c3fe,1,81.8,84.2,2025-01-12T19:00:44.565Z,2025-01-12T19:00:46Z,5455477387,213,2.41,5455477377,140,76.3,5455477381,141,91.8,5455477385,212,7.7,5455477375,56,Left,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156545,12,1,1,0,23,agh9ifb2mw3ivjusgedj7c3fe,1,75.7,92.1,2025-01-12T19:00:46.181Z,2025-01-12T19:00:49Z,5455477601,141,87.2,5455477599,140,56.4,5455477605,213,3.3,5455477597,56,Left,5455477603,212,20.5,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156561,13,1,1,0,27,agh9ifb2mw3ivjusgedj7c3fe,1,55.8,80.7,2025-01-12T19:00:49.269Z,2025-01-12T19:00:51Z,5455477671,212,22,5455477673,213,4.3,5455477669,141,51,5455477665,56,Back,5455477667,140,47.4,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156585,14,1,1,0,29,agh9ifb2mw3ivjusgedj7c3fe,1,47.1,49.3,2025-01-12T19:00:51.269Z,2025-01-12T20:06:34Z,5455477811,212,20.8,5455477807,140,48,5455477809,141,18.7,5455477805,56,Back,5455477813,213,4.76,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156615,15,1,1,0,31,agh9ifb2mw3ivjusgedj7c3fe,1,47.4,16.3,2025-01-12T19:00:54.134Z,2025-01-12T19:00:57Z,5455477985,56,Back,5455477989,141,35.8,5455477991,212,18.4,5455477987,140,35.3,5455477993,213,2.33,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156625,16,1,1,0,34,agh9ifb2mw3ivjusgedj7c3fe,1,35.4,38.8,2025-01-12T19:00:57.189Z,2025-01-12T19:01:18Z,5455478077,212,17.9,5455478073,140,36.7,5455478071,56,Back,5455478075,141,65,5455478079,213,1.49,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156693,17,1,1,0,40,agh9ifb2mw3ivjusgedj7c3fe,0,43.7,71.9,2025-01-12T19:01:03.158Z,2025-01-12T19:01:06Z,5455478477,213,0.35,5455478473,141,91.8,5455478469,56,Left,5455478471,140,79.5,5455478475,212,40,5455478479,1,,5455478467,155,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156699,3,12,1,0,43,3kq9cckrnlogidldtdie2fkbl,1,16.8,9.8,2025-01-12T19:01:06.071Z,2025-01-12T19:01:08Z,5455478545,167,,5455478519,141,0,5455478515,56,Back,5455478517,140,7.3,5455478523,213,3.79,5455478521,212,12.6,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765156701,4,5,1,0,45,3kq9cckrnlogidldtdie2fkbl,0,7.5,-1.1,2025-01-12T19:01:07.350Z,2025-01-12T19:30:15Z,5455478529,56,Back,5455478531,347,,5455479181,233,18,,,,,,,,,,,,,,,,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765156807,18,5,1,0,45,agh9ifb2mw3ivjusgedj7c3fe,1,92.5,101.1,2025-01-12T19:01:07.350Z,2025-01-12T19:30:14Z,5455479087,56,Left,5455479157,233,4,5455479089,347,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156915,19,1,1,1,2,agh9ifb2mw3ivjusgedj7c3fe,1,85.6,100,2025-01-12T19:01:24.390Z,2025-01-12T19:01:28Z,5455479767,56,Left,5455479775,213,3.34,5455479771,141,93.5,5455479765,107,,5455479769,140,59.4,5455479777,1,,5455479773,212,28.1,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156927,20,1,1,1,6,agh9ifb2mw3ivjusgedj7c3fe,1,58,89.4,2025-01-12T19:01:28.614Z,2025-01-12T19:01:30Z,5455479855,141,87.9,5455479857,212,7.5,5455479851,56,Left,5455479853,140,65.1,5455479859,213,6.15,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156931,21,1,1,1,7,agh9ifb2mw3ivjusgedj7c3fe,1,65.5,87.5,2025-01-12T19:01:30.150Z,2025-01-12T19:01:31Z,5455479893,156,,5455479887,212,11.6,5455479883,140,54.5,5455479889,213,3.1,5455479881,56,Left,5455479885,141,88.2,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156963,22,1,1,1,10,agh9ifb2mw3ivjusgedj7c3fe,1,52,88.1,2025-01-12T19:01:32.888Z,2025-01-12T19:01:35Z,5455480053,56,Back,5455480057,141,56.3,5455480061,213,3.99,5455480059,212,28.8,5455480055,140,33.9,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765156989,23,1,1,1,13,agh9ifb2mw3ivjusgedj7c3fe,1,33.6,55.2,2025-01-12T19:01:35.399Z,2025-01-12T19:01:38Z,5455480239,212,21.4,5455480241,213,4.83,5455480235,140,35.9,5455480237,141,23.9,5455480233,56,Back,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157051,24,1,1,1,15,agh9ifb2mw3ivjusgedj7c3fe,1,37.3,20.3,2025-01-12T19:01:38.055Z,2025-01-12T19:01:43Z,5455480587,141,14.6,5455480583,56,Right,5455480591,213,6.11,5455480589,212,22.4,5455480585,140,58.3,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157053,5,83,1,1,20,3kq9cckrnlogidldtdie2fkbl,0,51.8,93.9,2025-01-12T19:01:42.429Z,2025-01-12T19:02:22Z,5455482851,399,eb3ci3a120om80v80mobsus8a,,,,,,,,,,,,,,,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157055,25,1,1,1,21,agh9ifb2mw3ivjusgedj7c3fe,0,44.9,6.5,2025-01-12T19:01:43.367Z,2025-01-12T19:01:43Z,5455480601,140,39.3,5455480611,213,3.08,5455480605,141,7,5455480599,56,Back,5455480609,212,5.9,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157073,6,61,1,1,22,3kq9cckrnlogidldtdie2fkbl,1,56.8,93.7,2025-01-12T19:01:45.133Z,2025-01-12T19:01:45Z,5455480679,56,Left,,,,,,,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157091,7,49,1,1,23,3kq9cckrnlogidldtdie2fkbl,1,56.1,93.7,2025-01-12T19:01:46.158Z,2025-01-12T19:01:46Z,,,,,,,,,,,,,,,,,,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157113,8,1,1,1,24,3kq9cckrnlogidldtdie2fkbl,1,56.1,93.7,2025-01-12T19:01:46.362Z,2025-01-12T19:01:47Z,5455480839,213,4.95,5455480833,140,57.9,5455480837,212,7.9,5455480831,56,Left,5455480835,141,82.4,,,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157135,9,1,1,1,25,3kq9cckrnlogidldtdie2fkbl,1,57.9,82,2025-01-12T19:01:47.525Z,2025-01-12T19:01:49Z,5455480957,56,Back,5455480965,213,3.73,5455480961,141,70.8,5455480963,212,13.7,5455480959,140,47.1,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157147,10,1,1,1,27,3kq9cckrnlogidldtdie2fkbl,0,52,71.4,2025-01-12T19:01:49.805Z,2025-01-12T19:01:51Z,5455481023,213,0.56,5455481015,56,Center,5455481019,141,74.5,5455481055,236,,5455481021,212,4,5455481017,140,55.2,5455481057,233,26,5455481061,286,,1i9wi65k2foqwudeqiyih87hl,F. Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157151,26,74,1,1,27,agh9ifb2mw3ivjusgedj7c3fe,1,40.2,28.6,2025-01-12T19:01:49.806Z,2025-01-12T19:30:21Z,5455481069,233,10,5455481041,56,Back,5455481043,285,,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157169,27,49,1,1,30,agh9ifb2mw3ivjusgedj7c3fe,1,44.1,58.2,2025-01-12T19:01:52.567Z,2025-01-12T19:01:52Z,,,,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157241,28,1,1,1,33,agh9ifb2mw3ivjusgedj7c3fe,1,63.7,63.9,2025-01-12T19:01:55.607Z,2025-01-12T19:01:59Z,5455481541,56,Center,5455481545,141,76.5,5455481549,213,1.21,5455481543,140,66.8,5455481547,212,9.2,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157277,29,1,1,1,36,agh9ifb2mw3ivjusgedj7c3fe,1,72,71.3,2025-01-12T19:01:58.903Z,2025-01-12T19:02:19Z,5455481709,141,24.1,5455482651,210,15,5455481705,56,Center,5455481713,213,4.78,5455481715,1,,5455481711,212,32.2,5455481707,140,74.1,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157279,30,15,1,1,39,agh9ifb2mw3ivjusgedj7c3fe,1,78.7,30.3,2025-01-12T19:02:01.251Z,2025-01-13T13:48:06Z,5455481721,18,,5455482679,29,,5455482685,102,53.2,5455644081,22,,5455482677,76,,5455482691,147,47.8,5456098091,215,,5455482689,146,98.1,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,5455482681,55,29,5455481723,56,Center,5455482075,72,5455482705,233,11,5455482687,103,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157301,11,10,1,1,39,3kq9cckrnlogidldtdie2fkbl,1,2.2,51.7,2025-01-12T19:02:01.351Z,2025-01-13T13:48:10Z,5455482751,233,30,5455482107,179,,5455481855,56,Back,5456098103,376,,5455481849,173,,5455481853,182,,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157313,12,6,1,1,42,3kq9cckrnlogidldtdie2fkbl,0,9.9,57.8,2025-01-12T19:02:05.176Z,2025-01-13T13:48:23Z,5455481933,233,31,5455481903,73,,5455481901,56,Back,,,,,,,,,,,,,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157311,31,6,1,1,42,agh9ifb2mw3ivjusgedj7c3fe,1,90.1,42.2,2025-01-12T19:02:05.176Z,2025-01-12T19:41:40Z,5455481909,233,12,5455481881,56,Center,5455481883,73,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157695,32,1,1,2,16,agh9ifb2mw3ivjusgedj7c3fe,0,99.5,99.5,2025-01-12T19:02:38.424Z,2025-01-13T13:48:18Z,5455483933,212,33.5,5455483919,2,,5455483923,155,,5456098133,72,,5455483935,213,4.41,5455483925,224,,5455483937,1,,5455483927,56,Center,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,5455483931,141,52.5,5455483929,140,89.9,5455483921,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157713,13,12,1,2,18,3kq9cckrnlogidldtdie2fkbl,1,8,51.4,2025-01-12T19:02:40.768Z,2025-01-12T19:02:42Z,5455484065,56,Back,5455484079,15,,5455484067,140,24.8,5455484073,213,0.62,5455484071,212,21.7,5455484069,141,69.9,,,,,,,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157725,14,45,1,2,20,3kq9cckrnlogidldtdie2fkbl,0,25.1,66.4,2025-01-12T19:02:42.569Z,2025-01-12T19:30:24Z,5455484121,285,,5455484463,233,33,5455484119,56,Back,,,,,,,,,,,,,,,,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157765,33,3,1,2,20,agh9ifb2mw3ivjusgedj7c3fe,1,74.9,33.6,2025-01-12T19:02:42.569Z,2025-01-13T13:49:52Z,5455484453,233,14,5456098823,464,,5455484403,56,Center,5455484405,286,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157773,34,61,1,2,25,agh9ifb2mw3ivjusgedj7c3fe,0,94.9,25.4,2025-01-12T19:02:47.368Z,2025-01-12T19:02:47Z,5455484427,56,Center,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765157801,15,5,1,2,26,3kq9cckrnlogidldtdie2fkbl,1,-1.2,70.8,2025-01-12T19:02:48.714Z,2025-01-12T19:30:15Z,5455484557,56,Back,5455484595,233,35,5455484559,346,,,,,,,,,,,,,,,,,en2c7z1raqmcwee78297pbnu2,E. Camavinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765157789,35,5,1,2,26,agh9ifb2mw3ivjusgedj7c3fe,0,101.2,29.2,2025-01-12T19:02:48.714Z,2025-01-12T19:02:52Z,5455484503,346,,5455484501,56,Center,5455484601,233,15,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765158005,16,1,1,2,49,3kq9cckrnlogidldtdie2fkbl,1,5.3,41.9,2025-01-12T19:03:11.650Z,2025-01-12T19:03:14Z,5455485761,237,,5455485745,124,,5455485757,213,1.92,5455485753,141,51.7,5455485749,56,Back,5455485755,212,7.1,5455485751,140,3,,,,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765158031,17,1,1,2,51,3kq9cckrnlogidldtdie2fkbl,0,3.1,51.7,2025-01-12T19:03:13.945Z,2025-01-12T19:03:19Z,5455485945,56,Right,5455485953,213,5.9,5455485949,141,14.2,5455485955,1,,5455485951,212,68.6,5455485943,155,,5455485947,140,63.8,,,,6crmq7vzqts58wg196q48sc7p,T. Courtois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid
2765158027,36,49,1,2,56,agh9ifb2mw3ivjusgedj7c3fe,1,39,78.3,2025-01-12T19:03:19.162Z,2025-01-12T19:03:19Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765158075,37,1,1,3,2,agh9ifb2mw3ivjusgedj7c3fe,1,40,80.7,2025-01-12T19:03:24.458Z,2025-01-12T19:03:26Z,5455486229,213,5.05,5455486227,212,10.2,5455486221,56,Back,5455486223,140,43.2,5455486225,141,66.6,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Inigo Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2765158097,38,1,1,3,3,agh9ifb2mw3ivjusgedj7c3fe,1,43.2,66.6,2025-01-12T19:03:25.946Z,2025-01-12T19:03:28Z,5455486355,212,12.5,5455486351,140,35.7,5455486353,141,80.9,5455486357,213,2.25,5455486349,56,Back,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
